feature,suggested_side,family,source_family,lane,in_box15_control,new_mechanism_feature,rows,coverage,minimum,p01,median,p99,maximum,standard_deviation,adjacent_season_median_correlation,adjacent_transitions,adjacent_player_pairs,early_late_smd,early_late_univariate_auc,source_shift_flag,stable_redundancy_member,screen_status
touches_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,36.25,74.9767436905062,129.16790762468514,200.0,21.322201427106865,0.9539483661426724,8,6912,-0.18012163358382816,0.5484990874955423,False,False,eligible_for_fold_internal_screen
passes_made_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,19.266121221389614,53.12800850795131,100.0,200.0,18.189233229365275,0.9540377032236744,8,6912,-0.18437667706792601,0.548471613532628,False,False,eligible_for_fold_internal_screen
dreb_chances_p100,both,rebounding,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,9.846396996172317,22.025525215095655,50.0,4.607953649721981,0.9551833236371943,8,6912,-0.15838353922079468,0.5480332414029208,False,False,eligible_for_fold_internal_screen
pull_up_3_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.31154981798974557,0.815749201913475,1.0,0.14540433233280348,0.7968283167417832,8,6912,0.06595479380544897,0.5465579336408545,False,False,eligible_for_fold_internal_screen
PFD_p100,both,fouls_free_throws,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,3.1531728803341315,9.088732573151734,33.33333333333333,1.9433387756717575,0.943235127162791,8,6912,-0.13132364064073065,0.545256389059064,False,False,eligible_for_fold_internal_screen
assist_points_created_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,8.544900561485196,32.2143151713727,100.0,7.306291353440441,0.9590704990147139,8,6912,0.12514409547422306,0.5449222418026972,False,False,eligible_for_fold_internal_screen
passes_received_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,18.181818181818183,46.994587693561506,111.425894805519,200.0,22.4614872437245,0.9660451187343164,8,6912,-0.15954877835291167,0.5446511910623619,False,False,eligible_for_fold_internal_screen
at_rim_frequency,offense,rim_interior,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.007462686567164179,0.05771448287357441,0.2933997315362449,0.829982025759602,1.0,0.17010659609275053,0.967096839523595,8,6912,-0.152938575874111,0.5441441890834109,False,True,prune_within_fold
corner3_fga_p100,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,1.3205664028005137,4.4253352937943164,10.0,1.1558967822897568,0.9341549947257946,8,6912,0.16623109007940368,0.5435879652149898,False,False,eligible_for_fold_internal_screen
tight_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.38146043191415663,0.43178504162028836,0.5078868343480472,0.6200833273701231,0.6849514463071461,0.03768008093754336,0.9360068697711297,8,6912,-0.14062549595666493,0.5415493861551378,False,False,eligible_for_fold_internal_screen
TOV_p100,both,turnovers,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,2.393458500674936,7.009791921664605,41.66666666666667,1.5558474032109642,0.9120150445508846,8,6912,-0.0791888083295437,0.5412249291141474,False,True,prune_within_fold
PF_p100,both,fouls_free_throws,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,4.234795660075484,11.76470588235294,50.0,2.1586410885465566,0.8803262574981663,8,6912,-0.11153602438985719,0.5385310767684739,False,False,eligible_for_fold_internal_screen
drive_points_per_drive,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.5126735491371712,1.3333333333333333,3.0,0.25979699027589337,0.8717676520598668,8,6912,0.09124593698217497,0.5377769467683985,False,False,eligible_for_fold_internal_screen
wide_open_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.4124635030001375,1.0,1.0,0.15193301828521846,0.8515295258169122,8,6912,-0.09077609266924606,0.537158810131847,False,False,eligible_for_fold_internal_screen
AST_p100,both,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,3.3582859282266773,12.355983879516211,28.571428571428573,2.755592225212193,0.9575161387894773,8,6912,0.08402251653082901,0.5368489710009844,False,True,prune_within_fold
fg3_pct_eb,offense,three_spacing,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.2613483218007399,0.3064438613581569,0.35327816628734177,0.4027230947254874,0.43402742747509715,0.018639243598206366,0.8505338059299989,8,6912,0.10689929953017581,0.5359877255803682,False,False,eligible_for_fold_internal_screen
open_fga_p100,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,4.050430576090058,11.475409836065573,100.0,2.9277040704328914,0.9473816666331063,8,6912,0.12842610952250877,0.535846832051114,False,False,eligible_for_fold_internal_screen
catch_shoot_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.3589120811504956,0.6666666666666666,1.0,0.12508375371721117,0.8274463865077853,8,6912,-0.10083444639442449,0.534562768397631,False,False,eligible_for_fold_internal_screen
drive_points_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,2.788518900520769,14.410148627877982,66.66666666666666,3.5411886230104845,0.9402608103327534,8,6912,0.1370996201588913,0.5327049724183985,False,False,eligible_for_fold_internal_screen
wide_open_fga_p100,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,3.9791481729741482,10.06445623342171,33.33333333333333,2.259449851812136,0.9117433647816127,8,6912,0.0864421472166864,0.5325518835328609,False,False,eligible_for_fold_internal_screen
FTA_p100,both,fouls_free_throws,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,3.45679012345679,12.283160388357745,66.66666666666666,2.74319784272616,0.9358706310982734,8,6912,-0.07178880262119477,0.5318178221890626,False,True,prune_within_fold
avg_dribbles_per_touch,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.21034009546539378,1.3137951983412712,5.475533890436397,8.27,1.50095386610862,0.9850548433568243,8,6912,0.01864137830392245,0.5307963303374601,False,True,prune_within_fold
matchup_shotmaking_points_saved_vs_scorer_p100_eb,defense,shooting,matchup_defense,retrospective_candidate,False,False,8620,1.0,-3.3267286293968312,-1.7386729875679605,0.0,1.8332694492227548,4.323299079809494,0.6410378047608813,0.8741907049595007,8,6912,-0.035313182621605856,0.5294018477809214,False,False,eligible_for_fold_internal_screen
drive_turnovers_per_drive,offense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.06896483171308722,0.3333333333333333,1.0,0.0755705674642411,0.8357567472064005,8,6912,-0.045784232126854715,0.5293667207501812,False,False,eligible_for_fold_internal_screen
drives_p100_relative,offense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-9.773855170113134,-9.381163259768199,-3.1049941130853735,15.923459570926262,47.369001972744,6.242553310982362,0.9750167506896652,8,6912,-0.07324594718701909,0.5289394703449403,False,True,prune_within_fold
zts_pct_points,offense,shooting,playtype,retrospective_candidate,False,False,8620,1.0,-12.211504367453173,-8.178025124326961,-0.7972001551825092,6.228222346446448,10.649427172585668,2.9617549517826625,0.8832069214102356,8,6912,0.08238656320079471,0.5277633755116475,False,False,eligible_for_fold_internal_screen
arc3_accuracy,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.05263157894736842,0.12550531914893617,0.34261304866087977,0.5059665871121718,1.0,0.06981672649996834,0.7885139091680731,8,6912,0.03783624139136773,0.5276028262614307,False,False,eligible_for_fold_internal_screen
drives_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,5.8023300809862075,24.87465696247066,57.14285714285714,6.258331400416856,0.9751078021458865,8,6912,0.08187426078264472,0.5273455950896155,False,True,prune_within_fold
drive_assists_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.42267974168403405,3.344408143104651,18.181818181818183,0.9092137166382313,0.957922277701378,8,6912,0.05798858877840481,0.5270162654119159,False,False,eligible_for_fold_internal_screen
ft_pct,both,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.125,0.4,0.7619105957655877,1.0,1.0,0.11188185795992034,0.8818246017361229,8,6912,0.11028637248670828,0.5265634405462065,False,False,eligible_for_fold_internal_screen
catch_shoot_fga_p100,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,5.048505791703327,13.695871187361751,100.0,3.4001635053977814,0.9300734202609939,8,6912,0.060257370639050366,0.5260570992637583,False,False,eligible_for_fold_internal_screen
drive_fta_per_drive,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.12858230840207335,0.6666666666666666,2.0,0.14397110743485098,0.858016280418552,8,6912,-0.06275486660462952,0.525219225981934,False,False,eligible_for_fold_internal_screen
PTS_p100_relative,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-23.190380552355,-22.512322769698645,-4.231488758128786,16.167007337862024,278.1443684860476,7.9612806686835365,0.9364853572299934,8,6912,-0.0687882146293992,0.5251861360987446,False,True,prune_within_fold
pull_up_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.28692124877126185,0.3284371575485641,0.3761453684675285,0.4305626679783081,0.4790522207873667,0.018598710185474623,0.8707000091450368,8,6912,0.08243087648377502,0.5244388057668453,False,False,eligible_for_fold_internal_screen
tight_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.5,1.0,1.0,0.14566889872984037,0.8819371181641551,8,6912,-0.0679394852219985,0.5240991802353082,False,False,eligible_for_fold_internal_screen
passes_per_touch,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.47379012882390714,0.7133401536302024,0.8689956359187002,1.0,0.08158638906983846,0.9345020171713926,8,6912,-0.07217569248188535,0.5237837251841706,False,False,eligible_for_fold_internal_screen
bad_pass_turnover_share,offense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.3492744834985799,0.75,1.0,0.15920456021469687,0.8684521736900611,8,6912,-0.1195350153596332,0.5236015381234821,False,False,eligible_for_fold_internal_screen
drive_assists_per_drive,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.08275055298126624,0.3333333333333333,1.0,0.06918645958305297,0.8790196957099818,8,6912,0.09715165267305562,0.5228790940265273,False,False,eligible_for_fold_internal_screen
matchup_opponent_adjusted_points_saved_p100_eb,defense,matchup_shot_defense,matchup_defense,retrospective_candidate,False,False,8620,1.0,-15.647678395825823,-8.644750712353295,0.0,5.294044941700035,8.616123539744333,2.715359547326083,0.946840021437626,8,6912,-0.1406341487477866,0.5220587016730103,False,False,eligible_for_fold_internal_screen
open_3_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.2745174587126474,0.30650257019852994,0.3425109002771584,0.3861647702931877,0.4295812015363751,0.014565855308469402,0.8110592259136494,8,6912,-0.06253531387750949,0.5220346963667363,False,False,eligible_for_fold_internal_screen
live_ball_turnover_share,offense,turnovers,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.07692307692307693,0.2545246304545683,0.563707711516737,1.0,1.0,0.12134969347232911,0.8787936721159461,8,6912,0.021814685250557863,0.5214261123004565,False,False,eligible_for_fold_internal_screen
paint_touches_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,2.7707017280489366,18.636443982140232,100.0,5.400265482788731,0.9667641469084972,8,6912,-0.09083880318411708,0.520946997219734,False,False,eligible_for_fold_internal_screen
dreb_contests_p100,both,rebounding,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,1.189793200140546,5.097684209800923,33.33333333333333,1.3544010340014008,0.944779960214726,8,6912,-0.10479306268618184,0.5194320201384699,False,False,eligible_for_fold_internal_screen
recovered_blocks_p100,both,disruption,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.34191046386801993,2.5524221063732244,9.803921568627452,0.5592465412922767,0.9422171832216766,8,6912,-0.08531171011804907,0.519356397917903,False,False,eligible_for_fold_internal_screen
bad_pass_turnover_share_eb,offense,creation_passing,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.2539217883935102,0.29404972677489766,0.36558871947024335,0.44568530638557674,0.5223824062925128,0.02756190279143415,0.9410750610530065,8,6912,0.04518662178602014,0.5192562198106433,False,False,eligible_for_fold_internal_screen
arc3_frequency_relative,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-0.31214833780417156,-0.271852117368284,0.0037568463019487103,0.35098606064945564,0.787372456128622,0.13434809909223638,0.9512369405795439,8,6912,-0.06359642559033553,0.5187877584610308,False,True,prune_within_fold
lost_ball_turnover_share,offense,turnovers,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.020833333333333332,0.07670741362084858,0.19913028036330715,0.5,1.0,0.08669864604612466,0.8433456927524169,8,6912,-0.02168834004709474,0.5179084540026674,False,False,eligible_for_fold_internal_screen
secondary_assists_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.41590241296093944,2.0,12.5,0.5124998490426068,0.8979385607952376,8,6912,0.07234088771260366,0.5175050712585955,False,False,eligible_for_fold_internal_screen
potential_assists_per_touch,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.0935460653563023,0.2099431291916352,1.0,0.048213366033482905,0.9371967590210115,8,6912,0.055629316231795435,0.516939762813259,False,False,eligible_for_fold_internal_screen
time_of_possession_p100,defense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.7692307692307693,2.514174876384622,11.356209150326798,18.75,2.6704779069218096,0.9770654602121738,8,6912,-0.06732845002841792,0.5166321810621148,False,False,eligible_for_fold_internal_screen
catch_shoot_3_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.2834288834512998,0.3203610911025038,0.36637569134909115,0.4172876572083958,0.44863152847765536,0.018465740544152537,0.8475373539099016,8,6912,-0.05192804049256606,0.5163941100888851,False,False,eligible_for_fold_internal_screen
fg3_pct,both,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.3351640458897237,0.5,1.0,0.11771880976869235,0.8361261861599008,8,6912,0.025229748349524656,0.5161950477383506,False,False,eligible_for_fold_internal_screen
OREB_p100,both,rebounding,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,1.6126069661829514,8.333333333333332,100.0,3.293264455639999,0.9796834041776739,8,6912,0.0030630494345041466,0.5159212165668987,False,False,eligible_for_fold_internal_screen
offensive_load_2017_eb_p100,offense,general_box_or_rate,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,13.57160099849097,17.1966332352132,26.70847271515311,46.70305920209391,59.614103518878366,5.611968671104671,0.970073596119577,8,6912,0.05483446588104388,0.515092455391011,False,False,eligible_for_fold_internal_screen
shot_quality_average_relative,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-0.17898579526323796,-0.06515287639401705,-4.617617899978878e-05,0.0930572373206536,0.18357215517231407,0.03031935454984647,0.924743106988881,8,6912,0.03687146885767461,0.5149692079641899,False,True,prune_within_fold
PTS_p100,both,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,18.078305191442524,38.42431283742202,300.0,7.97232885332791,0.9371654841057089,8,6912,0.03407933442601955,0.5145645864141749,False,True,prune_within_fold
arc3_fga_p100,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,3.80978829193365,11.72957916679211,18.867924528301888,3.060634051739086,0.9545139896750341,8,6912,0.07492333381030175,0.5144352000156805,False,False,eligible_for_fold_internal_screen
TOV_p100_relative,offense,turnovers,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-2.9715788930726776,-2.810534952467051,-0.33673902166988506,4.31277058706182,39.00269306768198,1.5528375136536268,0.911517621979345,8,6912,-0.011142273015608798,0.5139940199258357,False,True,prune_within_fold
short_mid_fga_p100,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,2.4911032028469746,8.15393240706352,20.0,1.963897280457412,0.9416766854161073,8,6912,-0.0435914897572265,0.5137386882564665,False,False,eligible_for_fold_internal_screen
open_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.3461676981203859,0.3842333802469882,0.4385906138493649,0.5454000044238345,0.6261078791318774,0.030860780131817835,0.9221212778209045,8,6912,-0.024657047903741687,0.5136517240792657,False,False,eligible_for_fold_internal_screen
offensive_fouls_p100,offense,fouls_free_throws,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.1359557203857022,1.2042461282284858,3.7037037037037033,0.27614749053003657,0.9170308971995805,8,6912,-0.06180318441302159,0.5135192544304242,False,False,eligible_for_fold_internal_screen
DREB_p100,both,rebounding,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,5.971207147157291,14.432032004607503,50.0,3.043266400482857,0.9369817456635768,8,6912,-0.051125171183742005,0.5129515784892855,False,False,eligible_for_fold_internal_screen
matchup_fga_suppressed_vs_scorer_p100_eb,defense,matchup_shot_defense,matchup_defense,retrospective_candidate,False,False,8620,1.0,-15.580266675568296,-8.572797585989099,0.042735696986849085,4.5921321247297024,6.602965048791004,2.5947568596224024,0.9627456860336203,8,6912,-0.08372461310451722,0.5127095708660592,False,False,eligible_for_fold_internal_screen
wide_open_3_accuracy_eb,offense,shooting,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.29510060978558234,0.3354797957645102,0.38157070458855713,0.431917160808804,0.47561131485351354,0.01860759053737199,0.8585293325555068,8,6912,0.04026404435737269,0.5121613304137155,False,False,eligible_for_fold_internal_screen
STL_p100,both,disruption,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,1.420962829138618,5.860859728506729,25.0,1.1755911549409355,0.8492066187152587,8,6912,0.0019660580773167464,0.5120774219578408,False,False,eligible_for_fold_internal_screen
pull_up_fga_p100,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,2.5304878048780486,13.337884635289592,33.33333333333333,3.3554073604459758,0.9705070853975604,8,6912,-0.005431919090434148,0.5115844322505564,False,False,eligible_for_fold_internal_screen
avg_seconds_per_touch,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.65,1.19,2.16,5.670000000000001,7.92,1.2350665784319306,0.9830270244750836,8,6912,0.002588481371462527,0.5112355569679778,False,True,prune_within_fold
FTA_p100_relative,offense,fouls_free_throws,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-4.988652189611595,-4.732195197328779,-1.1124329284438979,7.686658906112787,61.93447146933787,2.7375736817063543,0.9364799466123072,8,6912,-0.01417921215679583,0.5105377238157579,False,True,prune_within_fold
drive_fta_per_drive_eb,offense,creation_passing,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.04590953365473001,0.07315414981424376,0.13700849132497173,0.21969790527080485,0.31079785308912433,0.02738533680682491,0.9287382488692152,8,6912,0.04217087980644064,0.510470332772457,False,False,eligible_for_fold_internal_screen
tight_3_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.2865209662239883,0.8551299984728491,1.0,0.14332042127389083,0.7801359765046042,8,6912,0.020583094376000945,0.5102634797089918,False,False,eligible_for_fold_internal_screen
FG3A_p100_relative,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-7.583965508189837,-7.1591196768861405,-0.3179529319008876,9.444864029472818,94.03945677584734,4.037745808558514,0.9510202285154581,8,6912,-0.03337477579408893,0.5099497314571535,False,True,prune_within_fold
corner3_accuracy,offense,three_spacing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0625,0.16666666666666666,0.3840476687915832,0.7283329222967515,1.0,0.09162245550342164,0.7789478510396999,8,6912,-0.06271721515653621,0.5097948531852536,False,False,eligible_for_fold_internal_screen
true_shooting_pct_relative,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-0.13331384117649947,-0.08151815476584218,-0.008811297535609275,0.08002027484066353,0.1386691738325584,0.031854653126156894,0.9067195021357346,8,6912,0.03259472606545417,0.5097058243314811,False,True,prune_within_fold
matchup_turnovers_forced_vs_scorer_p100_eb,defense,turnovers,matchup_defense,retrospective_candidate,False,False,8620,1.0,-1.0357902322601398,-0.7083697988986076,0.0,1.156763009181078,2.2024161692772517,0.3728612789718154,0.9021429917929029,8,6912,0.09470085306080206,0.5096186674511336,False,False,eligible_for_fold_internal_screen
matchup_three_pa_suppressed_vs_scorer_p100_eb,defense,three_spacing,matchup_defense,retrospective_candidate,False,False,8620,1.0,-6.22175226223096,-2.891788097614093,0.0,2.054956262245274,3.125371571298022,0.9932634680218725,0.9471580857923991,8,6912,-0.06180084584177847,0.5090929182089112,False,False,eligible_for_fold_internal_screen
matchup_assists_suppressed_vs_scorer_p100_eb,defense,creation_passing,matchup_defense,retrospective_candidate,False,False,8620,1.0,-2.9754019258870046,-2.1436957305257622,0.0,1.1711707441602208,1.7776532879761646,0.656952988298387,0.9383963031991374,8,6912,-0.11666571683772216,0.5087943384476198,False,False,eligible_for_fold_internal_screen
behavioral_passer_score_v1,offense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-11.112161927028595,-7.059751096448497,-0.43564122275102946,7.760432534276061,13.84378086143081,2.804554362487297,0.9562179815447578,8,6912,-0.0231757137024132,0.5081671447631736,False,False,eligible_for_fold_internal_screen
drive_fta_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.6383075374955116,4.616126875191933,66.66666666666666,1.4335928192553835,0.9348019882191345,8,6912,0.06485224752516577,0.5081185285121649,False,False,eligible_for_fold_internal_screen
drive_turnovers_p100,offense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.3929273084479371,2.2701683501683436,14.285714285714286,0.6015039508811075,0.8941300925789265,8,6912,0.02707113871801576,0.5074359739665757,False,False,eligible_for_fold_internal_screen
BLK_p100,both,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,True,False,8620,1.0,0.0,0.0,0.6878074851562719,4.519297275203027,25.0,1.0550562508291246,0.9393511677922092,8,6912,-0.010434990664313365,0.5068472933824473,False,False,eligible_for_fold_internal_screen
AST_p100_relative,offense,general_box_or_rate,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-5.404412521776376,-5.016471725055388,-1.5700924754733339,7.36672411996241,23.167016049652194,2.753031147208335,0.9573809956740242,8,6912,-0.028340637724919578,0.5067764612115269,False,True,prune_within_fold
potential_assists_p100,defense,creation_passing,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,6.398592430710702,23.993136213341902,57.14285714285714,5.297460732328865,0.968159927609983,8,6912,-0.03370247014752355,0.506319589579737,False,True,prune_within_fold
load_adjusted_shot_quality_residual,offense,shooting,same_season_mechanism,retrospective_candidate,False,True,8620,1.0,-0.04611305296318102,-0.025465770852379742,-0.000491013675542492,0.029387377327260555,0.060085655658058346,0.010676355550155671,0.9087357467892205,8,6912,0.010362671691685494,0.5056912396764106,False,False,eligible_for_fold_internal_screen
rebound_contests_p100,both,rebounding,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,2.0239630549115475,10.0,100.0,3.4932816595497895,0.9778072986456366,8,6912,-0.051167828913060445,0.5037698241297485,False,False,eligible_for_fold_internal_screen
at_rim_frequency_relative,offense,rim_interior,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,-0.32419101657691723,-0.26653212475425403,-0.02584862486200601,0.5050568220549914,0.6742996414998844,0.169433787817667,0.9676766078426358,8,6912,-0.040913170204509144,0.5034100198258503,False,True,prune_within_fold
open_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.42988698071865755,1.0,1.0,0.1663217900517843,0.8829207378755748,8,6912,0.03089875490408687,0.5029462934678424,False,False,eligible_for_fold_internal_screen
dreb_conversion_above_expected_eb,defense,rebounding,same_season_mechanism,retrospective_candidate,False,True,8620,1.0,-0.1756672701265411,-0.08509231468866645,0.0,0.06770299664189763,0.1347094340930486,0.029400939499158,0.9044121726849499,8,6912,-0.01027904974747177,0.5027370178505329,False,False,eligible_for_fold_internal_screen
pull_up_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.35518699599569914,0.9984918679547962,1.0,0.14469641741626404,0.8077279482919688,8,6912,0.014342812662739192,0.5015514255050103,False,False,eligible_for_fold_internal_screen
wide_open_3_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.3680877410493153,0.6666666666666666,1.0,0.13619409623455547,0.8240893947838359,8,6912,-0.024682908611137908,0.5014454387743287,False,False,eligible_for_fold_internal_screen
catch_shoot_3_accuracy,offense,shooting,gabriel_player_sheet_or_derived,retrospective_candidate,False,False,8620,1.0,0.0,0.0,0.35001081695952263,0.6,1.0,0.12565120761373552,0.8259503565905987,8,6912,-0.002979159224211843,0.5013379379474945,False,False,eligible_for_fold_internal_screen
load_adjusted_creation_residual,offense,creation_passing,same_season_mechanism,retrospective_candidate,False,True,8620,1.0,-2.8749334264030244,-0.9429291477488876,0.01725629609461849,0.8723107440946075,3.2704182180546897,0.3507354193864057,0.9349385551632157,8,6912,0.0021586059269719476,0.5012913588440366,False,False,eligible_for_fold_internal_screen
dfg_diff_pct_eb,defense,matchup_shot_defense,defensive_tracking,retrospective_candidate,False,False,8620,1.0,-5.385791446967461,-3.3146213264097324,0.26545876143156566,4.251335689921298,7.076923076923079,1.5147767357764,0.866240308434242,8,6912,-0.0014216364097852587,0.5005555631719181,False,False,eligible_for_fold_internal_screen
drive_assists_per_drive_eb,offense,creation_passing,same_season_empirical_bayes,retrospective_candidate,False,False,8620,1.0,0.04111412280350744,0.06307900063028224,0.09386560431804147,0.13541245243492658,0.16718623508850972,0.01344525684180269,0.9225917158821779,8,6912,-0.014945618843714311,0.5005292178988628,False,False,eligible_for_fold_internal_screen
