Season,Age,PLAYER_ID,Name,MPG,Tier,Off,Def,RAPM,VORP_Off,VORP_Def,VORP,Poss_Off,Poss_Def,Poss,Ref_Age,cumOff_at_age,cumDef_at_age,cumRAPM_at_age,Off_at_ref,Def_at_ref,RAPM_at_ref
1999,26,29,Jim McIlvaine,12.2,10-15,-4.043,-1.731,-2.312,-1.366,-0.756,-0.61,525,524,1049,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-4.003174415234637,-1.7633045847057072,-2.2398709275719413
2000,27,29,Jim McIlvaine,15.87,15-20,-2.253,-3.025,0.772,0.443,-1.473,1.916,2051,2054,4105,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-2.253,-3.025,0.7720000000000002
2001,28,29,Jim McIlvaine,10.8,10-15,-6.175,-1.699,-4.476,-3.425,-0.803,-2.622,379,378,757,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-6.126745869576366,-1.6901361418551384,-4.436611060498075
1997,27,31,Lorenzo Williams,13.95,10-15,-3.321,-1.02,-2.301,-1.3,-0.021,-1.28,537,533,1070,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-3.321,-1.02,-2.301
1998,28,31,Lorenzo Williams,8.07,5-10,-2.682,-0.536,-2.146,-1.211,0.1,-1.312,221,222,443,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-2.633745869576366,-0.5271361418551381,-2.1066110604980754
2000,30,31,Lorenzo Williams,9.48,5-10,-4.371,-1.102,-3.269,-2.157,-0.441,-1.716,154,156,310,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-3.9721445828838577,-1.142836256760454,-2.829319759146468
1997,24,32,Clifford Rozier,17.49,15-20,-2.822,-1.518,-1.303,-0.813,0.052,-0.865,1386,1388,2774,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-2.4277046173662225,-1.6886717196100673,-0.7380432116126063
1998,25,32,Clifford Rozier,4.94,0-5,-1.423,-0.33,-1.093,-0.899,-0.074,-0.825,62,60,122,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-1.2526434818108978,-0.4188869587156727,-0.8337610852771333
1998,28,35,Eric Riley,13.91,10-15,-2.569,-1.171,-1.399,-0.604,0.051,-0.655,1026,1022,2048,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-2.520745869576366,-1.162136141855138,-1.3596110604980756
1999,29,35,Eric Riley,9.51,5-10,-1.944,-1.544,-0.4,-0.12,-1.051,0.931,641,635,1276,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.761965417717382,-1.548966253268208,-0.21300430124966097
1997,33,36,36,15.05,15-20,-4.016,-2.688,-1.327,-2.007,-1.118,-0.889,519,511,1030,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-2.4923860134379834,-2.9635737521062966,0.47214255663452853
1997,26,37,Greg Graham,6.9,5-10,-0.78,-2.477,1.697,0.573,-1.496,2.069,462,465,927,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-0.7401744152346375,-2.5093045847057067,1.7691290724280586
1998,27,37,Greg Graham,9.39,5-10,-2.952,-0.956,-1.996,-1.482,-0.32,-1.162,107,110,217,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-2.952,-0.956,-1.996
1997,32,38,Brad Lohaus,7.45,5-10,-3.462,-1.549,-1.913,-2.108,-0.567,-1.541,91,89,180,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-2.390016604554508,-1.7255544824420692,-0.6644936066553937
1998,33,38,Brad Lohaus,11.28,10-15,-3.879,-1.327,-2.552,-1.914,-0.106,-1.808,200,208,408,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-2.3553860134379834,-1.6025737521062962,-0.7528574433654716
1997,25,42,Monty Williams,20.73,20-25,-2.29,-2.311,0.021,-0.257,-0.481,0.224,2485,2489,4974,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-2.119643481810898,-2.3998869587156726,0.28023891472286655
1998,26,42,Monty Williams,18.29,15-20,-3.691,-0.375,-3.316,-1.429,1.474,-2.903,2530,2528,5058,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-3.6511744152346375,-0.40730458470570696,-3.2438709275719413
1999,27,42,Monty Williams,5.48,5-10,-3.719,-0.956,-2.764,-1.896,-0.463,-1.432,10,11,21,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-3.719,-0.956,-2.764
2000,28,42,Monty Williams,20.02,20-25,1.285,0.084,1.201,3.76,2.132,1.628,3118,3125,6243,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,1.3332541304236338,0.09286385814486187,1.240388939501925
2001,29,42,Monty Williams,14.74,10-15,-3.65,-0.689,-2.961,-0.9,0.207,-1.107,2321,2344,4665,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-3.467965417717382,-0.693966253268208,-2.774004301249661
2002,30,42,Monty Williams,18.89,15-20,-1.316,-0.719,-0.596,1.431,0.46,0.971,2639,2668,5307,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-0.9171445828838574,-0.759836256760454,-0.15631975914646778
2003,31,42,Monty Williams,13.17,10-15,-1.896,-1.386,-0.51,1.101,-0.234,1.335,726,727,1453,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-1.1997065987582496,-1.484186729431501,0.2844599086293793
1997,25,43,Chris Whitney,13.6,10-15,-1.654,-1.37,-0.284,0.367,-0.371,0.738,2134,2136,4270,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-1.4836434818108977,-1.4588869587156728,-0.024761085277133166
1998,26,43,Chris Whitney,13.09,10-15,-0.867,-0.001,-0.866,1.098,1.221,-0.123,2094,2097,4191,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-0.8271744152346376,-0.03330458470570696,-0.7938709275719416
1999,27,43,Chris Whitney,11.29,10-15,-2.066,-0.947,-1.119,0.611,0.027,0.584,857,859,1716,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-2.066,-0.9470000000000001,-1.1189999999999998
2000,28,43,Chris Whitney,19.84,15-20,-0.446,-1.097,0.651,2.25,0.456,1.795,3136,3149,6285,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-0.39774586957636604,-1.088136141855138,0.6903889395019243
2001,29,43,Chris Whitney,25.99,25-30,0.593,0.562,0.031,2.725,2.226,0.499,2980,2978,5958,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,0.7750345822826179,0.5570337467317921,0.21799569875033864
2002,30,43,Chris Whitney,26.48,25-30,3.005,-0.057,3.062,5.314,1.355,3.959,4042,4030,8072,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,3.403855417116142,-0.09783625676045404,3.5016802408535317
