Season,Age,PLAYER_ID,Name,MPG,Tier,Off,Def,RAPM,VORP_Off,VORP_Def,VORP,Poss_Off,Poss_Def,Poss,Ref_Age,cumOff_at_age,cumDef_at_age,cumRAPM_at_age,Off_at_ref,Def_at_ref,RAPM_at_ref
1997,24,685,Cherokee Parks,12.67,10-15,-0.843,-0.413,-0.429,1.178,0.586,0.592,1852,1866,3718,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-0.44870461736622236,-0.5836717196100671,0.13595678838739378
1998,25,685,Cherokee Parks,21.55,20-25,-0.727,1.459,-2.186,1.13,2.721,-1.59,3270,3274,6544,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-0.5566434818108976,1.3701130412843274,-1.9267610852771333
1999,26,685,Cherokee Parks,23.25,20-25,-4.522,-1.187,-3.335,-2.44,0.21,-2.65,2084,2079,4163,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-4.482174415234638,-1.2193045847057067,-3.2628709275719414
2000,27,685,Cherokee Parks,14.38,10-15,-3.231,-0.432,-2.799,-0.673,0.568,-1.241,1554,1558,3112,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-3.231,-0.43199999999999994,-2.799
2001,28,685,Cherokee Parks,16.21,15-20,-2.023,-1.063,-0.961,0.747,0.504,0.243,1920,1912,3832,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-1.974745869576366,-1.0541361418551383,-0.9216110604980754
2002,29,685,Cherokee Parks,5.54,5-10,-2.954,0.422,-3.376,-1.074,0.794,-1.869,540,546,1086,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-2.7719654177173823,0.41703374673179194,-3.189004301249661
2003,30,685,Cherokee Parks,21.54,20-25,-3.128,0.202,-3.329,0.005,2.13,-2.125,1216,1201,2417,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-2.7291445828838574,0.16116374323954585,-2.889319759146468
2004,31,685,Cherokee Parks,4.86,0-5,-3.008,-0.239,-2.769,-1.794,-0.09,-1.704,114,119,233,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-2.3117065987582497,-0.3371867294315012,-1.974540091370621
1997,22,686,Antonio McDyess,34.66,30-35,-1.084,-0.092,-0.992,0.803,1.788,-0.985,4919,4936,9855,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,0.04961882754695868,-0.505965123087232,0.5555556946725417
1998,23,686,Antonio McDyess,30.04,30-35,0.108,-2.167,2.275,1.135,-0.167,1.302,4874,4892,9766,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,0.822426233225638,-2.445667838775945,3.268075820608898
1999,24,686,Antonio McDyess,38.75,35-40,2.297,0.373,1.923,3.336,2.234,1.103,3680,3693,7373,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,2.6912953826337778,0.2023282803899329,2.4879567883873936
2000,25,686,Antonio McDyess,33.33,30-35,-0.749,0.108,-0.857,1.195,1.558,-0.363,5326,5313,10639,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-0.5786434818108979,0.019113041284327337,-0.5977610852771336
2001,26,686,Antonio McDyess,36.52,35-40,3.328,-2.31,5.638,3.589,0.054,3.535,4923,4922,9845,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,3.367825584765362,-2.342304584705707,5.7101290724280584
2002,27,686,Antonio McDyess,23.51,20-25,-4.881,-2.286,-2.595,-1.964,-0.685,-1.279,465,459,924,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-4.881,-2.286,-2.595
2004,29,686,Antonio McDyess,22.15,20-25,-1.49,-3.267,1.777,0.702,-1.826,2.528,1775,1782,3557,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.307965417717382,-3.271966253268208,1.963995698750339
2005,30,686,Antonio McDyess,23.44,20-25,-0.162,-0.653,0.491,2.587,1.045,1.542,4161,4163,8324,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,0.23685541711614277,-0.6938362567604541,0.930680240853532
2006,31,686,Antonio McDyess,21.14,20-25,2.308,-0.526,2.833,4.704,1.233,3.471,3814,3810,7624,27,2.319333625278637,-0.8975037073754619,3.216788317802911,3.0042934012417506,-0.6241867294315013,3.6274599086293793
2007,32,686,Antonio McDyess,21.09,20-25,0.912,-4.124,5.036,3.254,-2.082,5.337,3775,3781,7556,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,1.9839833954454922,-4.3005544824420685,6.284506393344606
2008,33,686,Antonio McDyess,29.29,25-30,1.031,0.342,0.689,3.161,1.594,1.568,4939,4918,9857,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,2.5546139865620168,0.06642624789370388,2.4881425566345285
2009,34,686,Antonio McDyess,30.1,30-35,0.512,-0.955,1.467,1.791,1.139,0.652,3517,3512,7029,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,2.560923456496466,-1.3499770129664463,3.910839211524922
2010,35,686,Antonio McDyess,21.0,20-25,-0.636,-2.564,1.928,1.28,-1.328,2.609,3502,3499,7001,27,0.36993084968639556,-0.4610950112680541,0.8310362630403395,2.009696176833992,-3.0985954255389094,5.10821196339195
2011,36,686,Antonio McDyess,18.99,15-20,-1.558,-1.746,0.188,1.422,-0.269,1.692,2883,2900,5783,27,-0.29613248223711064,-0.30133150394454633,0.005230021715573185,1.753759508757498,-2.440358932862417,4.194018204716716
1997,28,688,Michael Curry,15.02,15-20,-2.175,-2.454,0.279,-0.166,-0.883,0.717,2193,2240,4433,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-2.1267458695763657,-2.445136141855138,0.3183889395019244
1998,29,688,Michael Curry,24.15,20-25,-1.854,-0.381,-1.473,0.003,0.881,-0.878,3717,3738,7455,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.6719654177173822,-0.385966253268208,-1.286004301249661
1999,30,688,Michael Curry,22.85,20-25,-0.519,-0.026,-0.493,1.562,1.37,0.192,2172,2176,4348,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-0.12014458288385743,-0.06683625676045413,-0.05331975914646758
2000,31,688,Michael Curry,19.65,15-20,-2.057,-0.908,-1.149,0.639,0.644,-0.005,3358,3354,6712,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-1.3607065987582496,-1.0061867294315012,-0.3545400913706209
2001,32,688,Michael Curry,21.91,20-25,-3.153,-1.819,-1.334,-0.313,0.384,-0.698,2923,2914,5837,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-2.0810166045545078,-1.9955544824420692,-0.08549360665539352
2002,33,688,Michael Curry,23.24,20-25,-4.068,-2.25,-1.818,-1.151,-0.649,-0.502,3955,3971,7926,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-2.544386013437983,-2.525573752106296,-0.01885744336547157
2003,34,688,Michael Curry,19.94,15-20,-5.48,-1.868,-3.612,-2.623,-0.346,-2.277,3260,3324,6584,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,-3.4310765435035346,-2.262977012966446,-1.1681607884750784
2004,35,688,Michael Curry,17.47,15-20,-7.484,-4.003,-3.481,-4.314,-2.259,-2.055,2170,2177,4347,27,0.36993084968639556,-0.4610950112680541,0.8310362630403395,-4.838303823166008,-4.5375954255389095,-0.3007880366080494
2005,36,688,Michael Curry,14.01,10-15,-6.201,-1.087,-5.114,-3.506,-0.011,-3.496,449,461,910,27,-0.29613248223711064,-0.30133150394454633,0.005230021715573185,-2.8892404912425014,-1.781358932862417,-1.107981795283283
1997,24,689,Theo Ratliff,17.0,15-20,-0.367,-1.47,1.103,1.642,0.101,1.541,2366,2383,4749,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,0.02729538263377762,-1.6406717196100673,1.6679567883873934
1998,25,689,Theo Ratliff,29.87,25-30,0.103,-1.881,1.984,2.092,0.167,1.925,4463,4491,8954,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,0.27335651818910245,-1.9698869587156724,2.2432389147228666
1999,26,689,Theo Ratliff,32.53,30-35,-1.652,-1.358,-0.294,-0.098,0.141,-0.24,3335,3347,6682,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-1.6121744152346376,-1.390304584705707,-0.2218709275719415
2000,27,689,Theo Ratliff,31.53,30-35,-0.563,-3.094,2.532,1.381,-1.644,3.026,4134,4151,8285,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-0.5630000000000002,-3.094,2.532
2001,28,689,Theo Ratliff,36.03,35-40,0.853,-5.372,6.225,1.115,-3.007,4.122,3396,3386,6782,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,0.9012541304236343,-5.363136141855138,6.264388939501924
2002,29,689,Theo Ratliff,27.38,25-30,-5.413,-2.977,-2.436,-3.104,-1.565,-1.539,151,150,301,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-5.230965417717382,-2.981966253268208,-2.249004301249661
2003,30,689,Theo Ratliff,31.16,30-35,-0.214,-3.12,2.906,0.679,-1.498,2.177,4793,4794,9587,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,0.18485541711614273,-3.1608362567604535,3.345680240853533
2004,31,689,Theo Ratliff,31.31,30-35,0.056,-3.375,3.432,1.867,-1.601,3.468,4828,4835,9663,27,2.319333625278637,-0.8975037073754619,3.216788317802911,0.7522934012417504,-3.473186729431502,4.22645990862938
2005,32,689,Theo Ratliff,27.36,25-30,-2.026,-3.031,1.005,0.356,-0.952,1.309,3163,3150,6313,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-0.9540166045545075,-3.2075544824420694,2.2535063933446065
2006,33,689,Theo Ratliff,23.66,20-25,-2.386,-3.404,1.018,0.011,-1.645,1.656,2385,2388,4773,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-0.8623860134379835,-3.679573752106297,2.8171425566345283
2007,34,689,Theo Ratliff,21.84,20-25,-5.217,-3.396,-1.821,-2.874,-1.354,-1.52,81,83,164,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,-3.168076543503534,-3.7909770129664455,0.6228392115249219
2008,35,689,Theo Ratliff,16.81,15-20,-4.02,-3.68,-0.339,-1.18,-1.787,0.607,1040,1033,2073,27,0.36993084968639556,-0.4610950112680541,0.8310362630403395,-1.3743038231660076,-4.214595425538909,2.8412119633919506
2009,36,689,Theo Ratliff,12.58,10-15,-2.31,-0.578,-1.732,0.156,0.619,-0.462,1249,1252,2501,27,-0.29613248223711064,-0.30133150394454633,0.005230021715573185,1.0017595087574982,-1.2723589328624167,2.2740182047167163
2010,37,689,Theo Ratliff,16.45,15-20,-2.457,-0.981,-1.476,-0.477,0.058,-0.535,1544,1544,3088,27,-1.0293542522737487,-0.12139441621309971,-0.9079061224765786,1.5879812787941363,-1.8552960205938633,3.4431543489088687
2011,38,689,Theo Ratliff,7.05,5-10,-4.646,-1.486,-3.16,-2.379,-0.585,-1.794,140,148,288,27,-1.8276408646396511,0.07884271846594301,-1.906405152169294,0.19726789116003873,-2.5605331552729065,2.7576533786015838
1997,23,690,Don Reid,9.83,5-10,-2.79,-1.544,-1.246,-1.436,-0.563,-0.874,876,894,1770,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,-2.075573766774362,-1.8226678387759454,-0.25292417939110257
1998,24,690,Don Reid,14.57,10-15,-1.765,-1.718,-0.048,0.2,-0.496,0.696,1818,1841,3659,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-1.3707046173662223,-1.888671719610067,0.5169567883873936
1999,25,690,Don Reid,19.91,15-20,0.047,-2.928,2.975,2.314,-1.218,3.532,1724,1736,3460,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,0.2173565181891024,-3.0168869587156726,3.2342389147228663
2000,26,690,Don Reid,13.12,10-15,-4.106,-1.943,-2.163,-1.549,-0.944,-0.605,985,979,1964,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-4.066174415234638,-1.975304584705707,-2.0908709275719413
2001,27,690,Don Reid,11.71,10-15,-2.105,-0.076,-2.029,0.645,0.819,-0.175,1520,1529,3049,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-2.105,-0.07600000000000007,-2.029
2002,28,690,Don Reid,10.48,10-15,-4.28,-1.585,-2.695,-1.336,-0.944,-0.392,1518,1518,3036,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-4.231745869576367,-1.576136141855138,-2.6556110604980754
2003,29,690,Don Reid,10.03,10-15,-5.932,-2.115,-3.817,-2.935,-0.963,-1.972,19,19,38,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-5.749965417717382,-2.119966253268208,-3.6300043012496612
1997,24,691,691,6.32,5-10,-2.892,-1.017,-1.876,-1.539,-0.035,-1.504,216,215,431,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-2.4977046173662223,-1.187671719610067,-1.3110432116126063
1997,24,692,Andrew DeClercq,15.05,15-20,-2.328,-1.584,-0.744,-0.32,-0.014,-0.306,2011,2003,4014,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-1.9337046173662222,-1.7546717196100672,-0.17904321161260617
1998,25,692,Andrew DeClercq,18.8,15-20,-2.615,-1.99,-0.625,-0.354,-0.142,-0.212,2921,2926,5847,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-2.444643481810898,-2.0788869587156724,-0.36576108527713336
1999,26,692,Andrew DeClercq,23.44,20-25,0.623,-0.683,1.306,2.705,0.714,1.991,1993,2003,3996,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,0.6628255847653621,-0.715304584705707,1.3781290724280586
2000,27,692,Andrew DeClercq,22.23,20-25,-1.555,-2.488,0.933,0.92,-0.439,1.359,3682,3689,7371,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-1.555,-2.488,0.9329999999999998
2001,28,692,Andrew DeClercq,13.43,10-15,-1.646,-1.32,-0.326,1.104,-0.424,1.528,1845,1852,3697,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-1.5977458695763658,-1.311136141855138,-0.2866110604980756
2002,29,692,Andrew DeClercq,10.4,10-15,-3.212,-1.156,-2.056,-0.267,-0.515,0.248,1246,1248,2494,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-3.0299654177173823,-1.1609662532682081,-1.869004301249661
2003,30,692,Andrew DeClercq,17.27,15-20,0.236,-2.93,3.167,3.094,-1.408,4.502,2723,2727,5450,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,0.6348554171161429,-2.970836256760454,3.606680240853532
2004,31,692,Andrew DeClercq,17.03,15-20,-1.763,-3.212,1.449,1.406,-1.468,2.874,2271,2287,4558,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-1.0667065987582496,-3.3101867294315017,2.243459908629379
2005,32,692,Andrew DeClercq,6.33,5-10,-4.686,-1.467,-3.219,-2.208,-0.523,-1.685,97,103,200,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-3.6140166045545077,-1.6435544824420694,-1.9704936066553933
1997,21,693,Joe Smith,38.57,35-40,3.173,-0.4,3.574,4.153,2.18,1.973,5899,5913,11812,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,4.82783245565339,-0.9777303182445571,5.806522582153407
1998,22,693,Joe Smith,29.69,25-30,-2.284,-0.293,-1.99,-0.294,1.755,-2.049,4548,4523,9071,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,-1.150381172453041,-0.7069651230872318,-0.4424443053274585
1999,23,693,Joe Smith,33.01,30-35,-0.229,-1.629,1.4,1.325,-0.129,1.454,2942,2942,5884,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,0.4854262332256378,-1.9076678387759454,2.393075820608898
2000,24,693,Joe Smith,25.32,25-30,0.279,-1.56,1.839,1.754,0.339,1.415,3885,3877,7762,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,0.6732953826337775,-1.7306717196100672,2.403956788387394
2001,25,693,Joe Smith,28.14,25-30,1.012,-1.682,2.695,3.144,-0.019,3.163,3826,3816,7642,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,1.1823565181891023,-1.7708869587156726,2.954238914722867
2002,26,693,Joe Smith,26.74,25-30,1.045,-3.034,4.079,3.353,-1.623,4.976,3709,3715,7424,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,1.0848255847653627,-3.066304584705706,4.151129072428059
2003,27,693,Joe Smith,20.7,20-25,-1.352,-1.705,0.353,1.78,0.222,1.557,2204,2195,4399,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-1.352,-1.705,0.35299999999999976
2004,28,693,Joe Smith,29.72,25-30,1.927,-2.113,4.04,4.205,-0.103,4.308,4636,4627,9263,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,1.9752541304236342,-2.104136141855138,4.079388939501923
2005,29,693,Joe Smith,30.69,30-35,0.782,-1.28,2.062,2.085,0.734,1.351,4336,4317,8653,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,0.964034582282618,-1.2849662532682078,2.2489956987503383
2006,30,693,Joe Smith,20.16,20-25,-0.826,-0.123,-0.703,1.571,1.636,-0.065,1899,1901,3800,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-0.42714458288385737,-0.1638362567604541,-0.26331975914646755
2007,31,693,Joe Smith,23.13,20-25,-1.238,-2.178,0.939,1.104,-0.136,1.24,2843,2830,5673,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-0.5417065987582497,-2.276186729431501,1.7334599086293792
2008,32,693,Joe Smith,22.41,20-25,-0.808,-1.301,0.493,2.234,0.226,2.008,3761,3741,7502,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,0.263983395445492,-1.477554482442069,1.7415063933446069
2009,33,693,Joe Smith,19.33,15-20,-2.754,-2.043,-0.711,-0.534,-0.505,-0.029,2483,2460,4943,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-1.2303860134379834,-2.318573752106296,1.0881425566345286
2010,34,693,Joe Smith,9.25,5-10,-0.432,0.303,-0.734,1.169,0.813,0.356,1150,1158,2308,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,1.6169234564964658,-0.09197701296644634,1.7098392115249217
2011,35,693,Joe Smith,4.33,0-5,-2.381,-0.46,-1.921,-1.425,-0.292,-1.134,162,164,326,27,0.36993084968639556,-0.4610950112680541,0.8310362630403395,0.26469617683399216,-0.9945954255389091,1.2592119633919503
1997,27,694,Sam Mack,17.39,15-20,-4.025,-2.15,-1.876,-2.017,-0.579,-1.438,1717,1739,3456,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-4.025,-2.15,-1.876
1998,28,694,Sam Mack,24.83,20-25,-1.607,-0.847,-0.76,0.25,0.415,-0.165,2775,2761,5536,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-1.5587458695763659,-0.8381361418551381,-0.7206110604980753
1999,29,694,Sam Mack,24.63,20-25,-0.638,-1.388,0.75,1.444,0.009,1.435,2200,2211,4411,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-0.45596541771738197,-1.3929662532682079,0.936995698750339
2000,30,694,Sam Mack,14.52,10-15,-3.989,-1.108,-2.881,-1.432,-0.108,-1.324,676,679,1355,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-3.590144582883857,-1.1488362567604542,-2.4413197591464675
2002,32,694,Sam Mack,13.39,10-15,-4.777,-1.351,-3.426,-1.832,-0.71,-1.123,305,292,597,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-3.705016604554508,-1.5275544824420693,-2.1774936066553936
1997,29,695,Eldridge Recasner,16.92,15-20,-2.126,-0.28,-1.846,-0.117,1.291,-1.408,2468,2476,4944,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.943965417717382,-0.284966253268208,-1.6590043012496611
1998,30,695,Eldridge Recasner,24.64,20-25,-0.169,1.701,-1.87,1.688,2.963,-1.275,2814,2837,5651,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,0.22985541711614266,1.660163743239546,-1.4303197591464678
1999,31,695,Eldridge Recasner,16.12,15-20,-0.867,-0.953,0.087,1.4,0.757,0.644,1339,1346,2685,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-0.17070659875824967,-1.0511867294315012,0.8814599086293788
2000,32,695,Eldridge Recasner,4.04,0-5,-2.209,-0.938,-1.272,-1.286,-0.512,-0.773,62,61,123,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-1.1370166045545078,-1.1145544824420694,-0.023493606655393684
2001,33,695,Eldridge Recasner,9.43,5-10,-2.747,-1.139,-1.608,-0.189,-0.578,0.389,772,790,1562,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-1.2233860134379833,-1.414573752106296,0.1911425566345284
2002,34,695,Eldridge Recasner,5.48,5-10,-3.626,-0.823,-2.803,-1.746,-0.45,-1.295,62,65,127,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,-1.577076543503534,-1.2179770129664462,-0.35916078847507826
1997,24,696,Travis Best,27.23,25-30,1.184,-2.421,3.605,2.666,-0.325,2.99,3796,3793,7589,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,1.5782953826337773,-2.591671719610067,4.169956788387394
1998,25,696,Travis Best,18.84,15-20,-0.648,-1.946,1.298,1.614,-0.097,1.711,3301,3335,6636,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-0.4776434818108979,-2.034886958715673,1.5572389147228667
1999,26,696,Travis Best,21.3,20-25,-0.292,-1.086,0.794,1.789,0.311,1.478,2162,2186,4348,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-0.25217441523463746,-1.1183045847057067,0.866129072428059
2000,27,696,Travis Best,20.63,20-25,2.643,-2.359,5.002,5.118,-0.31,5.428,4070,4075,8145,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,2.6429999999999993,-2.359,5.001999999999999
2001,28,696,Travis Best,31.9,30-35,2.412,-1.802,4.215,4.114,0.1,4.014,4833,4843,9676,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,2.4602541304236336,-1.7931361418551381,4.254388939501924
2002,29,696,Travis Best,23.65,20-25,-0.361,-0.675,0.314,2.556,0.926,1.63,3267,3260,6527,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-0.17896541771738228,-0.679966253268208,0.500995698750339
2003,30,696,Travis Best,25.06,25-30,-1.793,-2.111,0.318,0.144,-0.256,0.401,3295,3291,6586,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-1.3941445828838572,-2.151836256760454,0.7576802408535319
2004,31,696,Travis Best,12.49,10-15,-1.459,-1.873,0.415,1.192,-0.785,1.977,1462,1471,2933,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-0.7627065987582498,-1.971186729431501,1.2094599086293791
2005,32,696,Travis Best,19.17,15-20,-1.523,0.783,-2.306,1.453,2.38,-0.927,2836,2836,5672,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-0.45101660455450765,0.6064455175579306,-1.0574936066553935
1997,24,697,Fred Hoiberg,12.18,10-15,-1.072,-1.085,0.013,0.949,-0.086,1.035,1082,1087,2169,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-0.6777046173662225,-1.255671719610067,0.5779567883873935
1998,25,697,Fred Hoiberg,13.5,10-15,-2.262,-1.811,-0.452,-0.297,-0.589,0.292,1647,1656,3303,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-2.0916434818108978,-1.8998869587156726,-0.19276108527713331
1999,26,697,Fred Hoiberg,7.23,5-10,-1.65,-0.457,-1.193,0.173,0.035,0.138,194,198,392,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-1.6101744152346376,-0.48930458470570704,-1.1208709275719415
2000,27,697,Fred Hoiberg,27.27,25-30,-1.431,-2.214,0.783,0.044,-0.315,0.359,1597,1600,3197,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-1.431,-2.214,0.7830000000000004
2001,28,697,Fred Hoiberg,30.34,30-35,1.041,0.005,1.036,2.743,1.907,0.835,4168,4147,8315,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,1.089254130423634,0.013863858144861907,1.075388939501924
2002,29,697,Fred Hoiberg,17.8,15-20,-0.687,-0.012,-0.676,2.059,1.168,0.891,2650,2634,5284,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-0.5049654177173819,-0.016966253268207998,-0.4890043012496612
2003,30,697,Fred Hoiberg,12.48,10-15,-0.969,-0.804,-0.164,2.029,0.348,1.68,1520,1534,3054,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-0.5701445828838572,-0.8448362567604542,0.27568024085353215
2004,31,697,Fred Hoiberg,22.73,20-25,0.449,-1.493,1.942,2.641,-0.052,2.693,4172,4167,8339,27,2.319333625278637,-0.8975037073754619,3.216788317802911,1.1452934012417502,-1.5911867294315012,2.7364599086293793
2005,32,697,Fred Hoiberg,16.68,15-20,3.3,-0.852,4.153,6.276,0.745,5.532,2348,2369,4717,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,4.371983395445492,-1.0285544824420692,5.401506393344605
1997,38,698,Eddie Johnson,17.53,15-20,-0.615,-1.075,0.46,1.394,0.496,0.898,2272,2267,4539,27,-1.8276408646396511,0.07884271846594301,-1.906405152169294,4.228267891160039,-2.149533155272906,6.377653378601584
1998,39,698,Eddie Johnson,19.87,15-20,-0.509,1.6,-2.109,1.752,3.448,-1.696,2973,2970,5943,27,-2.6889361008466968,0.29960347783307295,-2.988434546548529,5.195563127367084,0.3047060853599639,4.890682772980819
1999,40,698,Eddie Johnson,6.03,5-10,-2.797,-0.181,-2.615,-0.973,0.311,-1.284,45,44,89,27,-3.6112206469397448,0.5412073858939661,-4.1522946407946195,3.829847673460132,-1.7178978227009294,5.548542867226909
1997,25,699,Brent Barry,18.57,15-20,0.836,-1.6,2.435,2.844,-0.029,2.873,2255,2234,4489,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,1.006356518189102,-1.6888869587156727,2.694238914722867
1998,26,699,Brent Barry,27.64,25-30,-0.033,-0.202,0.169,1.957,1.846,0.11,3147,3140,6287,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,0.006825584765362436,-0.23430458470570692,0.24112907242805814
1999,27,699,Brent Barry,31.92,30-35,-0.563,0.233,-0.796,0.991,1.733,-0.742,2180,2179,4359,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-0.5630000000000002,0.23299999999999998,-0.7960000000000003
2000,28,699,Brent Barry,34.15,30-35,0.384,0.348,0.036,2.328,1.798,0.53,5628,5600,11228,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,0.43225413042363403,0.3568638581448619,0.07538893950192405
2001,29,699,Brent Barry,26.58,25-30,2.471,-0.437,2.908,4.603,1.226,3.376,3391,3388,6779,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,2.6530345822826185,-0.44196625326820804,3.0949956987503384
2002,30,699,Brent Barry,37.51,35-40,5.194,-0.19,5.384,5.745,1.359,4.387,5933,5929,11862,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,5.592855417116143,-0.23083625676045405,5.823680240853532
2003,31,699,Brent Barry,33.1,30-35,2.555,-1.0,3.555,3.448,0.622,2.826,4566,4554,9120,27,2.319333625278637,-0.8975037073754619,3.216788317802911,3.2512934012417505,-1.0981867294315013,4.349459908629379
2004,32,699,Brent Barry,30.55,30-35,3.107,-0.628,3.735,4.918,1.147,3.771,3434,3441,6875,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,4.178983395445492,-0.8045544824420695,4.983506393344606
2005,33,699,Brent Barry,21.43,20-25,0.047,-2.313,2.36,2.796,-0.615,3.411,4253,4231,8484,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,1.5706139865620168,-2.5885737521062966,4.159142556634528
2006,34,699,Brent Barry,17.01,15-20,0.208,-3.044,3.252,3.438,-1.385,4.823,2925,2945,5870,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,2.256923456496466,-3.438977012966446,5.6958392115249215
