SEASON	NAME	TEAM	FG3A_per100	3PT%	LASER
2013-14	Stephen Curry	GSW	10.35015448	0.421227197	0.450233767
2013-14	Kyle Korver	ATL	7.897984369	0.479166667	0.443853493
2013-14	Jose Calderon	DAL	8.627689809	0.449411765	0.433154291
2013-14	Kevin Durant	OKC	7.742037212	0.391038697	0.426762506
2013-14	Carmelo Anthony	NYK	7.277201617	0.403381643	0.413891077
2013-14	Damian Lillard	POR	9.317188026	0.393501805	0.41234888
2013-14	Kyle Lowry	TOR	8.782222222	0.380566802	0.411281139
2013-14	Nick Young	LAL	9.340805978	0.385714286	0.402574762
2013-14	JR Smith	NYK	10.32036121	0.39375	0.402514596
2013-14	D.J. Augustin	CHI	8.868999186	0.403669725	0.395182181
2013-14	Gerald Green	PHX	10.71878941	0.4	0.392369892
2013-14	James Harden	HOU	8.536585366	0.366459627	0.391265625
2013-14	Klay Thompson	GSW	8.952413557	0.411089866	0.390964913
2013-14	Ryan Anderson	NOP	10.44585987	0.408536585	0.386850097
2013-14	Jordan Farmar	LAL	8.277289188	0.4375	0.383465646
2013-14	Jamal Crawford	LAC	10.41812661	0.360986547	0.381520348
2013-14	Arron Afflalo	ORL	5.939417937	0.426666667	0.378695862
2013-14	Danny Green	SAS	9.506726457	0.41509434	0.376963258
2013-14	Jodie Meeks	LAL	7.537313433	0.400990099	0.37615176
2013-14	Jameer Nelson	ORL	9.034051425	0.348717949	0.373900861
2013-14	Isaiah Thomas	SAC	7.155635063	0.35	0.373714009
2013-14	Paul George	IND	8.873114463	0.364	0.372958431
2013-14	Wesley Matthews	POR	9.142959385	0.39334638	0.372542765
2013-14	Terrence Ross	TOR	9.562130178	0.396039604	0.372193927
2013-14	Joe Johnson	BKN	7.918597622	0.394402036	0.37077374
2013-14	Brandon Jennings	DET	8.30607052	0.336980306	0.370274729
2013-14	Vince Carter	DAL	9.210526316	0.393530997	0.370261997
2013-14	Goran Dragic	PHX	5.54833921	0.408026756	0.370003482
2013-14	Randy Foye	DEN	9.571401115	0.379518072	0.369136231
2013-14	Kevin Love	MIN	8.58654831	0.377733598	0.367808504
2013-14	Trevor Ariza	WAS	7.97658251	0.410550459	0.367401323
2013-14	JJ Redick	LAC	9.131293189	0.394594595	0.365286996
2013-14	Caron Butler	OKC	8.672566372	0.395918367	0.363801889
2013-14	LeBron James	MIA	5.431309904	0.379084967	0.362735694
2013-14	Patty Mills	SAS	10.22508039	0.424528302	0.358831395
2013-14	Bradley Beal	WAS	6.807653575	0.402366864	0.357953009
2013-14	Kyrie Irving	CLE	7.000407	0.35755814	0.357827151
2013-14	Martell Webster	WAS	8.604161796	0.394021739	0.350026238
2013-14	Mirza Teletovic	BKN	12.51360174	0.382608696	0.348577548
2013-14	O.J. Mayo	MIL	8.374198416	0.364864865	0.347875751
2013-14	Kevin Martin	MIN	6.500328299	0.387205387	0.345765967
2013-14	Chandler Parsons	HOU	6.191402795	0.371428571	0.344490151
2013-14	CJ Miles	CLE	10.73245168	0.393364929	0.342509689
2013-14	Marco Belinelli	SAS	7.206099361	0.43003413	0.339448171
2013-14	Dirk Nowitzki	DAL	6.216931217	0.398176292	0.33825611
2013-14	Channing Frye	PHX	9.250535332	0.37037037	0.337372239
2013-14	Deron Williams	BKN	6.678295539	0.365671642	0.337017422
2013-14	Kemba Walker	CHA	6.362024818	0.334365325	0.33700122
2013-14	Wilson Chandler	DEN	8.783783784	0.347578348	0.33510926
2013-14	Russell Westbrook	OKC	7.296283669	0.317757009	0.334999494
2013-14	Eric Gordon	NOP	6.334730096	0.389105058	0.333007085
2013-14	Nicolas Batum	POR	6.725930896	0.36159601	0.331930164
2013-14	Anthony Tolliver	CHA	9.311273567	0.417355372	0.328910635
2013-14	Richard Jefferson	UTA	7.039289055	0.408637874	0.327886523
2013-14	Jeff Green	BOS	7.112068966	0.340909091	0.327660014
2013-14	Spencer Hawes	CLE	6.030937928	0.415584416	0.32415581
2013-14	Paul Pierce	BKN	7.260240373	0.371621622	0.322451058
2013-14	Tim Hardaway Jr.	NYK	9.63401507	0.363128492	0.321223325
2013-14	Patrick Beverley	HOU	7.285714286	0.360784314	0.320763955
2013-14	Brandon Knight	MIL	7.243891985	0.325443787	0.318681208
2013-14	Mike Conley	MEM	6.266149871	0.360824742	0.318624829
2013-14	Mike Dunleavy	CHI	6.536211418	0.37962963	0.317934258
2013-14	Aaron Brooks	DEN	7.670893907	0.387096774	0.317091063
2013-14	Ray Allen	MIA	8.29085055	0.375404531	0.316995174
2013-14	Trey Burke	UTA	7.63968073	0.331343284	0.316147167
2013-14	Gary Neal	CHA	8.113035552	0.382022472	0.315275708
2013-14	Khris Middleton	MIL	6.012065737	0.415224913	0.313860384
2013-14	Chris Paul	LAC	4.760835392	0.367924528	0.308235966
2013-14	Steve Blake	GSW	6.80492547	0.376190476	0.30769006
2013-14	Marcus Thornton	BKN	8.952603862	0.336601307	0.306428927
2013-14	John Wall	WAS	5.079899075	0.347682119	0.304999323
2013-14	Nate Robinson	DEN	8.784940103	0.376623377	0.302105854
2013-14	Greivis Vasquez	TOR	8.299359348	0.38245614	0.301711209
2013-14	Dion Waiters	CLE	6.122948812	0.368	0.29984952
2013-14	Lou Williams	ATL	7.821038251	0.340611354	0.296835495
2013-14	Matt Barnes	LAC	7.940516274	0.342756184	0.290009815
2013-14	Manu Ginobili	SAS	8.065020319	0.348837209	0.289969687
2013-14	James Anderson	PHI	7.223708582	0.327635328	0.283783428
2013-14	Kendall Marshall	LAL	5.421870241	0.398876404	0.281961701
2013-14	Josh McRoberts	CHA	6.353774629	0.362369338	0.281819681
2013-14	DeMarre Carroll	ATL	5.730168912	0.361940299	0.280798511
2013-14	George Hill	IND	5.523688124	0.365384615	0.275488326
2013-14	Eric Bledsoe	PHX	4.849324558	0.357142857	0.275088473
2013-14	Avery Bradley	BOS	5.446623094	0.395	0.27403777
2013-14	Francisco Garcia	HOU	8.544726302	0.359375	0.27183766
2013-14	Wesley Johnson	LAL	5.767184507	0.36900369	0.267224592
2013-14	Jordan Crawford	GSW	7.552708834	0.318021201	0.266507434
2013-14	Marvin Williams	UTA	7.215541166	0.358974359	0.266163058
2013-14	Ty Lawson	DEN	4.356264826	0.356435644	0.265074369
2013-14	Jeremy Lin	HOU	5.365510778	0.358078603	0.264478712
2013-14	Mike Miller	MEM	6.986506747	0.459227468	0.262067549
2013-14	Mo Williams	POR	6.072874494	0.368888889	0.2608472
2013-14	Kirk Hinrich	CHI	5.994550409	0.351239669	0.25979718
2013-14	Mario Chalmers	MIA	5.303919268	0.384955752	0.258617444
2013-14	Marcus Morris Sr.	PHX	7.047619048	0.382239382	0.257912054
2013-14	Jordan Hamilton	HOU	9.240924092	0.357142857	0.254975126
2013-14	Ben McLemore	SAC	6.738236638	0.322033898	0.251154898
2013-14	Jeremy Lamb	OKC	7.980613893	0.356275304	0.248323618
2013-14	Evan Fournier	DEN	7.436460621	0.375527426	0.247087818
2013-14	Derek Fisher	OKC	7.954150747	0.384279476	0.24561274
2013-14	Gordon Hayward	UTA	5.152741995	0.303571429	0.239209146
2013-14	Lance Stephenson	IND	4.537815126	0.349794239	0.239163372
2013-14	Reggie Jackson	OKC	5.33652799	0.33877551	0.238504421
2013-14	Alan Anderson	BKN	7.018054747	0.331950207	0.238006745
2013-14	Shawne Williams	LAL	8.376623377	0.325581395	0.235824852
2013-14	Thaddeus Young	PHI	5.133180455	0.305841924	0.232349056
2013-14	Jerryd Bayless	BOS	6.459475929	0.358490566	0.231668034
2013-14	Kyle Singler	DET	5.216284987	0.382113821	0.230538439
2013-14	Pero Antic	ATL	8.946532557	0.325443787	0.22868201
2013-14	Chris Johnson	BOS	8.043065231	0.338582677	0.222241823
2013-14	Anthony Morrow	NOP	7.009345794	0.451282051	0.220562748
2013-14	Jared Dudley	LAC	6.43408636	0.36	0.219690996
2013-14	Jimmy Butler III	CHI	4.845276873	0.281512605	0.219688727
2013-14	Raymond Felton	NYK	5.057053942	0.317948718	0.218982971
2013-14	J.J. Barea	MIN	7.669122572	0.318777293	0.218300193
2013-14	Iman Shumpert	NYK	6.109324759	0.333333333	0.216113773
2013-14	Dorell Wright	POR	10.10505253	0.341584158	0.21318409
2013-14	Danny Granger	LAC	7.476635514	0.3359375	0.212377111
2013-14	Kawhi Leonard	SAS	4.705274043	0.379120879	0.211075952
2013-14	Paul Millsap	ATL	4.20336269	0.361904762	0.209986495
2013-14	Chris Douglas-Roberts	CHA	6.474103586	0.376923077	0.206929099
2013-14	Chase Budinger	MIN	7.947019868	0.35	0.206136203
2013-14	Jeff Teague	ATL	4.311516799	0.333333333	0.205579087
2013-14	Victor Oladipo	ORL	4.541800643	0.327433628	0.204079686
2013-14	Andre Iguodala	GSW	4.221954162	0.354285714	0.2038944
2013-14	Shane Battier	MIA	7.358093903	0.347619048	0.201277807
2013-14	Josh Smith	DET	4.823443757	0.264150943	0.199580555
2013-14	Cartier Martin	ATL	8.484162896	0.393333333	0.19179039
2013-14	Luol Deng	CLE	4.403541473	0.301587302	0.191526647
2013-14	Rudy Gay	SAC	3.808574277	0.32460733	0.186882236
2013-14	Chris Bosh	MIA	4.448071822	0.339449541	0.186146453
2013-14	DeMar DeRozan	TOR	3.578219533	0.304347826	0.183340642
2013-14	Michael Carter-Williams	PHI	4.130262113	0.264423077	0.18297009
2013-14	Monta Ellis	DAL	3.472337598	0.330143541	0.180637879
2013-14	Brian Roberts	NOP	5.436774588	0.359550562	0.180263148
2013-14	Courtney Lee	MEM	5.141796979	0.371134021	0.17002841
2013-14	Devin Harris	DAL	6.113801453	0.306930693	0.169928842
2013-14	Shelvin Mack	ATL	6.037358239	0.325966851	0.163582169
2013-14	Darren Collison	LAC	4.533461262	0.375661376	0.163043599
2013-14	Steve Novak	TOR	10.97122302	0.426229508	0.162221879
2013-14	Jarrett Jack	CLE	4.184573626	0.340540541	0.158074392
2013-14	Pablo Prigioni	NYK	5.763688761	0.464285714	0.157681391
2013-14	Omri Casspi	HOU	6.552494415	0.346590909	0.155924648
2013-14	Jared Sullinger	BOS	5.120630231	0.269230769	0.155315346
2013-14	P.J. Tucker	PHX	3.753193162	0.387434555	0.15333029
2013-14	C.J. Watson	IND	6.041666667	0.365517241	0.151331248
2013-14	Harrison Barnes	GSW	4.150110375	0.35106383	0.14450936
2013-14	Andrea Bargnani	NYK	4.48691317	0.277777778	0.140556519
2013-14	Thabo Sefolosha	OKC	4.721963343	0.315789474	0.139652099
2013-14	Mike Scott	ATL	6.582024724	0.30964467	0.139334059
2013-14	Ryan Kelly	LAL	5.06829619	0.340425532	0.139079523
2013-14	Hollis Thompson	PHI	4.609439691	0.401197605	0.13556054
2013-14	Corey Brewer	MIN	3.827227993	0.276190476	0.134602299
2013-14	Patrick Patterson	TOR	4.920212766	0.358108108	0.131234004
2013-14	Tony Snell	CHI	7.44815912	0.323863636	0.128106713
2013-14	Rashard Lewis	MIA	7.150480256	0.343283582	0.127942734
2013-14	Kentavious Caldwell-Pope	DET	5.754276827	0.318918919	0.126589805
2013-14	Earl Clark	NYK	7.942708333	0.336065574	0.126389735
2013-14	Tony Wroten	PHI	5.014749263	0.213903743	0.122878724
2013-14	Matthew Dellavedova	CLE	6.124061636	0.367741935	0.122080409
2013-14	Willie Green	LAC	6.793935991	0.338842975	0.11767364
2013-14	John Salmons	TOR	4.661389622	0.383647799	0.114307328
2013-14	Ersan Ilyasova	MIL	4.479166667	0.271317829	0.114046362
2013-14	Norris Cole	MIA	4.493801653	0.344827586	0.110103219
2013-14	Shawn Marion	DAL	3.359766277	0.360248447	0.10679857
2013-14	E'Twaun Moore	ORL	5.271828666	0.35	0.100594448
2013-14	Maurice Harkless	ORL	3.981385729	0.383116883	0.08974432
2013-14	Toney Douglas	MIA	7.727272727	0.303921569	0.089607056
2013-14	Kent Bazemore	LAL	6.523955148	0.3359375	0.085736206
2013-14	Draymond Green	GSW	4.34430653	0.329192547	0.081719517
2013-14	Jae Crowder	DAL	5.935534591	0.331125828	0.077542191
2013-14	Tobias Harris	ORL	3.461538462	0.253968254	0.075863691
2013-14	Alec Burks	UTA	3.341902314	0.34965035	0.07491588
2013-14	Evan Turner	IND	3.069053708	0.320512821	0.073782713
2013-14	Travis Outlaw	SAC	5.405405405	0.344827586	0.072872599
2013-14	Elliot Williams	PHI	5.102040816	0.296	0.063449623
2013-14	Luke Ridnour	CHA	4.768331084	0.349056604	0.057564198
2013-14	Kelly Olynyk	BOS	4.022582922	0.350877193	0.033679073
2013-14	Ricky Rubio	MIN	2.408547628	0.330827068	0.032346286
2013-14	Alexey Shved	MIN	7.561156412	0.294117647	0.030738068
2013-14	Giannis Antetokounmpo	MIL	3.17289594	0.347457627	0.019937348
2013-14	Boris Diaw	SAS	2.80983442	0.401785714	0.018834311
2013-14	Gerald Henderson	CHA	2.4	0.350877193	0.018159987
2013-14	Terrence Jones	HOU	2.399619862	0.306930693	0.015049042
2013-14	Markieff Morris	PHX	2.455103433	0.314814815	0.014991982
2013-14	Ramon Sessions	MIL	2.831050228	0.282258065	0.014834661
2013-14	Phil Pressey	BOS	4.730031236	0.264150943	0.012906632
2014-15	Kyle Korver	ATL	9.206740649	0.493303571	0.471720026
2014-15	Stephen Curry	GSW	11.67329237	0.442724458	0.462551884
2014-15	Klay Thompson	GSW	10.62171117	0.43853211	0.435893819
2014-15	Kevin Durant	OKC	8.461947845	0.402515723	0.422738973
2014-15	Kyrie Irving	CLE	6.967670011	0.416	0.415862446
2014-15	James Harden	HOU	9.032364597	0.376599634	0.414939896
2014-15	Nick Young	LAL	11.08920651	0.368888889	0.414267836
2014-15	Eric Gordon	NOP	8.124838793	0.447619048	0.410546303
2014-15	JJ Redick	LAC	9.414182939	0.436681223	0.405664402
2014-15	Danny Green	SAS	9.943305713	0.418859649	0.396794481
2014-15	JR Smith	CLE	10.37758831	0.382629108	0.390767708
2014-15	Isaiah Thomas	BOS	9.697309417	0.37283237	0.382750734
2014-15	Isaiah Canaan	PHI	12.70256142	0.374485597	0.381632307
2014-15	Chris Paul	LAC	6.09181358	0.398280802	0.379140817
2014-15	Wesley Matthews	POR	10.86425781	0.388764045	0.377572762
2014-15	LeBron James	CLE	6.770300675	0.356495468	0.373480851
2014-15	Brandon Knight	PHX	7.688588008	0.386792453	0.373030074
2014-15	Brandon Jennings	DET	8.948261238	0.360189573	0.372259586
2014-15	Lou Williams	TOR	11.06709582	0.340044743	0.371876341
2014-15	Robert Covington	PHI	11.3025849	0.374439462	0.368160076
2014-15	Kevin Martin	MIN	7.243614182	0.389473684	0.367836606
2014-15	Damian Lillard	POR	9.829867675	0.342657343	0.366501587
2014-15	Anthony Morrow	OKC	8.717811159	0.433846154	0.365740503
2014-15	Mo Williams	CHA	8.765743073	0.341954023	0.361020977
2014-15	Chandler Parsons	DAL	7.836495032	0.380403458	0.354089781
2014-15	Kyle Lowry	TOR	8.161135462	0.337595908	0.350284053
2014-15	Jamal Crawford	LAC	10.5875509	0.326923077	0.349388125
2014-15	Gerald Green	PHX	13.00840336	0.354005168	0.34686036
2014-15	Channing Frye	ORL	9.286097692	0.393063584	0.344435872
2014-15	CJ Miles	IND	11.93748316	0.34537246	0.342534038
2014-15	Randy Foye	DEN	11.76207513	0.357414449	0.34111719
2014-15	Aaron Brooks	CHI	8.398384926	0.387820513	0.340848811
2014-15	Terrence Ross	TOR	9.514515736	0.371794872	0.339225674
2014-15	Mike Dunleavy	CHI	7.325905292	0.406844106	0.337694256
2014-15	Bradley Beal	WAS	6.224465273	0.409266409	0.336798283
2014-15	Kentavious Caldwell-Pope	DET	8.675263775	0.344594595	0.334686399
2014-15	Danilo Gallinari	DEN	10.36501377	0.355481728	0.334028001
2014-15	Mike Conley	MEM	6.398706399	0.386281588	0.331980682
2014-15	Kobe Bryant	LAL	7.55957272	0.293478261	0.331933559
2014-15	Patrick Beverley	HOU	9.268292683	0.356037152	0.329645262
2014-15	Greivis Vasquez	TOR	8.95636642	0.378917379	0.328728419
2014-15	Paul Pierce	WAS	7.851775071	0.389438944	0.328476057
2014-15	Tim Hardaway Jr.	NYK	10.54225992	0.341954023	0.32830049
2014-15	George Hill	IND	7.779121322	0.357512953	0.328003086
2014-15	Kevin Love	CLE	7.81942765	0.371134021	0.327195173
2014-15	Gordon Hayward	UTA	6.560636183	0.363636364	0.327113214
2014-15	DeMarre Carroll	ATL	6.92819454	0.397350993	0.327006436
2014-15	Wilson Chandler	DEN	8.133012821	0.342364532	0.32610697
2014-15	Carmelo Anthony	NYK	6.449248809	0.340909091	0.325638087
2014-15	Hollis Thompson	PHI	7.863013699	0.400696864	0.324006876
2014-15	Trevor Ariza	HOU	9.248652291	0.347905282	0.32239248
2014-15	Henry Walker	MIA	10.62801932	0.340909091	0.321284054
2014-15	Jason Terry	HOU	9.367681499	0.384375	0.320056429
2014-15	Ben McLemore	SAC	7.248794957	0.358056266	0.319451193
2014-15	Ryan Anderson	NOP	10.9317905	0.339832869	0.317759497
2014-15	Wayne Ellington	LAL	7.268920132	0.37037037	0.316760962
2014-15	Trey Burke	UTA	8.81953867	0.317948718	0.315422072
2014-15	Matt Barnes	LAC	8.240192856	0.361702128	0.31300807
2014-15	Jameer Nelson	DEN	9.126282278	0.34496124	0.3125354
2014-15	Arron Afflalo	POR	6.661332266	0.354354354	0.311234712
2014-15	Avery Bradley	BOS	7.111111111	0.352272727	0.309102836
2014-15	Joe Johnson	BKN	6.20283453	0.359050445	0.307036781
2014-15	Darren Collison	SAC	5.045440301	0.372670807	0.30487514
2014-15	Kemba Walker	CHA	6.794467362	0.303571429	0.304824102
2014-15	Evan Fournier	ORL	6.857665346	0.377777778	0.304461023
2014-15	Russell Westbrook	OKC	5.997064374	0.297202797	0.297649699
2014-15	Derrick Rose	CHI	8.804418454	0.280442804	0.295083314
2014-15	Langston Galloway	NYK	5.913410771	0.363095238	0.293936694
2014-15	Marco Belinelli	SAS	8.333333333	0.373913043	0.2928664
2014-15	Chris Bosh	MIA	5.641370047	0.375	0.290770909
2014-15	Marcus Smart	BOS	7.482806052	0.334558824	0.290606245
2014-15	Mirza Teletovic	BKN	10.9039548	0.321243523	0.289338033
2014-15	Marcus Morris Sr.	PHX	7.473734479	0.357827476	0.283175929
2014-15	O.J. Mayo	MIL	7.914719626	0.350553506	0.282839887
2014-15	Dirk Nowitzki	DAL	5.893740589	0.379562044	0.281981933
2014-15	Jose Calderon	NYK	5.605199025	0.405797101	0.280264768
2014-15	Jrue Holiday	NOP	5.248833593	0.377777778	0.279689127
2014-15	Nicolas Batum	POR	6.509374342	0.323624595	0.277702627
2014-15	Manu Ginobili	SAS	8.019894311	0.34496124	0.277069917
2014-15	Deron Williams	BKN	5.713596914	0.367088608	0.276358555
2014-15	Anthony Tolliver	DET	10.08695652	0.365517241	0.273996241
2014-15	Khris Middleton	MIL	5.592035586	0.40530303	0.271975554
2014-15	Draymond Green	GSW	6.302681992	0.337386018	0.271444981
2014-15	Rodney Hood	UTA	8.341511286	0.364705882	0.270669181
2014-15	Devin Harris	DAL	7.719094602	0.357142857	0.264788755
2014-15	Jeff Green	MEM	5.977482088	0.332191781	0.260645564
2014-15	Jodie Meeks	DET	7.257788429	0.349056604	0.260591789
2014-15	Charlie Villanueva	DAL	15.31531532	0.375565611	0.260501221
2014-15	Alexey Shved	NYK	8.859145953	0.338129496	0.259795856
2014-15	Tobias Harris	ORL	5.102915952	0.365546218	0.259595322
2014-15	Wesley Johnson	LAL	5.756834852	0.351351351	0.259522415
2014-15	C.J. Watson	IND	6.074279764	0.4	0.258348804
2014-15	Tony Wroten	PHI	7.82800441	0.26056338	0.257349906
2014-15	Patty Mills	SAS	11.10433191	0.340659341	0.25666645
2014-15	Ersan Ilyasova	MIL	7.142857143	0.395721925	0.255828273
2014-15	Rasual Butler	WAS	7.82811459	0.387234043	0.255534184
2014-15	Patrick Patterson	TOR	6.633849039	0.371024735	0.254443149
2014-15	Nikola Mirotic	CHI	9.613022113	0.31629393	0.252596115
2014-15	Quincy Pondexter	NOP	6.98539937	0.37295082	0.250455919
2014-15	Goran Dragic	MIA	4.832089552	0.347490347	0.25044263
2014-15	Victor Oladipo	ORL	4.85798237	0.338709677	0.250238289
2014-15	Rudy Gay	SAC	4.515599343	0.359090909	0.250033973
2014-15	Marvin Williams	CHA	6.523879862	0.358490566	0.239306199
2014-15	Serge Ibaka	OKC	4.829210836	0.375609756	0.239132206
2014-15	Marcus Thornton	PHX	9.681787407	0.377622378	0.23645059
2014-15	Eric Bledsoe	PHX	4.766076748	0.323529412	0.234552334
2014-15	Bojan Bogdanovic	BKN	6.988806989	0.35546875	0.233926593
2014-15	Monta Ellis	DAL	5.169275573	0.285211268	0.232413261
2014-15	Jimmy Butler III	CHI	3.911633563	0.378238342	0.229576202
2014-15	Kyle Singler	OKC	6.919322423	0.398340249	0.228293432
2014-15	Vince Carter	MEM	10.608139	0.297413793	0.228090996
2014-15	PJ Hairston	CHA	11.76895307	0.300613497	0.224755692
2014-15	D.J. Augustin	OKC	6.286736519	0.337398374	0.222416672
2014-15	Courtney Lee	MEM	4.869565217	0.401785714	0.222054941
2014-15	Iman Shumpert	CLE	6.550802139	0.341836735	0.221201675
2014-15	James Jones	CLE	13.07922272	0.36	0.220874772
2014-15	Chris Copeland	IND	10.10346926	0.313253012	0.219822444
2014-15	P.J. Tucker	PHX	5.205536046	0.345238095	0.21631004
2014-15	Gary Neal	MIN	6.844741235	0.304878049	0.210164545
2014-15	Caron Butler	DET	6.910697381	0.378995434	0.210021898
2014-15	Reggie Jackson	DET	5.375864377	0.298755187	0.209262833
2014-15	Kawhi Leonard	SAS	4.765450484	0.348958333	0.209026556
2014-15	Luol Deng	MIA	4.655653293	0.35483871	0.208993635
2014-15	Danté Exum	UTA	7.632037145	0.311787072	0.203034177
2014-15	Paul Millsap	ATL	4.527352756	0.356481481	0.201736412
2014-15	Alan Anderson	BKN	6.058857473	0.347619048	0.200357591
2014-15	Mario Chalmers	MIA	5.305501196	0.295081967	0.197527002
2014-15	Jeff Teague	ATL	4.611271998	0.342995169	0.195236401
2014-15	Tyreke Evans	NOP	4.368745189	0.303964758	0.18893487
2014-15	Tony Snell	CHI	7.027608462	0.37244898	0.186387913
2014-15	Mike Scott	ATL	8.590604027	0.34375	0.185809687
2014-15	Ty Lawson	DEN	3.764230628	0.341463415	0.185150726
2014-15	Steve Blake	POR	7.069076824	0.351598174	0.184633332
2014-15	Dion Waiters	OKC	5.399375279	0.297520661	0.183797505
2014-15	Andre Iguodala	GSW	4.949801541	0.349056604	0.181644206
2014-15	Shawne Williams	DET	8.325312801	0.36416185	0.181263437
2014-15	Jared Sullinger	BOS	5.777080063	0.282608696	0.180789233
2014-15	Jared Dudley	MIL	5.571847507	0.389473684	0.177198514
2014-15	Luc Mbah a Moute	PHI	5.27002348	0.306930693	0.173902666
2014-15	Harrison Barnes	GSW	4.435733443	0.404651163	0.173231103
2014-15	John Wall	WAS	3.805014904	0.299539171	0.171939114
2014-15	Damjan Rudez	IND	8.068343617	0.405882353	0.169945724
2014-15	Matthew Dellavedova	CLE	6.187103988	0.409638554	0.166272205
2014-15	Kelly Olynyk	BOS	5.888324873	0.344827586	0.16554559
2014-15	Brian Roberts	CHA	7.380497132	0.321243523	0.164260515
2014-15	Josh Smith	HOU	4.821315289	0.315789474	0.16108048
2014-15	Joe Ingles	UTA	6.255806751	0.356435644	0.159923578
2014-15	Pero Antic	ATL	8.187411264	0.300578035	0.156865825
2014-15	Jeremy Lin	LAL	4.557224236	0.369318182	0.156847444
2014-15	Ryan Kelly	LAL	5.548654244	0.335820896	0.154334369
2014-15	Donald Sloan	IND	5.998168498	0.312977099	0.151480067
2014-15	Kirk Hinrich	CHI	5.25	0.345238095	0.149490958
2014-15	Corey Brewer	HOU	5.308529946	0.264957265	0.146868862
2014-15	Pablo Prigioni	HOU	6.913785923	0.343373494	0.146643575
2014-15	Nate Robinson	DEN	9.427609428	0.276785714	0.143786028
2014-15	Solomon Hill	IND	4.475043029	0.326923077	0.143074976
2014-15	Hedo Turkoglu	LAC	9.768095573	0.431654676	0.142803935
2014-15	Ronnie Price	LAL	5.555555556	0.28440367	0.13884209
2014-15	Shabazz Napier	MIA	6.098191214	0.36440678	0.137298481
2014-15	Jeremy Lamb	OKC	8.894230769	0.342342342	0.133668793
2014-15	Jae Crowder	BOS	6.179104478	0.29468599	0.128894665
2014-15	CJ McCollum	POR	6.984924623	0.395683453	0.126209005
2014-15	Dorell Wright	POR	8.896210873	0.37962963	0.123605241
2014-15	Willie Green	ORL	6.351706037	0.347107438	0.12136508
2014-15	Jerami Grant	PHI	5.516265912	0.314102564	0.116359714
2014-15	Spencer Hawes	LAC	6.883066093	0.3125	0.113932078
2014-15	Shelvin Mack	ATL	7.645996388	0.31496063	0.113009849
2014-15	Norris Cole	NOP	4.966982486	0.312138728	0.112956966
2014-15	KJ McDaniels	HOU	5.430847212	0.286666667	0.110303451
2014-15	Richard Jefferson	DAL	6.099960645	0.425806452	0.107629992
2014-15	J.J. Barea	DAL	6.066109699	0.323353293	0.10293838
2014-15	Zach LaVine	MIN	4.318241298	0.345454545	0.102714453
2014-15	Kostas Papanikolaou	HOU	6.257668712	0.264705882	0.094616061
2014-15	Chase Budinger	MIN	5.453149002	0.366197183	0.093562585
2014-15	Meyers Leonard	POR	6.580493537	0.419642857	0.090437109
2014-15	Markieff Morris	PHX	3.410173366	0.318435754	0.089094248
2014-15	Rodney Stuckey	IND	3.817000541	0.390070922	0.088133024
2014-15	Michael Carter-Williams	MIL	3.540027765	0.235294118	0.086849037
2014-15	Derrick Williams	SAC	5.212161711	0.314102564	0.083219085
2014-15	Jordan Clarkson	LAL	4.18395574	0.314049587	0.081866789
2014-15	Boris Diaw	SAS	4.294790343	0.319526627	0.077139357
2014-15	Nik Stauskas	SAC	6.483899043	0.322147651	0.074619104
2014-15	Dennis Schröder	ATL	4.956463496	0.351351351	0.063662034
2014-15	Luke Babbitt	NOP	6.952841596	0.513043478	0.061325348
2014-15	Jonas Jerebko	BOS	5.747126437	0.385714286	0.053587426
2014-15	Donatas Motiejunas	HOU	3.221083455	0.371212121	0.049276357
2014-15	Justin Holiday	GSW	7.933042213	0.321100917	0.043693841
2014-15	Jarrett Jack	BKN	3.282374101	0.267123288	0.038050931
2014-15	Darrell Arthur	DEN	5.392156863	0.236363636	0.03639179
2014-15	Kent Bazemore	ATL	4.979253112	0.363636364	0.033685945
2014-15	Matt Bonner	SAS	6.745182013	0.365079365	0.031761737
2014-15	Gary Harris	DEN	6.848404255	0.203883495	0.02994484
2014-15	Leandro Barbosa	GSW	5.476772616	0.383928571	0.025301684
2014-15	Austin Rivers	LAC	4.196028187	0.297709924	0.022746318
2014-15	Gerald Henderson	CHA	3.003533569	0.330882353	0.02139178
2014-15	JaKarr Sampson	PHI	5.395072218	0.244094488	0.017463872
2014-15	LaMarcus Aldridge	POR	2.103786816	0.352380952	0.017388212
2014-15	Otto Porter Jr.	WAS	3.694493783	0.336538462	0.01594176
2014-15	Shane Larkin	NYK	3.171070932	0.307017544	0.015717439
2014-15	Andrew Wiggins	MIN	2.096365173	0.306451613	0.015358878
2014-15	Ray McCallum	SAC	3.790983607	0.306306306	0.015307016
2014-15	Thaddeus Young	BKN	2.353912864	0.324561404	0.015234188
2014-15	Jerryd Bayless	MIL	3.518628031	0.31092437	0.014893235
2014-15	Lance Stephenson	CHA	3.382731959	0.171428571	0.014296608
2014-15	Al-Farouq Aminu	DAL	4.454022989	0.274193548	0.013888848
2014-15	Evan Turner	BOS	2.596552477	0.277310924	0.013568239
2015-16	Stephen Curry	GSW	15.33137221	0.453724605	0.48469229
2015-16	JJ Redick	LAC	9.824970828	0.475059382	0.451865939
2015-16	Kevin Durant	OKC	8.995698523	0.386694387	0.423197981
