SEASON	NAME	TEAM	FG3A_per100	3PT%	LASER
2016-17	Caris LeVert	BKN	6.726124117	0.320441989	0.18175527
2016-17	Emmanuel Mudiay	DEN	5.86440678	0.312138728	0.179065802
2016-17	E'Twaun Moore	NOP	5.501190161	0.370192308	0.166492454
2016-17	Matthew Dellavedova	MIL	5.372834547	0.369158879	0.161246767
2016-17	Ben McLemore	SAC	7.112794613	0.378698225	0.158771823
2016-17	Randy Foye	BKN	7.326804498	0.326732673	0.158728516
2016-17	Meyers Leonard	POR	8.372641509	0.34741784	0.155891704
2016-17	Dante Cunningham	NOP	5.311032864	0.392265193	0.151876718
2016-17	Luol Deng	LAL	5.35366645	0.309090909	0.149644985
2016-17	Darren Collison	SAC	4.266211604	0.417142857	0.147616936
2016-17	Harrison Barnes	DAL	3.996333639	0.353211009	0.145426791
2016-17	Rodney McGruder	MIA	5.623721881	0.331818182	0.143147239
2016-17	Trey Lyles	UTA	8.939526731	0.318627451	0.142139118
2016-17	Devin Harris	DAL	8.133086876	0.329545455	0.135853038
2016-17	Malcolm Brogdon	MIL	4.900964957	0.404145078	0.134595152
2016-17	Davis Bertans	SAS	10.28708134	0.401162791	0.133584392
2016-17	Arron Afflalo	SAC	4.787571338	0.410596026	0.125118302
2016-17	Justin Hamilton	BKN	6.979495268	0.310734463	0.122620388
2016-17	Nemanja Bjelica	MIN	7.35966736	0.316384181	0.122387883
2016-17	Mike Dunleavy	ATL	7.652769846	0.395522388	0.12125222
2016-17	Jeff Green	ORL	6.181934657	0.274611399	0.12016183
2016-17	Anthony Morrow	CHI	8.914209115	0.308270677	0.119015603
2016-17	Markieff Morris	WAS	4.023814412	0.362244898	0.117489578
2016-17	Brandon Knight	PHX	5.704836709	0.326086957	0.112299917
2016-17	Kelly Olynyk	BOS	6.05296343	0.354166667	0.111592207
2016-17	Ricky Rubio	MIN	3.966005666	0.306122449	0.106679143
2016-17	Maurice Harkless	POR	4.297740363	0.350515464	0.106066486
2016-17	Marquese Chriss	PHX	5.823672149	0.314814815	0.105345793
2016-17	Justin Anderson	PHI	7.779121322	0.300518135	0.101888205
2016-17	Brandon Rush	MIN	5.533980583	0.385964912	0.096913818
2016-17	Dwyane Wade	CHI	3.990093561	0.310344828	0.094020917
2016-17	Jason Terry	MIL	6.345083488	0.426900585	0.093083072
2016-17	Mindaugas Kuzminskas	NYK	8.053691275	0.321428571	0.092921877
2016-17	Gerald Henderson	PHI	4.979850317	0.352601156	0.092682822
2016-17	Gerald Green	BOS	10.08174387	0.351351351	0.087831566
2016-17	Terry Rozier	BOS	6.916537867	0.318435754	0.087791462
2016-17	Sam Dekker	HOU	6.258366801	0.320855615	0.084596866
2016-17	Andre Iguodala	GSW	4.18241966	0.361581921	0.081903534
2016-17	Richard Jefferson	CLE	5.636363636	0.333333333	0.079630693
2016-17	P.J. Tucker	TOR	4.09978308	0.365079365	0.078969701
2016-17	Jeremy Lamb	CHA	6.400701447	0.280821918	0.072267227
2016-17	Kelly Oubre Jr.	WAS	5.62744508	0.288770053	0.069434082
2016-17	Brandon Ingram	LAL	3.940677966	0.295698925	0.06897259
2016-17	Timothe Luwawu-Cabarrot	PHI	6.388888889	0.310559006	0.068497841
2016-17	Dorian Finney-Smith	DAL	5.967336683	0.294736842	0.067873807
2016-17	Norman Powell	TOR	6.162162162	0.321637427	0.060614545
2016-17	Danté Exum	UTA	6.180008295	0.295302013	0.054936939
2016-17	Giannis Antetokounmpo	MIL	3.174884711	0.273743017	0.0533761
2016-17	Mario Hezonja	ORL	7.415036045	0.298611111	0.053171186
2016-17	Shelvin Mack	UTA	5.097706032	0.308333333	0.052022315
2016-17	Andre Roberson	OKC	3.745928339	0.244565217	0.052001794
2016-17	James Ennis III	MEM	4.625253207	0.372262774	0.051178912
2016-17	Jerian Grant	CHI	6.517509728	0.365671642	0.049884644
2016-17	Jon Leuer	DET	4.265644955	0.293413174	0.049286405
2016-17	Ian Clark	GSW	6.825795645	0.374233129	0.046927331
2016-17	Andrew Harrison	MEM	5.407279029	0.275641026	0.044106497
2016-17	Isaiah Whitehead	BKN	4.282839897	0.295302013	0.02764989
2016-17	Pau Gasol	SAS	3.213844252	0.538461538	0.025806533
2016-17	Aaron Brooks	IND	6.821963394	0.37398374	0.020291641
2016-17	Stanley Johnson	DET	5.551550108	0.292207792	0.020076919
2016-17	Mike Muscala	ATL	4.295197189	0.418181818	0.019085775
2016-17	Juancho Hernangomez	DEN	6.337633202	0.407079646	0.019053745
2016-17	Glenn Robinson III	IND	4.173736003	0.398373984	0.018643758
2016-17	Rajon Rondo	CHI	3.563772776	0.37593985	0.018633201
2016-17	JaMychal Green	MEM	3.555664541	0.379310345	0.017845992
2016-17	Tim Frazier	NOP	4.059625753	0.3125	0.017823882
2016-17	Thaddeus Young	IND	2.541073384	0.387931034	0.01775243
2016-17	Luc Mbah a Moute	LAC	3.045404208	0.390909091	0.01775079
2016-17	Blake Griffin	LAC	2.685361217	0.336283186	0.017526802
2016-17	Cory Joseph	TOR	3.312731768	0.350746269	0.017524552
2016-17	Raymond Felton	LAC	4.14269275	0.319444444	0.017492062
2016-17	Jerami Grant	OKC	3.609879671	0.377192982	0.017475564
2016-17	Jaylen Brown	BOS	4.87716763	0.340740741	0.016541968
2016-17	Monta Ellis	IND	3.249630724	0.325757576	0.016517717
2016-17	Myles Turner	IND	2.227818675	0.339130435	0.016198702
2016-17	Thabo Sefolosha	ATL	3.625837904	0.344537815	0.016000801
2016-17	Shabazz Muhammad	MIN	4.757217848	0.337931034	0.015915251
2016-17	Jonas Jerebko	BOS	5.173099881	0.346153846	0.015801438
2016-17	Patrick McCaw	GSW	5.354810623	0.333333333	0.015644266
2016-17	Domantas Sabonis	OKC	4.789156627	0.320754717	0.015615699
2016-17	Nikola Jokić	DEN	3.189493433	0.316176471	0.01558131
2016-17	Taurean Prince	ATL	5.022156573	0.323529412	0.015574444
2016-17	DeMar DeRozan	TOR	2.314990512	0.270491803	0.015389885
2016-17	C.J. Watson	ORL	5.079825835	0.304761905	0.015265724
2016-17	Ty Lawson	SAC	3.346568349	0.288135593	0.014604609
2016-17	Anthony Davis	NOP	2.40272548	0.298507463	0.014458921
2016-17	Jonathon Simmons	SAS	3.576487252	0.287128713	0.014415003
2016-17	Ish Smith	DET	2.647503782	0.266666667	0.013963666
2016-17	Elfrid Payton	ORL	2.932254803	0.275862069	0.013320721
2016-17	Malcolm Delaney	ATL	4.298554123	0.236363636	0.012320243
2016-17	Evan Turner	POR	3.433098592	0.264957265	0.012272061
2016-17	Wesley Johnson	LAC	7.053197848	0.245762712	0.011654372
2016-17	Corey Brewer	LAL	4.422788606	0.228813559	0.010751758
2017-18	Stephen Curry	GSW	14.01398601	0.423153693	0.436396209
2017-18	James Harden	HOU	13.8234731	0.367036011	0.434140294
2017-18	Kevin Durant	GSW	8.296326201	0.416058394	0.430196726
2017-18	Klay Thompson	GSW	9.754716981	0.439071567	0.429646396
2017-18	Kyrie Irving	BOS	9.727822581	0.404145078	0.422950683
2017-18	Chris Paul	HOU	9.994725738	0.37994723	0.421258686
2017-18	Kyle Lowry	TOR	11.42967096	0.400673401	0.417528902
2017-18	JJ Redick	PHI	9.883848345	0.416851441	0.413408825
2017-18	Tyreke Evans	MEM	8.887507769	0.398601399	0.411717487
2017-18	Kemba Walker	CHA	10.60151702	0.384359401	0.410112989
2017-18	Devin Booker	PHX	9.514370664	0.3828125	0.405760766
2017-18	Joe Ingles	UTA	8.84262796	0.438444924	0.40247753
2017-18	CJ McCollum	POR	7.892541298	0.395348837	0.401868774
2017-18	Paul George	OKC	10.07025761	0.398671096	0.398682147
2017-18	Buddy Hield	SAC	10.00983768	0.432432432	0.398163708
2017-18	Damian Lillard	POR	11.38640918	0.36	0.395493541
2017-18	Wayne Ellington	MIA	13.95858709	0.394415358	0.394102939
2017-18	Kyle Korver	CLE	11.3492303	0.436170213	0.391740215
2017-18	Troy Daniels	PHX	13.31782495	0.399563319	0.38381993
2017-18	Austin Rivers	LAC	8.46851145	0.38028169	0.379381955
2017-18	Lou Williams	LAC	9.284156977	0.362035225	0.378089284
2017-18	Victor Oladipo	IND	8.306220096	0.370967742	0.376992004
2017-18	Tobias Harris	LAC	7.997803807	0.409610984	0.375561885
2017-18	Allen Crabbe	BKN	11.13032202	0.378640777	0.375448958
2017-18	Bradley Beal	WAS	8.682782437	0.375	0.374907034
2017-18	Rodney Hood	CLE	10.06346328	0.381381381	0.370438348
2017-18	Gerald Green	HOU	15.44841887	0.369127517	0.370173012
2017-18	Kevin Love	CLE	9.677419355	0.415151515	0.370087894
2017-18	Gary Harris	DEN	8.162402199	0.39119171	0.369270413
2017-18	LeBron James	CLE	6.48	0.367901235	0.366245047
2017-18	Nikola Mirotic	NOP	11.13876789	0.377094972	0.363134994
2017-18	Wesley Matthews	DAL	9.333642907	0.380597015	0.362703386
2017-18	Robert Covington	PHI	10.19263138	0.370642202	0.361079593
2017-18	Evan Fournier	ORL	8.631795929	0.379104478	0.360559516
2017-18	Reggie Bullock Jr.	DET	7.885102788	0.446428571	0.359586882
2017-18	Jamal Murray	DEN	8.229902616	0.378190255	0.358961423
2017-18	Donovan Mitchell	UTA	10.19761372	0.340036563	0.358540829
2017-18	Milos Teodosic	LAC	9.387923904	0.383259912	0.357771269
2017-18	Anthony Tolliver	DET	10.19268361	0.435616438	0.355779488
2017-18	Eric Gordon	HOU	13.51170569	0.358085809	0.355599343
2017-18	Taurean Prince	ATL	8.843537415	0.382417582	0.355092861
2017-18	CJ Miles	TOR	16.10260064	0.35840708	0.35379534
2017-18	Kentavious Caldwell-Pope	LAL	7.784200385	0.381188119	0.3527815
2017-18	Joe Harris	BKN	8.51628468	0.422096317	0.351210907
2017-18	Marco Belinelli	PHI	9.508754864	0.381074169	0.35090598
2017-18	Terry Rozier	BOS	9.242100261	0.383033419	0.350236086
2017-18	Will Barton	DEN	7.558455682	0.366906475	0.349822129
2017-18	Trevor Ariza	HOU	9.884467266	0.367965368	0.348976655
2017-18	DeMarre Carroll	BKN	8.473080318	0.377604167	0.344553426
2017-18	Justin Holiday	CHI	9.468578659	0.35857461	0.343583684
2017-18	Dario Šarić	PHI	8.093672966	0.395939086	0.343485281
2017-18	Carmelo Anthony	OKC	9.022265247	0.358369099	0.34170324
2017-18	Zach LaVine	CHI	8.473338203	0.353448276	0.339501347
2017-18	Blake Griffin	DET	7.953419227	0.345794393	0.338764415
2017-18	Patty Mills	SAS	9.718309859	0.371980676	0.337925469
2017-18	Bojan Bogdanovic	IND	7.594936709	0.3984375	0.337533803
2017-18	Denzel Valentine	CHI	8.442303281	0.388586957	0.336617311
2017-18	Kristaps Porziņģis	NYK	7.203791469	0.394736842	0.336549439
2017-18	Kyle Kuzma	LAL	8.490566038	0.363425926	0.336172848
2017-18	Lauri Markkanen	CHI	9.586421229	0.36159601	0.335054861
2017-18	Spencer Dinwiddie	BKN	8.840244159	0.326190476	0.333759413
2017-18	Ryan Anderson	HOU	9.471919531	0.386430678	0.332889072
2017-18	DeMarcus Cousins	NOP	8.090258668	0.353741497	0.332841976
2017-18	J.J. Barea	DAL	9.577723378	0.367412141	0.332251798
2017-18	Dirk Nowitzki	DAL	8.592554819	0.409495549	0.33220708
2017-18	D'Angelo Russell	BKN	10.40723982	0.326086957	0.328348664
2017-18	Otto Porter Jr.	WAS	6.302859444	0.440894569	0.326849121
2017-18	JR Smith	CLE	8.236057069	0.375328084	0.326070357
2017-18	Khris Middleton	MIL	6.618373395	0.358208955	0.325564857
2017-18	Tim Hardaway Jr.	NYK	10.45466221	0.316953317	0.324189925
2017-18	Bogdan Bogdanović	SAC	7.443660369	0.394495413	0.323540569
2017-18	Darius Miller	NOP	8.532753203	0.40509915	0.319608969
2017-18	Aaron Gordon	ORL	8.473301579	0.334319527	0.31843572
2017-18	Eric Bledsoe	MIL	7.537266429	0.348189415	0.315795716
2017-18	Dion Waiters	MIA	8.968125338	0.313253012	0.314251025
2017-18	Al-Farouq Aminu	POR	7.976470588	0.368731563	0.311157856
2017-18	Yogi Ferrell	DAL	7.740405347	0.373259053	0.308188047
2017-18	Isaiah Thomas	LAL	10.03236246	0.295698925	0.307609557
2017-18	Dennis Smith Jr.	DAL	8.094555874	0.312684366	0.302137613
2017-18	Kent Bazemore	ATL	7.359307359	0.389705882	0.301498458
2017-18	Danny Green	SAS	8.946044171	0.3625	0.301039607
2017-18	Marreese Speights	ORL	16.63097787	0.369098712	0.298877676
2017-18	Danilo Gallinari	LAC	8.084486526	0.324324324	0.298615405
2017-18	Nick Young	GSW	11.04336043	0.377300613	0.297806213
2017-18	Lonzo Ball	LAL	7.511122743	0.31010453	0.294440501
2017-18	John Wall	WAS	5.645706558	0.371257485	0.294053849
2017-18	Avery Bradley	LAC	6.95681974	0.369458128	0.293351559
2017-18	Jaylen Brown	BOS	6.624029237	0.389655172	0.28935576
2017-18	Tyler Johnson	MIA	7.661000718	0.365625	0.287473294
2017-18	Josh Richardson	MIA	6.158357771	0.37797619	0.285990251
2017-18	D.J. Augustin	ORL	7.412472648	0.420664207	0.284612025
2017-18	Harrison Barnes	DAL	6.257046223	0.357357357	0.283926147
2017-18	Goran Dragic	MIA	6.143980141	0.37037037	0.282463342
2017-18	Marcus Morris Sr.	BOS	7.603920243	0.364444444	0.280749726
2017-18	Jrue Holiday	NOP	5.703300224	0.337078652	0.280076161
2017-18	Marvin Williams	CHA	7.317073171	0.411764706	0.278947023
2017-18	Nicolas Batum	CHA	6.594202899	0.336996337	0.277599354
2017-18	Kelly Oubre Jr.	WAS	7.89701428	0.345205479	0.277519247
2017-18	Jamal Crawford	MIN	9.278959811	0.331210191	0.271179895
2017-18	E'Twaun Moore	NOP	5.426917511	0.426666667	0.269754583
2017-18	Nikola Jokić	DEN	5.558900261	0.397111913	0.268803899
2017-18	Jordan Clarkson	CLE	7.961942914	0.352201258	0.267303461
2017-18	Marc Gasol	MEM	6.637353434	0.340694006	0.257821455
2017-18	Andrew Wiggins	MIN	5.584930601	0.331360947	0.25734916
2017-18	Brook Lopez	LAL	8.613217768	0.342767296	0.256626764
2017-18	Malik Monk	CHA	13.38105727	0.341563786	0.254974373
2017-18	Courtney Lee	NYK	5.765154727	0.404411765	0.25462518
2017-18	Wayne Selden	MEM	8.316151203	0.404958678	0.252381034
2017-18	Marcus Smart	BOS	7.078584283	0.296610169	0.251356484
2017-18	Russell Westbrook	OKC	5.25095246	0.299684543	0.250153025
2017-18	Jae Crowder	UTA	7.743719751	0.321428571	0.249189273
2017-18	Quincy Acy	BKN	9.87394958	0.35106383	0.24900451
2017-18	Serge Ibaka	TOR	6.799908109	0.361486486	0.24755362
2017-18	Dragan Bender	PHX	7.323174892	0.366459627	0.24716906
2017-18	Fred VanVleet	TOR	8.419354839	0.413793103	0.245905969
2017-18	Chandler Parsons	MEM	8.605974395	0.421487603	0.244557049
2017-18	Karl-Anthony Towns	MIN	4.87012987	0.421052632	0.241110711
2017-18	Jerryd Bayless	PHI	7.312153303	0.365517241	0.237463316
2017-18	Ersan Ilyasova	PHI	7.018030513	0.359683794	0.234626097
2017-18	Kelly Olynyk	MIA	7.647385984	0.385454545	0.234135507
2017-18	Langston Galloway	DET	12.28070175	0.34562212	0.232720667
2017-18	Garrett Temple	SAC	6.948733786	0.386666667	0.232194644
2017-18	P.J. Tucker	HOU	6.585677749	0.368932039	0.231320985
2017-18	Tyler Dorsey	ATL	9.789525208	0.36	0.229894924
2017-18	Reggie Jackson	DET	6.927835052	0.30952381	0.228335856
2017-18	Tony Snell	MIL	6.267942584	0.400763359	0.227649057
2017-18	Jimmy Butler III	MIN	4.624277457	0.35	0.219708149
2017-18	Quinn Cook	GSW	6.767411301	0.446601942	0.21861019
2017-18	Frank Kaminsky	CHA	7.227644421	0.379562044	0.218013556
2017-18	Ricky Rubio	UTA	5.967213115	0.351648352	0.215452606
2017-18	DeMar DeRozan	TOR	5.103129445	0.31010453	0.215004042
2017-18	Dennis Schröder	ATL	6.018194542	0.286821705	0.211027599
2017-18	Mario Hezonja	ORL	7.836806575	0.337078652	0.210378717
2017-18	Jeff Teague	MIN	4.821315289	0.368421053	0.207978974
2017-18	Wilson Chandler	DEN	5.135699374	0.357723577	0.20333934
2017-18	Caris LeVert	BKN	6.05296343	0.35	0.202252129
2017-18	Malcolm Brogdon	MIL	5.408198415	0.382165605	0.199493377
2017-18	Jeremy Lamb	CHA	6.25	0.37007874	0.198436851
2017-18	Davis Bertans	SAS	11.26508717	0.373015873	0.196206894
2017-18	Darren Collison	IND	4.939467312	0.465686275	0.19421904
2017-18	Draymond Green	GSW	5.223269152	0.301960784	0.191961767
2017-18	Josh Hart	LAL	6.465375779	0.395939086	0.188612305
2017-18	George Hill	CLE	5.615194055	0.416666667	0.186909367
2017-18	Dillon Brooks	MEM	5.565031983	0.360153257	0.184359289
2017-18	Nikola Vučević	ORL	5.694249649	0.315270936	0.184165297
2017-18	Devin Harris	DEN	7.99856528	0.34529148	0.176205581
2017-18	Jayson Tatum	BOS	4.698527929	0.43776824	0.1737644
2017-18	Al Horford	BOS	4.613385315	0.427230047	0.169181968
2017-18	Mike Muscala	ATL	7.296703297	0.373493976	0.166879392
2017-18	Joel Embiid	PHI	5.180961824	0.311004785	0.162952735
2017-18	Trey Lyles	DEN	7.553080404	0.382488479	0.160332833
2017-18	Stanley Johnson	DET	6.055093555	0.287553648	0.160077463
2017-18	Shabazz Napier	POR	6.961822265	0.373271889	0.157711737
2017-18	Trey Burke	NYK	6.533914126	0.361904762	0.15508444
2017-18	Luke Babbitt	MIA	9.83277592	0.387755102	0.148024974
2017-18	Manu Ginobili	SAS	7.1695295	0.333333333	0.143979246
2017-18	Alex Abrines	OKC	9.310344828	0.384259259	0.142757253
2017-18	Bobby Portis	CHI	6.330221704	0.35483871	0.142110829
2017-18	Bryn Forbes	SAS	7.350096712	0.390350877	0.142071969
2017-18	Timothe Luwawu-Cabarrot	PHI	9.14881297	0.335443038	0.141264591
2017-18	Jonathon Simmons	ORL	4.817275748	0.339901478	0.140955225
2017-18	Paul Millsap	DEN	4.700854701	0.336363636	0.129772729
2017-18	Markieff Morris	WAS	5.174579251	0.368932039	0.127964763
2017-18	Ben McLemore	MEM	7.165389815	0.34591195	0.126348228
2017-18	Nemanja Bjelica	MIN	6.436862469	0.415300546	0.125645898
2017-18	Luc Mbah a Moute	HOU	5.379353234	0.36416185	0.124150341
2017-18	Vince Carter	SAC	7.951219512	0.343558282	0.123316348
2017-18	Luke Kennard	DET	6.545209177	0.417525773	0.117556889
2017-18	Raymond Felton	OKC	8.229243204	0.348214286	0.117442801
2017-18	Mario Chalmers	MEM	6.461434371	0.277486911	0.112748557
2017-18	Lance Stephenson	IND	6.144067797	0.288793103	0.109749063
2017-18	Sean Kilpatrick	CHI	10.7946027	0.319444444	0.107775648
2017-18	Doug McDermott	DAL	5.763452609	0.421800948	0.106722574
2017-18	Jodie Meeks	WAS	8.876500858	0.338164251	0.10039663
2017-18	Josh Jackson	PHX	5.172824791	0.262672811	0.093903689
2017-18	Justin Jackson	SAC	6.024885396	0.309782609	0.088800625
2017-18	OG Anunoby	TOR	6.323337679	0.360824742	0.088554682
2017-18	Justin Anderson	PHI	9.099181074	0.32	0.085537818
2017-18	Pat Connaughton	POR	6.801171494	0.354066986	0.083448906
2017-18	Jerian Grant	CHI	5.452436195	0.324468085	0.082807177
2017-18	Ian Clark	NOP	6.245954693	0.321243523	0.081729905
2017-18	Norman Powell	TOR	8.325791855	0.288043478	0.080072401
2017-18	Andrew Harrison	MEM	5.432287682	0.330985915	0.078784629
2017-18	Nik Stauskas	BKN	9.208103131	0.4	0.07604221
2017-18	Kris Dunn	CHI	4.148334381	0.325757576	0.075139145
2017-18	Marquese Chriss	PHX	5.826433609	0.294736842	0.073773673
2017-18	Joe Johnson	HOU	5.875202593	0.275862069	0.072557316
2017-18	Jameer Nelson	DET	5.838041431	0.330645161	0.070781871
2017-18	Zach Randolph	SAC	4.854689564	0.346938776	0.069585697
2017-18	James Johnson	MIA	4.651162791	0.309782609	0.068553655
2017-18	Myles Turner	IND	4.198983685	0.356687898	0.057919456
2017-18	Wesley Johnson	LAC	5.576679341	0.340909091	0.050798021
2017-18	Cory Joseph	IND	4.216600089	0.352631579	0.044285565
2017-18	Malcolm Delaney	ATL	5.846007605	0.37398374	0.040802172
2017-18	Rajon Rondo	NOP	4.081632653	0.333333333	0.039475418
2017-18	JaMychal Green	MEM	4.154399738	0.338582677	0.039414606
2017-18	Dante Cunningham	BKN	5.086285195	0.345238095	0.036471127
2017-18	Emmanuel Mudiay	NYK	5.568268497	0.315068493	0.036079118
2017-18	Dewayne Dedmon	ATL	4.40212301	0.354609929	0.034631202
2017-18	Delon Wright	TOR	5.248807089	0.363636364	0.030716887
2017-18	Jason Terry	MIL	6.77764566	0.350877193	0.029470142
2017-18	Alec Burks	UTA	6.552838025	0.330985915	0.027273124
2017-18	Thaddeus Young	IND	3.424787133	0.320441989	0.025387297
2017-18	Tomas Satoransky	WAS	2.999703	0.465346535	0.021978117
2017-18	Maurice Harkless	POR	4.491362764	0.41025641	0.019371403
2017-18	Brandon Ingram	LAL	2.519193858	0.39047619	0.019291203
2017-18	Mike Scott	WAS	5.597788528	0.407407407	0.019199694
2017-18	Jonas Jerebko	UTA	6.784788245	0.414012739	0.018874431
2017-18	Lance Thomas	NYK	4.303797468	0.403361345	0.018850333
2017-18	Ish Smith	DET	2.405334603	0.346534653	0.018657961
2017-18	Shelvin Mack	ORL	4.935158501	0.350364964	0.018370233
2017-18	Jeff Green	CLE	4.481940417	0.311764706	0.01774687
2017-18	Patrick Patterson	OKC	6.426332288	0.37195122	0.017061948
2017-18	Tyus Jones	MIN	4.32160804	0.348837209	0.017021424
2017-18	Channing Frye	LAL	7.925568573	0.339130435	0.017012768
2017-18	Royce O'Neale	UTA	4.991467577	0.358974359	0.016994169
2017-18	Justise Winslow	MIA	3.65817969	0.36	0.016976316
2017-18	Pau Gasol	SAS	3.266194883	0.358333333	0.016917615
2017-18	Anthony Davis	NOP	2.774922919	0.339506173	0.016531788
2017-18	Frank Ntilikina	NYK	4.455869751	0.320512821	0.016406245
2017-18	Paul Zipser	CHI	6.634499397	0.336363636	0.01625683
2017-18	Dwyane Wade	MIA	3.452566096	0.288288288	0.016178547
2017-18	James Ennis III	DET	4.722222222	0.333333333	0.015921587
2017-18	Terrance Ferguson	OKC	7.582631238	0.341880342	0.015843059
2017-18	De'Aaron Fox	SAC	3.693867697	0.307189542	0.015834813
2017-18	Tyler Ulis	PHX	4.199022146	0.287671233	0.015831291
2017-18	Rudy Gay	SAS	4.721888756	0.313559322	0.015451582
2017-18	Giannis Antetokounmpo	MIL	2.446428571	0.299270073	0.015213766
2017-18	Semi Ojeleye	BOS	5.164319249	0.330578512	0.015090712
2017-18	Andre Iguodala	GSW	3.419053185	0.282051282	0.014424943
2017-18	Zach Collins	POR	5.34351145	0.3125	0.01441093
2017-18	Evan Turner	POR	3.119001919	0.315384615	0.014202545
2017-18	Maxi Kleber	DAL	5.254515599	0.3125	0.01414348
2017-18	Thon Maker	MIL	4.054596548	0.297029703	0.013851905
2017-18	Corey Brewer	OKC	4.208110176	0.281818182	0.013827223
2017-18	Josh Huestis	OKC	5.819838057	0.286956522	0.013500161
2017-18	Jerami Grant	OKC	3.247914184	0.293577982	0.013332324
2017-18	Pascal Siakam	TOR	3.836094159	0.21969697	0.00985244
2018-19	Stephen Curry	GSW	15.83629893	0.43196005	0.441515794
2018-19	James Harden	HOU	17.56964621	0.36770428	0.433828331
2018-19	Buddy Hield	SAC	11.35531136	0.42703533	0.418940607
2018-19	Joe Harris	BKN	7.863108576	0.474093264	0.40257593
2018-19	Kyrie Irving	BOS	9.189074741	0.400921659	0.40203268
2018-19	Paul George	OKC	12.11924822	0.385026738	0.400797022
2018-19	Danilo Gallinari	LAC	8.532110092	0.432795699	0.399778785
2018-19	Danny Green	TOR	9.320762803	0.455172414	0.399609198
2018-19	JJ Redick	PHI	11.40283634	0.396638655	0.398562005
2018-19	Klay Thompson	GSW	10.44617564	0.405084746	0.398442971
2018-19	Damian Lillard	POR	10.67847594	0.369327074	0.395988158
2018-19	Terrence Ross	ORL	12.43038539	0.38172043	0.394966442
2018-19	Dion Waiters	MIA	12.4408093	0.37716263	0.392155713
2018-19	Kemba Walker	CHA	12.30406203	0.356164384	0.388404053
2018-19	D'Angelo Russell	BKN	12.14845992	0.368503937	0.386587389
2018-19	Chris Paul	HOU	9.140201394	0.358757062	0.383959085
2018-19	Blake Griffin	DET	9.677419355	0.362068966	0.381481663
2018-19	Khris Middleton	MIL	9.101382488	0.377637131	0.376179331
2018-19	Donovan Mitchell	UTA	9.302748953	0.358121331	0.371851302
2018-19	CJ McCollum	POR	8.824701195	0.374717833	0.37093903
2018-19	Wayne Ellington	DET	13.97970688	0.370967742	0.368761927
2018-19	Mike Conley	MEM	8.908406524	0.363849765	0.368279056
2018-19	Robert Covington	MIN	8.875739645	0.377777778	0.367821295
2018-19	Bryn Forbes	SAS	8.711242354	0.426150121	0.36643792
2018-19	Joe Ingles	UTA	8.615328334	0.392781316	0.360739799
2018-19	Taurean Prince	ATL	9.172976121	0.39047619	0.359511435
2018-19	Luka Dončić	DAL	10.52954406	0.326213592	0.357659538
2018-19	Bradley Beal	WAS	8.988590811	0.353344768	0.352913471
2018-19	Harrison Barnes	SAC	8.159111933	0.394557823	0.352538838
2018-19	Allen Crabbe	BKN	10.69805865	0.378378378	0.352345632
2018-19	Eric Gordon	HOU	13.36158822	0.360601002	0.350457502
2018-19	Nikola Mirotic	MIL	11.47186147	0.364779874	0.349687759
2018-19	Kevin Love	CLE	11.7882919	0.360544218	0.348651943
2018-19	Jamal Murray	DEN	8.159243201	0.367149758	0.348561818
2018-19	Reggie Bullock Jr.	LAL	9.929257201	0.376590331	0.348004664
2018-19	Wesley Matthews	IND	9.19461556	0.372208437	0.347862652
2018-19	Landry Shamet	LAC	10.10542556	0.417302799	0.347636236
2018-19	Kyle Lowry	TOR	9.658848614	0.346578366	0.346854772
2018-19	Josh Richardson	MIA	8.706373293	0.357298475	0.346312643
2018-19	Tim Hardaway Jr.	DAL	10.93894542	0.338266385	0.345995363
2018-19	Reggie Jackson	DET	9.980928163	0.369426752	0.344833945
2018-19	Zach LaVine	CHI	7.014826289	0.372239748	0.34330682
2018-19	Devin Booker	PHX	8.677426116	0.326086957	0.342691519
2018-19	LeBron James	LAL	7.752489331	0.339449541	0.342631052
2018-19	Victor Oladipo	IND	9.21108742	0.342592593	0.340564111
2018-19	Lauri Markkanen	CHI	9.37320299	0.36196319	0.3385736
2018-19	Bojan Bogdanovic	IND	7.236595426	0.424870466	0.338402952
2018-19	Kyle Korver	UTA	11.73611111	0.402366864	0.335929072
2018-19	Patty Mills	SAS	9.875336104	0.393564356	0.335854776
2018-19	Malik Beasley	DEN	10.3079664	0.402469136	0.334733054
2018-19	Gerald Green	HOU	14.28107757	0.354545455	0.334436943
2018-19	Brook Lopez	MIL	10.0808838	0.363992172	0.333007473
2018-19	Spencer Dinwiddie	BKN	9.042033236	0.335135135	0.332879227
2018-19	Kawhi Leonard	TOR	7.06928839	0.370860927	0.33210127
2018-19	Bogdan Bogdanović	SAC	8.891013384	0.360215054	0.331875612
2018-19	Tobias Harris	PHI	6.479338843	0.395408163	0.325206462
2018-19	Darius Miller	NOP	9.454545455	0.365384615	0.325115998
2018-19	Marcus Morris Sr.	BOS	8.757316524	0.375321337	0.324342894
2018-19	Kevin Durant	GSW	6.640289007	0.352331606	0.322780121
2018-19	Davis Bertans	SAS	9.785755646	0.428994083	0.319604292
2018-19	Marco Belinelli	SAS	10.19881229	0.372151899	0.319369626
2018-19	Trevor Ariza	WAS	8.552499498	0.335680751	0.315758706
