key,coef,coef_per_100,se,block
META_home,0.03156136246239895,3.1561362462398947,,home
META_rubberband,-0.013077800247244045,-1.3077800247244045,,rubberband
META_season_2023,0.012819809238983218,1.2819809238983217,,season
META_season_2024,0.015124931505801693,1.5124931505801693,,season
