key,coef,coef_per_100,se,block
META_home,0.012448835022720157,1.2448835022720157,0.001505811679486219,home
META_rubberband,-0.019077619744157188,-1.9077619744157188,0.0015518425056384058,rubberband
META_season_2023,0.01972926195348964,1.9729261953489639,0.004535786911035458,season
META_season_2024,0.021078586745982165,2.1078586745982166,0.005023348016688837,season
