key,coef,coef_per_100,se,block
META_home,0.02908292878352305,2.908292878352305,,home
META_rubberband,-0.016121534501721737,-1.6121534501721737,,rubberband
META_season_2023,0.01069957572791569,1.0699575727915691,,season
META_season_2024,0.0273150107937488,2.73150107937488,,season
