Player,Ridge Coefficient
201572_off,-0.003248485666583399
201572_def,-0.0005675447499428304
2207_off,-0.0062633259980672444
2207_def,0.001415796413544867
201152_off,-0.0007618591655625777
201152_def,-0.005818405980550372
101114_off,0.0005384420397590978
101114_def,0.005404416733365413
203900_off,-0.0010376660619525622
203900_def,0.002997894652146337
2585_off,0.0010467697379484262
2585_def,0.004550334110451114
203507_off,-0.00913722876323575
203507_def,-0.005512715367282876
203487_off,-0.0024328496132847827
203487_def,0.0026327791149235676
101141_off,0.0032208018638663345
101141_def,0.002110551960293694
203114_off,-0.006321000786836977
203114_def,-0.0021683603316291944
201162_off,0.001640267239981124
201162_def,-0.005037507472464448
202711_off,-0.004426618232681237
202711_def,0.0042831296875861
203089_off,-0.003644981482400286
203089_def,-0.00013721528776083815
201564_off,0.001895038320529236
201564_def,-0.002395495649367512
203486_off,-0.004491706414718748
203486_def,-0.007618445253195564
101127_off,0.00034779140415322794
101127_def,-0.0074004614976893555
201573_off,-0.0019043206188642144
201573_def,-0.0021002386531284237
201947_off,-0.0015092277312876213
201947_def,0.0015253311157191612
202721_off,0.0
202721_def,0.0
203928_off,0.0004992309465447215
203928_def,-0.00011221924598720385
203101_off,-0.0011356743040275901
203101_def,0.0014354048803527659
203898_off,-0.000929914465685866
203898_def,-0.0017381681272775169
203268_off,-0.0009399734809308504
203268_def,0.0015584807092561385
203948_off,-0.0017507320545959678
203948_def,0.0007003986609056396
203521_off,-0.007117792411027147
203521_def,-0.010324572574144751
202684_off,0.0013975907509992359
202684_def,-0.009400974118915906
1890_off,-0.0011790355949283346
1890_def,0.0008751879866741459
202697_off,-0.000425559218000235
202697_def,-0.007550133592019959
202389_off,-0.001872569790083544
202389_def,-0.005650484638165658
101138_off,-0.0026189977662564343
101138_def,-0.001829572853168215
203935_off,0.004247863119694465
203935_def,0.002296028370716949
202340_off,0.002846468135448813
202340_def,0.004727761988416088
203092_off,-0.0008484071410304954
203092_def,-6.373084382533028e-05
202323_off,-0.007909691551092177
202323_def,-0.006061270886993454
203925_off,-0.0010894318967420438
203925_def,0.0008305437148575716
203109_off,-0.006610796057456052
203109_def,-0.0032405942783693305
202738_off,-0.012059741507109954
202738_def,-0.00030341353945457795
2034_off,-0.0020554807927397503
2034_def,0.002328537175980329
2592_off,0.0004237201605413821
2592_def,0.001738228434916515
203096_off,0.0006885925693021521
203096_def,0.0019906556765371484
2570_off,-0.0017872894774648908
2570_def,0.0038728098022647733
201973_off,0.00048418183470424727
201973_def,0.0002685944124566489
203482_off,0.0006410926143298599
203482_def,0.0015497984285324472
203540_off,0.0007023008043363165
203540_def,0.001470140602271974
203515_off,0.00013437305142677196
203515_def,-0.00032551687915882585
201945_off,-0.0023880206915144666
201945_def,0.0011369151450763247
202687_off,0.0004131301639656893
202687_def,0.0004167039813236522
202689_off,-0.0038800755105303127
202689_def,0.004254221958260069
203106_off,-0.0007519360865660812
203106_def,0.00068583999217665
101107_off,-0.003994293621860768
101107_def,0.0030279716591389925
203083_off,0.0024582267818393407
203083_def,0.001164419386285863
202704_off,0.0040431241989806205
202704_def,-0.0025465840392621766
2406_off,0.0005489045970144761
2406_def,0.0008898530342099534
202328_off,0.0017593288647626253
202328_def,-0.0007712252583127343
203484_off,-0.0001260768855557506
203484_def,0.0011347325992683759
203798_off,2.6185663242419004e-06
203798_def,0.003687937413804198
203943_off,-0.004659607007075912
203943_def,0.0026790669993637024
201229_off,0.0013573527575440165
201229_def,-0.0009215852268588294
203584_off,0.0010545694291203428
203584_def,0.003502562760856098
101131_off,-0.0014088384378236026
101131_def,0.00040067617952632386
201975_off,-0.0019569387923838413
201975_def,-0.0004637539199339088
203113_off,0.0007617034319666792
203113_def,-0.002704373101288569
203148_off,0.0018695422956714646
203148_def,-0.0023037968153184867
101249_off,-0.0008844600939186887
101249_def,-0.0008901241241620596
200761_off,-0.0003038971464325262
200761_def,0.00022015921003912213
201202_off,0.0018075846492327657
201202_def,-0.0009886320368086047
201858_off,0.0
201858_def,0.0
201574_off,0.0019843499542768024
201574_def,0.0037287506399726923
203463_off,0.0007181874965594213
203463_def,0.004075944315308303
202682_off,0.004452048663372071
202682_def,0.0021734058287771647
203492_off,0.0023030539600168115
203492_def,0.0001345321346043565
201956_off,5.9834965092492864e-05
201956_def,0.0005619985539306267
202702_off,0.0015920015207908393
202702_def,0.0007122310048082318
200751_off,-0.0016861642738507036
200751_def,-0.0004988324975149792
201951_off,-9.203630315072498e-05
201951_def,-0.00013911217738707475
201163_off,0.0024862611996366336
201163_def,0.0014938416147364142
201568_off,0.0025127972801379794
201568_def,0.0025265981674171987
201171_off,0.001274113820375755
201171_def,0.0006939022308850879
200797_off,0.00022275142479223024
200797_def,-0.0015426853915326394
1889_off,0.0012747086838896672
