Player,Ridge Coefficient
203921_off,-0.0004765148666267307
203921_def,-0.004061308432899289
202682_off,-0.014201832532100892
202682_def,0.009570612665701014
201577_off,0.0006530319014990571
201577_def,-0.004069254091940484
2756_off,-0.007170074680881346
2756_def,-0.01044725205508234
1626170_off,-0.006954305510869131
1626170_def,-0.000672202198748344
101133_off,-0.010521177411713264
101133_def,-0.02503012224724569
101145_off,-0.00350415653129191
101145_def,0.0014947092074666488
202331_off,0.014780795166429004
202331_def,-0.02118386467971699
202730_off,0.005108212164692621
202730_def,-0.006457365307114943
201588_off,0.020931306671702614
201588_def,-0.0034431978134088497
204038_off,-0.010856292687978905
204038_def,-0.020315450780373803
203524_off,0.005539737238832987
203524_def,-0.011047203634632016
201167_off,-0.0016644488916411583
201167_def,0.014124586392116749
201155_off,-0.00653088334084737
201155_def,-0.0027794711310407546
203124_off,0.010530473301211892
203124_def,0.0077520616525643855
200811_off,-0.005650732434037945
200811_def,-0.0025795025845208857
1626167_off,0.0038860873626613028
1626167_def,-0.01813352832016895
201951_off,-0.010969504099948228
201951_def,0.0028790259950822674
202338_off,-0.010658257324415058
202338_def,0.00497782055985436
2736_off,0.004223375081513136
2736_def,-0.01975673803872891
201609_off,0.02099664783599694
201609_def,-0.0029954834633831523
2548_off,-0.009202396439164432
2548_def,6.837898890900765e-05
202355_off,0.0008174904439431635
202355_def,-0.009217112533922227
2207_off,0.0012782029347848229
2207_def,-0.0012542572655930952
203083_off,0.005528641312029565
203083_def,0.003019820438072168
202699_off,0.015330356167197225
202699_def,-0.0020908438330735015
202694_off,0.002463770637388194
202694_def,0.0007609850020365732
203484_off,0.006496766166210685
203484_def,-0.011114609224690188
2581_off,-0.005817211925137994
2581_def,0.0019855055353356203
101123_off,-0.002682079463470618
101123_def,-0.003209931100397398
1626196_off,0.005840714517640391
1626196_def,-0.0022564236239021145
1626169_off,-0.008564108485881072
1626169_def,-0.0036639263503410804
2405_off,-9.802466628939686e-05
2405_def,-0.0019286762146242908
203915_off,0.012563554146423985
203915_def,0.00369135485911683
201229_off,0.006181693719825322
201229_def,0.0009320226785997645
203382_off,-0.008729700312526354
203382_def,-0.021690527013977518
203493_off,0.003528906872395122
203493_def,-0.002726936302701082
2617_off,-0.012073212239981335
2617_def,0.00914173061547879
203924_off,-0.01912730083586583
203924_def,0.01565569713953641
203457_off,-0.017695984798615273
203457_def,0.002364088858494484
203917_off,-0.007566583602797676
203917_def,0.010810301422625403
202397_off,0.010546826067788883
202397_def,0.010858411379694118
203496_off,0.005090421969413176
203496_def,-0.03894476241582281
202685_off,0.011029706100777938
202685_def,0.02094664456629186
200768_off,0.044243961803125786
200768_def,-0.02350760958832708
201942_off,0.010376545263957633
201942_def,0.010040457224547689
2449_off,-0.018897803503706165
2449_def,0.007168347024283454
1626181_off,-0.0015977153839814959
1626181_def,-0.0006307227982267037
203138_off,-0.006443560604244641
203138_def,0.0061193998970076454
1626174_off,-0.005293918167589595
1626174_def,-0.004400695571444017
204456_off,-0.015444276967874345
204456_def,0.0014019276238054499
203512_off,0.010891226562679414
203512_def,-0.005388924154418219
203088_off,-0.00024182917118009488
203088_def,0.011117069293991429
201960_off,0.0035143828978210375
201960_def,-0.009513723156246604
1626153_off,0.0027651653333198396
1626153_def,-0.020420217688872304
203082_off,0.009096281614872371
203082_def,0.0076431408276799034
201574_off,0.0013888937133919484
201574_def,-0.0013987363656647752
202687_off,-0.03617899226194882
202687_def,0.0035027239215133046
203460_off,-0.013451433497063283
203460_def,-0.03296252839561644
1626166_off,-0.006501040628380802
1626166_def,0.011845438892768945
2555_off,-0.014033605338069174
2555_def,-0.004945774024439692
203079_off,0.0035011235444697836
203079_def,-0.0052420219644158045
203500_off,0.018090428394707748
203500_def,-0.013060852326662004
1495_off,-0.004165551366582324
1495_def,-0.03574664213269936
200746_off,0.015451507482138097
200746_def,-0.0040134866679121806
202695_off,0.04587310186556108
202695_def,-0.025459472048254942
201980_off,0.004821474685066359
201980_def,-0.015137843651388696
2225_off,-0.0008044219986255189
2225_def,0.007605630001558703
202683_off,0.022118217924698386
202683_def,0.017471514009313464
201627_off,0.005881996459245767
201627_def,0.00584503478310302
2561_off,-0.018953906733946757
2561_def,-0.018503681780249557
2755_off,-0.017582893035284958
2755_def,0.0011014587466939073
201988_off,0.026611190324487683
201988_def,-0.0028899577030974165
202713_off,-0.016747684764663744
202713_def,-0.00967556019517432
200751_off,-0.011363532919984487
200751_def,0.0002312553385997729
203937_off,-0.0009029521442473418
203937_def,-0.023334182827818507
203613_off,0.009699869441227738
203613_def,-0.002557452951856868
1626246_off,0.01534730565331004
1626246_def,-0.009799530972919529
203962_off,0.010724845080211109
203962_def,-0.007736593377363158
2365_off,-0.0060818053241794515
2365_def,0.005222025774727722
2440_off,-0.010206991879669492
2440_def,0.010555746870961419
1713_off,0.010936384338775189
1713_def,-0.010569757800665715
200770_off,-0.0064810106023295445
200770_def,0.003368530232877724
2216_off,-0.0006036576737621455
2216_def,0.02503751887734552
201599_off,0.011518602714589155
201599_def,-0.004230249817394503
201601_off,-0.002213545400045422
201601_def,-0.016286671304480332
200755_off,0.024403290310434287
200755_def,0.0042672688491784145
101108_off,0.04152882927034289
101108_def,-0.03180465561825725
201933_off,0.014177437724466464
201933_def,-0.010624360945409316
1626185_off,-0.02228362926793176
1626185_def,0.0019125769812415078
203210_off,0.0026120154971836355
203210_def,0.005780735969885314
204098_off,-0.0007300576005685451
204098_def,0.0021857900151752074
203085_off,0.0060099601737551335
203085_def,0.014475086563614277
202362_off,0.012850175994405367
202362_def,0.0207142250048203
202325_off,-0.02314023417432896
202325_def,-0.02420233484650098
203798_off,-0.010266791850428437
203798_def,0.00759785405342097
201145_off,-0.01214212864196899
201145_def,-0.013052120115464229
1718_off,-0.009797291156296907
1718_def,-0.006859595824361445
202332_off,0.002175135825995628
202332_def,-0.005834941377379963
203143_off,-0.013782778666567673
203143_def,-0.007508816800288566
201965_off,-0.00018536507168338888
201965_def,0.004074643521178178
203912_off,-0.0012972066123673087
203912_def,-0.003745585280003442
203955_off,-0.0001412916250905
203955_def,0.0009386198232563
101161_off,0.01065144279091745
101161_def,-0.017879234181230073
202738_off,0.03408862394748957
202738_def,0.03296295068244618
202340_off,0.006770792078080388
202340_def,0.0040431924010303835
203096_off,-0.006092966031462433
203096_def,-0.015677011347612665
203109_off,0.0008003556651034784
203109_def,-5.6243770669939415e-05
202323_off,-0.034820398179722455
202323_def,-0.011115529994256154
203482_off,0.018384954308848355
203482_def,-0.005824066638062007
203935_off,0.001159183214067474
203935_def,-0.017349130082303363
1626159_off,-0.009880089299434425
1626159_def,-0.024588612929472196
201177_off,-0.0012202543206538256
201177_def,0.008749405961178425
201973_off,0.007725252679902405
201973_def,0.003766457663696564
203092_off,-0.010127816217339153
203092_def,0.0033478603937191617
203998_off,-0.003149355644398468
203998_def,0.0002943312800199702
1626191_off,0.004272013104571208
1626191_def,0.015381167694325583
203499_off,-0.02285896294882673
203499_def,-0.009854287859625945
202711_off,0.0006247526906783675
202711_def,0.018198904051326945
203156_off,-0.004600818483700885
203156_def,0.006832061729061334
201961_off,-0.006669262747706635
201961_def,0.007973929734482996
1626178_off,-0.0010756628169542111
1626178_def,-0.002337100516138205
203900_off,-0.00020346956712942227
203900_def,0.022364957223894057
203930_off,-0.005602183509049722
203930_def,0.030313994413879858
202388_off,-0.004670324935410311
202388_def,-0.0010082217816318859
202335_off,0.01199321955162171
202335_def,-0.010204704833249464
202709_off,-0.007089272497201451
202709_def,-0.009499009688848902
203901_off,0.008444656705837536
203901_def,0.01833998516773444
1626209_off,-0.013285417118684327
1626209_def,0.019906820357436822
101141_off,0.015549981041957255
101141_def,-0.008830733437827918
203095_off,0.00538038317317949
203095_def,0.013375383319958245
202696_off,-0.004789422829605736
202696_def,-0.010491791628576245
201584_off,0.004745127118959129
201584_def,0.011070793504198834
202689_off,0.04021853032415144
202689_def,-0.005359612195961802
101107_off,0.0010487551657336982
101107_def,0.0018916322634389463
202391_off,-0.01179912746570461
202391_def,-0.017482310111376104
203469_off,0.008272714732083249
203469_def,-0.017854401277530747
2744_off,-0.015144376448692416
2744_def,-0.0008386077997002564
203906_off,-0.0012356336607026628
203906_def,-0.0032779391515546934
203932_off,0.018894259401301402
203932_def,-0.006052268400952264
203087_off,0.012550640343698564
203087_def,-0.002999504971565635
203584_off,-0.0021674051589231397
203584_def,0.017488266919327766
201228_off,-0.0053728685191335
201228_def,0.008053566493939327
201160_off,-0.019657408626441806
201160_def,-0.001086730964008142
1626163_off,0.010931051134283047
1626163_def,0.01439011896681452
203473_off,-0.006263564195893681
203473_def,0.0010135994989107764
201150_off,-0.023311697709753002
201150_def,-0.005912409632943711
