alpha,pid,beta_off
4409.203476826795,1628378,0.031556473992408456
4409.203476826795,203500,0.03641859812290225
4409.203476826795,202710,0.029337856955283195
4409.203476826795,1628973,0.04270352423119871
4409.203476826795,1630532,0.008231015918785025
6000.0,203999,0.05205492315599988
6000.0,203507,0.03272884462157027
6000.0,202331,0.029733210071921933
6000.0,202681,0.04267729405744578
6000.0,203954,0.0267800072989156
6000.0,201939,0.03483797649573141
6000.0,201142,0.03099501938849429
6000.0,201950,0.03599576036264416
6000.0,1628369,0.03698332641377525
6000.0,202695,0.027981463129694524
6000.0,1628983,0.027773058690834667
6000.0,2544,0.030355182202216113
6000.0,203081,0.0403997817197234
6000.0,1626164,0.04308371384411127
6000.0,1630162,0.019196217826271064
6000.0,1628378,0.027768259230224353
6000.0,203500,0.03140064226626558
6000.0,202710,0.025499553527524248
6000.0,1628973,0.03868260428710805
6000.0,1630532,0.005578383139556143
