lam_off,lam_def,mean_rmse,std_rmse
2500.0,4500.0,1.1727685368541263,0.0018845025836572251
2500.0,3000.0,1.1727752146678572,0.0018904801356089556
1500.0,4500.0,1.1728030858965297,0.0018838296920126044
1500.0,3000.0,1.1728079105824971,0.001889152687115334
