lam_off,lam_def,mean_rmse,std_rmse
1500.0,3000.0,1.0882144406940217,0.0010101770049155388
1500.0,4500.0,1.0882289506579659,0.0010087677304375666
2500.0,3000.0,1.088247751491289,0.001013963362685677
2500.0,4500.0,1.0882618869028338,0.0010118949896258571
