alpha,pid,beta_off
2143.1099571326827,202710,0.03765710282783733
2143.1099571326827,1628973,0.05096893376033909
2143.1099571326827,1630532,0.014479793944480538
2143.1099571326827,203932,0.0311318964992344
2916.322598940292,203999,0.0675508617415555
2916.322598940292,203507,0.042634436114314105
2916.322598940292,202681,0.05522772002131042
2916.322598940292,1628369,0.04534413865942808
2916.322598940292,202331,0.04005895213795111
2916.322598940292,201939,0.04598321846229394
2916.322598940292,201950,0.04450473610171741
2916.322598940292,201142,0.04009779633623561
2916.322598940292,203954,0.035542381559752784
2916.322598940292,202695,0.03537030772548005
2916.322598940292,2544,0.041812973634477085
2916.322598940292,1628983,0.03987500901297519
2916.322598940292,203081,0.053614169311821246
2916.322598940292,1626164,0.05392532900605591
2916.322598940292,1630162,0.02739382973125351
2916.322598940292,1628378,0.03653134532978849
2916.322598940292,202710,0.03427492474757442
2916.322598940292,1628973,0.04767341262995281
2916.322598940292,1630532,0.011871795371780397
2916.322598940292,203932,0.030370570660781616
3968.502629920499,203999,0.0609044910393937
3968.502629920499,203507,0.038469565524241946
3968.502629920499,202681,0.05009308118202624
3968.502629920499,1628369,0.04194293767229247
3968.502629920499,202331,0.03568599388515661
3968.502629920499,201939,0.04127150138106197
3968.502629920499,201950,0.0410502385313122
3968.502629920499,201142,0.03625757837325337
3968.502629920499,203954,0.031724423205062705
3968.502629920499,202695,0.032380465860746645
3968.502629920499,2544,0.036995470669324675
3968.502629920499,1628983,0.03465914307392812
3968.502629920499,203081,0.04812457805503481
3968.502629920499,1626164,0.04955017278813
3968.502629920499,1630162,0.023844154237517057
3968.502629920499,1628378,0.03284420493365118
3968.502629920499,202710,0.030628193273325343
3968.502629920499,1628973,0.04402284243194878
3968.502629920499,1630532,0.009160411026158345
3968.502629920499,203932,0.02941045945274425
5400.298694461531,203999,0.054283514836846104
5400.298694461531,203507,0.0341922762436217
5400.298694461531,202681,0.04460250996848766
5400.298694461531,1628369,0.038278473557254035
5400.298694461531,202331,0.031243599278378057
5400.298694461531,201939,0.03647262043485893
5400.298694461531,201950,0.03731654641794965
5400.298694461531,201142,0.03233505471330923
5400.298694461531,203954,0.02801098765998232
5400.298694461531,202695,0.02913449972471522
5400.298694461531,2544,0.03204417096713456
5400.298694461531,1628983,0.029492649637698765
5400.298694461531,203081,0.042382653554654946
5400.298694461531,1626164,0.04478086100898577
5400.298694461531,1630162,0.020352879894519515
5400.298694461531,1628378,0.029062363133031757
5400.298694461531,202710,0.026817094815653864
5400.298694461531,1628973,0.04008059400367771
5400.298694461531,1630532,0.006468692015542705
5400.298694461531,203932,0.02819189729389114
7348.672461377994,203999,0.04784541605785406
7348.672461377994,203507,0.029940521646858887
7348.672461377994,202681,0.0389492964764543
7348.672461377994,1628369,0.034453405801804934
7348.672461377994,202331,0.026866336787703296
7348.672461377994,201939,0.03172823338366816
7348.672461377994,201950,0.03341610199413969
7348.672461377994,201142,0.02843964605582905
7348.672461377994,203954,0.02447934010096691
7348.672461377994,202695,0.02572276166341228
7348.672461377994,2544,0.02715183263215209
7348.672461377994,1628983,0.024567182580362175
7348.672461377994,203081,0.03660183082163506
7348.672461377994,1626164,0.03975546308612318
7348.672461377994,1630162,0.0170465619147752
7348.672461377994,1628378,0.025299778093455762
7348.672461377994,202710,0.02297362888791248
7348.672461377994,1628973,0.035940638355813195
7348.672461377994,1630532,0.003938511660002749
7348.672461377994,203932,0.02667731387555817
10000.0,203999,0.04171992876550604
10000.0,203507,0.0258496714286748
10000.0,202681,0.033352976511480815
10000.0,1628369,0.030584543487657587
10000.0,202331,0.022685228034060305
10000.0,201939,0.027171111974664323
10000.0,201950,0.029471546096432388
10000.0,201142,0.02467100960284878
10000.0,203954,0.021183011087359933
10000.0,202695,0.022261972484976546
10000.0,2544,0.02250951847300059
10000.0,1628983,0.020043920351803843
10000.0,203081,0.031000000639077756
10000.0,1626164,0.03464319415281212
10000.0,1630162,0.01402927695187467
10000.0,1628378,0.02166700954535537
10000.0,202710,0.01924360631320489
10000.0,1628973,0.03171156611465198
10000.0,1630532,0.0017065996962811073
10000.0,203932,0.024862031714777064
