lam_off,lam_def,mean_rmse,std_rmse
1500.0,3000.0,1.0832672404398724,0.0013419164526579915
1500.0,4500.0,1.0832776757703069,0.0013595666447294155
2500.0,3000.0,1.0832969822784284,0.001352000936154728
2500.0,4500.0,1.0833065583847388,0.001370045607824694
