lam_off,lam_def,mean_rmse,std_rmse
1500.0,3000.0,1.082178283705975,0.0013045034467684305
1500.0,4500.0,1.0821843254791517,0.001324060035268459
2500.0,3000.0,1.0821861777126323,0.0013320113075203917
2500.0,4500.0,1.0821921650011626,0.0013510945894747342
