lam_off,lam_def,mean_rmse,std_rmse
2500.0,3000.0,1.1369722136931308,0.0011912335082410336
2500.0,4500.0,1.1369861551650775,0.0011965187681736936
1500.0,3000.0,1.1369997897121105,0.0011765925157266642
1500.0,4500.0,1.1370148025477087,0.0011817253339489028
