col_idx,key,var,se
0,2207_off,0.0018123406636186522,0.04257159456279095
1,2207_def,0.0009073656606392168,0.030122510862131278
2,2544_off,0.0002786321591525844,0.01669227842903971
3,2544_def,0.0002351342607725932,0.015334088195018091
4,2546_off,0.0006569175395002243,0.025630402640228346
5,2546_def,0.00047509573508855587,0.021796690920608933
6,2617_off,0.0015003259470433659,0.03873404119173942
7,2617_def,0.0008215209801958843,0.028662187289107653
8,2730_off,0.0008649945838539632,0.029410790262316366
9,2730_def,0.0005812026733947222,0.024108145374431487
10,2738_off,0.0009654822943387187,0.031072210966371843
11,2738_def,0.0006253334743812233,0.02500666859822042
12,2772_off,0.001164728021506196,0.03412811189483233
13,2772_def,0.0007078369717123714,0.026605205725804326
14,101108_off,0.0003252901459894433,0.018035801783936396
15,101108_def,0.00026482903727913313,0.016273568670673717
16,101139_off,0.0018123406636186524,0.04257159456279096
17,101139_def,0.0009073656606392168,0.030122510862131278
18,101150_off,0.000991514578076492,0.03148832447235788
19,101150_def,0.0006344102775325605,0.025187502407594136
20,200746_off,0.0008711912404594174,0.029515948916804577
21,200746_def,0.0005807055718494949,0.024097833343466688
22,200752_off,0.0005992316432382216,0.024479208386674223
23,200752_def,0.00044458470158812054,0.02108517729562928
24,200765_off,0.000953096249653609,0.030872256957559956
25,200765_def,0.0006206841104831942,0.024913532677707396
26,200768_off,0.00028111164333064674,0.01676638432491176
27,200768_def,0.0002380697564171121,0.015429509273373282
28,200782_off,0.0003201648484734097,0.017893150881647696
29,200782_def,0.0002664770372090307,0.01632412439333365
30,200794_off,0.0012218830070984971,0.03495544316838934
31,200794_def,0.0007316162938076319,0.02704840649294579
32,201142_off,0.0002786392966134699,0.0166924922229567
33,201142_def,0.0002320653430966363,0.015233691052946962
34,201143_off,0.0003505689192816307,0.018723485767389327
35,201143_def,0.00028376836536688356,0.016845425651104324
36,201144_off,0.00031261154594461104,0.017680824243926273
37,201144_def,0.000256028953703668,0.016000904777657667
38,201145_off,0.0003371736460423928,0.018362288692926946
39,201145_def,0.00027644752045605545,0.016626711053484254
40,201152_off,0.0005169086314118217,0.022735624720069198
41,201152_def,0.00040026059784930044,0.020006513885464913
42,201565_off,0.0006977718333638232,0.02641537115703323
43,201565_def,0.0005016907296613116,0.022398453733713665
44,201566_off,0.000278116242743069,0.016676817524428005
45,201566_def,0.000230884326279656,0.015194878291044519
46,201567_off,0.00033741238994294343,0.01836878847237736
47,201567_def,0.0002787497364751526,0.016695799965115554
48,201568_off,0.0005258469792836084,0.022931353629552887
49,201568_def,0.0003991156342207116,0.01997787862163327
50,201569_off,0.00026907693698009403,0.016403564764406974
51,201569_def,0.00023066292733333335,0.015187591228806935
52,201571_off,0.0008804204360452385,0.0296718795502617
53,201571_def,0.0005901093402045142,0.024292166231205364
54,201572_off,0.0003346323962629571,0.018292960292499327
55,201572_def,0.0002746453808748776,0.016572428333677523
56,201577_off,0.0008338702857901338,0.028876812251184058
57,201577_def,0.0005676959439829665,0.023826370768183863
58,201580_off,0.0005791412613515263,0.02406535396273087
59,201580_def,0.0004303065967184899,0.020743832739358703
60,201586_off,0.00078590162449957,0.028033937013904595
61,201586_def,0.0005442774281875549,0.023329754139029303
62,201587_off,0.00031008857062086076,0.017609331918640773
63,201587_def,0.00026099351643790747,0.0161552937589481
64,201588_off,0.0005360939229024983,0.023153702142476012
65,201588_def,0.0004108458724085008,0.020269333299556273
66,201599_off,0.0006417224893552275,0.025332242090964383
67,201599_def,0.0004637087131520631,0.02153389684084288
68,201609_off,0.0006525531037121688,0.02554511898019206
69,201609_def,0.0004777097904891104,0.021856573164362028
70,201933_off,0.0006506144873197152,0.025507145808963322
71,201933_def,0.00047451663150301505,0.021783402661269772
72,201935_off,0.0002541286610417283,0.015941413395358903
