candidate,mean_weighted_rmse,mean_weighted_correlation,mean_calibration_slope,folds
frozen_rich_winner,1.4175978043502333,0.6596403822021248,1.021947683391542,5
box15_ridge,1.659030073772178,0.5012498625871761,1.0961583321500812,5
box15_best_learner,1.6738763165119592,0.47357522479755254,1.2411624127994283,5
