Name,Off,Def,Rapm,Season
Kawhi Leonard,1.04272113808623,-0.6356836104239599,1.6784047485101898,2017-2018-2019
Kevin Durant,0.7881842812162201,-0.8296694190566599,1.61785370027288,2017-2018-2019
Joel Embiid,0.22288940235478,-1.2530923974891501,1.47598179984393,2017-2018-2019
James Harden,0.30617331201673,-0.94235914866768,1.24853246068441,2017-2018-2019
LeBron James,1.06939579485284,-0.16026881583264,1.22966461068548,2017-2018-2019
Ersan Ilyasova,0.74460680218791,-0.40274790628011997,1.14735470846803,2017-2018-2019
P.J. Tucker,0.10035650502242,-1.03866809691082,1.13902460193324,2017-2018-2019
Draymond Green,0.14107358822425,-0.9756998709616301,1.11677345918588,2017-2018-2019
Terry Rozier,0.51443470284579,-0.47111395244341997,0.98554865528921,2017-2018-2019
Marcus Morris Sr.,0.42912260322543005,-0.52533382645495,0.95445642968038,2017-2018-2019
George Hill,0.9272764195045601,0.001289327759822001,0.925987091744738,2017-2018-2019
Derrick Favors,0.6773140707961199,-0.20709267753822003,0.8844067483343401,2017-2018-2019
Landry Shamet,0.3099287905655,-0.46898390308386,0.77891269364936,2017-2018-2019
Kevon Looney,0.22198090705658,-0.51323430124721,0.7352152083037901,2017-2018-2019
Stephen Curry,0.53176730170856,-0.19829122357462003,0.7300585252831799,2017-2018-2019
Jimmy Butler,0.24784747141221,-0.46823869186117995,0.7160861632733899,2017-2018-2019
Victor Oladipo,0.07807863468659,-0.6306964099573,0.70877504464389,2017-2018-2019
Tristan Thompson,0.30087776120125,-0.39409496027943,0.69497272148068,2017-2018-2019
Thaddeus Young,-0.07237471947906,-0.7628914650271099,0.69051674554805,2017-2018-2019
Tobias Harris,-0.015359398988189998,-0.70016401637967,0.68480461739148,2017-2018-2019
Rajon Rondo,0.33600071561161,-0.34563345370734,0.6816341693189499,2017-2018-2019
Seth Curry,0.28466654216919,-0.39187736809058,0.67654391025977,2017-2018-2019
Myles Turner,0.06957314253014,-0.60626216438024,0.67583530691038,2017-2018-2019
Jayson Tatum,-0.14402169566246,-0.81414582915549,0.67012413349303,2017-2018-2019
Joe Ingles,0.33149538837883,-0.31489646458751996,0.6463918529663499,2017-2018-2019
JaVale McGee,0.36439735858517003,-0.27967099590884,0.64406835449401,2017-2018-2019
Iman Shumpert,0.38216430950217,-0.24291556380153,0.6250798733037,2017-2018-2019
Boris Diaw,0.19262581562023998,-0.42520609831374,0.61783191393398,2017-2018-2019
Brook Lopez,0.02354534317586,-0.58949423719914,0.613039580375,2017-2018-2019
Andre Iguodala,0.81667500446269,0.22014515592250003,0.59652984854019,2017-2018-2019
T.J. McConnell,0.18125098823769,-0.39358061800499006,0.57483160624268,2017-2018-2019
Kevin Love,0.22974863757583,-0.34477911520314,0.57452775277897,2017-2018-2019
Khris Middleton,0.29457069988438,-0.22554632801016,0.52011702789454,2017-2018-2019
Al Horford,0.30566815963495997,-0.20473783566506,0.51040599530002,2017-2018-2019
Trevor Ariza,-0.0930134894115,-0.59656553374197,0.50355204433047,2017-2018-2019
JaMychal Green,0.7661898242966201,0.2645838660507,0.50160595824592,2017-2018-2019
Markieff Morris,-0.0018708016007336968,-0.49504024149819,0.4931694398974563,2017-2018-2019
Norman Powell,-0.18969291449425998,-0.67524882726585,0.48555591277159,2017-2018-2019
E'Twaun Moore,0.28411983513146,-0.19485357849485999,0.47897341362632,2017-2018-2019
Kyle Lowry,0.08315908129586,-0.38904413406663,0.47220321536249005,2017-2018-2019
Ricky Rubio,0.1370873117141,-0.29492551703466996,0.43201282874877,2017-2018-2019
Jamal Crawford,0.34102253695204005,-0.07633455485505,0.41735709180709,2017-2018-2019
Darren Collison,-0.29437775978126995,-0.67274441977759,0.37836665999632,2017-2018-2019
Deron Williams,0.39638169097005,0.02188127600189,0.37450041496816,2017-2018-2019
Eric Bledsoe,-0.21637168650665,-0.58827980518968,0.37190811868303,2017-2018-2019
Giannis Antetokounmpo,-0.0008234869125604518,-0.36491771409986,0.36409422718729956,2017-2018-2019
Patrick McCaw,0.04852175522188,-0.30981553736937,0.35833729259124997,2017-2018-2019
Otto Porter Jr.,0.33446600725681,-0.02030849433795,0.35477450159476004,2017-2018-2019
Jared Dudley,0.03206143505592,-0.31795457284184,0.35001600789776,2017-2018-2019
Malcolm Brogdon,0.2737770897669,-0.07262667681942,0.34640376658632,2017-2018-2019
Torrey Craig,0.42755074448321007,0.08616194352807001,0.34138880095514,2017-2018-2019
Thon Maker,0.16293528549737002,-0.17742416816733,0.3403594536647,2017-2018-2019
Ed Davis,0.22073752735715998,-0.1164233634404,0.33716089079756,2017-2018-2019
Jrue Holiday,0.21782530443501003,-0.11327912232572,0.33110442676073,2017-2018-2019
Anthony Davis,0.04986288416756,-0.27500776311991,0.32487064728747,2017-2018-2019
Kent Bazemore,0.18132878585874,-0.13627489475343,0.31760368061217,2017-2018-2019
Mike Conley,0.2176684958792,-0.09656266756212,0.31423116344132,2017-2018-2019
Nene,0.17502913670527,-0.12893246751138002,0.30396160421665,2017-2018-2019
Marcin Gortat,0.44742108329005,0.14877853255104,0.29864255073900997,2017-2018-2019
Kyrie Irving,-0.014051061199750001,-0.30970843224602,0.29565737104627,2017-2018-2019
Zaza Pachulia,0.14765703688417,-0.13069306942351,0.27835010630768,2017-2018-2019
Marcus Smart,0.25493910297076,-0.01935950499564,0.2742986079664,2017-2018-2019
Marco Belinelli,0.41749472569469004,0.14476860389941998,0.27272612179527006,2017-2018-2019
JR Smith,0.35338782267262997,0.10823565584205,0.24515216683058,2017-2018-2019
Meyers Leonard,0.1636103691232,-0.07914213999693,0.24275250912013002,2017-2018-2019
Nikola Jokic,-0.0878773171922,-0.32486010134728,0.23698278415508,2017-2018-2019
Georges Niang,0.04960109582931,-0.18155222854325,0.23115332437256003,2017-2018-2019
CJ McCollum,0.18731831893435,-0.03975177470131,0.22707009363566,2017-2018-2019
Jordan Crawford,0.08563298272811,-0.13746070600497998,0.22309368873309,2017-2018-2019
Justin Anderson,0.058592791826019994,-0.16302623253665,0.22161902436266998,2017-2018-2019
Michael Beasley,-0.002719643956060916,-0.21643704057942,0.2137173966233591,2017-2018-2019
Terrence Ross,0.10484400344387,-0.10797161521675,0.21281561866062002,2017-2018-2019
Gordon Hayward,-0.17919160903674,-0.38818854189993,0.20899693286319,2017-2018-2019
Tyus Jones,-0.009188992150296647,-0.21020042331559002,0.20101143116529338,2017-2018-2019
