Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
LeBron James,2544,40.36,40+,6704,6680,9.835,-0.822,10.657,2.174,-1.052,7.661,0.23,7.431,2008
Kevin Garnett,708,32.79,30-35,6180,6157,3.54,-6.177,9.717,-1.77,-2.18,5.31,-3.997,9.307,2008
Paul Pierce,1718,35.92,35-40,7252,7224,6.625,-2.986,9.611,-0.932,-1.874,7.558,-1.112,8.67,2008
Manu Ginobili,1938,31.07,30-35,5428,5412,4.928,-4.28,9.208,-1.77,-2.18,6.698,-2.1,8.798,2008
Dirk Nowitzki,1717,35.96,35-40,5637,5605,6.877,-2.185,9.062,-0.932,-1.874,7.809,-0.311,8.121,2008
Allen Iverson,947,41.75,40+,7420,7405,8.7,-0.029,8.729,2.174,-1.052,6.526,1.023,5.503,2008
Kobe Bryant,977,38.93,35-40,8066,8054,7.052,-1.606,8.658,-0.932,-1.874,7.984,0.268,7.717,2008
Steve Nash,959,34.32,30-35,5947,5941,7.136,-1.436,8.572,-1.77,-2.18,8.906,0.744,8.162,2008
Chris Bosh,2547,36.19,35-40,4854,4861,5.324,-2.829,8.153,-0.932,-1.874,6.256,-0.955,7.211,2008
Joe Johnson,2207,40.77,40+,6820,6776,7.823,-0.046,7.869,2.174,-1.052,5.649,1.006,4.643,2008
Mike Dunleavy,2399,36.01,35-40,6038,6049,5.674,-1.793,7.467,-0.932,-1.874,6.606,0.081,6.525,2008
Dwight Howard,2730,37.66,35-40,6849,6814,5.571,-1.382,6.954,-0.932,-1.874,6.504,0.491,6.012,2008
Chris Paul,101108,37.57,35-40,6579,6557,6.416,-0.381,6.797,-0.932,-1.874,7.348,1.493,5.855,2008
Devin Harris,2734,31.6,30-35,3888,3868,5.311,-1.408,6.719,-1.77,-2.18,7.08,0.772,6.309,2008
Tim Duncan,1495,33.98,30-35,6104,6089,3.331,-3.348,6.679,-1.77,-2.18,5.101,-1.168,6.269,2008
Shane Battier,2203,36.33,35-40,5956,5963,4.031,-2.47,6.501,-0.932,-1.874,4.963,-0.597,5.56,2008
Pau Gasol,2200,35.62,35-40,6236,6235,2.921,-3.466,6.386,-0.932,-1.874,3.853,-1.592,5.445,2008
Josh Howard,2572,36.28,35-40,5527,5514,3.949,-2.377,6.326,-0.932,-1.874,4.881,-0.503,5.384,2008
Chauncey Billups,1497,32.34,30-35,5469,5441,3.948,-2.335,6.283,-1.77,-2.18,5.718,-0.155,5.873,2008
Ray Allen,951,35.94,35-40,6779,6767,4.117,-2.07,6.187,-0.932,-1.874,5.049,-0.196,5.245,2008
Peja Stojakovic,978,35.21,35-40,5978,5972,4.719,-1.465,6.185,-0.932,-1.874,5.651,0.408,5.243,2008
Hedo Turkoglu,2045,36.9,35-40,6604,6584,5.711,-0.44,6.15,-0.932,-1.874,6.643,1.434,5.209,2008
Baron Davis,1884,38.98,35-40,6611,6614,5.423,-0.65,6.073,-0.932,-1.874,6.356,1.224,5.132,2008
Tayshaun Prince,2419,32.85,30-35,6080,6059,2.536,-3.405,5.94,-1.77,-2.18,4.306,-1.224,5.53,2008
Antawn Jamison,1712,38.74,35-40,6145,6110,4.826,-0.952,5.778,-0.932,-1.874,5.759,0.922,4.837,2008
Tyson Chandler,2199,35.22,35-40,5979,5960,3.491,-2.203,5.694,-0.932,-1.874,4.423,-0.329,4.752,2008
Rashard Lewis,1740,37.98,35-40,6752,6726,3.464,-2.163,5.627,-0.932,-1.874,4.396,-0.289,4.685,2008
Caron Butler,2406,39.89,35-40,4759,4764,4.835,-0.772,5.607,-0.932,-1.874,5.768,1.102,4.665,2008
Jason Terry,1891,31.45,30-35,5179,5157,4.599,-0.913,5.512,-1.77,-2.18,6.369,1.267,5.102,2008
Deron Williams,101114,37.3,35-40,6953,6936,5.298,-0.093,5.39,-0.932,-1.874,6.23,1.781,4.449,2008
Tracy McGrady,1503,36.97,35-40,5081,5082,3.566,-1.794,5.36,-0.932,-1.874,4.499,0.08,4.419,2008
Dwyane Wade,2548,38.31,35-40,3757,3744,4.791,-0.553,5.344,-0.932,-1.874,5.724,1.321,4.403,2008
Tony Parker,2225,33.51,30-35,5514,5494,2.323,-2.986,5.309,-1.77,-2.18,4.093,-0.806,4.899,2008
Jamario Moon,200081,27.77,25-30,4236,4241,4.009,-1.271,5.281,-2.13,-1.251,6.139,-0.02,6.16,2008
Jamal Crawford,2037,39.87,35-40,6069,6048,5.713,0.447,5.265,-0.932,-1.874,6.645,2.321,4.324,2008
Rasheed Wallace,739,30.47,30-35,5307,5312,1.825,-3.433,5.258,-1.77,-2.18,3.595,-1.253,4.848,2008
Amar'e Stoudemire,2405,33.88,30-35,5724,5730,5.65,0.454,5.196,-1.77,-2.18,7.42,2.634,4.786,2008
Jason Kidd,467,36.32,35-40,5939,5911,2.791,-2.345,5.136,-0.932,-1.874,3.723,-0.472,4.195,2008
Vladimir Radmanovic,2209,22.82,20-25,3909,3894,3.508,-1.613,5.121,-3.043,-1.527,6.551,-0.086,6.637,2008
Vince Carter,1713,38.93,35-40,5668,5664,3.488,-1.551,5.04,-0.932,-1.874,4.421,0.323,4.098,2008
Metta World Peace,1897,38.11,35-40,4299,4281,2.136,-2.904,5.04,-0.932,-1.874,3.068,-1.03,4.098,2008
Brandon Roy,200750,37.73,35-40,5066,5068,4.106,-0.923,5.029,-0.932,-1.874,5.038,0.951,4.088,2008
Richard Hamilton,1888,33.67,30-35,5617,5588,2.318,-2.543,4.86,-1.77,-2.18,4.087,-0.363,4.45,2008
Rafer Alston,1747,34.13,30-35,5077,5070,0.699,-4.03,4.729,-1.77,-2.18,2.469,-1.85,4.319,2008
Brad Miller,1802,34.9,30-35,4924,4921,2.534,-2.184,4.718,-1.77,-2.18,4.304,-0.004,4.308,2008
Thaddeus Young,201152,21.01,20-25,3279,3280,3.036,-1.509,4.545,-3.043,-1.527,6.079,0.018,6.061,2008
Carlos Boozer,2430,34.9,30-35,6415,6387,3.871,-0.619,4.49,-1.77,-2.18,5.641,1.561,4.08,2008
Andre Iguodala,2738,39.53,35-40,6544,6498,2.154,-2.186,4.34,-0.932,-1.874,3.087,-0.312,3.399,2008
Eddie House,2067,18.98,15-20,3147,3117,1.374,-2.937,4.311,-2.84,-1.894,4.215,-1.043,5.258,2008
Andrei Kirilenko,1905,30.79,30-35,5110,5089,1.966,-2.24,4.206,-1.77,-2.18,3.736,-0.06,3.796,2008
Lamar Odom,1885,37.94,35-40,7333,7319,1.051,-3.124,4.175,-0.932,-1.874,1.983,-1.25,3.233,2008
Mehmet Okur,2246,33.19,30-35,5506,5502,2.355,-1.777,4.133,-1.77,-2.18,4.125,0.403,3.723,2008
Mike Miller,2034,35.34,35-40,4896,4905,4.391,0.322,4.069,-0.932,-1.874,5.323,2.196,3.127,2008
Monta Ellis,101145,37.91,35-40,6380,6377,3.352,-0.7,4.052,-0.932,-1.874,4.284,1.174,3.11,2008
David West,2561,37.76,35-40,6310,6302,1.238,-2.706,3.944,-0.932,-1.874,2.171,-0.832,3.003,2008
Corey Maggette,1894,35.74,35-40,4877,4849,2.762,-1.158,3.92,-0.932,-1.874,3.694,0.716,2.978,2008
Ime Udoka,2137,18.03,15-20,2905,2907,0.417,-3.304,3.722,-2.84,-1.894,3.258,-1.411,4.668,2008
Jamaal Tinsley,2224,33.16,30-35,2671,2660,0.234,-3.469,3.702,-1.77,-2.18,2.003,-1.289,3.292,2008
Rashad McCants,101119,26.93,25-30,3882,3874,3.484,-0.214,3.698,-2.13,-1.251,5.614,1.037,4.576,2008
Daniel Gibson,200789,30.44,30-35,3778,3759,1.42,-2.274,3.695,-1.77,-2.18,3.19,-0.094,3.285,2008
Paul Millsap,200794,20.75,20-25,3701,3695,2.172,-1.455,3.627,-3.043,-1.527,5.215,0.072,5.143,2008
LaMarcus Aldridge,200746,34.85,30-35,4806,4793,1.625,-1.95,3.575,-1.77,-2.18,3.395,0.231,3.165,2008
Stephen Jackson,1536,39.11,35-40,5891,5884,1.853,-1.719,3.572,-0.932,-1.874,2.785,0.155,2.631,2008
Grant Hill,255,31.74,30-35,4604,4652,0.354,-3.206,3.56,-1.77,-2.18,2.124,-1.026,3.15,2008
Tony Allen,2754,18.31,15-20,2734,2763,-0.081,-3.62,3.539,-2.84,-1.894,2.759,-1.726,4.485,2008
