Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
LeBron James,2544,40.9,40+,7580,7536,6.747,-3.747,10.494,-0.404,-2.022,7.151,-1.725,8.876,2007
Steve Nash,959,35.3,35-40,6138,6137,7.954,-1.832,9.787,-0.606,-1.743,8.561,-0.09,8.65,2007
Tim Duncan,1495,34.07,30-35,6416,6393,5.841,-3.761,9.602,-1.613,-1.683,7.454,-2.078,9.532,2007
Kevin Garnett,708,39.41,35-40,5580,5560,6.134,-3.064,9.198,-0.606,-1.743,6.74,-1.321,8.061,2007
Dirk Nowitzki,1717,36.16,35-40,5731,5705,7.647,-1.472,9.119,-0.606,-1.743,8.253,0.27,7.982,2007
Baron Davis,1884,35.25,35-40,5470,5447,5.88,-3.068,8.948,-0.606,-1.743,6.486,-1.325,7.812,2007
Manu Ginobili,1938,27.47,25-30,5066,5066,4.842,-4.029,8.87,-2.088,-1.783,6.93,-2.245,9.175,2007
Kobe Bryant,977,40.78,40+,6490,6467,6.933,-1.328,8.261,-0.404,-2.022,7.337,0.694,6.643,2007
Gilbert Arenas,2240,39.75,35-40,5870,5850,7.401,-0.478,7.88,-0.606,-1.743,8.008,1.264,6.743,2007
Rafer Alston,1747,37.08,35-40,6349,6338,4.054,-3.637,7.691,-0.606,-1.743,4.661,-1.894,6.555,2007
Chauncey Billups,1497,36.19,35-40,5746,5690,5.678,-1.917,7.594,-0.606,-1.743,6.284,-0.174,6.458,2007
Jason Terry,1891,35.14,35-40,5729,5713,6.425,-1.13,7.555,-0.606,-1.743,7.031,0.613,6.418,2007
Anthony Parker,1515,33.39,30-35,5138,5135,4.762,-2.726,7.488,-1.613,-1.683,6.375,-1.043,7.418,2007
Luol Deng,2736,37.46,35-40,6749,6740,3.825,-3.467,7.292,-0.606,-1.743,4.431,-1.724,6.156,2007
Paul Pierce,1718,37.02,35-40,3329,3324,5.672,-1.249,6.921,-0.606,-1.743,6.278,0.494,5.784,2007
Jason Kidd,467,36.66,35-40,6473,6454,5.294,-1.597,6.891,-0.606,-1.743,5.901,0.146,5.755,2007
Bruce Bowen,1477,30.05,30-35,5818,5857,0.574,-6.144,6.718,-1.613,-1.683,2.188,-4.461,6.649,2007
Shawn Marion,1890,37.63,35-40,6887,6886,3.998,-2.641,6.639,-0.606,-1.743,4.604,-0.899,5.503,2007
Devin Harris,2734,26.02,25-30,4247,4242,1.822,-4.538,6.359,-2.088,-1.783,3.91,-2.754,6.664,2007
Leandro Barbosa,2571,32.67,30-35,5864,5860,5.548,-0.809,6.356,-1.613,-1.683,7.161,0.874,6.287,2007
Tracy McGrady,1503,35.76,35-40,5328,5316,4.255,-2.006,6.26,-0.606,-1.743,4.861,-0.263,5.123,2007
Michael Redd,2072,38.42,35-40,3919,3916,5.542,-0.679,6.221,-0.606,-1.743,6.148,1.063,5.084,2007
Deron Williams,101114,36.87,35-40,6889,6909,4.853,-1.219,6.073,-0.606,-1.743,5.46,0.524,4.936,2007
