Name,Off,Def,Rapm,Season
Kevin Garnett,3.71328444852513,-5.90890891540485,9.62219336392998,2006-2007-2008-2009
LeBron James,5.96559810071925,-2.6659753310792897,8.63157343179854,2006-2007-2008-2009
Steve Nash,8.38479171643632,1.02347003774156,7.36132167869476,2006-2007-2008-2009
Dwyane Wade,6.09571783417705,-0.86773056404667,6.96344839822372,2006-2007-2008-2009
Kobe Bryant,6.45551663350084,0.11353677964852,6.34197985385232,2006-2007-2008-2009
Chauncey Billups,5.53646388276072,-0.69463241135678,6.231096294117499,2006-2007-2008-2009
Metta World Peace,2.56011974102184,-3.4437490496520904,6.0038687906739305,2006-2007-2008-2009
Tim Duncan,3.60707447165804,-2.36707326278631,5.97414773444435,2006-2007-2008-2009
Manu Ginobili,3.9495148364902803,-1.91296087444863,5.86247571093891,2006-2007-2008-2009
Dirk Nowitzki,5.41737259618311,-0.38049157647838,5.79786417266149,2006-2007-2008-2009
Lamar Odom,1.98766266288274,-3.26519992933018,5.25286259221292,2006-2007-2008-2009
Chris Bosh,4.01549440670596,-0.5951496012138,4.61064400791976,2006-2007-2008-2009
Chris Paul,3.8718301479847796,-0.62716058618572,4.4989907341704996,2006-2007-2008-2009
LaMarcus Aldridge,2.96651891100387,-1.52539618493981,4.49191509594368,2006-2007-2008-2009
Josh Howard,2.43936792662359,-1.96579770514923,4.40516563177282,2006-2007-2008-2009
Anderson Varejao,0.57813074288447,-3.6120664892316703,4.190197232116141,2006-2007-2008-2009
Baron Davis,3.23578205639471,-0.8945318724432401,4.130313928837951,2006-2007-2008-2009
Tony Parker,2.87429075113844,-1.2462367099735199,4.12052746111196,2006-2007-2008-2009
Pau Gasol,3.9225460889880095,-0.11116091850828999,4.033707007496299,2006-2007-2008-2009
Yao Ming,1.7417767521355199,-2.29178644430046,4.0335631964359795,2006-2007-2008-2009
Rashard Lewis,4.06499739088884,0.04498659646658,4.0200107944222605,2006-2007-2008-2009
Paul Pierce,3.65439125272193,-0.34649770579024997,4.0008889585121805,2006-2007-2008-2009
Shane Battier,0.8034394344804199,-3.18322943288006,3.98666886736048,2006-2007-2008-2009
Jason Kidd,2.8638001244032303,-0.89104101070834,3.7548411351115702,2006-2007-2008-2009
Tyson Chandler,2.42328888276583,-1.31689995516536,3.74018883793119,2006-2007-2008-2009
Andrei Kirilenko,1.3850030953569599,-2.28199114381276,3.66699423916972,2006-2007-2008-2009
Brad Miller,2.54279275553329,-1.11276178102048,3.65555453655377,2006-2007-2008-2009
Vince Carter,3.4319625857893796,-0.15066744844226002,3.5826300342316397,2006-2007-2008-2009
Chuck Hayes,-1.0586481313903,-4.56855501203994,3.5099068806496394,2006-2007-2008-2009
Paul Millsap,1.88720487762378,-1.6123931185090299,3.4995979961328096,2006-2007-2008-2009
Dwight Howard,2.2984391856388,-1.1832831837065299,3.4817223693453294,2006-2007-2008-2009
Thaddeus Young,1.8497870553211,-1.59774427574871,3.44753133106981,2006-2007-2008-2009
Hedo Turkoglu,2.66895861674197,-0.76148399015808,3.43044260690005,2006-2007-2008-2009
Ray Allen,4.69928589129134,1.27260620251144,3.4266796887799003,2006-2007-2008-2009
Jamario Moon,2.4981440996419897,-0.9149451676417999,3.41308926728379,2006-2007-2008-2009
Peja Stojakovic,3.7550789460211704,0.3426607723789,3.4124181736422705,2006-2007-2008-2009
Devin Harris,2.6632803626661703,-0.67794700469463,3.3412273673608004,2006-2007-2008-2009
Rasheed Wallace,1.60128410915968,-1.67345587064989,3.2747399798095698,2006-2007-2008-2009
Brandon Roy,3.47714391503026,0.30134120184408997,3.1758027131861697,2006-2007-2008-2009
Antawn Jamison,4.05000227810898,0.9890032854248301,3.06099899268415,2006-2007-2008-2009
Andre Iguodala,1.03575935787162,-1.92687240474208,2.9626317626137,2006-2007-2008-2009
Shaquille O'Neal,2.79270258930886,-0.1689818144158,2.9616844037246604,2006-2007-2008-2009
Jeff Foster,1.34848928093625,-1.5882744891740699,2.93676377011032,2006-2007-2008-2009
Luol Deng,0.98436354001207,-1.91203579498186,2.89639933499393,2006-2007-2008-2009
Elton Brand,1.8772455058243103,-0.98777588614915,2.8650213919734604,2006-2007-2008-2009
Michael Redd,4.4353259468872,1.61581899821319,2.81950694867401,2006-2007-2008-2009
Jason Terry,3.44488407551541,0.70425670715943,2.7406273683559803,2006-2007-2008-2009
Nene,0.32234062503547,-2.3376146610503,2.65995528608577,2006-2007-2008-2009
Amir Johnson,0.19595430178482,-2.4465003949940103,2.64245469677883,2006-2007-2008-2009
Tracy McGrady,2.5322083460564597,-0.10818323143509999,2.64039157749156,2006-2007-2008-2009
Rajon Rondo,0.26372847800563,-2.32571722986561,2.58944570787124,2006-2007-2008-2009
Anthony Parker,1.5876483987413401,-0.9893316796748699,2.57698007841621,2006-2007-2008-2009
Tayshaun Prince,1.1629911822476,-1.41397957257871,2.57697075482631,2006-2007-2008-2009
Eddie Jones,0.52588585038018,-1.90628235967887,2.43216821005905,2006-2007-2008-2009
Zydrunas Ilgauskas,0.6745901474169,-1.73845563704104,2.41304578445794,2006-2007-2008-2009
Corliss Williamson,-0.11169293985723999,-2.50389657564368,2.39220363578644,2006-2007-2008-2009
Stephen Jackson,2.0236572149161898,-0.36028194647979,2.38393916139598,2006-2007-2008-2009
Carmelo Anthony,3.35457003366788,0.9846008348210099,2.3699691988468703,2006-2007-2008-2009
Kenyon Martin,0.53004452273163,-1.8365463356484102,2.3665908583800404,2006-2007-2008-2009
Brian Cardinal,1.19846466947182,-1.1378722240453099,2.33633689351713,2006-2007-2008-2009
Joakim Noah,1.48488292004421,-0.8496368479770601,2.33451976802127,2006-2007-2008-2009
David Lee,2.59500479231578,0.26306523253944003,2.33193955977634,2006-2007-2008-2009
Shawn Marion,0.96010690769655,-1.37145970133307,2.33156660902962,2006-2007-2008-2009
Alonzo Mourning,0.28503372804893,-2.03267455872829,2.31770828677722,2006-2007-2008-2009
Gerald Wallace,1.15694589962986,-1.14022099523076,2.29716689486062,2006-2007-2008-2009
Gilbert Arenas,2.8310331717954598,0.5483624407931,2.28267073100236,2006-2007-2008-2009
Brendan Haywood,-0.39870321349043003,-2.62385196993686,2.22514875644643,2006-2007-2008-2009
Nicolas Batum,2.45207174286027,0.24793733018466999,2.2041344126755997,2006-2007-2008-2009
Andris Biedrins,1.30429366879471,-0.8945625919471499,2.19885626074186,2006-2007-2008-2009
Greg Oden,2.3013560534065802,0.11368437843979,2.18767167496679,2006-2007-2008-2009
Kirk Hinrich,1.1236590352664702,-1.0132744648471401,2.13693350011361,2006-2007-2008-2009
Derek Fisher,0.4632523217615,-1.6711918617044301,2.13444418346593,2006-2007-2008-2009
Dikembe Mutombo,-0.45902103139599,-2.5821118985549196,2.12309086715893,2006-2007-2008-2009
Ben Wallace,-0.70700333404505,-2.81807061028104,2.11106727623599,2006-2007-2008-2009
Kurt Thomas,-1.12376541757257,-3.22097223957954,2.0972068220069704,2006-2007-2008-2009
Deron Williams,3.14309541956362,1.05207467132646,2.09102074823716,2006-2007-2008-2009
Rudy Fernandez,1.6594228678728298,-0.43047112399747,2.0898939918702997,2006-2007-2008-2009
Allen Iverson,2.2106283373376003,0.15670827053598002,2.05392006680162,2006-2007-2008-2009
Robert Horry,-1.30802441493174,-3.2804694472585503,1.9724450323268101,2006-2007-2008-2009
Rafer Alston,0.32031564563373,-1.65124728767003,1.9715629333037599,2006-2007-2008-2009
Corey Maggette,1.7458050036520099,-0.20596611743476,1.9517711210867699,2006-2007-2008-2009
Adrian Griffin,0.10344905106897001,-1.8263176478953098,1.9297666989642799,2006-2007-2008-2009
David West,2.06212249959358,0.19121390919208,1.8709085904015,2006-2007-2008-2009
Marcus Camby,-0.50412310265265,-2.3728594162592103,1.8687363136065602,2006-2007-2008-2009
Courtney Lee,0.7520378441797,-1.0908795027784401,1.8429173469581401,2006-2007-2008-2009
Caron Butler,2.46051955454201,0.6335589633416701,1.8269605912003402,2006-2007-2008-2009
Darrick Martin,1.19144880237928,-0.63214871174552,1.8235975141248,2006-2007-2008-2009
Sam Cassell,1.45246672641301,-0.35868233192861,1.8111490583416199,2006-2007-2008-2009
Ime Udoka,0.045153904956520004,-1.71974117030784,1.76489507526436,2006-2007-2008-2009
Richard Hamilton,1.24416067463098,-0.50216887757622,1.7463295522072,2006-2007-2008-2009
Dan Dickau,1.71578727574213,-0.004044288418312856,1.719831564160443,2006-2007-2008-2009
Ronnie Brewer,0.9803555019919801,-0.72252872997966,1.7028842319716402,2006-2007-2008-2009
Andrew Bogut,-0.8918153843923001,-2.59219550274863,1.7003801183563303,2006-2007-2008-2009
