Name,PLAYER_ID,Poss_Off,Poss_Def,Off,Def,RAPM,Season,Season_Type,Prior_Mode,lambda_off,lambda_def,lambda_meta,lambda_season,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi
Grayson Allen,1628960,993,980,-0.007,-0.064,0.057,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.902,0.982,-0.769,0.755,-1.833,1.704,-1.868,1.983
Mo Bamba,1628964,42,41,-0.003,-0.06,0.057,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.768,0.763,-1.872,1.753,-1.911,2.025
Tyus Jones,1626145,704,694,-0.065,-0.122,0.057,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.909,0.988,-0.828,0.698,-1.903,1.659,-1.88,1.994
Luguentz Dort,1629652,211,207,0.022,-0.034,0.056,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.742,0.787,-1.838,1.771,-1.904,2.016
Jamaree Bouyea,1631123,17,16,-0.002,-0.057,0.055,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.871,1.757,-1.913,2.024
Jared Rhoden,1631197,73,72,-0.012,-0.066,0.055,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.777,0.753,-1.877,1.745,-1.911,2.021
Cason Wallace,1641717,49,49,0.01,-0.042,0.053,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.755,0.775,-1.855,1.77,-1.915,2.02
Dalen Terry,1631207,150,150,0.013,-0.04,0.053,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.752,0.777,-1.848,1.767,-1.909,2.015
Jabari Smith Jr.,1631095,134,135,-0.003,-0.055,0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.002,-0.768,0.762,-1.862,1.753,-1.911,2.015
RaiQuan Gray,1630564,18,17,0.005,-0.047,0.051,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.761,0.77,-1.861,1.767,-1.918,2.02
Keyonte George,1641718,97,97,0.008,-0.043,0.051,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.757,0.773,-1.853,1.767,-1.914,2.016
Jalen McDaniels,1629667,204,203,0.005,-0.046,0.051,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.76,0.769,-1.851,1.758,-1.909,2.011
Gui Santos,1630611,47,47,0.011,-0.039,0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.754,0.776,-1.852,1.773,-1.917,2.018
Shai Gilgeous-Alexander,1628983,233,231,0.033,-0.016,0.049,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.731,0.798,-1.819,1.787,-1.909,2.008
Taj Gibson,201959,36,35,-0.008,-0.056,0.048,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.773,0.757,-1.869,1.757,-1.92,2.016
Trey Murphy III,1630530,652,652,0.058,0.011,0.048,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.91,0.99,-0.704,0.821,-1.773,1.794,-1.892,1.987
Kobe Brown,1641738,124,126,-0.024,-0.07,0.046,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.789,0.741,-1.878,1.739,-1.918,2.009
Cedi Osman,1626224,197,208,-0.02,-0.064,0.044,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.785,0.744,-1.869,1.74,-1.915,2.004
Xavier Moon,1629875,137,137,-0.02,-0.064,0.044,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.002,-0.785,0.744,-1.872,1.744,-1.919,2.007
Daniel Theis,1628464,475,479,-0.03,-0.073,0.043,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.914,0.993,-0.794,0.733,-1.863,1.718,-1.904,1.989
Franz Wagner,1630532,193,196,-0.014,-0.057,0.043,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.778,0.751,-1.862,1.748,-1.917,2.003
Lester Quinones,1631311,36,36,0.004,-0.039,0.043,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.762,0.769,-1.852,1.774,-1.925,2.011
Sidy Cissoko,1631321,52,52,0.019,-0.024,0.043,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.746,0.784,-1.836,1.788,-1.924,2.01
Usman Garuba,1630586,12,11,-0.002,-0.042,0.04,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.763,-1.856,1.772,-1.929,2.009
Jerome Robinson,1629010,12,11,-0.002,-0.042,0.04,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.763,-1.856,1.772,-1.929,2.009
Jaden Springer,1630531,50,48,0.016,-0.023,0.039,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.749,0.781,-1.835,1.789,-1.928,2.006
Tristan Vukcevic,1641774,52,51,0.002,-0.037,0.039,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.763,0.767,-1.85,1.775,-1.928,2.007
Sasha Vezenkov,1628426,19,18,-0.007,-0.045,0.038,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.773,0.758,-1.859,1.769,-1.931,2.006
Paul Reed,1630194,561,567,-0.003,-0.041,0.038,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.912,0.991,-0.766,0.76,-1.828,1.746,-1.905,1.981
Jakob Poeltl,1627751,136,134,-0.006,-0.043,0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.002,-0.771,0.759,-1.851,1.765,-1.926,2.0
Derrick Jones Jr.,1627884,143,157,-0.037,-0.074,0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.802,0.728,-1.881,1.732,-1.924,1.999
JD Davison,1631120,28,26,-0.001,-0.039,0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.767,0.764,-1.852,1.775,-1.931,2.006
Andre Drummond,203083,215,211,0.009,-0.028,0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,1.0,-0.756,0.773,-1.832,1.776,-1.922,1.996
T.J. Warren,203933,141,141,0.006,-0.03,0.036,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.759,0.771,-1.838,1.778,-1.927,1.999
Gordon Hayward,202330,64,61,0.01,-0.026,0.036,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.755,0.775,-1.837,1.786,-1.931,2.002
Wenyen Gabriel,1629117,40,39,-0.013,-0.048,0.035,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.778,0.752,-1.861,1.765,-1.933,2.003
Jaden Ivey,1631093,81,82,-0.005,-0.04,0.035,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.77,0.76,-1.851,1.771,-1.931,2.001
Aaron Holiday,1628988,109,109,0.018,-0.017,0.035,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.747,0.783,-1.826,1.793,-1.929,1.999
Aleksej Pokusevski,1630197,59,61,-0.002,-0.036,0.034,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.767,0.763,-1.848,1.776,-1.933,2.0
Neemias Queta,1629674,37,33,0.008,-0.025,0.033,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.758,0.773,-1.839,1.788,-1.935,2.001
Johnny Juzang,1630548,84,84,0.026,-0.007,0.033,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.739,0.791,-1.818,1.804,-1.932,1.999
James Wiseman,1630164,106,108,-0.013,-0.046,0.033,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.778,0.752,-1.855,1.764,-1.931,1.997
Moritz Wagner,1629021,74,76,-0.009,-0.041,0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.774,0.756,-1.852,1.77,-1.934,1.998
Darius Garland,1629636,615,606,-0.041,-0.073,0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.911,0.991,-0.804,0.722,-1.858,1.713,-1.91,1.974
Jalen Wilson,1630592,98,104,0.0,-0.032,0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.765,0.765,-1.841,1.778,-1.932,1.997
Paolo Banchero,1631094,228,230,-0.027,-0.059,0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.791,0.738,-1.862,1.745,-1.927,1.991
Zeke Nnaji,1630192,31,33,-0.001,-0.031,0.03,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.766,0.764,-1.844,1.783,-1.938,1.998
Aaron Wiggins,1630598,86,86,-0.004,-0.032,0.029,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.769,0.761,-1.843,1.778,-1.937,1.994
Cody Zeller,203469,272,276,-0.003,-0.032,0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.998,-0.768,0.761,-1.833,1.769,-1.928,1.985
Adama Sanogo,1641766,77,76,0.012,-0.016,0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.753,0.777,-1.827,1.795,-1.938,1.994
Craig Porter Jr.,1641854,21,20,0.004,-0.023,0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.761,0.769,-1.837,1.791,-1.942,1.995
Julian Champagnie,1630577,107,105,0.013,-0.014,0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.752,0.778,-1.824,1.795,-1.937,1.992
Joshua Primo,1630563,21,21,-0.003,-0.031,0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.769,0.762,-1.845,1.783,-1.941,1.996
Sam Merrill,1630241,10,10,-0.003,-0.03,0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.768,0.763,-1.844,1.785,-1.942,1.996
Markieff Morris,202693,47,49,-0.01,-0.034,0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.775,0.755,-1.847,1.778,-1.943,1.992
Justin Holiday,203200,56,60,-0.001,-0.027,0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.766,0.764,-1.838,1.785,-1.941,1.992
Bismack Biyombo,202687,248,251,0.009,-0.017,0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.999,-0.756,0.773,-1.819,1.785,-1.932,1.983
Isaac Okoro,1630171,346,350,-0.026,-0.051,0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.917,0.996,-0.79,0.738,-1.848,1.746,-1.928,1.978
Brandon Boston Jr.,1630527,119,118,-0.023,-0.047,0.024,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.788,0.742,-1.856,1.762,-1.94,1.988
James Harden,201935,1598,1594,0.022,-0.001,0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.388,0.892,0.972,-0.737,0.782,-1.749,1.746,-1.882,1.928
Jalen Suggs,1630591,186,186,-0.014,-0.037,0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.779,0.75,-1.842,1.769,-1.938,1.983
Pat Spencer,1630311,33,32,-0.002,-0.025,0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.767,0.763,-1.838,1.788,-1.945,1.991
Jericho Sims,1630579,42,44,0.008,-0.013,0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.757,0.774,-1.826,1.8,-1.946,1.989
Sandro Mamukelashvili,1630572,91,91,-0.001,-0.023,0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.766,0.764,-1.834,1.787,-1.943,1.988
Timothe Luwawu-Cabarrot,1627789,29,29,-0.0,-0.022,0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.766,0.765,-1.836,1.791,-1.946,1.99
Domantas Sabonis,1627734,752,745,-0.029,-0.051,0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.908,0.988,-0.792,0.733,-1.832,1.729,-1.915,1.959
Cole Anthony,1630175,68,67,-0.005,-0.027,0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.77,0.76,-1.839,1.784,-1.944,1.988
Jock Landale,1629111,264,268,0.011,-0.01,0.021,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.998,-0.753,0.775,-1.811,1.791,-1.935,1.978
Chris Livingston,1641753,12,11,-0.007,-0.027,0.021,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.772,0.759,-1.842,1.787,-1.949,1.99
TyTy Washington Jr.,1631102,12,11,-0.007,-0.027,0.021,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.772,0.759,-1.842,1.787,-1.949,1.99
Javonte Green,1629750,289,286,0.005,-0.015,0.02,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.998,-0.759,0.77,-1.815,1.785,-1.935,1.976
Thomas Bryant,1628418,19,18,0.007,-0.01,0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.758,0.773,-1.824,1.804,-1.951,1.986
Nate Hinton,1630207,30,32,0.0,-0.018,0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.765,0.765,-1.831,1.795,-1.95,1.986
Juancho Hernangomez,1627823,82,77,-0.004,-0.019,0.015,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.769,0.761,-1.83,1.792,-1.951,1.981
Ricky Rubio,201937,34,35,-0.013,-0.026,0.014,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.778,0.752,-1.839,1.787,-1.954,1.982
Greg Monroe,202328,14,15,-0.006,-0.02,0.014,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.772,0.759,-1.834,1.794,-1.955,1.983
Gorgui Dieng,203476,9,10,0.002,-0.009,0.011,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.763,0.768,-1.823,1.805,-1.958,1.98
RJ Barrett,1629628,751,758,-0.042,-0.053,0.011,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.908,0.988,-0.805,0.72,-1.832,1.727,-1.925,1.946
Isaiah Thomas,202738,11,12,-0.0,-0.01,0.01,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.765,-1.825,1.804,-1.959,1.979
Omer Yurtseven,1630209,88,90,0.004,-0.006,0.01,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.761,0.769,-1.817,1.804,-1.955,1.975
Anthony Lamb,1630237,11,9,-0.003,-0.011,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.768,0.763,-1.826,1.803,-1.961,1.978
Luke Kennard,1628379,199,197,0.006,-0.002,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.759,0.77,-1.807,1.803,-1.952,1.968
De'Aaron Fox,1628368,815,819,0.002,-0.006,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.907,0.986,-0.76,0.765,-1.783,1.771,-1.926,1.941
Thanasis Antetokounmpo,203648,1,3,0.001,-0.007,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.822,1.807,-1.961,1.978
Malik Fitts,1630238,1,1,0.002,-0.006,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.763,0.767,-1.821,1.808,-1.961,1.978
Trendon Watford,1630570,130,132,-0.009,-0.017,0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.002,-0.774,0.755,-1.825,1.791,-1.956,1.971
Nemanja Bjelica,202357,174,177,-0.013,-0.02,0.007,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.778,0.752,-1.826,1.785,-1.954,1.968
Khris Middleton,203114,573,574,0.001,-0.004,0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.912,0.991,-0.762,0.764,-1.791,1.782,-1.938,1.948
Devonte' Graham,1628984,208,208,0.025,0.02,0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,1.0,-0.74,0.789,-1.784,1.824,-1.954,1.964
Kobe Bufkin,1641723,23,23,-0.005,-0.01,0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.77,0.761,-1.823,1.804,-1.964,1.974
Robert Covington,203496,128,130,-0.007,-0.012,0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.002,-0.772,0.758,-1.82,1.796,-1.959,1.968
Keldon Johnson,1629640,74,77,-0.01,-0.015,0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.775,0.755,-1.826,1.796,-1.961,1.971
Jeremiah Robinson-Earl,1630526,14,13,-0.002,-0.007,0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.768,0.763,-1.821,1.808,-1.965,1.973
Markelle Fultz,1628365,52,53,-0.009,-0.012,0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.775,0.756,-1.824,1.8,-1.964,1.97
Jason Preston,1630554,38,37,0.011,0.008,0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.755,0.776,-1.805,1.821,-1.965,1.971
Nik Stauskas,203917,3,2,0.002,-0.001,0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.767,-1.816,1.814,-1.967,1.972
Garrison Mathews,1629726,88,91,0.017,0.014,0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.748,0.782,-1.796,1.825,-1.963,1.967
1630492,1630492,1,2,0.001,-0.001,0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.816,1.814,-1.968,1.971
Jalen Brunson,1628973,2101,2098,0.036,0.033,0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.387,0.88,0.961,-0.722,0.794,-1.691,1.758,-1.881,1.886
Juwan Morgan,1629752,1,0,0.002,0.0,0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.763,0.767,-1.815,1.815,-1.968,1.972
Rayjon Tucker,1629730,1,2,0.001,-0.001,0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.816,1.814,-1.968,1.971
Patrick Beverley,201976,639,637,-0.026,-0.027,0.001,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.91,0.99,-0.789,0.737,-1.81,1.756,-1.939,1.94
AJ Griffin,1631100,51,52,-0.001,-0.002,0.001,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.766,0.764,-1.814,1.81,-1.967,1.968
Taze Moore,1631386,24,25,-0.01,-0.01,-0.0,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.775,0.755,-1.823,1.804,-1.969,1.968
AJ Lawson,1630639,50,51,-0.014,-0.014,-0.0,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.779,0.751,-1.826,1.798,-1.967,1.967
Jermaine Samuels Jr.,1631257,10,11,0.002,0.002,0.0,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.763,0.767,-1.813,1.816,-1.969,1.97
Shaquille Harrison,1627885,1,2,-0.001,-0.001,-0.0,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.816,1.814,-1.97,1.97
Max Christie,1631108,1,2,-0.001,-0.001,-0.0,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.816,1.814,-1.97,1.97
Damian Lillard,203081,61,59,-0.007,-0.006,-0.001,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.772,0.758,-1.818,1.805,-1.967,1.966
Tre Jones,1630200,139,136,0.017,0.018,-0.001,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.748,0.782,-1.79,1.826,-1.964,1.962
Andrew Funk,1641847,15,15,0.004,0.004,-0.001,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.762,0.769,-1.81,1.818,-1.969,1.968
Mike Muscala,203488,3,4,0.001,0.002,-0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.766,-1.812,1.817,-1.971,1.968
Oshae Brissett,1629052,34,32,0.003,0.005,-0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.762,0.768,-1.808,1.818,-1.97,1.966
Jordan McLaughlin,1629162,228,230,-0.021,-0.019,-0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.785,0.744,-1.822,1.784,-1.96,1.956
Henri Drell,1630929,52,52,0.01,0.012,-0.002,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.755,0.775,-1.801,1.824,-1.969,1.966
Donovan Mitchell,1628378,935,928,-0.044,-0.041,-0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.903,0.983,-0.806,0.718,-1.812,1.73,-1.93,1.925
Talen Horton-Tucker,1629659,57,57,0.004,0.007,-0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.761,0.77,-1.805,1.819,-1.969,1.964
JT Thor,1630550,102,104,0.01,0.013,-0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.755,0.775,-1.797,1.822,-1.967,1.962
