Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
Mike Dunleavy,2399,27.59,25-30,3502,3488,3.272,-3.249,6.522,-1.782,-1.894,5.054,-1.355,6.409,2011
Zach Randolph,2216,36.31,35-40,6027,6007,4.557,-1.869,6.426,-0.63,-2.28,5.187,0.41,4.777,2011
Lamar Odom,1885,32.18,30-35,5461,5467,4.373,-2.045,6.418,-1.387,-2.198,5.76,0.153,5.607,2011
Nick Collison,2555,21.46,20-25,3604,3606,2.846,-3.424,6.27,-2.51,-1.583,5.356,-1.841,7.197,2011
Stephen Curry,201939,33.64,30-35,4962,4956,3.687,-2.58,6.267,-1.387,-2.198,5.074,-0.382,5.456,2011
Nene,2403,30.54,30-35,4819,4825,2.109,-3.979,6.088,-1.387,-2.198,3.496,-1.781,5.277,2011
Blake Griffin,201933,37.94,35-40,5980,5972,4.95,-0.973,5.923,-0.63,-2.28,5.58,1.307,4.274,2011
George Hill,201588,28.26,25-30,4454,4489,3.907,-1.834,5.741,-1.782,-1.894,5.689,0.06,5.629,2011
Carmelo Anthony,2546,35.73,35-40,5746,5741,5.238,-0.453,5.691,-0.63,-2.28,5.868,1.827,4.041,2011
Dorell Wright,2748,38.38,35-40,6265,6250,3.306,-2.308,5.614,-0.63,-2.28,3.936,-0.028,3.964,2011
Rajon Rondo,200765,37.16,35-40,5432,5399,2.853,-2.676,5.529,-0.63,-2.28,3.483,-0.396,3.88,2011
Amir Johnson,101161,25.73,25-30,3548,3576,3.397,-2.125,5.522,-1.782,-1.894,5.178,-0.231,5.41,2011
Kyle Lowry,200768,34.18,30-35,5032,5004,2.288,-3.217,5.505,-1.387,-2.198,3.675,-1.019,4.694,2011
Andrew Bogut,101106,35.34,35-40,4228,4221,1.566,-3.861,5.427,-0.63,-2.28,2.196,-1.581,3.777,2011
Josh Smith,2746,34.35,30-35,5696,5704,0.647,-4.72,5.366,-1.387,-2.198,2.034,-2.522,4.556,2011
JR Smith,2747,24.91,20-25,4095,4083,5.2,-0.07,5.271,-2.51,-1.583,7.71,1.512,6.198,2011
Shane Battier,2203,28.96,25-30,5236,5226,3.586,-1.662,5.248,-1.782,-1.894,5.368,0.232,5.135,2011
Eric Gordon,201569,37.72,35-40,4048,4043,4.095,-1.06,5.155,-0.63,-2.28,4.725,1.22,3.505,2011
Raymond Felton,101109,36.5,35-40,5797,5792,3.832,-1.308,5.14,-0.63,-2.28,4.463,0.972,3.49,2011
Jason Kidd,467,33.16,30-35,6446,6428,2.702,-2.432,5.134,-1.387,-2.198,4.089,-0.234,4.323,2011
Chase Budinger,201978,22.28,20-25,3430,3430,2.594,-2.485,5.079,-2.51,-1.583,5.104,-0.902,6.006,2011
Kevin Love,201567,35.76,35-40,5250,5221,4.551,-0.521,5.073,-0.63,-2.28,5.181,1.758,3.423,2011
David West,2561,35.01,35-40,4485,4469,2.462,-2.608,5.07,-0.63,-2.28,3.093,-0.328,3.421,2011
James Harden,201935,26.69,25-30,5148,5152,4.029,-1.005,5.034,-1.782,-1.894,5.81,0.889,4.922,2011
Ty Lawson,201951,26.28,25-30,4554,4560,5.066,0.044,5.021,-1.782,-1.894,6.848,1.938,4.909,2011
Tayshaun Prince,2419,32.84,30-35,4631,4630,4.471,-0.51,4.981,-1.387,-2.198,5.858,1.688,4.17,2011
Elton Brand,1882,34.68,30-35,5628,5609,2.445,-2.513,4.959,-1.387,-2.198,3.833,-0.315,4.148,2011
Andre Miller,1889,32.71,30-35,5114,5103,3.124,-1.83,4.954,-1.387,-2.198,4.511,0.368,4.143,2011
Baron Davis,1884,28.44,25-30,3162,3160,3.62,-1.33,4.949,-1.782,-1.894,5.401,0.564,4.837,2011
Joe Johnson,2207,35.48,35-40,5601,5584,3.323,-1.611,4.933,-0.63,-2.28,3.953,0.669,3.284,2011
Andre Iguodala,2738,36.85,35-40,4973,4974,0.828,-3.949,4.776,-0.63,-2.28,1.458,-1.669,3.127,2011
Ryan Anderson,201583,22.26,20-25,3008,2980,2.277,-2.387,4.664,-2.51,-1.583,4.787,-0.804,5.591,2011
Chuck Hayes,101236,28.1,25-30,4007,4025,2.546,-2.092,4.638,-1.782,-1.894,4.328,-0.198,4.526,2011
Danny Granger,101122,34.97,30-35,5793,5783,3.347,-1.268,4.615,-1.387,-2.198,4.734,0.93,3.804,2011
Jameer Nelson,2749,30.51,30-35,4745,4726,2.518,-2.088,4.606,-1.387,-2.198,3.905,0.11,3.795,2011
Tony Parker,2225,32.41,30-35,5295,5301,1.717,-2.85,4.566,-1.387,-2.198,3.104,-0.652,3.755,2011
Hedo Turkoglu,2045,31.36,30-35,5161,5144,2.84,-1.702,4.542,-1.387,-2.198,4.227,0.496,3.731,2011
Jamal Crawford,2037,30.22,30-35,4989,4976,4.653,0.154,4.499,-1.387,-2.198,6.04,2.352,3.688,2011
Tim Duncan,1495,28.37,25-30,4573,4530,0.639,-3.829,4.467,-1.782,-1.894,2.42,-1.935,4.355,2011
Rodney Stuckey,201155,31.19,30-35,4009,3990,4.282,-0.13,4.412,-1.387,-2.198,5.669,2.068,3.601,2011
Al Horford,201143,35.11,35-40,5853,5843,2.834,-1.535,4.369,-0.63,-2.28,3.464,0.745,2.72,2011
Derek Fisher,965,28.01,25-30,4943,4944,1.353,-3.01,4.363,-1.782,-1.894,3.135,-1.116,4.251,2011
Wilson Chandler,201163,33.34,30-35,5018,5032,0.521,-3.829,4.35,-1.387,-2.198,1.908,-1.631,3.539,2011
Deron Williams,101114,37.92,35-40,4685,4687,4.31,-0.036,4.346,-0.63,-2.28,4.941,2.244,2.697,2011
Emeka Okafor,2731,31.76,30-35,4519,4518,0.638,-3.672,4.31,-1.387,-2.198,2.025,-1.474,3.499,2011
Ömer Aşik,201600,12.07,10-15,2115,2128,0.21,-4.072,4.282,-2.736,-1.202,2.947,-2.869,5.816,2011
Rashard Lewis,1740,32.01,30-35,3504,3498,1.567,-2.71,4.277,-1.387,-2.198,2.955,-0.512,3.466,2011
Vince Carter,1713,28.1,25-30,3954,3952,1.611,-2.634,4.246,-1.782,-1.894,3.393,-0.74,4.133,2011
Kobe Bryant,977,33.89,30-35,5877,5865,3.749,-0.478,4.227,-1.387,-2.198,5.136,1.72,3.416,2011
Thaddeus Young,201152,26.03,25-30,4254,4268,2.029,-2.138,4.168,-1.782,-1.894,3.811,-0.244,4.056,2011
Devin Harris,2734,31.74,30-35,4213,4202,3.852,-0.312,4.163,-1.387,-2.198,5.239,1.886,3.353,2011
CJ Miles,101139,25.24,25-30,3703,3708,1.456,-2.684,4.141,-1.782,-1.894,3.238,-0.79,4.028,2011
David Lee,101135,36.09,35-40,5211,5212,2.869,-1.214,4.083,-0.63,-2.28,3.499,1.066,2.434,2011
Carlos Boozer,2430,31.89,30-35,4467,4421,2.742,-1.315,4.057,-1.387,-2.198,4.129,0.883,3.246,2011
Kevin Martin,2755,32.53,30-35,5135,5126,4.526,0.476,4.05,-1.387,-2.198,5.913,2.674,3.239,2011
Luis Scola,2449,32.59,30-35,4758,4727,2.149,-1.759,3.909,-1.387,-2.198,3.536,0.439,3.098,2011
Ersan Ilyasova,101141,25.09,25-30,2827,2818,1.996,-1.904,3.9,-1.782,-1.894,3.778,-0.01,3.788,2011
Jason Richardson,2202,33.94,30-35,5475,5446,2.94,-0.908,3.848,-1.387,-2.198,4.327,1.29,3.037,2011
Chauncey Billups,1497,32.09,30-35,4632,4611,3.057,-0.761,3.818,-1.387,-2.198,4.444,1.437,3.007,2011
Jeff Foster,1902,16.78,15-20,1978,1983,0.732,-2.957,3.689,-2.981,-1.476,3.712,-1.481,5.193,2011
Brook Lopez,201572,35.23,35-40,5328,5299,3.993,0.319,3.674,-0.63,-2.28,4.623,2.599,2.024,2011
Anthony Tolliver,201229,20.96,20-25,2708,2720,2.031,-1.638,3.669,-2.51,-1.583,4.54,-0.055,4.596,2011
Landry Fields,202361,30.99,30-35,5193,5208,2.955,-0.709,3.663,-1.387,-2.198,4.342,1.489,2.852,2011
Metta World Peace,1897,29.39,25-30,5064,5066,0.64,-3.005,3.645,-1.782,-1.894,2.422,-1.111,3.533,2011
Richard Jefferson,2210,30.35,30-35,5042,5040,1.808,-1.837,3.645,-1.387,-2.198,3.195,0.361,2.834,2011
Andrew Bynum,101115,27.78,25-30,3377,3374,-0.241,-3.881,3.64,-1.782,-1.894,1.541,-1.987,3.528,2011
Jodie Meeks,201975,27.87,25-30,4153,4164,1.801,-1.786,3.587,-1.782,-1.894,3.582,0.108,3.475,2011
Matt Bonner,2588,21.69,20-25,2978,2985,2.196,-1.388,3.584,-2.51,-1.583,4.706,0.194,4.511,2011
Keyon Dooling,2039,21.96,20-25,3260,3275,1.119,-2.352,3.471,-2.51,-1.583,3.629,-0.77,4.399,2011
Arron Afflalo,201167,33.69,30-35,4761,4771,2.128,-1.319,3.447,-1.387,-2.198,3.515,0.879,2.636,2011
Russell Westbrook,201566,34.72,30-35,6629,6632,2.02,-1.369,3.389,-1.387,-2.198,3.407,0.829,2.578,2011
JaVale McGee,201580,27.75,25-30,4201,4198,3.384,0.044,3.34,-1.782,-1.894,5.165,1.938,3.227,2011
Kenyon Martin,2030,25.69,25-30,2734,2726,0.084,-3.23,3.314,-1.782,-1.894,1.866,-1.336,3.202,2011
Channing Frye,101112,33.0,30-35,4884,4885,2.499,-0.802,3.301,-1.387,-2.198,3.886,1.396,2.49,2011
Amar'e Stoudemire,2405,36.8,35-40,5940,5951,4.807,1.532,3.275,-0.63,-2.28,5.437,3.812,1.626,2011
James Jones,2592,19.12,15-20,3398,3412,2.208,-1.061,3.269,-2.981,-1.476,5.188,0.415,4.773,2011
Courtney Lee,201584,21.27,20-25,3322,3332,3.556,0.287,3.269,-2.51,-1.583,6.066,1.869,4.196,2011
Tyreke Evans,201936,36.97,35-40,4077,4068,-0.198,-3.463,3.265,-0.63,-2.28,0.432,-1.183,1.615,2011
Kyle Korver,2594,20.11,20-25,3586,3537,2.137,-1.109,3.246,-2.51,-1.583,4.647,0.474,4.173,2011
Taj Gibson,201959,21.78,20-25,3720,3738,0.362,-2.849,3.211,-2.51,-1.583,2.872,-1.267,4.139,2011
O.J. Mayo,201564,26.33,25-30,4249,4219,3.687,0.486,3.2,-1.782,-1.894,5.468,2.38,3.088,2011
Anthony Parker,1515,29.04,25-30,4031,4035,1.17,-2.011,3.181,-1.782,-1.894,2.952,-0.117,3.069,2011
Paul George,202331,20.73,20-25,2760,2767,1.879,-1.268,3.147,-2.51,-1.583,4.389,0.315,4.074,2011
Ben Gordon,2732,25.99,25-30,3974,3966,3.481,0.34,3.14,-1.782,-1.894,5.262,2.234,3.028,2011
John Salmons,2422,34.99,30-35,4757,4743,-0.226,-3.344,3.118,-1.387,-2.198,1.161,-1.146,2.307,2011
Rudy Gay,200752,39.85,35-40,4088,4081,0.433,-2.646,3.079,-0.63,-2.28,1.063,-0.367,1.43,2011
Mario Chalmers,201596,22.56,20-25,3927,3914,0.488,-2.587,3.075,-2.51,-1.583,2.998,-1.004,4.002,2011
Beno Udrih,2757,34.6,30-35,5359,5339,1.38,-1.677,3.056,-1.387,-2.198,2.767,0.521,2.246,2011
Wesley Matthews,202083,33.64,30-35,5456,5446,1.507,-1.541,3.048,-1.387,-2.198,2.894,0.657,2.237,2011
Brandon Roy,200750,27.87,25-30,2618,2611,0.949,-2.076,3.025,-1.782,-1.894,2.731,-0.182,2.912,2011
Jose Calderon,101181,30.91,30-35,4121,4104,1.678,-1.236,2.915,-1.387,-2.198,3.065,0.962,2.104,2011
Peja Stojakovic,978,18.68,15-20,1837,1830,0.74,-2.157,2.897,-2.981,-1.476,3.721,-0.68,4.401,2011
Michael Beasley,201563,32.35,30-35,4748,4746,1.485,-1.41,2.895,-1.387,-2.198,2.873,0.788,2.084,2011
Thabo Sefolosha,200757,25.94,25-30,4635,4640,0.63,-2.225,2.855,-1.782,-1.894,2.411,-0.331,2.742,2011
Lou Williams,101150,23.3,20-25,3557,3557,1.978,-0.868,2.846,-2.51,-1.583,4.488,0.715,3.774,2011
DeAndre Jordan,201599,25.58,25-30,3931,3937,1.31,-1.437,2.746,-1.782,-1.894,3.091,0.457,2.634,2011
Anthony Morrow,201627,32.01,30-35,3418,3405,0.055,-2.686,2.742,-1.387,-2.198,1.442,-0.488,1.931,2011
Josh McRoberts,201177,22.18,20-25,3330,3346,1.213,-1.527,2.74,-2.51,-1.583,3.722,0.055,3.667,2011
Henry Walker,201611,12.85,10-15,1728,1739,0.309,-2.429,2.739,-2.736,-1.202,3.046,-1.227,4.273,2011
Jason Thompson,201574,23.31,20-25,3433,3444,1.361,-1.372,2.733,-2.51,-1.583,3.871,0.21,3.661,2011
Brandon Jennings,201943,34.42,30-35,4076,4075,0.676,-2.026,2.702,-1.387,-2.198,2.063,0.172,1.891,2011
Marcin Gortat,101162,25.41,25-30,3842,3837,1.269,-1.428,2.697,-1.782,-1.894,3.051,0.466,2.585,2011
Grant Hill,255,30.11,30-35,4700,4701,1.502,-1.194,2.696,-1.387,-2.198,2.889,1.004,1.885,2011
Caron Butler,2406,29.9,25-30,1661,1660,-1.482,-4.149,2.666,-1.782,-1.894,0.299,-2.255,2.554,2011
Daniel Gibson,200789,27.84,25-30,3611,3615,2.002,-0.604,2.606,-1.782,-1.894,3.784,1.29,2.494,2011
Andray Blatche,101154,33.94,30-35,4221,4179,1.342,-1.23,2.572,-1.387,-2.198,2.729,0.968,1.761,2011
Jared Jeffries,2407,14.31,10-15,1303,1334,0.995,-1.549,2.544,-2.736,-1.202,3.732,-0.347,4.078,2011
Vladimir Radmanovic,2209,15.8,15-20,2273,2287,0.784,-1.731,2.516,-2.981,-1.476,3.765,-0.255,4.02,2011
Joakim Noah,201149,32.82,30-35,3917,3908,-0.309,-2.771,2.463,-1.387,-2.198,1.078,-0.573,1.652,2011
Jared Dudley,201162,26.09,25-30,4122,4118,2.092,-0.301,2.393,-1.782,-1.894,3.874,1.593,2.281,2011
Gerald Henderson,201945,24.43,20-25,3066,3079,0.704,-1.683,2.387,-2.51,-1.583,3.213,-0.101,3.314,2011
Andrei Kirilenko,1905,31.23,30-35,3766,3772,1.771,-0.611,2.382,-1.387,-2.198,3.158,1.587,1.571,2011
Marc Gasol,201188,31.93,30-35,5776,5776,-0.296,-2.632,2.336,-1.387,-2.198,1.091,-0.434,1.525,2011
Ekpe Udoh,202327,17.75,15-20,2017,2019,-0.82,-3.149,2.329,-2.981,-1.476,2.161,-1.672,3.833,2011
Earl Watson,2248,19.59,15-20,2911,2900,1.53,-0.785,2.315,-2.981,-1.476,4.511,0.691,3.819,2011
Al Jefferson,2744,35.86,35-40,5531,5540,3.037,0.754,2.283,-0.63,-2.28,3.667,3.034,0.633,2011
Marcus Thornton,201977,24.33,20-25,3420,3430,0.367,-1.893,2.26,-2.51,-1.583,2.877,-0.31,3.187,2011
Danilo Gallinari,201568,33.94,30-35,4485,4491,0.209,-2.044,2.253,-1.387,-2.198,1.596,0.154,1.443,2011
Rudy Fernandez,201164,23.34,20-25,3526,3513,0.815,-1.434,2.249,-2.51,-1.583,3.325,0.149,3.176,2011
Luc Mbah a Moute,201601,26.49,25-30,3869,3877,-0.118,-2.298,2.18,-1.782,-1.894,1.664,-0.404,2.068,2011
Eric Maynor,201953,14.63,10-15,2734,2735,0.631,-1.538,2.169,-2.736,-1.202,3.368,-0.335,3.703,2011
Shaquille O'Neal,406,20.31,20-25,1441,1438,0.108,-2.044,2.153,-2.51,-1.583,2.618,-0.462,3.08,2011
Wesley Johnson,202325,26.19,25-30,4184,4173,1.801,-0.243,2.044,-1.782,-1.894,3.582,1.651,1.932,2011
Luke Ridnour,2557,30.41,30-35,4326,4321,1.058,-0.906,1.964,-1.387,-2.198,2.445,1.292,1.153,2011
Steve Blake,2581,20.02,20-25,3214,3223,0.422,-1.522,1.944,-2.51,-1.583,2.932,0.06,2.872,2011
Daequan Cook,201161,13.91,10-15,1497,1498,0.06,-1.806,1.867,-2.736,-1.202,2.797,-0.604,3.401,2011
Serge Ibaka,201586,27.02,25-30,5139,5126,0.215,-1.626,1.841,-1.782,-1.894,1.997,0.268,1.729,2011
Anderson Varejao,2760,32.06,30-35,1907,1907,-1.18,-2.969,1.789,-1.387,-2.198,0.208,-0.771,0.978,2011
Brandon Bass,101138,26.06,25-30,3939,3964,-2.164,-3.948,1.784,-1.782,-1.894,-0.382,-2.054,1.672,2011
Othyus Jeffers,201785,18.96,15-20,618,618,-0.456,-2.219,1.763,-2.981,-1.476,2.524,-0.742,3.267,2011
Stephen Jackson,1536,35.89,35-40,4509,4511,1.033,-0.715,1.747,-0.63,-2.28,1.663,1.565,0.098,2011
Samuel Dalembert,2223,24.22,20-25,3780,3820,0.592,-1.13,1.722,-2.51,-1.583,3.102,0.452,2.65,2011
Marcus Camby,948,26.11,25-30,3048,3069,-0.477,-2.123,1.646,-1.782,-1.894,1.305,-0.229,1.534,2011
Roy Hibbert,201579,27.7,25-30,4695,4670,-0.196,-1.804,1.608,-1.782,-1.894,1.586,0.091,1.495,2011
Linas Kleiza,101132,26.46,25-30,2032,2022,-0.601,-2.201,1.6,-1.782,-1.894,1.181,-0.307,1.488,2011
Boris Diaw,2564,33.88,30-35,5177,5181,0.415,-1.099,1.514,-1.387,-2.198,1.802,1.099,0.703,2011
Udonis Haslem,2617,26.53,25-30,1185,1187,-2.08,-3.587,1.506,-1.782,-1.894,-0.299,-1.693,1.394,2011
Toney Douglas,201962,24.33,20-25,4123,4143,1.49,-0.006,1.497,-2.51,-1.583,4.0,1.576,2.424,2011
Gary Neal,202390,21.06,20-25,3456,3484,2.205,0.744,1.461,-2.51,-1.583,4.714,2.326,2.388,2011
Ronnie Brewer,200758,21.99,20-25,3762,3806,-2.183,-3.608,1.425,-2.51,-1.583,0.327,-2.025,2.352,2011
Kris Humphries,2743,27.85,25-30,3774,3767,-0.268,-1.668,1.4,-1.782,-1.894,1.514,0.226,1.288,2011
Kendrick Perkins,2570,25.59,25-30,2300,2292,-2.958,-4.348,1.39,-1.782,-1.894,-1.176,-2.454,1.278,2011
Andrea Bargnani,200745,35.65,35-40,4587,4548,3.126,1.752,1.374,-0.63,-2.28,3.757,4.032,-0.275,2011
Ryan Gomes,101155,27.57,25-30,4022,4017,0.498,-0.838,1.336,-1.782,-1.894,2.28,1.056,1.224,2011
Al Harrington,1733,22.8,20-25,3481,3488,0.482,-0.812,1.294,-2.51,-1.583,2.992,0.77,2.222,2011
Marquis Daniels,2605,19.15,15-20,1732,1770,-1.161,-2.411,1.25,-2.981,-1.476,1.819,-0.935,2.754,2011
Tracy McGrady,1503,23.41,20-25,3069,3076,-1.6,-2.825,1.225,-2.51,-1.583,0.91,-1.242,2.152,2011
Jason Collins,2215,12.11,10-15,1375,1380,-3.446,-4.658,1.212,-2.736,-1.202,-0.709,-3.456,2.746,2011
D.J. Augustin,201571,33.62,30-35,5146,5147,1.66,0.453,1.208,-1.387,-2.198,3.047,2.651,0.397,2011
Aaron Gray,201189,12.95,10-15,1128,1114,0.204,-0.972,1.176,-2.736,-1.202,2.941,0.23,2.71,2011
Mike Bibby,1710,28.56,25-30,4993,4974,1.192,0.026,1.166,-1.782,-1.894,2.974,1.92,1.054,2011
JJ Redick,200755,25.64,25-30,3170,3150,0.081,-1.066,1.146,-1.782,-1.894,1.862,0.828,1.034,2011
Nicolas Batum,201587,31.52,30-35,4915,4892,0.379,-0.739,1.119,-1.387,-2.198,1.766,1.459,0.308,2011
Gilbert Arenas,2240,25.66,25-30,3609,3591,0.664,-0.41,1.074,-1.782,-1.894,2.446,1.484,0.961,2011
Chris Kaman,2549,26.17,25-30,1604,1594,-2.614,-3.684,1.07,-1.782,-1.894,-0.832,-1.79,0.958,2011
Marvin Williams,101107,28.69,25-30,3858,3852,-0.344,-1.399,1.055,-1.782,-1.894,1.438,0.495,0.943,2011
Donte Greene,201590,16.33,15-20,2217,2242,-0.81,-1.864,1.054,-2.981,-1.476,2.17,-0.388,2.558,2011
Cartier Martin,201858,10.43,10-15,1050,1044,0.25,-0.794,1.043,-2.736,-1.202,2.986,0.409,2.577,2011
Reggie Williams,202130,20.33,20-25,3175,3188,0.888,-0.122,1.01,-2.51,-1.583,3.398,1.461,1.937,2011
Reggie Evans,2501,26.6,25-30,1522,1530,-0.849,-1.859,1.01,-1.782,-1.894,0.933,0.035,0.898,2011
Tony Allen,2754,20.75,20-25,3469,3518,-2.212,-3.22,1.008,-2.51,-1.583,0.298,-1.638,1.936,2011
Glen Davis,201175,29.46,25-30,4581,4576,-0.337,-1.327,0.99,-1.782,-1.894,1.445,0.567,0.878,2011
DeMar DeRozan,201942,34.77,30-35,5501,5510,1.789,0.859,0.93,-1.387,-2.198,3.176,3.057,0.119,2011
Antawn Jamison,1712,32.9,30-35,3600,3607,2.006,1.138,0.868,-1.387,-2.198,3.393,3.336,0.057,2011
Nazr Mohammed,1737,17.06,15-20,2715,2692,-0.582,-1.441,0.859,-2.981,-1.476,2.399,0.035,2.363,2011
Jeff Green,201145,32.37,30-35,4894,4885,0.868,0.021,0.847,-1.387,-2.198,2.255,2.219,0.036,2011
Jon Brockman,201972,10.75,10-15,1285,1295,-0.35,-1.196,0.846,-2.736,-1.202,2.386,0.007,2.38,2011
Shawne Williams,200761,20.67,20-25,2814,2808,0.683,-0.148,0.832,-2.51,-1.583,3.193,1.434,1.759,2011
Darrell Arthur,201589,20.11,20-25,3466,3485,-2.503,-3.329,0.826,-2.51,-1.583,0.007,-1.746,1.753,2011
Hamed Haddadi,201632,5.43,5-10,388,386,-0.577,-1.365,0.788,-2.267,-0.901,1.69,-0.464,2.154,2011
Chris Wilcox,2404,17.45,15-20,1854,1873,0.592,-0.195,0.787,-2.981,-1.476,3.572,1.281,2.291,2011
Omri Casspi,201956,23.97,20-25,3419,3402,1.241,0.467,0.774,-2.51,-1.583,3.751,2.05,1.702,2011
Brad Miller,1802,16.92,15-20,1982,1968,-1.3,-2.053,0.753,-2.981,-1.476,1.681,-0.577,2.258,2011
Al Thornton,201154,19.49,15-20,2676,2683,-0.727,-1.472,0.745,-2.981,-1.476,2.254,0.005,2.249,2011
DeMarcus Cousins,202326,28.51,25-30,4517,4486,0.846,0.12,0.727,-1.782,-1.894,2.628,2.014,0.614,2011
Corey Brewer,201147,21.89,20-25,3107,3102,-0.462,-1.175,0.713,-2.51,-1.583,2.047,0.407,1.64,2011
Earl Boykins,1863,15.12,15-20,1614,1612,-1.415,-2.123,0.708,-2.981,-1.476,1.565,-0.647,2.212,2011
Richard Hamilton,1888,27.24,25-30,2765,2764,0.154,-0.553,0.707,-1.782,-1.894,1.936,1.341,0.595,2011
Trevor Ariza,2772,34.66,30-35,5246,5229,-0.925,-1.625,0.699,-1.387,-2.198,0.462,0.573,-0.111,2011
DeJuan Blair,201971,21.4,20-25,3453,3482,0.277,-0.412,0.689,-2.51,-1.583,2.787,1.17,1.616,2011
Darren Collison,201954,29.88,25-30,4953,4962,0.344,-0.331,0.675,-1.782,-1.894,2.126,1.563,0.562,2011
Nick Young,201156,31.78,30-35,3989,3943,-0.203,-0.877,0.674,-1.387,-2.198,1.184,1.321,-0.137,2011
Greg Monroe,202328,27.77,25-30,4089,4086,0.827,0.156,0.671,-1.782,-1.894,2.609,2.05,0.559,2011
J.J. Barea,200826,20.6,20-25,3866,3868,-0.22,-0.828,0.608,-2.51,-1.583,2.29,0.755,1.535,2011
Julian Wright,201153,14.73,10-15,1480,1486,-1.357,-1.961,0.605,-2.736,-1.202,1.38,-0.759,2.139,2011
Joel Anthony,201202,19.51,15-20,3733,3774,-2.239,-2.756,0.516,-2.981,-1.476,0.741,-1.28,2.021,2011
Carl Landry,201171,26.42,25-30,4178,4184,1.646,1.163,0.483,-1.782,-1.894,3.428,3.057,0.371,2011
Jermaine O'Neal,979,17.97,15-20,1151,1163,-3.685,-4.167,0.482,-2.981,-1.476,-0.705,-2.691,1.986,2011
Nate Robinson,101126,17.17,15-20,1922,1934,-1.024,-1.459,0.435,-2.981,-1.476,1.956,0.017,1.939,2011
Eddie House,2067,17.47,15-20,1931,1932,-0.973,-1.384,0.411,-2.981,-1.476,2.008,0.092,1.915,2011
David Andersen,2431,9.31,5-10,712,701,-0.227,-0.616,0.389,-2.267,-0.901,2.04,0.285,1.755,2011
Chris Douglas-Roberts,201604,20.09,20-25,1662,1659,-1.158,-1.518,0.36,-2.51,-1.583,1.352,0.064,1.288,2011
Willie Green,2584,21.74,20-25,3245,3265,-2.072,-2.418,0.345,-2.51,-1.583,0.437,-0.835,1.272,2011
Carlos Delfino,2568,32.46,30-35,2959,2960,-1.648,-1.973,0.325,-1.387,-2.198,-0.261,0.225,-0.486,2011
