Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
Kenyon Martin,2030,34.31,30-35,6283,6262,1.077,-2.81,3.888,-1.844,-1.462,2.921,-1.349,4.269,2002
Grant Hill,255,36.68,35-40,995,996,0.965,-2.869,3.834,-0.551,-1.549,1.516,-1.32,2.836,2002
Eric Snow,727,36.48,35-40,4473,4463,1.25,-2.57,3.82,-0.551,-1.549,1.801,-1.021,2.822,2002
Mike Miller,2034,33.78,30-35,4273,4273,2.489,-1.241,3.73,-1.844,-1.462,4.332,0.221,4.111,2002
Desmond Mason,2046,32.24,30-35,4891,4884,1.864,-1.86,3.724,-1.844,-1.462,3.708,-0.398,4.106,2002
Horace Grant,270,29.1,25-30,4413,4426,1.449,-2.232,3.681,-2.308,-1.412,3.757,-0.82,4.578,2002
Matt Harpring,1723,31.45,30-35,4922,4961,1.547,-2.125,3.672,-1.844,-1.462,3.39,-0.664,4.054,2002
Brad Miller,1802,29.79,25-30,4558,4538,1.801,-1.857,3.659,-2.308,-1.412,4.11,-0.446,4.555,2002
Bonzi Wells,1719,31.76,30-35,4600,4609,2.406,-1.239,3.645,-1.844,-1.462,4.25,0.223,4.027,2002
Alonzo Mourning,297,32.71,30-35,4458,4438,1.018,-2.459,3.477,-1.844,-1.462,2.862,-0.997,3.858,2002
Dan Majerle,105,18.19,15-20,2253,2250,1.75,-1.697,3.447,-2.747,-1.18,4.496,-0.517,5.014,2002
Nick Van Exel,89,34.69,30-35,5223,5221,2.407,-0.888,3.295,-1.844,-1.462,4.25,0.574,3.677,2002
Raef LaFrentz,1711,31.46,30-35,5116,5120,1.913,-1.37,3.283,-1.844,-1.462,3.757,0.092,3.665,2002
Quentin Richardson,2047,26.59,25-30,4072,4061,1.821,-1.46,3.281,-2.308,-1.412,4.13,-0.048,4.178,2002
Rodney Rogers,915,24.42,20-25,4384,4389,1.792,-1.447,3.239,-2.917,-1.601,4.709,0.154,4.555,2002
Bryon Russell,935,30.28,30-35,3984,3973,1.231,-1.977,3.208,-1.844,-1.462,3.074,-0.515,3.59,2002
Alvin Williams,1541,35.77,35-40,5818,5813,1.96,-1.209,3.169,-0.551,-1.549,2.511,0.339,2.172,2002
Jeff McInnis,976,37.43,35-40,5697,5687,2.567,-0.517,3.084,-0.551,-1.549,3.118,1.032,2.087,2002
Bruce Bowen,1477,28.8,25-30,3756,3786,-0.05,-3.121,3.072,-2.308,-1.412,2.259,-1.71,3.969,2002
Jim Jackson,754,33.15,30-35,3303,3300,0.91,-2.155,3.065,-1.844,-1.462,2.753,-0.693,3.447,2002
Chris Whitney,43,26.48,25-30,4042,4030,3.005,-0.057,3.062,-2.308,-1.412,5.314,1.355,3.959,2002
Bobby Jackson,1517,21.64,20-25,4123,4165,1.215,-1.835,3.05,-2.917,-1.601,4.132,-0.234,4.366,2002
Kenny Anderson,72,31.94,30-35,5701,5680,0.863,-2.168,3.031,-1.844,-1.462,2.706,-0.706,3.412,2002
Michael Redd,2072,21.15,20-25,2657,2639,1.782,-1.237,3.02,-2.917,-1.601,4.699,0.364,4.336,2002
Todd MacCulloch,1928,24.22,20-25,3685,3680,0.391,-2.624,3.014,-2.917,-1.601,3.308,-1.023,4.331,2002
P.J. Brown,136,32.04,30-35,5407,5409,1.231,-1.76,2.991,-1.844,-1.462,3.075,-0.298,3.373,2002
Tyronn Lue,1731,20.59,20-25,2700,2705,1.07,-1.867,2.937,-2.917,-1.601,3.987,-0.266,4.253,2002
Antonio Daniels,1498,26.46,25-30,4442,4469,1.633,-1.29,2.923,-2.308,-1.412,3.942,0.122,3.82,2002
Adrian Griffin,1559,23.91,20-25,2811,2822,1.737,-1.182,2.919,-2.917,-1.601,4.654,0.419,4.235,2002
Shareef Abdur-Rahim,949,38.68,35-40,5748,5730,1.315,-1.603,2.918,-0.551,-1.549,1.866,-0.054,1.92,2002
Othella Harrington,970,20.31,20-25,2873,2868,0.619,-2.272,2.89,-2.917,-1.601,3.536,-0.671,4.206,2002
Dale Davis,905,31.36,30-35,4658,4659,0.492,-2.374,2.867,-1.844,-1.462,2.336,-0.913,3.248,2002
Darius Miles,2032,27.13,25-30,4198,4196,1.358,-1.485,2.843,-2.308,-1.412,3.666,-0.074,3.74,2002
Jon Barry,468,24.26,20-25,4107,4101,1.399,-1.388,2.787,-2.917,-1.601,4.316,0.213,4.103,2002
Corliss Williamson,722,21.89,20-25,3712,3713,0.962,-1.797,2.759,-2.917,-1.601,3.879,-0.196,4.075,2002
Darrell Armstrong,353,33.33,30-35,5572,5574,1.419,-1.252,2.67,-1.844,-1.462,3.262,0.21,3.052,2002
Jason Richardson,2202,32.85,30-35,5240,5231,2.935,0.328,2.606,-1.844,-1.462,4.778,1.79,2.988,2002
Jumaine Jones,1908,26.46,25-30,4007,4034,2.61,0.02,2.59,-2.308,-1.412,4.919,1.432,3.487,2002
Tony Delk,960,22.96,20-25,3281,3287,0.215,-2.37,2.586,-2.917,-1.601,3.132,-0.769,3.902,2002
Chauncey Billups,1497,28.73,25-30,4698,4692,1.283,-1.291,2.574,-2.308,-1.412,3.592,0.121,3.471,2002
Rasho Nesterovic,1725,27.08,25-30,4377,4382,0.276,-2.263,2.539,-2.308,-1.412,2.584,-0.851,3.436,2002
Derrick Coleman,934,35.87,35-40,4205,4173,1.532,-1.003,2.536,-0.551,-1.549,2.083,0.545,1.538,2002
Scot Pollard,1513,23.52,20-25,4093,4081,0.29,-2.238,2.528,-2.917,-1.601,3.207,-0.637,3.844,2002
Morris Peterson,2050,31.59,30-35,4029,4020,0.778,-1.699,2.477,-1.844,-1.462,2.622,-0.237,2.859,2002
Tim Thomas,1501,26.91,25-30,3709,3685,1.193,-1.269,2.462,-2.308,-1.412,3.502,0.143,3.359,2002
Lucious Harris,446,21.03,20-25,3711,3695,-0.497,-2.866,2.369,-2.917,-1.601,2.42,-1.265,3.685,2002
Robert Horry,109,26.45,25-30,5455,5434,-0.341,-2.694,2.353,-2.308,-1.412,1.967,-1.282,3.249,2002
James Posey,1899,30.72,30-35,4238,4247,2.162,-0.139,2.301,-1.844,-1.462,4.005,1.323,2.682,2002
Toni Kukoc,389,25.35,25-30,2887,2866,1.333,-0.948,2.281,-2.308,-1.412,3.641,0.463,3.178,2002
Jamal Mashburn,469,39.91,35-40,3023,3019,0.152,-2.127,2.279,-0.551,-1.549,0.703,-0.578,1.281,2002
Scott Padgett,1909,17.23,15-20,2529,2523,0.764,-1.508,2.272,-2.747,-1.18,3.511,-0.328,3.839,2002
Danny Fortson,1504,28.82,25-30,4451,4432,0.282,-1.969,2.251,-2.308,-1.412,2.591,-0.558,3.148,2002
Bob Sura,682,22.87,20-25,3500,3510,1.329,-0.878,2.207,-2.917,-1.601,4.247,0.723,3.524,2002
Bo Outlaw,448,23.24,20-25,3614,3621,-1.575,-3.636,2.061,-2.917,-1.601,1.342,-2.035,3.377,2002
Jamaal Tinsley,2224,30.54,30-35,4880,4884,0.148,-1.909,2.057,-1.844,-1.462,1.991,-0.447,2.439,2002
Stacey Augmon,278,17.09,15-20,2737,2737,-0.271,-2.32,2.049,-2.747,-1.18,2.475,-1.14,3.616,2002
Jamaal Magloire,2048,18.93,15-20,3231,3232,-0.03,-2.067,2.037,-2.747,-1.18,2.717,-0.887,3.604,2002
Keon Clark,1721,27.0,25-30,4349,4343,1.318,-0.654,1.973,-2.308,-1.412,3.627,0.757,2.87,2002
Jerome Williams,966,24.06,20-25,3277,3290,-0.697,-2.643,1.947,-2.917,-1.601,2.221,-1.042,3.263,2002
Aaron McKie,243,30.6,30-35,3021,3023,-1.085,-3.02,1.935,-1.844,-1.462,0.758,-1.558,2.316,2002
Greg Ostertag,731,15.0,15-20,2228,2216,0.262,-1.644,1.905,-2.747,-1.18,3.008,-0.464,3.472,2002
Glenn Robinson,299,35.57,35-40,4413,4396,1.842,-0.061,1.903,-0.551,-1.549,2.393,1.488,0.905,2002
Zeljko Rebraca,1442,15.93,15-20,2342,2338,1.125,-0.774,1.9,-2.747,-1.18,3.872,0.405,3.467,2002
Ruben Patterson,1739,23.55,20-25,3357,3370,0.458,-1.439,1.897,-2.917,-1.601,3.375,0.162,3.214,2002
Jason Collins,2215,18.22,15-20,3066,3059,-0.14,-2.032,1.892,-2.747,-1.18,2.607,-0.852,3.459,2002
Kerry Kittles,954,31.69,30-35,6182,6168,0.48,-1.391,1.871,-1.844,-1.462,2.324,0.071,2.253,2002
Lamond Murray,441,32.54,30-35,4376,4350,0.773,-1.014,1.787,-1.844,-1.462,2.617,0.448,2.169,2002
Juwan Howard,436,32.52,30-35,5045,5055,1.322,-0.448,1.77,-1.844,-1.462,3.165,1.013,2.152,2002
Eric Williams,677,23.65,20-25,4297,4287,-2.224,-3.969,1.745,-2.917,-1.601,0.693,-2.368,3.061,2002
Keith Van Horn,1496,30.39,30-35,6014,5998,0.375,-1.364,1.739,-1.844,-1.462,2.218,0.098,2.121,2002
Austin Croshere,1506,16.88,15-20,2563,2556,-0.425,-2.053,1.628,-2.747,-1.18,2.322,-0.873,3.195,2002
Scottie Pippen,937,32.24,30-35,3963,3953,-0.045,-1.66,1.615,-1.844,-1.462,1.798,-0.199,1.997,2002
Terrell Brandon,210,30.13,30-35,1857,1852,-0.776,-2.342,1.565,-1.844,-1.462,1.067,-0.88,1.947,2002
Steven Smith,120,28.73,25-30,4706,4680,0.148,-1.405,1.554,-2.308,-1.412,2.457,0.006,2.451,2002
Allan Houston,275,37.86,35-40,5495,5485,2.714,1.163,1.551,-0.551,-1.549,3.265,2.711,0.553,2002
Moochie Norris,983,27.39,25-30,4012,4024,1.492,-0.003,1.495,-2.308,-1.412,3.8,1.408,2.392,2002
Anthony Peeler,324,25.13,25-30,4041,4047,1.677,0.19,1.487,-2.308,-1.412,3.986,1.602,2.384,2002
Ira Newble,1956,30.34,30-35,2439,2436,-1.746,-3.202,1.456,-1.844,-1.462,0.097,-1.74,1.837,2002
Jerome James,1744,17.0,15-20,1882,1891,-1.36,-2.791,1.432,-2.747,-1.18,1.387,-1.612,2.999,2002
Anfernee Hardaway,358,30.81,30-35,4696,4685,0.389,-0.992,1.381,-1.844,-1.462,2.232,0.47,1.762,2002
Marcus Fizer,2033,25.85,25-30,3669,3671,1.646,0.29,1.355,-2.308,-1.412,3.954,1.702,2.252,2002
John Crotty,180,19.5,15-20,1516,1503,-0.426,-1.728,1.302,-2.747,-1.18,2.32,-0.549,2.869,2002
Richard Jefferson,2210,24.3,20-25,4470,4487,-1.201,-2.437,1.236,-2.917,-1.601,1.716,-0.836,2.552,2002
Tony Parker,2225,29.5,25-30,4901,4917,-0.569,-1.79,1.221,-2.308,-1.412,1.74,-0.379,2.118,2002
Troy Hudson,1607,22.94,20-25,3828,3819,0.911,-0.228,1.139,-2.917,-1.601,3.828,1.373,2.455,2002
Danny Ferry,198,15.98,15-20,1760,1761,-1.15,-2.212,1.062,-2.747,-1.18,1.597,-1.033,2.629,2002
Michael Olowokandi,1709,32.12,30-35,4779,4790,-0.596,-1.575,0.979,-1.844,-1.462,1.248,-0.114,1.361,2002
Walt Williams,1005,23.3,20-25,2059,2053,-0.849,-1.771,0.922,-2.917,-1.601,2.068,-0.17,2.238,2002
Donnell Harvey,2051,17.97,15-20,1581,1587,-1.325,-2.201,0.876,-2.747,-1.18,1.422,-1.021,2.443,2002
Tim Hardaway,896,23.53,20-25,3093,3084,0.307,-0.548,0.855,-2.917,-1.601,3.225,1.053,2.172,2002
Glen Rice,779,30.33,30-35,1089,1089,-1.344,-2.147,0.803,-1.844,-1.462,0.499,-0.685,1.184,2002
DerMarr Johnson,2035,23.92,20-25,3348,3377,-0.924,-1.681,0.757,-2.917,-1.601,1.993,-0.08,2.073,2002
Jake Tsakalidis,2054,23.65,20-25,3020,3025,-2.526,-3.263,0.737,-2.917,-1.601,0.391,-1.662,2.053,2002
Voshon Lenard,702,23.33,20-25,3133,3105,0.79,0.054,0.736,-2.917,-1.601,3.707,1.655,2.052,2002
Dell Curry,209,15.8,15-20,1768,1756,-1.262,-1.975,0.713,-2.747,-1.18,1.485,-0.796,2.28,2002
Derrick McKey,365,19.1,15-20,1512,1530,-0.821,-1.509,0.687,-2.747,-1.18,1.926,-0.329,2.254,2002
Damon Jones,1800,16.25,15-20,2362,2386,-0.989,-1.626,0.638,-2.747,-1.18,1.758,-0.446,2.204,2002
Tyrone Nesby,1838,21.42,20-25,2751,2746,-0.921,-1.463,0.542,-2.917,-1.601,1.996,0.138,1.858,2002
Eric Piatkowski,15,24.18,20-25,3253,3220,-0.893,-1.434,0.541,-2.917,-1.601,2.024,0.167,1.858,2002
Brian Grant,258,31.34,30-35,4055,4056,-0.566,-1.097,0.53,-1.844,-1.462,1.277,0.365,0.912,2002
Larry Hughes,1716,28.02,25-30,4073,4066,0.312,-0.202,0.514,-2.308,-1.412,2.62,1.21,1.411,2002
Zydrunas Ilgauskas,980,21.46,20-25,2469,2456,-0.073,-0.549,0.476,-2.917,-1.601,2.844,1.052,1.792,2002
Eddie House,2067,19.22,15-20,2247,2223,-0.407,-0.877,0.471,-2.747,-1.18,2.34,0.303,2.038,2002
Lee Nailon,1924,24.21,20-25,3921,3925,-0.434,-0.901,0.467,-2.917,-1.601,2.484,0.7,1.784,2002
Speedy Claxton,2049,22.84,20-25,2960,2975,-1.677,-2.141,0.464,-2.917,-1.601,1.24,-0.54,1.78,2002
Lamar Odom,1885,34.46,30-35,1853,1856,-3.312,-3.769,0.457,-1.844,-1.462,-1.469,-2.308,0.839,2002
Mark Madsen,2058,11.0,10-15,1263,1267,0.263,-0.099,0.362,-2.945,-0.641,3.207,0.542,2.665,2002
Hakeem Olajuwon,165,22.53,20-25,2711,2711,-1.857,-2.218,0.362,-2.917,-1.601,1.061,-0.617,1.678,2002
Bryce Drew,1724,12.65,10-15,1444,1452,-0.446,-0.776,0.33,-2.945,-0.641,2.499,-0.135,2.634,2002
Travis Best,696,23.65,20-25,3267,3260,-0.361,-0.675,0.314,-2.917,-1.601,2.556,0.926,1.63,2002
Aaron Williams,1425,18.9,15-20,3724,3719,-1.96,-2.253,0.293,-2.747,-1.18,0.786,-1.073,1.86,2002
Kevin Ollie,1563,21.29,20-25,3422,3435,-1.674,-1.954,0.279,-2.917,-1.601,1.243,-0.353,1.596,2002
Darvin Ham,1032,17.24,15-20,2278,2295,-0.975,-1.242,0.267,-2.747,-1.18,1.772,-0.063,1.834,2002
Sam Mitchell,417,9.77,5-10,1452,1470,-0.468,-0.726,0.259,-1.88,-0.372,1.412,-0.354,1.766,2002
Avery Johnson,422,19.9,15-20,2501,2507,1.619,1.361,0.258,-2.747,-1.18,4.366,2.541,1.825,2002
Earl Watson,2248,15.08,15-20,1779,1801,-1.564,-1.711,0.147,-2.747,-1.18,1.183,-0.531,1.714,2002
Jason Williams,1715,34.43,30-35,4333,4343,-0.6,-0.726,0.127,-1.844,-1.462,1.244,0.736,0.508,2002
Jonathan Bender,1886,21.11,20-25,3215,3229,-1.617,-1.692,0.075,-2.917,-1.601,1.301,-0.091,1.391,2002
Vladimir Radmanovic,2209,20.25,20-25,2524,2528,-2.263,-2.323,0.06,-2.917,-1.601,0.654,-0.722,1.376,2002
Clar. Weatherspoon,221,30.82,30-35,3254,3234,-0.127,-0.158,0.032,-1.844,-1.462,1.717,1.303,0.414,2002
Gilbert Arenas,2240,24.51,20-25,2351,2351,-1.665,-1.684,0.019,-2.917,-1.601,1.252,-0.083,1.336,2002
Predrag Drobnjak,1542,18.34,15-20,2240,2230,-1.007,-1.016,0.008,-2.747,-1.18,1.74,0.164,1.575,2002
Hubert Davis,93,24.15,20-25,2263,2259,-1.108,-1.116,0.008,-2.917,-1.601,1.81,0.485,1.324,2002
Oscar Torres,2351,16.57,15-20,1993,1984,-0.407,-0.371,-0.036,-2.747,-1.18,2.34,0.809,1.531,2002
Marcus Camby,948,34.79,30-35,1882,1888,-2.088,-2.052,-0.036,-1.844,-1.462,-0.245,-0.59,0.345,2002
Greg Buckner,1761,20.11,20-25,1940,1948,-1.356,-1.287,-0.069,-2.917,-1.601,1.561,0.314,1.247,2002
Dana Barros,344,20.21,20-25,1122,1125,-2.771,-2.684,-0.087,-2.917,-1.601,0.146,-1.083,1.229,2002
Michael Dickerson,1722,31.39,30-35,260,254,-2.813,-2.712,-0.1,-1.844,-1.462,-0.969,-1.251,0.281,2002
Ricky Davis,1729,23.85,20-25,3693,3691,-0.431,-0.32,-0.111,-2.917,-1.601,2.486,1.281,1.205,2002
Brian Skinner,1730,17.04,15-20,2088,2092,-1.646,-1.526,-0.12,-2.747,-1.18,1.101,-0.347,1.447,2002
Slava Medvedenko,2098,10.22,10-15,1444,1464,-1.24,-1.118,-0.122,-2.945,-0.641,1.705,-0.477,2.181,2002
Chris Mills,168,18.72,15-20,2370,2357,-0.497,-0.336,-0.162,-2.747,-1.18,2.249,0.844,1.405,2002
Hanno Mottola,2069,16.69,15-20,2609,2643,0.265,0.442,-0.177,-2.747,-1.18,3.012,1.622,1.39,2002
Eddie Robinson,1944,22.49,20-25,1261,1264,-1.051,-0.871,-0.18,-2.917,-1.601,1.867,0.73,1.137,2002
Corey Maggette,1894,25.66,25-30,3072,3080,-0.856,-0.674,-0.182,-2.308,-1.412,1.452,0.737,0.715,2002
Joe Johnson,2207,24.89,20-25,3639,3642,-2.117,-1.934,-0.183,-2.917,-1.601,0.8,-0.333,1.134,2002
David Wesley,133,37.17,35-40,5401,5404,-0.793,-0.595,-0.198,-0.551,-1.549,-0.241,0.954,-1.195,2002
Elden Campbell,922,28.03,25-30,4472,4477,-0.676,-0.471,-0.205,-2.308,-1.412,1.633,0.941,0.692,2002
Tyrone Hill,238,31.13,30-35,1500,1486,-2.055,-1.82,-0.235,-1.844,-1.462,-0.212,-0.358,0.147,2002
Al Harrington,1733,29.76,25-30,2525,2516,-1.887,-1.635,-0.253,-2.308,-1.412,0.421,-0.223,0.644,2002
Olumide Oyedeji,2071,6.18,5-10,439,445,-1.001,-0.709,-0.292,-1.88,-0.372,0.879,-0.337,1.215,2002
Chris Childs,164,22.88,20-25,3175,3184,-3.154,-2.853,-0.301,-2.917,-1.601,-0.236,-1.252,1.016,2002
Chris Dudley,201,7.6,5-10,604,606,-1.122,-0.794,-0.327,-1.88,-0.372,0.758,-0.422,1.18,2002
Jeff Foster,1902,21.76,20-25,3540,3566,-2.519,-2.185,-0.333,-2.917,-1.601,0.399,-0.584,0.983,2002
Isaiah Rider,375,17.37,15-20,323,322,-3.209,-2.829,-0.379,-2.747,-1.18,-0.462,-1.65,1.188,2002
Lorenzen Wright,953,29.09,25-30,2368,2373,-1.809,-1.426,-0.384,-2.308,-1.412,0.499,-0.014,0.513,2002
Trenton Hassell,2239,28.66,25-30,4197,4197,1.206,1.627,-0.421,-2.308,-1.412,3.514,3.039,0.476,2002
Brevin Knight,1510,21.69,20-25,2189,2174,-2.887,-2.463,-0.424,-2.917,-1.601,0.031,-0.862,0.892,2002
