Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
Kyle Lowry,200768,34.49,30-35,4929,4923,4.16,-2.617,6.776,-1.287,-2.223,5.447,-0.394,5.841,2015
Kentavious Caldwell-Pope,203484,31.55,30-35,5010,5006,5.051,-1.608,6.659,-1.287,-2.223,6.339,0.615,5.723,2015
LaMarcus Aldridge,200746,35.37,35-40,5288,5246,4.938,-1.688,6.626,-0.402,-1.89,5.34,0.202,5.138,2015
Damian Lillard,203081,35.67,35-40,6084,6057,6.471,-0.105,6.577,-0.402,-1.89,6.873,1.785,5.088,2015
Monta Ellis,101145,33.74,30-35,5797,5786,4.876,-1.497,6.373,-1.287,-2.223,6.164,0.726,5.438,2015
Wesley Matthews,202083,33.74,30-35,3968,3938,1.761,-4.522,6.283,-1.287,-2.223,3.048,-2.299,5.347,2015
Markieff Morris,202693,31.47,30-35,5163,5135,2.21,-4.061,6.271,-1.287,-2.223,3.497,-1.838,5.335,2015
Matt Barnes,2440,29.88,25-30,5327,5326,3.085,-2.98,6.064,-2.065,-2.014,5.149,-0.966,6.115,2015
Bradley Beal,203078,33.45,30-35,4825,4813,3.542,-2.52,6.062,-1.287,-2.223,4.829,-0.297,5.126,2015
Jrue Holiday,201950,32.58,30-35,2640,2636,2.617,-3.282,5.899,-1.287,-2.223,3.904,-1.059,4.963,2015
Anthony Morrow,201627,24.4,20-25,3595,3573,4.281,-1.611,5.891,-2.089,-1.566,6.37,-0.044,6.414,2015
JJ Redick,200755,30.89,30-35,5886,5851,2.347,-3.509,5.855,-1.287,-2.223,3.634,-1.286,4.92,2015
J.J. Barea,200826,17.68,15-20,2968,2982,4.484,-1.327,5.811,-2.808,-1.794,7.291,0.467,6.824,2015
Thabo Sefolosha,200757,18.76,15-20,1849,1877,1.403,-4.39,5.793,-2.808,-1.794,4.211,-2.595,6.806,2015
George Hill,201588,29.47,25-30,2428,2417,3.337,-2.433,5.77,-2.065,-2.014,5.402,-0.419,5.821,2015
Mike Dunleavy,2399,29.17,25-30,4251,4237,2.145,-3.573,5.719,-2.065,-2.014,4.21,-1.559,5.769,2015
Kevin Durant,201142,33.8,30-35,1813,1796,1.872,-3.838,5.711,-1.287,-2.223,3.16,-1.616,4.775,2015
Jimmy Butler,202710,38.67,35-40,5801,5754,4.31,-1.315,5.625,-0.402,-1.89,4.712,0.575,4.137,2015
Manu Ginobili,1938,22.67,20-25,3355,3344,2.332,-3.26,5.592,-2.089,-1.566,4.421,-1.693,6.114,2015
Ben McLemore,203463,32.56,30-35,5279,5282,3.294,-2.228,5.522,-1.287,-2.223,4.581,-0.005,4.586,2015
Chandler Parsons,202718,33.12,30-35,4388,4380,3.986,-1.465,5.452,-1.287,-2.223,5.274,0.758,4.516,2015
Eric Bledsoe,202339,34.56,30-35,5584,5573,2.896,-2.519,5.415,-1.287,-2.223,4.183,-0.296,4.479,2015
Tyreke Evans,201936,34.05,30-35,5367,5341,4.891,-0.499,5.39,-1.287,-2.223,6.178,1.724,4.454,2015
Ty Lawson,201951,35.54,35-40,5345,5325,5.988,0.61,5.378,-0.402,-1.89,6.39,2.5,3.89,2015
Marcin Gortat,101162,29.91,25-30,5377,5357,2.205,-3.103,5.309,-2.065,-2.014,4.27,-1.089,5.359,2015
Michael Kidd-Gilchrist,203077,28.86,25-30,3047,3075,0.011,-5.25,5.261,-2.065,-2.014,2.076,-3.236,5.312,2015
Derrick Favors,202324,30.81,30-35,4279,4276,2.897,-2.362,5.259,-1.287,-2.223,4.184,-0.14,4.323,2015
DeMarcus Cousins,202326,34.12,30-35,4028,4004,1.462,-3.794,5.257,-1.287,-2.223,2.75,-1.571,4.321,2015
Lou Williams,101150,25.19,25-30,4095,4070,4.777,-0.468,5.245,-2.065,-2.014,6.842,1.546,5.296,2015
Deron Williams,101114,31.09,30-35,4430,4447,3.668,-1.573,5.241,-1.287,-2.223,4.955,0.65,4.306,2015
Zaza Pachulia,2585,23.69,20-25,3604,3579,1.819,-3.414,5.233,-2.089,-1.566,3.908,-1.848,5.756,2015
Robert Covington,203496,27.94,25-30,3858,3847,3.981,-1.25,5.231,-2.065,-2.014,6.046,0.764,5.282,2015
Derrick Rose,201565,30.0,25-30,3830,3803,1.559,-3.657,5.215,-2.065,-2.014,3.623,-1.642,5.266,2015
Iman Shumpert,202697,24.91,20-25,4173,4197,1.368,-3.836,5.204,-2.089,-1.566,3.457,-2.27,5.727,2015
Isaiah Thomas,202738,25.76,25-30,3722,3707,4.516,-0.682,5.198,-2.065,-2.014,6.581,1.333,5.248,2015
CJ Miles,101139,26.3,25-30,3620,3602,1.761,-3.366,5.127,-2.065,-2.014,3.826,-1.352,5.178,2015
Andre Iguodala,2738,26.86,25-30,5402,5391,2.656,-2.327,4.983,-2.065,-2.014,4.721,-0.313,5.034,2015
Mike Conley,201144,31.79,30-35,4650,4630,2.434,-2.505,4.94,-1.287,-2.223,3.722,-0.282,4.004,2015
Ricky Rubio,201937,31.46,30-35,1391,1378,0.099,-4.833,4.932,-1.287,-2.223,1.386,-2.61,3.996,2015
Tim Duncan,1495,28.92,25-30,4738,4712,1.19,-3.732,4.923,-2.065,-2.014,3.255,-1.718,4.973,2015
Trevor Ariza,2772,35.73,35-40,7211,7205,2.49,-2.424,4.914,-0.402,-1.89,2.892,-0.534,3.425,2015
Anthony Tolliver,201229,18.85,15-20,2806,2799,3.421,-1.445,4.866,-2.808,-1.794,6.228,0.35,5.879,2015
Elfrid Payton,203901,30.35,30-35,4853,4886,3.971,-0.89,4.861,-1.287,-2.223,5.258,1.333,3.925,2015
Marc Gasol,201188,33.17,30-35,5869,5847,3.52,-1.324,4.845,-1.287,-2.223,4.808,0.899,3.909,2015
Marcus Smart,203935,26.99,25-30,3720,3760,2.729,-2.111,4.839,-2.065,-2.014,4.794,-0.096,4.89,2015
Tristan Thompson,202684,26.76,25-30,5471,5521,3.46,-1.36,4.821,-2.065,-2.014,5.525,0.654,4.871,2015
Kelly Olynyk,203482,22.24,20-25,2948,2904,2.894,-1.844,4.737,-2.089,-1.566,4.983,-0.277,5.26,2015
Nikola Mirotic,202703,20.17,20-25,3480,3471,3.202,-1.517,4.718,-2.089,-1.566,5.291,0.049,5.241,2015
Kevin Love,201567,33.76,30-35,5081,5038,3.018,-1.687,4.704,-1.287,-2.223,4.305,0.536,3.769,2015
Blake Griffin,201933,35.16,35-40,5786,5775,3.713,-0.91,4.623,-0.402,-1.89,4.115,0.98,3.135,2015
Timofey Mozgov,202389,25.25,25-30,4983,4976,0.463,-4.151,4.614,-2.065,-2.014,2.527,-2.137,4.664,2015
Darren Collison,201954,34.77,30-35,3103,3104,1.077,-3.363,4.44,-1.287,-2.223,2.364,-1.14,3.504,2015
Joe Johnson,2207,34.89,30-35,5765,5757,4.261,-0.174,4.435,-1.287,-2.223,5.548,2.049,3.499,2015
Dwight Howard,2730,29.82,25-30,3630,3639,0.233,-4.159,4.392,-2.065,-2.014,2.298,-2.145,4.443,2015
Cody Zeller,203469,23.98,20-25,2834,2835,1.925,-2.45,4.375,-2.089,-1.566,4.014,-0.884,4.897,2015
Al-Farouq Aminu,202329,18.46,15-20,3009,3050,0.648,-3.677,4.325,-2.808,-1.794,3.456,-1.882,5.338,2015
Pau Gasol,2200,34.37,30-35,5809,5755,1.863,-2.322,4.185,-1.287,-2.223,3.15,-0.099,3.249,2015
DeMarre Carroll,201960,31.26,30-35,5383,5414,2.366,-1.811,4.176,-1.287,-2.223,3.653,0.412,3.241,2015
Jonas Jerebko,201973,16.4,15-20,2508,2507,1.031,-3.113,4.144,-2.808,-1.794,3.839,-1.319,5.158,2015
Jared Dudley,201162,23.84,20-25,3545,3544,0.959,-3.183,4.142,-2.089,-1.566,3.048,-1.617,4.665,2015
Lavoy Allen,202730,16.98,15-20,2055,2050,1.506,-2.555,4.062,-2.808,-1.794,4.314,-0.761,5.075,2015
Dirk Nowitzki,1717,29.63,25-30,4864,4805,3.725,-0.28,4.005,-2.065,-2.014,5.789,1.734,4.055,2015
Gerald Henderson,201945,28.94,25-30,4414,4427,1.375,-2.551,3.926,-2.065,-2.014,3.44,-0.537,3.976,2015
Chris Bosh,2547,35.36,35-40,2925,2919,2.235,-1.685,3.92,-0.402,-1.89,2.637,0.205,2.432,2015
Rudy Gay,200752,35.42,35-40,4773,4758,5.181,1.297,3.883,-0.402,-1.89,5.583,3.188,2.395,2015
James Johnson,201949,19.57,15-20,2657,2678,1.31,-2.566,3.875,-2.808,-1.794,4.117,-0.771,4.888,2015
Patty Mills,201988,15.71,15-20,1813,1815,-0.216,-4.04,3.824,-2.808,-1.794,2.592,-2.245,4.837,2015
Tyson Chandler,2199,30.48,30-35,4828,4819,0.819,-2.994,3.813,-1.287,-2.223,2.106,-0.771,2.878,2015
Greg Monroe,202328,30.97,30-35,4099,4086,1.335,-2.477,3.812,-1.287,-2.223,2.622,-0.254,2.877,2015
Jae Crowder,203109,20.08,20-25,3455,3461,2.983,-0.816,3.799,-2.089,-1.566,5.072,0.75,4.322,2015
Wayne Ellington,201961,25.76,25-30,3220,3230,0.643,-3.092,3.735,-2.065,-2.014,2.708,-1.078,3.786,2015
Giannis Antetokounmpo,203507,31.37,30-35,5248,5265,1.807,-1.864,3.671,-1.287,-2.223,3.094,0.359,2.735,2015
Danilo Gallinari,201568,24.17,20-25,2819,2817,2.463,-1.189,3.652,-2.089,-1.566,4.553,0.378,4.175,2015
CJ McCollum,203468,15.7,15-20,2254,2245,0.443,-3.207,3.65,-2.808,-1.794,3.251,-1.412,4.663,2015
Alan Anderson,101187,23.57,20-25,3675,3679,0.263,-3.348,3.611,-2.089,-1.566,2.353,-1.781,4.134,2015
Reggie Jackson,202704,29.46,25-30,4358,4353,2.378,-1.222,3.6,-2.065,-2.014,4.442,0.792,3.65,2015
Andre Roberson,203460,19.2,15-20,2563,2599,-0.726,-4.289,3.563,-2.808,-1.794,2.081,-2.495,4.576,2015
Victor Oladipo,203506,35.73,35-40,5025,5018,3.788,0.233,3.555,-0.402,-1.89,4.19,2.123,2.066,2015
Avery Bradley,202340,31.53,30-35,5115,5106,1.026,-2.529,3.555,-1.287,-2.223,2.313,-0.306,2.619,2015
Tiago Splitter,201168,19.8,15-20,2238,2248,0.072,-3.451,3.524,-2.808,-1.794,2.88,-1.657,4.537,2015
Dwyane Wade,2548,31.79,30-35,3728,3716,3.379,-0.121,3.5,-1.287,-2.223,4.666,2.102,2.564,2015
Al Horford,201143,30.5,30-35,5549,5562,0.891,-2.599,3.49,-1.287,-2.223,2.178,-0.376,2.554,2015
Kosta Koufos,201585,16.65,15-20,2796,2834,-0.037,-3.488,3.451,-2.808,-1.794,2.77,-1.694,4.464,2015
Cory Joseph,202709,18.27,15-20,2800,2798,0.418,-2.996,3.415,-2.808,-1.794,3.226,-1.202,4.428,2015
Harrison Barnes,203084,28.27,25-30,6076,6099,0.633,-2.761,3.394,-2.065,-2.014,2.698,-0.747,3.445,2015
Jeff Teague,201952,30.52,30-35,5426,5423,0.971,-2.372,3.343,-1.287,-2.223,2.258,-0.15,2.407,2015
Kenneth Faried,202702,27.81,25-30,4129,4122,2.8,-0.487,3.288,-2.065,-2.014,4.865,1.527,3.338,2015
Nicolas Batum,201587,33.52,30-35,5077,5058,1.726,-1.528,3.254,-1.287,-2.223,3.013,0.695,2.318,2015
Patrick Patterson,202335,26.62,25-30,4320,4302,3.23,-0.004,3.234,-2.065,-2.014,5.295,2.01,3.285,2015
Langston Galloway,204038,32.39,30-35,2769,2771,1.673,-1.545,3.219,-1.287,-2.223,2.961,0.678,2.283,2015
Goran Dragic,201609,33.85,30-35,5242,5229,2.867,-0.302,3.169,-1.287,-2.223,4.154,1.921,2.233,2015
JR Smith,2747,29.71,25-30,5028,5029,1.524,-1.639,3.163,-2.065,-2.014,3.589,0.375,3.214,2015
Mo Williams,2590,29.12,25-30,3893,3884,1.612,-1.509,3.12,-2.065,-2.014,3.676,0.505,3.171,2015
Otto Porter Jr.,203490,19.35,15-20,3351,3376,2.544,-0.556,3.1,-2.808,-1.794,5.351,1.238,4.113,2015
Aaron Brooks,201166,22.98,20-25,3866,3849,2.724,-0.331,3.055,-2.089,-1.566,4.813,1.236,3.578,2015
Dante Exum,203957,22.16,20-25,3373,3380,1.254,-1.76,3.014,-2.089,-1.566,3.343,-0.194,3.536,2015
DeMar DeRozan,201942,35.0,35-40,4349,4332,1.565,-1.433,2.997,-0.402,-1.89,1.966,0.457,1.509,2015
Boris Diaw,2564,24.5,20-25,4190,4186,1.577,-1.32,2.898,-2.089,-1.566,3.667,0.246,3.42,2015
Thaddeus Young,201152,32.03,30-35,5101,5106,0.753,-2.094,2.847,-1.287,-2.223,2.04,0.129,1.911,2015
Amir Johnson,101161,26.38,25-30,4000,4009,1.052,-1.748,2.8,-2.065,-2.014,3.117,0.266,2.851,2015
Ryan Anderson,201583,27.45,25-30,3397,3388,3.393,0.605,2.787,-2.065,-2.014,5.457,2.619,2.838,2015
Dante Cunningham,201967,25.03,25-30,3209,3237,0.737,-2.017,2.755,-2.065,-2.014,2.802,-0.003,2.805,2015
Wesley Johnson,202325,29.53,25-30,4372,4364,2.416,-0.319,2.734,-2.065,-2.014,4.48,1.696,2.785,2015
Brandon Knight,202688,32.3,30-35,4016,4012,1.292,-1.436,2.728,-1.287,-2.223,2.579,0.787,1.792,2015
Steve Blake,2581,18.88,15-20,3064,3063,1.49,-1.233,2.723,-2.808,-1.794,4.298,0.562,3.736,2015
Jared Sullinger,203096,27.01,25-30,3261,3234,1.144,-1.54,2.684,-2.065,-2.014,3.209,0.475,2.735,2015
Brandon Jennings,201943,28.61,25-30,2305,2293,-0.02,-2.663,2.643,-2.065,-2.014,2.045,-0.649,2.693,2015
Eric Gordon,201569,33.08,30-35,4095,4085,1.184,-1.368,2.552,-1.287,-2.223,2.471,0.855,1.616,2015
Jason Terry,1891,21.32,20-25,4377,4346,0.115,-2.433,2.547,-2.089,-1.566,2.204,-0.866,3.07,2015
Rodney Stuckey,201155,26.39,25-30,3603,3603,0.442,-2.084,2.525,-2.065,-2.014,2.506,-0.07,2.576,2015
Courtney Lee,201584,30.58,30-35,5173,5157,1.525,-0.944,2.469,-1.287,-2.223,2.812,1.279,1.533,2015
Evan Fournier,203095,28.64,25-30,3229,3234,1.027,-1.397,2.424,-2.065,-2.014,3.092,0.617,2.474,2015
Elijah Millsap,202407,19.65,15-20,1738,1744,-1.473,-3.896,2.423,-2.808,-1.794,1.334,-2.102,3.436,2015
Jeremy Lin,202391,25.77,25-30,3768,3765,1.427,-0.973,2.4,-2.065,-2.014,3.492,1.042,2.45,2015
Ronnie Price,101179,22.84,20-25,1929,1935,0.522,-1.871,2.393,-2.089,-1.566,2.611,-0.304,2.915,2015
Pero Antic,203544,16.46,15-20,2438,2437,-0.782,-3.164,2.383,-2.808,-1.794,2.026,-1.37,3.396,2015
Terrence Ross,203082,25.51,25-30,4205,4195,3.67,1.316,2.354,-2.065,-2.014,5.734,3.33,2.404,2015
Darrell Arthur,201589,17.03,15-20,1981,1993,-2.357,-4.662,2.306,-2.808,-1.794,0.451,-2.868,3.319,2015
Kevin Garnett,708,20.27,20-25,1813,1824,-0.993,-3.281,2.288,-2.089,-1.566,1.096,-1.715,2.811,2015
James Ennis III,203516,16.96,15-20,1973,1987,0.658,-1.597,2.255,-2.808,-1.794,3.466,0.197,3.268,2015
Corey Brewer,201147,26.09,25-30,5237,5241,1.425,-0.806,2.231,-2.065,-2.014,3.49,1.208,2.282,2015
Nikola Pekovic,201593,26.29,25-30,1593,1579,-1.209,-3.439,2.23,-2.065,-2.014,0.856,-1.424,2.281,2015
Andrew Wiggins,203952,36.2,35-40,5813,5791,4.341,2.169,2.172,-0.402,-1.89,4.743,4.059,0.684,2015
Richard Jefferson,2210,16.81,15-20,2565,2595,0.12,-1.996,2.117,-2.808,-1.794,2.928,-0.202,3.13,2015
Luis Scola,2449,20.48,20-25,3260,3260,1.168,-0.912,2.08,-2.089,-1.566,3.257,0.655,2.603,2015
Sergey Karasev,203508,16.82,15-20,1072,1079,-0.97,-3.049,2.079,-2.808,-1.794,1.838,-1.255,3.092,2015
Joakim Noah,201149,30.58,30-35,4632,4638,0.604,-1.454,2.058,-1.287,-2.223,1.891,0.769,1.122,2015
David West,2561,28.72,25-30,3662,3648,0.08,-1.973,2.054,-2.065,-2.014,2.145,0.041,2.104,2015
Andrew Bogut,101106,23.62,20-25,4056,4057,-1.405,-3.457,2.052,-2.089,-1.566,0.685,-1.891,2.575,2015
P.J. Tucker,200782,30.56,30-35,4710,4705,0.462,-1.565,2.028,-1.287,-2.223,1.749,0.657,1.092,2015
Tony Snell,203503,19.61,15-20,2967,2977,-0.151,-2.162,2.011,-2.808,-1.794,2.657,-0.367,3.024,2015
Shaun Livingston,2733,18.82,15-20,3648,3667,0.183,-1.796,1.979,-2.808,-1.794,2.99,-0.002,2.992,2015
Paul Pierce,1718,26.21,25-30,4303,4273,-0.054,-2.022,1.968,-2.065,-2.014,2.011,-0.008,2.019,2015
Nick Collison,2555,16.68,15-20,2173,2174,-0.768,-2.678,1.909,-2.808,-1.794,2.039,-0.883,2.922,2015
Arron Afflalo,201167,32.07,30-35,5023,5008,0.944,-0.964,1.907,-1.287,-2.223,2.231,1.259,0.972,2015
Jusuf Nurkic,203994,17.79,15-20,2223,2227,-1.27,-3.169,1.9,-2.808,-1.794,1.538,-1.375,2.913,2015
Andre Drummond,203083,30.51,30-35,4838,4841,1.81,-0.084,1.893,-1.287,-2.223,3.097,2.139,0.958,2015
Nene,2403,25.28,25-30,3745,3736,-0.916,-2.798,1.882,-2.065,-2.014,1.148,-0.784,1.932,2015
Marvin Williams,101107,26.09,25-30,3929,3927,0.725,-1.123,1.847,-2.065,-2.014,2.789,0.891,1.898,2015
Rudy Gobert,203497,26.32,25-30,4059,4073,-1.25,-3.07,1.82,-2.065,-2.014,0.815,-1.055,1.87,2015
Patrick Beverley,201976,30.83,30-35,3405,3417,-0.365,-2.176,1.811,-1.287,-2.223,0.922,0.047,0.875,2015
O.J. Mayo,201564,23.91,20-25,3614,3618,0.833,-0.933,1.766,-2.089,-1.566,2.923,0.634,2.289,2015
Nick Calathes,201979,14.45,10-15,1813,1837,-2.256,-4.017,1.76,-3.0,-1.066,0.744,-2.951,3.695,2015
Jamal Crawford,2037,26.61,25-30,4166,4145,2.443,0.692,1.751,-2.065,-2.014,4.507,2.706,1.802,2015
Quincy Pondexter,202347,23.91,20-25,3648,3646,0.118,-1.624,1.743,-2.089,-1.566,2.207,-0.058,2.266,2015
Tony Parker,2225,28.71,25-30,4191,4202,1.042,-0.687,1.729,-2.065,-2.014,3.107,1.327,1.78,2015
Kemba Walker,202689,34.17,30-35,4011,4005,0.752,-0.967,1.719,-1.287,-2.223,2.039,1.256,0.784,2015
Matthew Dellavedova,203521,20.6,20-25,3482,3509,-0.173,-1.832,1.659,-2.089,-1.566,1.917,-0.265,2.182,2015
Marcus Morris Sr.,202694,25.25,25-30,4075,4070,2.017,0.384,1.632,-2.065,-2.014,4.081,2.399,1.683,2015
Mitch McGary,203956,15.15,15-20,999,997,-0.929,-2.547,1.619,-2.808,-1.794,1.879,-0.753,2.632,2015
Will Barton,203115,16.96,15-20,1938,1956,-0.878,-2.487,1.609,-2.808,-1.794,1.93,-0.693,2.622,2015
Roy Hibbert,201579,25.35,25-30,3643,3633,-0.346,-1.948,1.601,-2.065,-2.014,1.718,0.066,1.652,2015
Evan Turner,202323,27.56,25-30,4666,4670,0.261,-1.339,1.6,-2.065,-2.014,2.325,0.675,1.65,2015
Aron Baynes,203382,16.03,15-20,2298,2308,-1.448,-3.024,1.575,-2.808,-1.794,1.359,-1.229,2.588,2015
Trey Burke,203504,30.1,30-35,4330,4316,1.593,0.093,1.5,-1.287,-2.223,2.88,2.316,0.564,2015
Al Jefferson,2744,30.64,30-35,3795,3769,0.277,-1.209,1.486,-1.287,-2.223,1.564,1.014,0.55,2015
Kevin Martin,2755,33.4,30-35,2568,2560,1.385,-0.073,1.458,-1.287,-2.223,2.672,2.149,0.522,2015
Terrence Jones,203093,26.95,25-30,2631,2633,-1.475,-2.928,1.454,-2.065,-2.014,0.59,-0.914,1.504,2015
Tyler Hansbrough,201946,14.29,10-15,2099,2112,0.126,-1.316,1.441,-3.0,-1.066,3.126,-0.25,3.376,2015
Mirza Teletovic,203141,22.31,20-25,1746,1744,-2.184,-3.625,1.441,-2.089,-1.566,-0.095,-2.058,1.964,2015
Kobe Bryant,977,34.48,30-35,2386,2381,0.54,-0.885,1.425,-1.287,-2.223,1.828,1.338,0.489,2015
Donatas Motiejunas,202700,28.69,25-30,4020,4024,-0.355,-1.776,1.421,-2.065,-2.014,1.71,0.238,1.471,2015
Rodney Hood,203918,21.29,20-25,2000,2007,-0.891,-2.299,1.408,-2.089,-1.566,1.198,-0.732,1.93,2015
Vince Carter,1713,16.53,15-20,2456,2464,-0.529,-1.896,1.367,-2.808,-1.794,2.278,-0.102,2.38,2015
Henry Walker,201611,26.15,25-30,1212,1207,-1.794,-3.159,1.365,-2.065,-2.014,0.271,-1.144,1.415,2015
Drew Gooden,2400,16.94,15-20,1988,1983,-0.664,-2.025,1.36,-2.808,-1.794,2.143,-0.23,2.374,2015
Andre Miller,1889,15.47,15-20,2382,2385,1.408,0.068,1.34,-2.808,-1.794,4.216,1.863,2.353,2015
Tyler Zeller,203092,21.11,20-25,3612,3632,0.164,-1.138,1.301,-2.089,-1.566,2.253,0.429,1.824,2015
Marreese Speights,201578,15.88,15-20,2649,2635,0.478,-0.793,1.271,-2.808,-1.794,3.286,1.002,2.284,2015
Robin Lopez,201577,27.76,25-30,3401,3414,-1.354,-2.613,1.258,-2.065,-2.014,0.71,-0.598,1.309,2015
Shabazz Napier,203894,19.83,15-20,1890,1880,-0.883,-2.123,1.241,-2.808,-1.794,1.925,-0.329,2.254,2015
David Lee,101135,18.46,15-20,2033,2050,0.42,-0.82,1.24,-2.808,-1.794,3.227,0.974,2.253,2015
Devin Harris,2734,22.17,20-25,3488,3492,1.192,-0.042,1.233,-2.089,-1.566,3.281,1.525,1.756,2015
Nick Young,201156,23.81,20-25,1942,1948,-0.359,-1.574,1.214,-2.089,-1.566,1.73,-0.007,1.737,2015
Chris Johnson,203187,18.16,15-20,1055,1056,-0.856,-1.995,1.138,-2.808,-1.794,1.952,-0.2,2.152,2015
Joel Freeland,200777,12.85,10-15,1210,1219,-1.195,-2.309,1.114,-3.0,-1.066,1.805,-1.243,3.048,2015
Trevor Booker,202344,19.8,15-20,2936,2934,0.575,-0.508,1.082,-2.808,-1.794,3.382,1.287,2.095,2015
Vander Blue,203505,36.86,35-40,152,151,-1.678,-2.724,1.047,-0.402,-1.89,-1.276,-0.834,-0.442,2015
Steven Adams,203500,25.29,25-30,3437,3440,-1.421,-2.46,1.039,-2.065,-2.014,0.643,-0.446,1.089,2015
Mario Chalmers,201596,29.6,25-30,4499,4488,0.257,-0.78,1.038,-2.065,-2.014,2.322,1.234,1.088,2015
Reggie Evans,2501,16.25,15-20,1468,1455,-0.846,-1.881,1.035,-2.808,-1.794,1.961,-0.087,2.048,2015
Josh Smith,2746,27.72,25-30,5481,5465,-1.36,-2.355,0.994,-2.065,-2.014,0.705,-0.34,1.045,2015
Jerryd Bayless,201573,22.3,20-25,3533,3554,-0.302,-1.261,0.959,-2.089,-1.566,1.787,0.305,1.482,2015
C.J. Watson,201228,24.95,20-25,2797,2791,0.096,-0.851,0.947,-2.089,-1.566,2.185,0.715,1.47,2015
Enes Freedom,202683,28.48,25-30,4154,4131,2.8,1.92,0.88,-2.065,-2.014,4.865,3.934,0.931,2015
Chris Copeland,203142,16.55,15-20,1591,1584,-0.744,-1.624,0.88,-2.808,-1.794,2.063,0.171,1.893,2015
Jerami Grant,203924,21.18,20-25,2755,2762,-0.484,-1.362,0.878,-2.089,-1.566,1.606,0.205,1.401,2015
Pablo Prigioni,203143,17.86,15-20,2937,2928,-0.766,-1.643,0.877,-2.808,-1.794,2.042,0.151,1.89,2015
Marco Belinelli,201158,22.39,20-25,2901,2902,1.49,0.63,0.859,-2.089,-1.566,3.579,2.197,1.382,2015
Solomon Hill,203524,29.04,25-30,4546,4574,0.932,0.08,0.852,-2.065,-2.014,2.997,2.094,0.903,2015
Shelvin Mack,202714,15.14,15-20,1791,1792,-0.136,-0.983,0.848,-2.808,-1.794,2.672,0.811,1.861,2015
Gerald Green,101123,19.54,15-20,2912,2908,1.224,0.414,0.81,-2.808,-1.794,4.032,2.208,1.823,2015
Tobias Harris,202699,34.84,30-35,4598,4586,0.523,-0.277,0.8,-1.287,-2.223,1.81,1.945,-0.135,2015
