Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
DeAndre Jordan,201599,33.74,30-35,5540,5563,3.737,-1.48,5.216,-0.84,-1.909,4.576,0.429,4.147,2016
Serge Ibaka,201586,32.06,30-35,6253,6244,3.986,-1.174,5.159,-0.84,-1.909,4.825,0.735,4.09,2016
Klay Thompson,202691,33.33,30-35,7277,7241,3.519,-1.601,5.12,-0.84,-1.909,4.358,0.308,4.05,2016
James Harden,201935,38.11,35-40,6732,6683,4.886,-0.172,5.058,-0.015,-1.829,4.901,1.656,3.245,2016
CJ McCollum,203468,34.75,30-35,6447,6439,3.501,-1.534,5.035,-0.84,-1.909,4.34,0.375,3.965,2016
Victor Oladipo,203506,33.05,30-35,4732,4744,3.573,-1.438,5.011,-0.84,-1.909,4.413,0.471,3.942,2016
Paul Millsap,200794,32.68,30-35,6047,6022,3.249,-1.753,5.002,-0.84,-1.909,4.089,0.156,3.933,2016
Tim Duncan,1495,25.19,25-30,3416,3402,0.666,-4.283,4.949,-1.461,-1.662,2.127,-2.621,4.748,2016
John Wall,202322,36.16,35-40,5691,5669,3.883,-0.94,4.823,-0.015,-1.829,3.899,0.889,3.01,2016
LaMarcus Aldridge,200746,30.55,30-35,5059,5056,2.711,-2.081,4.792,-0.84,-1.909,3.551,-0.172,3.722,2016
Dirk Nowitzki,1717,31.51,30-35,4906,4815,3.517,-1.24,4.758,-0.84,-1.909,4.357,0.669,3.688,2016
Goran Dragic,201609,32.81,30-35,5476,5445,2.094,-2.66,4.754,-0.84,-1.909,2.934,-0.751,3.685,2016
Marcus Morris Sr.,202694,35.71,35-40,5893,5857,3.476,-1.207,4.683,-0.015,-1.829,3.491,0.622,2.87,2016
Rudy Gobert,203497,31.67,30-35,3582,3592,1.052,-3.598,4.65,-0.84,-1.909,1.892,-1.689,3.58,2016
Damian Lillard,203081,35.68,35-40,6280,6263,5.067,0.451,4.617,-0.015,-1.829,5.083,2.279,2.803,2016
Jimmy Butler,202710,36.92,35-40,4860,4834,3.033,-1.55,4.583,-0.015,-1.829,3.049,0.278,2.77,2016
Mike Conley,201144,31.44,30-35,3350,3344,2.021,-2.525,4.547,-0.84,-1.909,2.861,-0.616,3.477,2016
Avery Bradley,202340,33.37,30-35,5248,5259,4.687,0.165,4.522,-0.84,-1.909,5.527,2.074,3.453,2016
Jae Crowder,203109,31.62,30-35,5143,5137,1.85,-2.641,4.491,-0.84,-1.909,2.69,-0.731,3.421,2016
Danny Green,201980,26.1,25-30,4540,4530,1.272,-3.209,4.481,-1.461,-1.662,2.733,-1.547,4.28,2016
Manu Ginobili,1938,19.55,15-20,2669,2663,0.481,-3.931,4.412,-1.905,-1.58,2.386,-2.352,4.738,2016
Patrick Patterson,202335,25.56,25-30,4925,4903,3.836,-0.447,4.283,-1.461,-1.662,5.298,1.216,4.082,2016
DeMarcus Cousins,202326,34.55,30-35,4710,4707,1.699,-2.568,4.267,-0.84,-1.909,2.539,-0.659,3.198,2016
Carmelo Anthony,2546,35.14,35-40,4896,4894,4.367,0.117,4.25,-0.015,-1.829,4.383,1.946,2.436,2016
Joe Johnson,2207,33.37,30-35,6218,6213,3.225,-0.95,4.175,-0.84,-1.909,4.065,0.959,3.105,2016
Patty Mills,201988,20.52,20-25,3649,3659,1.738,-2.314,4.052,-2.192,-1.839,3.93,-0.475,4.405,2016
JJ Redick,200755,27.96,25-30,4515,4481,1.302,-2.685,3.987,-1.461,-1.662,2.763,-1.022,3.785,2016
Wesley Matthews,202083,33.9,30-35,5383,5386,4.71,0.741,3.969,-0.84,-1.909,5.55,2.65,2.9,2016
Channing Frye,101112,17.13,15-20,2768,2759,1.283,-2.614,3.897,-1.905,-1.58,3.188,-1.034,4.223,2016
Andre Iguodala,2738,26.64,25-30,5118,5117,1.825,-1.958,3.783,-1.461,-1.662,3.286,-0.295,3.582,2016
Isaiah Thomas,202738,32.25,30-35,5912,5856,3.587,-0.192,3.779,-0.84,-1.909,4.426,1.717,2.71,2016
Eric Bledsoe,202339,34.15,30-35,2199,2188,0.553,-3.13,3.682,-0.84,-1.909,1.392,-1.221,2.613,2016
Gordon Hayward,202330,36.16,35-40,5440,5428,3.223,-0.335,3.558,-0.015,-1.829,3.239,1.493,1.745,2016
Tristan Thompson,202684,27.67,25-30,5565,5567,1.656,-1.802,3.458,-1.461,-1.662,3.117,-0.139,3.256,2016
Pau Gasol,2200,31.82,30-35,4540,4510,1.525,-1.919,3.444,-0.84,-1.909,2.365,-0.01,2.375,2016
Rodney Hood,203918,32.16,30-35,4683,4663,3.116,-0.301,3.416,-0.84,-1.909,3.955,1.608,2.347,2016
Dennis Schroder,203471,20.26,20-25,3560,3576,0.587,-2.827,3.414,-2.192,-1.839,2.779,-0.988,3.767,2016
JR Smith,2747,30.68,30-35,5937,5934,3.284,-0.072,3.356,-0.84,-1.909,4.124,1.837,2.287,2016
Ricky Rubio,201937,30.56,30-35,4586,4603,1.226,-2.111,3.337,-0.84,-1.909,2.065,-0.202,2.267,2016
Brook Lopez,201572,33.65,30-35,4857,4827,1.313,-2.009,3.322,-0.84,-1.909,2.152,-0.1,2.252,2016
Andrew Wiggins,203952,35.12,35-40,5641,5632,2.904,-0.403,3.307,-0.015,-1.829,2.919,1.425,1.494,2016
Patrick Beverley,201976,28.74,25-30,4347,4344,1.486,-1.594,3.079,-1.461,-1.662,2.947,0.069,2.878,2016
Tony Snell,203503,20.33,20-25,2566,2571,-1.818,-4.825,3.006,-2.192,-1.839,0.374,-2.986,3.359,2016
Omri Casspi,201956,27.25,25-30,3923,3950,1.55,-1.422,2.972,-1.461,-1.662,3.011,0.24,2.771,2016
Clint Capela,203991,19.1,15-20,3079,3081,0.46,-2.477,2.936,-1.905,-1.58,2.365,-0.897,3.262,2016
Ryan Anderson,201583,30.43,30-35,4052,4047,2.981,0.07,2.911,-0.84,-1.909,3.82,1.979,1.842,2016
Luol Deng,2736,32.35,30-35,5591,5592,1.064,-1.837,2.901,-0.84,-1.909,1.904,0.072,1.831,2016
Al Horford,201143,32.09,30-35,5944,5965,0.979,-1.892,2.871,-0.84,-1.909,1.819,0.018,1.801,2016
Gorgui Dieng,203476,27.07,25-30,4379,4371,1.774,-1.062,2.836,-1.461,-1.662,3.236,0.6,2.635,2016
Kelly Olynyk,203482,20.22,20-25,2950,2912,-0.957,-3.769,2.811,-2.192,-1.839,1.235,-1.93,3.165,2016
DeMar DeRozan,201942,35.95,35-40,6797,6788,3.205,0.396,2.81,-0.015,-1.829,3.221,2.224,0.997,2016
Giannis Antetokounmpo,203507,35.29,35-40,5546,5557,3.043,0.256,2.786,-0.015,-1.829,3.058,2.085,0.973,2016
Jrue Holiday,201950,28.17,25-30,3691,3701,1.894,-0.884,2.778,-1.461,-1.662,3.356,0.779,2.577,2016
Otto Porter Jr.,203490,30.34,30-35,4681,4670,1.358,-1.398,2.756,-0.84,-1.909,2.197,0.511,1.686,2016
Nikola Jokic,203999,21.66,20-25,3421,3416,-0.062,-2.817,2.755,-2.192,-1.839,2.131,-0.978,3.109,2016
Derrick Favors,202324,31.99,30-35,3728,3706,1.476,-1.276,2.752,-0.84,-1.909,2.316,0.634,1.682,2016
Steven Adams,203500,25.18,25-30,5095,5102,-0.21,-2.957,2.747,-1.461,-1.662,1.251,-1.295,2.546,2016
Nicolas Batum,201587,34.97,30-35,5134,5131,1.972,-0.749,2.721,-0.84,-1.909,2.812,1.16,1.651,2016
George Hill,201588,34.11,30-35,5460,5456,1.269,-1.444,2.713,-0.84,-1.909,2.109,0.465,1.643,2016
Michael Kidd-Gilchrist,203077,29.25,25-30,405,404,-1.343,-3.994,2.651,-1.461,-1.662,0.118,-2.331,2.45,2016
Matthew Dellavedova,203521,24.57,20-25,4047,4056,0.653,-1.963,2.616,-2.192,-1.839,2.845,-0.124,2.969,2016
Rudy Gay,200752,33.98,30-35,4921,4910,1.604,-0.999,2.603,-0.84,-1.909,2.444,0.91,1.534,2016
Solomon Hill,203524,14.68,10-15,2094,2107,1.079,-1.514,2.594,-1.931,-1.174,3.01,-0.34,3.35,2016
Shaun Livingston,2733,19.48,15-20,4043,4072,1.393,-1.192,2.585,-1.905,-1.58,3.299,0.388,2.911,2016
Andre Drummond,203083,32.91,30-35,5489,5470,0.414,-2.149,2.563,-0.84,-1.909,1.254,-0.24,1.494,2016
Monta Ellis,101145,33.75,30-35,5951,5971,1.072,-1.475,2.547,-0.84,-1.909,1.912,0.434,1.478,2016
Jeremy Lamb,203087,18.59,15-20,2481,2465,-1.045,-3.577,2.532,-1.905,-1.58,0.86,-1.998,2.858,2016
Tyreke Evans,201936,30.61,30-35,1468,1472,0.378,-2.148,2.526,-0.84,-1.909,1.218,-0.239,1.457,2016
Eric Gordon,201569,32.92,30-35,2988,2993,0.219,-2.289,2.509,-0.84,-1.909,1.059,-0.38,1.439,2016
Trevor Ariza,2772,35.3,35-40,6120,6103,3.26,0.751,2.508,-0.015,-1.829,3.275,2.58,0.695,2016
Danilo Gallinari,201568,34.69,30-35,3663,3661,1.239,-1.265,2.505,-0.84,-1.909,2.079,0.644,1.435,2016
Al-Farouq Aminu,202329,28.55,25-30,5447,5473,0.864,-1.631,2.495,-1.461,-1.662,2.325,0.032,2.293,2016
Iman Shumpert,202697,24.38,20-25,3227,3251,0.214,-2.265,2.479,-2.192,-1.839,2.407,-0.425,2.832,2016
Mario Chalmers,201596,22.5,20-25,2728,2704,-0.737,-3.197,2.46,-2.192,-1.839,1.456,-1.357,2.813,2016
David West,2561,18.0,15-20,3093,3093,0.207,-2.182,2.389,-1.905,-1.58,2.113,-0.602,2.715,2016
Boris Diaw,2564,18.23,15-20,3082,3075,0.099,-2.267,2.366,-1.905,-1.58,2.004,-0.687,2.692,2016
Marvin Williams,101107,28.87,25-30,5023,5008,1.793,-0.547,2.34,-1.461,-1.662,3.254,1.115,2.139,2016
Kristaps Porzingis,204001,28.42,25-30,3979,3969,0.311,-1.981,2.293,-1.461,-1.662,1.773,-0.319,2.091,2016
Kyle Anderson,203937,15.96,15-20,2648,2669,0.497,-1.79,2.287,-1.905,-1.58,2.403,-0.21,2.613,2016
Anthony Davis,203076,35.48,35-40,4371,4371,1.916,-0.358,2.275,-0.015,-1.829,1.932,1.47,0.461,2016
KJ McDaniels,203909,6.36,5-10,558,565,-0.598,-2.833,2.235,-1.402,-0.74,0.804,-2.092,2.897,2016
Blake Griffin,201933,33.44,30-35,2608,2603,-0.795,-2.972,2.178,-0.84,-1.909,0.045,-1.063,1.108,2016
Marcin Gortat,101162,30.08,30-35,4589,4578,0.568,-1.588,2.156,-0.84,-1.909,1.407,0.321,1.086,2016
Reggie Jackson,202704,30.69,30-35,5040,5007,1.258,-0.844,2.102,-0.84,-1.909,2.098,1.065,1.032,2016
Courtney Lee,201584,29.55,25-30,5032,5022,1.501,-0.592,2.094,-1.461,-1.662,2.962,1.07,1.892,2016
Lavoy Allen,202730,20.24,20-25,3227,3231,0.021,-2.065,2.086,-2.192,-1.839,2.213,-0.226,2.439,2016
Enes Freedom,202683,20.98,20-25,4054,4046,2.154,0.098,2.056,-2.192,-1.839,4.346,1.937,2.409,2016
Rajon Rondo,200765,35.23,35-40,5333,5315,2.289,0.235,2.054,-0.015,-1.829,2.304,2.064,0.24,2016
DeMarre Carroll,201960,30.25,30-35,2637,2640,-1.307,-3.348,2.041,-0.84,-1.909,-0.467,-1.439,0.972,2016
Randy Foye,200751,20.27,20-25,3629,3655,0.036,-1.988,2.024,-2.192,-1.839,2.228,-0.149,2.377,2016
Luc Mbah a Moute,201601,16.98,15-20,2630,2691,-0.864,-2.883,2.018,-1.905,-1.58,1.041,-1.303,2.344,2016
Tobias Harris,202699,33.07,30-35,5194,5200,0.469,-1.537,2.005,-0.84,-1.909,1.308,0.373,0.936,2016
Cody Zeller,203469,24.3,20-25,3795,3783,0.037,-1.958,1.995,-2.192,-1.839,2.229,-0.119,2.348,2016
Hassan Whiteside,202355,29.11,25-30,4613,4622,0.616,-1.369,1.985,-1.461,-1.662,2.077,0.294,1.783,2016
Jared Dudley,201162,25.9,25-30,4267,4269,1.155,-0.829,1.985,-1.461,-1.662,2.617,0.833,1.784,2016
Tim Hardaway Jr.,203501,16.94,15-20,1896,1911,0.065,-1.902,1.967,-1.905,-1.58,1.97,-0.322,2.292,2016
Brandon Knight,202688,35.97,35-40,3856,3837,1.99,0.027,1.963,-0.015,-1.829,2.005,1.856,0.149,2016
Nikola Vucevic,202696,31.34,30-35,4002,4001,0.971,-0.984,1.955,-0.84,-1.909,1.811,0.925,0.885,2016
Jamal Crawford,2037,26.91,25-30,4654,4594,1.703,-0.194,1.897,-1.461,-1.662,3.165,1.469,1.696,2016
Jonas Valanciunas,202685,25.95,25-30,3594,3569,1.178,-0.682,1.861,-1.461,-1.662,2.64,0.98,1.66,2016
Lance Thomas,202498,22.26,20-25,2542,2563,0.093,-1.761,1.854,-2.192,-1.839,2.285,0.078,2.207,2016
Brandon Bass,101138,20.34,20-25,2679,2676,0.631,-1.14,1.771,-2.192,-1.839,2.824,0.699,2.124,2016
Kyrie Irving,202681,31.46,30-35,4698,4691,1.978,0.212,1.766,-0.84,-1.909,2.818,2.121,0.697,2016
Jeremy Lin,202391,26.25,25-30,4402,4399,0.632,-1.119,1.751,-1.461,-1.662,2.093,0.544,1.55,2016
Dwight Howard,2730,32.11,30-35,4910,4911,0.515,-1.222,1.737,-0.84,-1.909,1.354,0.687,0.667,2016
Harrison Barnes,203084,30.93,30-35,5688,5664,1.007,-0.73,1.737,-0.84,-1.909,1.847,1.179,0.668,2016
Tony Allen,2754,25.31,25-30,3254,3275,0.04,-1.668,1.708,-1.461,-1.662,1.501,-0.006,1.507,2016
Andre Roberson,203460,22.19,20-25,4030,4080,-1.47,-3.173,1.703,-2.192,-1.839,0.723,-1.333,2.056,2016
Ian Mahinmi,101133,25.57,25-30,3994,4010,-1.673,-3.353,1.68,-1.461,-1.662,-0.212,-1.69,1.478,2016
Robert Covington,203496,28.4,25-30,3879,3863,-0.002,-1.662,1.659,-1.461,-1.662,1.459,0.001,1.458,2016
Mason Plumlee,203486,25.41,25-30,4775,4801,0.632,-1.025,1.658,-1.461,-1.662,2.094,0.637,1.457,2016
Deron Williams,101114,32.4,30-35,4115,4121,-0.626,-2.271,1.644,-0.84,-1.909,0.213,-0.362,0.575,2016
Tony Parker,2225,27.51,25-30,4353,4328,0.415,-1.216,1.631,-1.461,-1.662,1.877,0.447,1.43,2016
Marc Gasol,201188,34.44,30-35,3425,3406,-0.419,-2.05,1.631,-0.84,-1.909,0.421,-0.141,0.562,2016
Trevor Booker,202344,20.66,20-25,3058,3090,-0.639,-2.264,1.625,-2.192,-1.839,1.553,-0.425,1.978,2016
Justise Winslow,1626159,28.62,25-30,4936,4971,0.239,-1.383,1.622,-1.461,-1.662,1.7,0.28,1.42,2016
Dion Waiters,203079,27.58,25-30,5267,5266,1.465,-0.061,1.527,-1.461,-1.662,2.926,1.601,1.325,2016
Tiago Splitter,201168,16.1,15-20,1175,1157,-1.649,-3.171,1.522,-1.905,-1.58,0.256,-1.591,1.848,2016
Cory Joseph,202709,25.58,25-30,4744,4749,-0.307,-1.828,1.521,-1.461,-1.662,1.154,-0.165,1.32,2016
Chandler Parsons,202718,29.5,25-30,3428,3444,0.191,-1.316,1.507,-1.461,-1.662,1.652,0.346,1.305,2016
Karl-Anthony Towns,1626157,32.03,30-35,5184,5205,2.395,0.89,1.505,-0.84,-1.909,3.235,2.799,0.436,2016
Ben McLemore,203463,21.22,20-25,3062,3049,-0.067,-1.567,1.499,-2.192,-1.839,2.125,0.272,1.853,2016
E'Twaun Moore,202734,21.41,20-25,2511,2511,0.06,-1.428,1.488,-2.192,-1.839,2.253,0.412,1.841,2016
Chris Bosh,2547,33.55,30-35,3416,3399,-0.144,-1.588,1.443,-0.84,-1.909,0.695,0.322,0.374,2016
Thaddeus Young,201152,32.98,30-35,4743,4758,1.651,0.238,1.413,-0.84,-1.909,2.491,2.148,0.343,2016
Gerald Green,101123,22.57,20-25,3235,3241,-0.154,-1.548,1.395,-2.192,-1.839,2.039,0.291,1.748,2016
Shelvin Mack,202714,20.34,20-25,2004,2019,-1.533,-2.927,1.394,-2.192,-1.839,0.66,-1.087,1.747,2016
Arron Afflalo,201167,33.39,30-35,4539,4536,1.306,-0.081,1.387,-0.84,-1.909,2.145,1.828,0.317,2016
Mike Scott,203118,15.28,15-20,2600,2627,-0.652,-1.999,1.347,-1.905,-1.58,1.253,-0.419,1.673,2016
P.J. Tucker,200782,30.97,30-35,5188,5188,1.205,-0.136,1.341,-0.84,-1.909,2.044,1.773,0.271,2016
Markieff Morris,202693,25.45,25-30,3337,3326,-0.244,-1.558,1.314,-1.461,-1.662,1.218,0.105,1.113,2016
Brandon Jennings,201943,18.07,15-20,1767,1762,-0.606,-1.909,1.304,-1.905,-1.58,1.3,-0.33,1.629,2016
Nikola Mirotic,202703,24.94,20-25,3310,3282,0.704,-0.588,1.292,-2.192,-1.839,2.896,1.252,1.645,2016
Amir Johnson,101161,22.79,20-25,3889,3932,-0.97,-2.257,1.287,-2.192,-1.839,1.222,-0.418,1.64,2016
Gary Harris,203914,32.09,30-35,4842,4859,2.577,1.305,1.272,-0.84,-1.909,3.417,3.214,0.203,2016
Kevin Garnett,708,14.62,10-15,1097,1099,-2.618,-3.888,1.27,-1.931,-1.174,-0.687,-2.714,2.027,2016
Alec Burks,202692,25.72,25-30,1531,1527,-1.081,-2.337,1.256,-1.461,-1.662,0.38,-0.674,1.055,2016
Festus Ezeli,203105,16.74,15-20,2015,2017,-1.658,-2.894,1.236,-1.905,-1.58,0.247,-1.314,1.562,2016
Matt Bonner,2588,6.86,5-10,396,392,-0.416,-1.6,1.184,-1.402,-0.74,0.986,-0.859,1.846,2016
Jusuf Nurkic,203994,17.1,15-20,1088,1097,-0.954,-2.137,1.183,-1.905,-1.58,0.951,-0.557,1.509,2016
Emmanuel Mudiay,1626144,30.41,30-35,4170,4167,0.722,-0.433,1.155,-0.84,-1.909,1.562,1.477,0.085,2016
Andre Miller,1889,11.83,10-15,921,920,0.439,-0.693,1.132,-1.931,-1.174,2.37,0.481,1.888,2016
Nene,2403,19.19,15-20,2244,2245,-0.784,-1.905,1.12,-1.905,-1.58,1.121,-0.325,1.446,2016
Darren Collison,201954,29.98,25-30,4562,4561,2.016,0.898,1.117,-1.461,-1.662,3.477,2.561,0.916,2016
Jordan Hill,201941,20.72,20-25,3007,3006,-0.572,-1.69,1.117,-2.192,-1.839,1.62,0.149,1.471,2016
Leandro Barbosa,2571,15.87,15-20,2725,2745,-0.07,-1.145,1.075,-1.905,-1.58,1.835,0.435,1.401,2016
Marcus Smart,203935,27.32,25-30,3863,3843,-0.637,-1.71,1.073,-1.461,-1.662,0.824,-0.048,0.872,2016
Dwyane Wade,2548,30.51,30-35,5239,5246,1.209,0.165,1.045,-0.84,-1.909,2.049,2.074,-0.025,2016
Elfrid Payton,203901,29.38,25-30,4278,4282,-0.441,-1.471,1.03,-1.461,-1.662,1.02,0.191,0.829,2016
Jonathon Simmons,203613,14.78,10-15,1645,1664,0.499,-0.526,1.026,-1.931,-1.174,2.43,0.648,1.782,2016
Larry Nance Jr.,1626204,20.09,20-25,2492,2502,-1.042,-2.037,0.996,-2.192,-1.839,1.151,-0.198,1.349,2016
Taj Gibson,201959,26.51,25-30,3747,3780,0.595,-0.4,0.996,-1.461,-1.662,2.057,1.262,0.794,2016
Jared Sullinger,203096,23.64,20-25,4056,4041,-0.836,-1.821,0.985,-2.192,-1.839,1.356,0.018,1.338,2016
Josh Richardson,1626196,21.29,20-25,2866,2868,-0.565,-1.55,0.985,-2.192,-1.839,1.627,0.289,1.338,2016
Rodney Stuckey,201155,21.99,20-25,2759,2762,-1.157,-2.136,0.98,-2.192,-1.839,1.036,-0.297,1.333,2016
Garrett Temple,202066,24.39,20-25,3994,4029,-2.016,-2.985,0.968,-2.192,-1.839,0.176,-1.146,1.322,2016
O.J. Mayo,201564,26.58,25-30,2144,2150,-1.59,-2.551,0.961,-1.461,-1.662,-0.129,-0.888,0.76,2016
Michael Carter-Williams,203487,30.54,30-35,3241,3250,-1.124,-2.072,0.948,-0.84,-1.909,-0.285,-0.163,-0.122,2016
Wesley Johnson,202325,20.82,20-25,3505,3486,-1.26,-2.178,0.918,-2.192,-1.839,0.932,-0.339,1.271,2016
Ish Smith,202397,29.08,25-30,4551,4541,1.549,0.637,0.912,-1.461,-1.662,3.01,2.3,0.71,2016
Jose Calderon,101181,28.11,25-30,3912,3899,0.636,-0.239,0.875,-1.461,-1.662,2.097,1.424,0.674,2016
Allen Crabbe,203459,25.99,25-30,4839,4817,1.709,0.863,0.846,-1.461,-1.662,3.171,2.525,0.645,2016
Zach Randolph,2216,29.65,25-30,4092,4056,1.419,0.572,0.846,-1.461,-1.662,2.88,2.235,0.645,2016
Cole Aldrich,202332,13.33,10-15,1701,1727,-1.052,-1.897,0.845,-1.931,-1.174,0.878,-0.723,1.601,2016
Evan Turner,202323,28.03,25-30,5087,5079,-0.84,-1.68,0.84,-1.461,-1.662,0.621,-0.017,0.639,2016
Ronnie Price,101179,19.54,15-20,2490,2494,-2.304,-3.097,0.793,-1.905,-1.58,-0.399,-1.517,1.119,2016
Rasual Butler,2446,9.38,5-10,846,843,-0.276,-1.014,0.738,-1.402,-0.74,1.126,-0.273,1.4,2016
Jordan McRae,203895,8.91,5-10,373,377,-0.881,-1.602,0.721,-1.402,-0.74,0.521,-0.862,1.383,2016
Raul Neto,203526,18.5,15-20,2805,2817,-1.609,-2.314,0.706,-1.905,-1.58,0.297,-0.735,1.032,2016
Jeff Green,201145,28.17,25-30,4657,4643,0.382,-0.255,0.638,-1.461,-1.662,1.844,1.407,0.437,2016
Ramon Sessions,201196,20.33,20-25,3429,3417,0.307,-0.268,0.575,-2.192,-1.839,2.5,1.571,0.928,2016
Marcus Thornton,201977,18.17,15-20,2287,2260,-0.097,-0.668,0.571,-1.905,-1.58,1.808,0.912,0.896,2016
Kenneth Faried,202702,25.29,25-30,3339,3340,1.279,0.714,0.565,-1.461,-1.662,2.74,2.376,0.364,2016
Darrell Arthur,201589,21.66,20-25,3012,3012,-1.73,-2.293,0.564,-2.192,-1.839,0.463,-0.454,0.917,2016
Jeff Withey,203481,12.9,10-15,1242,1237,-1.616,-2.172,0.557,-1.931,-1.174,0.315,-0.998,1.314,2016
Thabo Sefolosha,200757,23.44,20-25,3862,3953,-1.781,-2.325,0.544,-2.192,-1.839,0.412,-0.486,0.897,2016
Cristiano Felicio,1626245,10.35,10-15,647,627,-1.535,-2.077,0.542,-1.931,-1.174,0.396,-0.903,1.299,2016
Kirk Hinrich,2550,13.72,10-15,1280,1283,-1.941,-2.463,0.523,-1.931,-1.174,-0.01,-1.289,1.279,2016
Raymond Felton,101109,27.4,25-30,4571,4588,0.956,0.435,0.521,-1.461,-1.662,2.417,2.097,0.32,2016
Jonas Jerebko,201973,15.08,15-20,2708,2749,-0.861,-1.369,0.508,-1.905,-1.58,1.044,0.211,0.833,2016
Aaron Brooks,201166,16.05,15-20,2191,2193,-0.015,-0.516,0.5,-1.905,-1.58,1.89,1.064,0.826,2016
Spencer Hawes,201150,18.16,15-20,2157,2156,-2.408,-2.905,0.498,-1.905,-1.58,-0.502,-1.326,0.824,2016
Boban Marjanovic,1626246,9.4,5-10,1046,1054,0.853,0.37,0.483,-1.402,-0.74,2.255,1.11,1.145,2016
Jarrett Jack,101127,32.08,30-35,2047,2050,-1.094,-1.546,0.452,-0.84,-1.909,-0.255,0.363,-0.617,2016
Justin Anderson,1626147,11.76,10-15,1471,1480,-1.594,-2.034,0.44,-1.931,-1.174,0.337,-0.86,1.197,2016
C.J. Wilcox,203912,7.25,5-10,354,351,-1.438,-1.856,0.418,-1.402,-0.74,-0.035,-1.115,1.08,2016
Robin Lopez,201577,27.06,25-30,4261,4264,-0.658,-1.059,0.401,-1.461,-1.662,0.804,0.604,0.2,2016
Evan Fournier,203095,32.48,30-35,5048,5070,1.742,1.357,0.385,-0.84,-1.909,2.582,3.266,-0.685,2016
Marcelo Huertas,1626273,16.39,15-20,1705,1710,-0.74,-1.087,0.346,-1.905,-1.58,1.165,0.493,0.672,2016
Jordan Clarkson,203903,32.31,30-35,5110,5112,1.5,1.203,0.296,-0.84,-1.909,2.339,3.112,-0.773,2016
Sergey Karasev,203508,9.99,5-10,813,817,-0.489,-0.762,0.274,-1.402,-0.74,0.914,-0.022,0.936,2016
Josh McRoberts,201177,14.16,10-15,1395,1410,-0.53,-0.788,0.258,-1.931,-1.174,1.401,0.386,1.014,2016
Tayshaun Prince,2419,18.98,15-20,2782,2817,-1.861,-2.108,0.247,-1.905,-1.58,0.045,-0.528,0.573,2016
Bradley Beal,203078,31.06,30-35,3509,3499,0.273,0.077,0.195,-0.84,-1.909,1.112,1.986,-0.874,2016
Norman Powell,1626181,14.8,10-15,1782,1791,-1.017,-1.193,0.176,-1.931,-1.174,0.914,-0.019,0.933,2016
Rondae Hollis-Jefferson,1626178,21.22,20-25,1232,1249,-3.269,-3.437,0.168,-2.192,-1.839,-1.077,-1.597,0.521,2016
Montrezl Harrell,1626149,9.71,5-10,803,810,-0.776,-0.941,0.165,-1.402,-0.74,0.626,-0.201,0.827,2016
Delon Wright,1626153,8.49,5-10,516,519,-1.033,-1.193,0.16,-1.402,-0.74,0.369,-0.453,0.822,2016
Luke Babbitt,202337,17.98,15-20,1728,1710,0.272,0.113,0.159,-1.905,-1.58,2.177,1.692,0.485,2016
Lamar Patterson,203934,11.28,10-15,837,839,-0.829,-0.936,0.107,-1.931,-1.174,1.102,0.238,0.864,2016
