Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Season
Glenn Robinson,299,35.96,35-40,6031,6018,6.087,0.792,5.295,-0.214,-2.07,6.302,2.862,3.44,2000
Greg Anthony,21,18.92,15-20,3219,3235,1.846,-3.412,5.258,-2.696,-1.552,4.542,-1.86,6.402,2000
Travis Best,696,20.63,20-25,4070,4075,2.643,-2.359,5.002,-2.475,-2.049,5.118,-0.31,5.428,2000
Robert Horry,109,22.18,20-25,4509,4512,0.548,-4.435,4.983,-2.475,-2.049,3.023,-2.386,5.41,2000
Tony Delk,960,14.79,10-15,1575,1569,2.545,-2.405,4.949,-2.557,-1.0,5.102,-1.405,6.507,2000
Tom Gugliotta,339,32.73,30-35,3456,3449,2.69,-2.156,4.846,-1.944,-1.45,4.633,-0.706,5.34,2000
Allan Houston,275,38.65,35-40,7048,7057,3.893,-0.946,4.839,-0.214,-2.07,4.108,1.124,2.984,2000
Arvydas Sabonis,717,25.5,25-30,4049,4030,0.762,-4.074,4.836,-1.475,-1.9,2.237,-2.175,4.412,2000
Steve Nash,959,27.41,25-30,3042,3034,3.48,-1.345,4.825,-1.475,-1.9,4.955,0.554,4.4,2000
Toni Kukoc,389,31.9,30-35,3849,3829,3.13,-1.642,4.771,-1.944,-1.45,5.074,-0.192,5.265,2000
Sam Cassell,208,35.8,35-40,6026,6026,3.553,-1.156,4.708,-0.214,-2.07,3.767,0.914,2.853,2000
Clifford Robinson,361,35.52,35-40,6147,6152,2.864,-1.838,4.703,-0.214,-2.07,3.078,0.232,2.847,2000
Jon Barry,468,20.62,20-25,2733,2742,1.459,-3.187,4.645,-2.475,-2.049,3.934,-1.138,5.072,2000
Antoine Walker,952,36.64,35-40,5955,5941,4.671,0.272,4.399,-0.214,-2.07,4.885,2.342,2.544,2000
Todd Day,103,16.26,15-20,2008,2015,1.739,-2.609,4.348,-2.696,-1.552,4.435,-1.057,5.492,2000
Shareef Abdur-Rahim,949,39.31,35-40,6152,6136,3.566,-0.712,4.277,-0.214,-2.07,3.78,1.358,2.422,2000
Walt Williams,1005,24.46,20-25,3679,3686,2.089,-2.13,4.218,-2.475,-2.049,4.564,-0.081,4.645,2000
Jerome Williams,966,25.67,25-30,4323,4322,1.77,-2.239,4.01,-1.475,-1.9,3.246,-0.339,3.585,2000
Austin Croshere,1506,23.29,20-25,4595,4578,1.977,-2.025,4.002,-2.475,-2.049,4.452,0.024,4.429,2000
Dale Davis,905,28.79,25-30,5494,5483,1.541,-2.441,3.982,-1.475,-1.9,3.016,-0.541,3.558,2000
Mitch Richmond,782,32.4,30-35,4629,4652,1.598,-2.378,3.977,-1.944,-1.45,3.542,-0.928,4.471,2000
Steve Francis,1883,36.04,35-40,5488,5475,4.431,0.505,3.926,-0.214,-2.07,4.645,2.575,2.071,2000
John Starks,317,32.2,30-35,2353,2360,2.206,-1.589,3.795,-1.944,-1.45,4.15,-0.139,4.288,2000
Kerry Kittles,954,30.6,30-35,3705,3706,1.338,-2.448,3.787,-1.944,-1.45,3.282,-0.998,4.281,2000
Antonio Daniels,1498,17.5,15-20,2408,2425,3.211,-0.56,3.771,-2.696,-1.552,5.907,0.993,4.915,2000
Danny Ferry,198,21.06,20-25,2612,2603,2.473,-1.232,3.705,-2.475,-2.049,4.949,0.817,4.132,2000
Detlef Schrempf,96,21.61,20-25,3620,3614,1.181,-2.512,3.692,-2.475,-2.049,3.656,-0.463,4.119,2000
Sam Perkins,64,19.98,15-20,3843,3840,0.624,-3.064,3.688,-2.696,-1.552,3.32,-1.512,4.831,2000
Jalen Rose,147,37.17,35-40,7598,7592,3.548,-0.138,3.685,-0.214,-2.07,3.762,1.932,1.83,2000
Aaron Williams,1425,19.11,15-20,2990,3001,2.597,-1.06,3.656,-2.696,-1.552,5.293,0.492,4.8,2000
Brevin Knight,1510,27.11,25-30,3627,3605,0.861,-2.785,3.646,-1.475,-1.9,2.336,-0.885,3.222,2000
Charlie Ward,369,27.62,25-30,4546,4536,1.494,-2.136,3.629,-1.475,-1.9,2.969,-0.236,3.205,2000
Damon Stoudamire,757,30.41,30-35,5337,5316,2.333,-1.271,3.604,-1.944,-1.45,4.277,0.179,4.098,2000
Kenny Anderson,72,31.63,30-35,5169,5155,2.867,-0.564,3.43,-1.944,-1.45,4.81,0.886,3.924,2000
Kurt Thomas,703,24.62,20-25,4049,4062,0.722,-2.527,3.249,-2.475,-2.049,3.198,-0.478,3.676,2000
Mario Elie,53,28.11,25-30,4430,4419,0.547,-2.688,3.235,-1.475,-1.9,2.022,-0.788,2.81,2000
Johnny Newman,271,21.43,20-25,3367,3361,1.002,-2.21,3.212,-2.475,-2.049,3.477,-0.161,3.638,2000
Mikki Moore,1630,16.87,15-20,1027,1030,0.819,-2.39,3.209,-2.696,-1.552,3.515,-0.838,4.353,2000
Peja Stojakovic,978,23.64,20-25,3793,3783,0.895,-2.248,3.143,-2.475,-2.049,3.37,-0.199,3.57,2000
Isaiah Rider,375,34.76,30-35,4043,4049,2.109,-1.032,3.141,-1.944,-1.45,4.053,0.418,3.635,2000
Andre Miller,1889,25.58,25-30,4115,4141,1.968,-1.159,3.127,-1.475,-1.9,3.443,0.74,2.703,2000
Bryant Stith,179,15.36,15-20,1348,1338,0.381,-2.713,3.094,-2.696,-1.552,3.077,-1.161,4.238,2000
Vin Baker,452,36.04,35-40,5810,5793,1.574,-1.508,3.082,-0.214,-2.07,1.788,0.562,1.227,2000
Ron Harper,166,25.52,25-30,5145,5150,0.588,-2.419,3.007,-1.475,-1.9,2.063,-0.519,2.582,2000
Bonzi Wells,1719,17.63,15-20,2508,2520,1.752,-1.219,2.972,-2.696,-1.552,4.448,0.333,4.115,2000
Bryce Drew,1724,17.95,15-20,2530,2512,1.87,-1.087,2.957,-2.696,-1.552,4.566,0.465,4.101,2000
Clar. Weatherspoon,221,20.66,20-25,3278,3270,-1.08,-3.985,2.905,-2.475,-2.049,1.395,-1.936,3.331,2000
Eddie Robinson,1944,16.62,15-20,2304,2322,1.716,-1.186,2.902,-2.696,-1.552,4.412,0.366,4.046,2000
Darrell Armstrong,353,31.56,30-35,5307,5302,1.647,-1.231,2.878,-1.944,-1.45,3.591,0.219,3.372,2000
Jeff Hornacek,204,27.68,25-30,4646,4613,1.075,-1.791,2.866,-1.475,-1.9,2.55,0.109,2.441,2000
Horace Grant,270,35.32,35-40,5557,5555,1.416,-1.432,2.848,-0.214,-2.07,1.63,0.638,0.992,2000
Scottie Pippen,937,33.55,30-35,6295,6300,1.356,-1.488,2.844,-1.944,-1.45,3.3,-0.038,3.338,2000
Tim Hardaway,896,32.1,30-35,3445,3424,2.121,-0.722,2.843,-1.944,-1.45,4.065,0.728,3.337,2000
Antawn Jamison,1712,36.27,35-40,3128,3124,2.468,-0.294,2.762,-0.214,-2.07,2.683,1.776,0.906,2000
Aaron McKie,243,23.83,20-25,4430,4435,-0.797,-3.505,2.708,-2.475,-2.049,1.678,-1.456,3.135,2000
Grant Long,3,21.96,20-25,1745,1772,-0.788,-3.483,2.695,-2.475,-2.049,1.687,-1.434,3.121,2000
Tony Farmer,1108,16.2,15-20,2458,2455,3.062,0.383,2.679,-2.696,-1.552,5.758,1.936,3.822,2000
Scot Pollard,1513,17.52,15-20,2801,2788,0.948,-1.73,2.677,-2.696,-1.552,3.644,-0.178,3.821,2000
Alonzo Mourning,297,34.74,30-35,5828,5833,1.019,-1.638,2.657,-1.944,-1.45,2.963,-0.188,3.151,2000
George Lynch,248,32.22,30-35,5207,5228,-0.968,-3.616,2.648,-1.944,-1.45,0.976,-2.166,3.142,2000
James Posey,1899,25.33,25-30,4053,4067,0.176,-2.461,2.637,-1.475,-1.9,1.651,-0.561,2.212,2000
Moochie Norris,983,16.69,15-20,996,994,0.036,-2.599,2.635,-2.696,-1.552,2.732,-1.047,3.779,2000
Wesley Person,445,26.03,25-30,4102,4098,2.329,-0.302,2.631,-1.475,-1.9,3.804,1.598,2.206,2000
Shandon Anderson,1000,32.98,30-35,5326,5328,3.581,0.984,2.597,-1.944,-1.45,5.525,2.434,3.091,2000
Theo Ratliff,689,31.53,30-35,4134,4151,-0.563,-3.094,2.532,-1.944,-1.45,1.381,-1.644,3.026,2000
Michael Doleac,1720,16.54,15-20,2713,2714,0.186,-2.321,2.506,-2.696,-1.552,2.882,-0.769,3.65,2000
Shawn Kemp,431,30.4,30-35,5055,5034,1.611,-0.845,2.456,-1.944,-1.45,3.555,0.605,2.95,2000
Erick Strickland,1065,29.84,25-30,4125,4127,0.559,-1.819,2.378,-1.475,-1.9,2.034,0.081,1.953,2000
George McCloud,45,27.19,25-30,4176,4157,3.342,1.0,2.342,-1.475,-1.9,4.817,2.9,1.917,2000
Ron Mercer,1500,34.91,30-35,4698,4695,1.516,-0.781,2.297,-1.944,-1.45,3.46,0.669,2.791,2000
Michael Dickerson,1722,37.88,35-40,5948,5940,1.433,-0.805,2.238,-0.214,-2.07,1.648,1.265,0.382,2000
Jerry Stackhouse,711,38.4,35-40,6605,6595,2.414,0.188,2.225,-0.214,-2.07,2.628,2.258,0.37,2000
Kendall Gill,383,31.0,30-35,4611,4613,2.593,0.375,2.218,-1.944,-1.45,4.537,1.825,2.712,2000
Marcus Camby,948,26.2,25-30,3542,3560,-0.186,-2.396,2.21,-1.475,-1.9,1.289,-0.496,1.786,2000
Tracy McGrady,1503,31.12,30-35,4941,4951,0.703,-1.503,2.206,-1.944,-1.45,2.647,-0.053,2.7,2000
Bobby Phills,184,29.42,25-30,1665,1671,-1.307,-3.433,2.125,-1.475,-1.9,0.168,-1.533,1.701,2000
Mark Jackson,349,26.99,25-30,5538,5522,1.005,-1.105,2.111,-1.475,-1.9,2.481,0.794,1.686,2000
Ruben Patterson,1739,25.92,25-30,4231,4264,0.506,-1.595,2.1,-1.475,-1.9,1.981,0.305,1.676,2000
Scott Burrell,197,18.05,15-20,2595,2610,-0.095,-2.182,2.086,-2.696,-1.552,2.601,-0.629,3.23,2000
Ben Wallace,1112,24.19,20-25,3953,4000,-1.362,-3.416,2.054,-2.475,-2.049,1.113,-1.367,2.48,2000
Matt Maloney,1074,23.08,20-25,2173,2161,-0.828,-2.858,2.031,-2.475,-2.049,1.647,-0.81,2.457,2000
Patrick Ewing,121,32.82,30-35,4602,4583,-0.809,-2.797,1.988,-1.944,-1.45,1.135,-1.347,2.482,2000
Kenny Thomas,1903,24.93,20-25,3509,3493,0.075,-1.91,1.985,-2.475,-2.049,2.55,0.139,2.411,2000
Muggsy Bogues,177,21.62,20-25,3484,3492,0.185,-1.763,1.949,-2.475,-2.049,2.66,0.285,2.375,2000
Brian Grant,258,21.02,20-25,3006,3010,0.201,-1.747,1.948,-2.475,-2.049,2.676,0.302,2.374,2000
Voshon Lenard,702,27.09,25-30,2733,2731,0.422,-1.518,1.94,-1.475,-1.9,1.897,0.381,1.516,2000
Antonio Davis,213,31.4,30-35,4984,5013,0.976,-0.961,1.937,-1.944,-1.45,2.92,0.489,2.431,2000
Mike Bibby,1710,38.46,35-40,6038,6030,3.342,1.406,1.936,-0.214,-2.07,3.556,3.476,0.08,2000
Rasho Nesterovic,1725,21.06,20-25,3521,3521,-0.837,-2.717,1.881,-2.475,-2.049,1.639,-0.668,2.307,2000
Avery Johnson,422,31.41,30-35,5131,5134,0.916,-0.937,1.853,-1.944,-1.45,2.86,0.513,2.347,2000
Joe Smith,693,25.32,25-30,3885,3877,0.279,-1.56,1.839,-1.475,-1.9,1.754,0.339,1.415,2000
Greg Ostertag,731,19.79,15-20,3283,3279,-1.478,-3.151,1.673,-2.696,-1.552,1.218,-1.598,2.817,2000
Ervin Johnson,911,26.65,25-30,4435,4486,-0.147,-1.813,1.667,-1.475,-1.9,1.328,0.086,1.242,2000
Tony Battie,1499,18.32,15-20,2995,2994,0.752,-0.889,1.641,-2.696,-1.552,3.448,0.664,2.785,2000
Cuttino Mobley,1749,30.83,30-35,4918,4898,2.616,1.017,1.599,-1.944,-1.45,4.56,2.467,2.093,2000
Tracy Murray,145,22.88,20-25,3563,3568,1.257,-0.33,1.587,-2.475,-2.049,3.732,1.718,2.014,2000
Mark Bryant,95,22.7,20-25,3303,3302,-1.47,-3.05,1.581,-2.475,-2.049,1.005,-1.002,2.007,2000
Dedric Willoughby,2000,20.28,20-25,1005,992,-1.002,-2.579,1.577,-2.475,-2.049,1.473,-0.53,2.003,2000
Eric Snow,727,34.9,30-35,5770,5767,0.062,-1.498,1.56,-1.944,-1.45,2.006,-0.048,2.054,2000
Kelvin Cato,1509,24.33,20-25,3063,3076,-2.552,-4.084,1.532,-2.475,-2.049,-0.077,-2.035,1.958,2000
Adrian Griffin,1559,26.78,25-30,3841,3830,0.199,-1.314,1.513,-1.475,-1.9,1.675,0.586,1.088,2000
John Crotty,180,13.6,10-15,1950,1945,-0.512,-2.011,1.499,-2.557,-1.0,2.046,-1.011,3.057,2000
Lawrence Funderburke,1444,13.68,10-15,2127,2137,1.209,-0.283,1.492,-2.557,-1.0,3.766,0.717,3.049,2000
Tariq Abdul-Wahad,1505,25.82,25-30,3258,3260,-0.049,-1.48,1.431,-1.475,-1.9,1.427,0.42,1.007,2000
Brian Skinner,1730,23.45,20-25,1525,1517,-1.812,-3.207,1.395,-2.475,-2.049,0.663,-1.158,1.822,2000
Scott Williams,281,21.89,20-25,3056,3049,-1.659,-3.039,1.38,-2.475,-2.049,0.816,-0.991,1.806,2000
Rashard Lewis,1740,19.23,15-20,3412,3398,0.366,-0.948,1.314,-2.696,-1.552,3.062,0.604,2.458,2000
Doug West,28,15.36,15-20,1108,1122,-2.223,-3.528,1.304,-2.696,-1.552,0.473,-1.976,2.448,2000
Dan Majerle,105,33.49,30-35,5014,4990,-0.952,-2.241,1.289,-1.944,-1.45,0.992,-0.791,1.783,2000
Tyrone Hill,238,31.72,30-35,4792,4794,-0.806,-2.079,1.274,-1.944,-1.45,1.138,-0.629,1.767,2000
Doug Christie,57,31.03,30-35,4560,4574,0.601,-0.669,1.269,-1.944,-1.45,2.545,0.781,1.763,2000
Brian Shaw,216,16.87,15-20,3243,3239,1.121,-0.127,1.249,-2.696,-1.552,3.817,1.425,2.393,2000
Nick Anderson,98,29.08,25-30,4750,4760,-1.259,-2.497,1.238,-1.475,-1.9,0.216,-0.597,0.814,2000
Lucious Harris,446,19.54,15-20,2860,2850,-0.278,-1.508,1.23,-2.696,-1.552,2.418,0.044,2.374,2000
Monty Williams,42,20.02,20-25,3118,3125,1.285,0.084,1.201,-2.475,-2.049,3.76,2.132,1.628,2000
Billy Owens,182,21.04,20-25,2572,2583,-2.321,-3.484,1.163,-2.475,-2.049,0.154,-1.435,1.59,2000
Wally Szczerbiak,1887,29.74,25-30,4304,4312,0.575,-0.562,1.138,-1.475,-1.9,2.051,1.337,0.713,2000
Elden Campbell,922,32.51,30-35,5176,5185,-0.173,-1.304,1.131,-1.944,-1.45,1.771,0.146,1.625,2000
Chris Gatling,423,21.3,20-25,3673,3672,-0.379,-1.503,1.124,-2.475,-2.049,2.096,0.546,1.551,2000
Rick Fox,296,17.99,15-20,3535,3541,-1.26,-2.352,1.092,-2.696,-1.552,1.436,-0.8,2.236,2000
Shawn Marion,1890,24.77,20-25,3034,3058,-1.001,-2.085,1.084,-2.475,-2.049,1.474,-0.036,1.51,2000
Darvin Ham,1032,22.65,20-25,1808,1806,-4.01,-5.05,1.04,-2.475,-2.049,-1.535,-3.001,1.466,2000
Baron Davis,1884,18.58,15-20,3111,3127,0.146,-0.846,0.993,-2.696,-1.552,2.842,0.706,2.136,2000
Mark Davis,707,20.12,20-25,948,946,-2.61,-3.559,0.949,-2.475,-2.049,-0.135,-1.511,1.376,2000
Andrew DeClercq,692,22.23,20-25,3682,3689,-1.555,-2.488,0.933,-2.475,-2.049,0.92,-0.439,1.359,2000
Greg Buckner,1761,19.22,15-20,1798,1805,-0.028,-0.903,0.875,-2.696,-1.552,2.668,0.649,2.018,2000
Jim Jackson,754,34.99,30-35,5351,5337,1.15,0.277,0.873,-1.944,-1.45,3.094,1.727,1.367,2000
Keon Clark,1721,22.89,20-25,3669,3688,-1.668,-2.499,0.831,-2.475,-2.049,0.808,-0.45,1.258,2000
Fred Hoiberg,697,27.27,25-30,1597,1600,-1.431,-2.214,0.783,-1.475,-1.9,0.044,-0.315,0.359,2000
John Amaechi,680,21.07,20-25,3375,3376,-0.854,-1.631,0.777,-2.475,-2.049,1.621,0.418,1.203,2000
Jim McIlvaine,29,15.87,15-20,2051,2054,-2.253,-3.025,0.772,-2.696,-1.552,0.443,-1.473,1.916,2000
Lazaro Borrell,1953,9.63,5-10,375,379,-0.662,-1.426,0.764,-2.214,-0.661,1.552,-0.765,2.317,2000
Tim Thomas,1501,26.17,25-30,4307,4300,0.86,0.102,0.758,-1.475,-1.9,2.335,2.002,0.333,2000
Chucky Atkins,1088,19.85,15-20,3335,3318,0.948,0.201,0.747,-2.696,-1.552,3.644,1.753,1.891,2000
Troy Hudson,1607,25.7,25-30,3210,3185,0.233,-0.501,0.734,-1.475,-1.9,1.708,1.399,0.309,2000
Jaren Jackson,1114,20.85,20-25,3299,3296,0.155,-0.552,0.707,-2.475,-2.049,2.631,1.497,1.133,2000
Elton Brand,1882,37.0,35-40,5583,5568,3.02,2.321,0.7,-0.214,-2.07,3.235,4.391,-1.156,2000
Anthony Carter,1853,23.56,20-25,3989,3997,-1.269,-1.959,0.69,-2.475,-2.049,1.206,0.089,1.117,2000
Larry Johnson,913,32.59,30-35,5231,5253,-1.179,-1.856,0.676,-1.944,-1.45,0.765,-0.406,1.17,2000
Bob Sura,682,30.38,30-35,4486,4487,1.012,0.36,0.653,-1.944,-1.45,2.956,1.81,1.146,2000
Chris Whitney,43,19.84,15-20,3136,3149,-0.446,-1.097,0.651,-2.696,-1.552,2.25,0.456,1.795,2000
Charles Barkley,787,30.99,30-35,1204,1201,-1.675,-2.32,0.645,-1.944,-1.45,0.269,-0.87,1.139,2000
A.C. Green,920,23.54,20-25,4507,4505,-2.714,-3.349,0.635,-2.475,-2.049,-0.239,-1.3,1.061,2000
Jamie Feick,994,27.66,25-30,4368,4360,0.545,-0.037,0.582,-1.475,-1.9,2.02,1.863,0.157,2000
Chris Mills,168,32.56,30-35,1300,1301,-0.719,-1.277,0.557,-1.944,-1.45,1.225,0.173,1.051,2000
Eric Williams,677,20.33,20-25,2759,2757,-0.254,-0.798,0.544,-2.475,-2.049,2.222,1.251,0.971,2000
Danny Manning,330,16.87,15-20,2313,2312,-0.251,-0.792,0.541,-2.696,-1.552,2.445,0.76,1.685,2000
Howard Eisley,458,25.55,25-30,4239,4265,1.063,0.526,0.536,-1.475,-1.9,2.538,2.426,0.112,2000
Pat Garrity,1727,18.07,15-20,3028,2979,-0.364,-0.825,0.461,-2.696,-1.552,2.332,0.727,1.604,2000
Jason Williams,1715,34.02,30-35,6136,6141,0.73,0.313,0.417,-1.944,-1.45,2.674,1.763,0.911,2000
Shawn Bradley,762,24.7,20-25,3688,3701,-4.19,-4.604,0.414,-2.475,-2.049,-1.715,-2.555,0.84,2000
Michael Smith,63,24.95,20-25,2248,2244,-2.727,-3.107,0.38,-2.475,-2.049,-0.252,-1.058,0.806,2000
Chris Mullin,904,12.38,10-15,1335,1347,-1.239,-1.609,0.37,-2.557,-1.0,1.319,-0.61,1.928,2000
Corliss Williamson,722,22.49,20-25,3822,3830,-1.619,-1.959,0.34,-2.475,-2.049,0.856,0.09,0.766,2000
Erick Dampier,956,23.48,20-25,996,996,-3.141,-3.462,0.321,-2.475,-2.049,-0.665,-1.413,0.747,2000
Maurice Taylor,1508,35.91,35-40,4410,4412,0.213,-0.066,0.279,-0.214,-2.07,0.427,2.004,-1.576,2000
Metta World Peace,1897,31.11,30-35,4210,4221,-2.13,-2.383,0.253,-1.944,-1.45,-0.186,-0.933,0.747,2000
Sean Elliott,251,20.66,20-25,940,933,-4.136,-4.379,0.243,-2.475,-2.049,-1.661,-2.33,0.669,2000
Malik Rose,990,18.06,15-20,2745,2748,-1.564,-1.802,0.238,-2.696,-1.552,1.132,-0.25,1.382,2000
Corey Maggette,1894,17.76,15-20,2794,2787,0.839,0.603,0.236,-2.696,-1.552,3.535,2.155,1.38,2000
Matt Bullard,672,18.27,15-20,2035,2034,-0.691,-0.92,0.229,-2.696,-1.552,2.005,0.632,1.373,2000
Tyrone Corbin,895,17.47,15-20,1965,1964,-1.593,-1.816,0.223,-2.696,-1.552,1.103,-0.264,1.367,2000
Dell Curry,209,16.37,15-20,2155,2140,-0.253,-0.469,0.216,-2.696,-1.552,2.443,1.083,1.36,2000
Jeff McInnis,976,23.93,20-25,1165,1164,-0.9,-1.107,0.207,-2.475,-2.049,1.575,0.942,0.633,2000
Charles Oakley,891,30.36,30-35,4938,4925,-1.66,-1.842,0.182,-1.944,-1.45,0.284,-0.392,0.676,2000
Al Harrington,1733,17.08,15-20,1656,1667,-1.273,-1.449,0.176,-2.696,-1.552,1.423,0.103,1.32,2000
Gary Trent,718,27.23,25-30,525,525,-2.667,-2.836,0.169,-1.475,-1.9,-1.192,-0.937,-0.255,2000
Jason Caffey,679,30.42,30-35,4303,4303,0.916,0.766,0.15,-1.944,-1.45,2.86,2.216,0.644,2000
Joe Kleine,170,4.32,0-5,63,65,-0.884,-0.98,0.096,-0.924,-0.426,0.04,-0.555,0.594,2000
Felipe Lopez,1732,12.01,10-15,1485,1510,-0.163,-0.223,0.06,-2.557,-1.0,2.394,0.776,1.618,2000
Anthony Miller,292,13.65,10-15,949,953,-2.296,-2.34,0.044,-2.557,-1.0,0.261,-1.34,1.601,2000
Brent Barry,699,34.15,30-35,5628,5600,0.384,0.348,0.036,-1.944,-1.45,2.328,1.798,0.53,2000
Richard Hamilton,1888,19.29,15-20,2659,2661,1.618,1.586,0.032,-2.696,-1.552,4.314,3.138,1.176,2000
Anthony Peeler,324,25.27,25-30,4118,4116,-0.12,-0.131,0.011,-1.475,-1.9,1.355,1.768,-0.414,2000
Vitaly Potapenko,958,22.73,20-25,3561,3557,-2.625,-2.604,-0.02,-2.475,-2.049,-0.15,-0.556,0.406,2000
Raef LaFrentz,1711,30.04,30-35,4786,4778,0.099,0.122,-0.024,-1.944,-1.45,2.043,1.572,0.47,2000
Jerome Kersey,760,18.2,15-20,2519,2521,-3.808,-3.778,-0.029,-2.696,-1.552,-1.112,-2.226,1.115,2000
