n_teams,mean_minute_coverage,net_rmse,net_mae,net_r2,net_corr,wins_corr,model,n_seasons,first_target,last_target,avg_season_net_rmse,avg_season_net_r2,avg_season_net_corr
775,0.9063994313052186,4.067489041748598,3.224350660738616,0.2466036841417979,0.7433129493856117,0.7381275140173508,complex,26,2000,2025,4.036428120270322,0.250117161563111,0.7515674552348008
775,0.9063994313052186,4.151757200320112,3.3040796299851554,0.21506335620211492,0.7418448838717474,0.7333374679078651,simple,26,2000,2025,4.122061565754313,0.2175853855840774,0.7496496776595662
