col,player_side,coef,se,poss
0,2207_off,-9.188777562519503e-05,0.021202037087176655,4.0
1,2207_def,0.0006435609632086284,0.01676468547329003,4.0
2,2544_off,0.040254133966006106,0.010942673302021474,15101.0
3,2544_def,-0.013178531485872072,0.010041070551171016,15083.0
4,2546_off,-0.012674606578087673,0.016296325565570688,3710.0
5,2546_def,0.00093939233106719,0.013952557638210355,3685.0
6,2617_off,-0.012263027650696558,0.020325893612765815,331.0
7,2617_def,0.0022191700827534295,0.016318330593933606,331.0
8,2730_off,-0.00457162808555427,0.017830794422959484,1988.0
9,2730_def,0.003890179620770884,0.01491134458816852,2000.0
10,2738_off,-0.004322124613569797,0.018245060093971286,1561.0
11,2738_def,-0.014217418007855599,0.015157245845203124,1564.0
12,2772_off,-0.009326521651776902,0.019310170669497258,921.0
13,2772_def,0.000632321637861432,0.01577172698860367,925.0
14,101108_off,0.010192503954479126,0.011534896133100065,12699.0
15,101108_def,-0.0210773875343276,0.01048329144187177,12665.0
16,101139_off,-9.188777562519503e-05,0.021202037087176658,4.0
17,101139_def,0.0006435609632086284,0.016764685473290027,4.0
18,101150_off,-0.0035662007454273182,0.01842263849859088,1612.0
19,101150_def,-2.787132905422585e-05,0.015253209460831946,1611.0
20,200746_off,-0.002338845920989204,0.017764431541254184,2175.0
21,200746_def,-0.0034431003137928764,0.014861144139931512,2167.0
22,200752_off,0.0027793786973910202,0.015415778658273408,3821.0
23,200752_def,-0.018966085936728324,0.013387505526908391,3823.0
24,200765_off,-0.027696035811126084,0.018331042753887195,1522.0
25,200765_def,-0.003606265146522947,0.01520986812876993,1535.0
26,200768_off,-0.00258498672057651,0.010981318421349744,13033.0
27,200768_def,-0.016500241985058995,0.010110216424377802,13026.0
28,200782_off,0.007288793855921209,0.01190371771048468,10124.0
29,200782_def,-0.006768523263409775,0.010841286885083137,10111.0
30,200794_off,-0.008254696966560901,0.01953497939811572,784.0
31,200794_def,-0.0006963465852239694,0.015910514797212796,772.0
32,201142_off,0.03359893831288516,0.010908246946961509,14877.0
33,201142_def,-0.01738687451143214,0.00996869789272523,14845.0
34,201143_off,0.015922350730120747,0.012018006971711752,14216.0
35,201143_def,-0.01377646634755829,0.01086399176136005,14195.0
36,201144_off,0.014922700552166004,0.011386709566611137,13532.0
37,201144_def,-0.007302968736632732,0.010356847857054735,13445.0
38,201145_off,-0.017295717669315595,0.011869131395070537,9513.0
39,201145_def,0.00883853642734205,0.010781597172990919,9548.0
40,201152_off,-0.007023599264165913,0.014415637004387598,4367.0
41,201152_def,0.005680697294729112,0.012738538338725491,4352.0
42,201565_off,-0.02420219961308597,0.015950792874405706,2822.0
43,201565_def,-0.011094486639223945,0.013767368073518383,2803.0
44,201566_off,0.0006174851867560949,0.010861385523930865,13585.0
45,201566_def,0.0027677528993952268,0.009948143286156947,13599.0
46,201567_off,0.0029186415649153155,0.012001061774503507,8726.0
47,201567_def,-0.012915055401848459,0.010925124406458589,8681.0
48,201568_off,0.0006736716975818329,0.014472390092493473,5070.0
49,201568_def,0.007323146975810621,0.012733069950210429,5056.0
50,201569_off,0.002363965384166081,0.010783162595981973,11796.0
51,201569_def,0.0024366802843423362,0.009966108679035792,11792.0
52,201571_off,-0.01076698653700599,0.017925488602948524,1825.0
53,201571_def,0.011547498018118997,0.014986598608535818,1815.0
54,201572_off,-0.003253440789459217,0.011720402400030723,11671.0
55,201572_def,-0.02575613502200884,0.010644129442271656,11645.0
56,201577_off,-0.026011010022993896,0.017273188434852635,2011.0
57,201577_def,-0.0006718431115535178,0.014591363972307083,2003.0
58,201580_off,-0.016371900341988075,0.015050625240068565,4143.0
59,201580_def,-0.009424573942609262,0.013134603674545808,4132.0
60,201586_off,-0.021255218764529925,0.017218199891198452,2229.0
61,201586_def,-0.005829973483224774,0.014553050989679303,2235.0
62,201587_off,0.008115399268526004,0.011451729880771122,9967.0
63,201587_def,-0.008192391960149726,0.010505876365968413,9939.0
64,201588_off,-0.007619373464225815,0.014944023032619864,4439.0
65,201588_def,-0.03434055611587936,0.01309037998691062,4416.0
66,201599_off,-0.022705163167460206,0.01551697594199011,3354.0
67,201599_def,0.009097699281292091,0.01341003132589596,3394.0
68,201609_off,0.0013942878550424877,0.01584331534193901,3081.0
69,201609_def,0.003754253084260204,0.013696265043096288,3066.0
70,201933_off,-0.008967213147669937,0.015971891549695378,3218.0
71,201933_def,-0.004076628837185338,0.01377115006046609,3201.0
72,201935_off,0.03543850595087588,0.010535528213399108,15813.0
73,201935_def,0.007203700286374943,0.009678509488209865,15819.0
74,201937_off,-0.013869441962992212,0.016074651048575726,3178.0
75,201937_def,-0.027350778080022526,0.01384502328410032,3164.0
76,201939_off,0.040796639665989544,0.012001075310071935,16494.0
77,201939_def,-0.010347022242225926,0.010785810118649522,16381.0
78,201942_off,0.02269584676969601,0.011857673144579457,17645.0
79,201942_def,-0.004072246444828337,0.010685033606132727,17648.0
80,201949_off,-0.015889059279040676,0.016582808328194774,2851.0
81,201949_def,-0.009035869179255408,0.014141372116748619,2869.0
82,201950_off,0.03804461865588998,0.010782901358590873,15123.0
83,201950_def,-0.020555905726115712,0.009896083636529805,15087.0
84,201954_off,-0.002413067819541647,0.021006074265889754,84.0
85,201954_def,0.001015209816018927,0.016667192112793425,84.0
86,201959_off,-0.008363732411907032,0.015699452389891625,3241.0
87,201959_def,-0.012094608793699987,0.013578683831321915,3250.0
88,201961_off,-0.013443480932361768,0.018220265443188787,1644.0
89,201961_def,0.003974970379943873,0.015157237124802762,1636.0
90,201976_off,-0.01217289204035692,0.011104483320325594,10156.0
91,201976_def,-0.011586324667906073,0.010217575575120756,10208.0
92,201980_off,-0.014395943208170468,0.01582637893034213,3722.0
93,201980_def,-0.006026486884484875,0.013673794359639006,3720.0
94,201988_off,-0.004798868521239046,0.01347477838661542,7075.0
95,201988_def,-0.0005064763634494261,0.011985900450158682,7041.0
96,202066_off,-0.04261162752862505,0.015998272503633594,3177.0
97,202066_def,0.01071990545017102,0.01376586972224444,3176.0
98,202083_off,-0.009207029302908207,0.013796780698654377,5428.0
99,202083_def,-0.01238163266810401,0.012260135443738975,5500.0
100,202322_off,-0.027706953054891705,0.017590691430739602,1589.0
101,202322_def,0.0004046394226523584,0.014781229557998198,1591.0
102,202324_off,-0.026820411852617534,0.01870138655563907,1318.0
103,202324_def,-0.0076741325824093536,0.015422675930054105,1328.0
104,202326_off,0.01996144144064564,0.018375251169670148,1587.0
105,202326_def,-2.1928787971353305e-05,0.015243513522040314,1569.0
106,202328_off,0.0007980024330386243,0.020256963077023675,412.0
107,202328_def,7.199723553821686e-05,0.016283949238862505,413.0
108,202330_off,-0.008359155539711392,0.012256608246573717,9150.0
109,202330_def,-0.010203813548298565,0.011091709818331952,9149.0
110,202331_off,0.04198432771064856,0.012122558127358178,11334.0
111,202331_def,-0.023861915185490475,0.010953698045003325,11294.0
112,202334_off,-0.011976415346096302,0.020313526100982835,393.0
113,202334_def,-0.004180314800990035,0.016315520265251623,390.0
114,202339_off,-0.022619510607771637,0.01694796705043908,2779.0
115,202339_def,-0.014540047614448973,0.014370414656702407,2789.0
116,202340_off,-0.025783460052099284,0.017012854633938344,2876.0
117,202340_def,-0.0013045991191474075,0.014389815678752886,2900.0
118,202355_off,0.02100855007322263,0.017509481302883493,2449.0
119,202355_def,-0.00883702414336723,0.01468920194550759,2475.0
120,202357_off,-0.0039372279174597815,0.01725308888655059,2606.0
121,202357_def,-0.011165539567756717,0.014544210400443635,2599.0
122,202362_off,0.0007006097036035721,0.018286234552271175,1659.0
123,202362_def,0.010470767897904638,0.015173027933897134,1657.0
124,202397_off,-0.0324446369654466,0.014231818545833,4660.0
125,202397_def,0.009894078650220985,0.012572099147007916,4666.0
126,202681_off,0.050734426684871,0.011227561341072686,11467.0
127,202681_def,-0.007156483950069085,0.010278320026735694,11441.0
128,202683_off,0.0007699491966636204,0.019499348486177032,831.0
129,202683_def,-0.006669086301210086,0.01588551232393014,820.0
130,202684_off,0.00114270654416573,0.015812058655149796,3040.0
131,202684_def,0.004858509400012376,0.013653232765174208,3036.0
132,202685_off,0.012327150094879752,0.012682666819852298,13058.0
133,202685_def,0.0056263555867753536,0.011246397937231598,13008.0
134,202687_off,0.0001968788991278045,0.014057718187767703,4753.0
135,202687_def,-0.0024214984352555566,0.012425872681045674,4760.0
136,202688_off,-0.0030020515660416666,0.020881888954570948,136.0
137,202688_def,-0.0012725707162287124,0.016608148836328798,133.0
138,202689_off,-0.010977390909413206,0.017643678814967593,2193.0
139,202689_def,0.0034230602716937464,0.014788440465720596,2198.0
140,202691_off,0.005221345185327576,0.011517565785406973,14177.0
141,202691_def,0.011801165416928619,0.010481239394856685,14118.0
142,202692_off,0.004616756295422672,0.011888739905036798,9386.0
143,202692_def,-0.0037447153488617668,0.010817534793608854,9357.0
144,202693_off,-0.012074084887504602,0.017101503612202217,1831.0
145,202693_def,0.0009673364016023512,0.014494348415335367,1830.0
146,202694_off,-0.004357418115336825,0.01237144425963118,8751.0
147,202694_def,0.010582955619406639,0.011203871741254435,8734.0
148,202695_off,0.03207544896183142,0.012737614153441176,8388.0
149,202695_def,-0.025205298489822135,0.011439445697618114,8358.0
150,202696_off,-0.0010711114400254328,0.013288704199948487,16243.0
151,202696_def,0.00726498461194566,0.011596182054590029,16211.0
152,202699_off,0.006570640914368447,0.0119036060797881,16344.0
153,202699_def,-0.006760639254049351,0.010699625595509344,16333.0
154,202704_off,-0.0256540523664289,0.011443832621563711,12003.0
