run,n_teams,mean_minute_coverage,season_weighting,season_weights,has_season_effects,raw_net_rmse,raw_net_mae,raw_net_r2,calibrated_net_rmse,calibrated_net_mae,calibrated_net_r2,net_rating_corr,wins_corr,wins_r2_linear,calibration_slope,calibration_intercept
simple_weighted_rapm_with_playoffs,30,0.9012322217900393,time_decay,"{""2022"": 0.6, ""2023"": 0.8, ""2024"": 1.0}",False,5.364282291001068,4.2064431462047365,0.17920988017766892,3.826023396812831,3.2344963775756757,0.5824542047342927,0.7631868740579155,0.7642584285438395,0.5840909456002991,5.478087968214136,-3.856866581596084
simple_weighted_rapm,30,0.9012322217900393,time_decay,"{""2022"": 0.6, ""2023"": 0.8, ""2024"": 1.0}",False,5.367087868675559,4.2111577571085785,0.17835109143284977,3.828886536133064,3.178037261680039,0.5818290443662941,0.7627771918235978,0.7631124009834147,0.5823405365346719,5.498132321657327,-3.8734740977267603
simple_weighted_rapm_with_playoffs_rubber_band,30,0.9012322217900393,time_decay,"{""2022"": 0.6, ""2023"": 0.8, ""2024"": 1.0}",False,5.250529857449938,4.101744782210925,0.21365136616552471,3.850536017146841,3.165455837355801,0.5770867891120304,0.7596622862246291,0.7597478386888052,0.5772167783923108,4.385527435954245,-3.63931282411399
simple_rapm_with_playoff_indicator,30,0.9012322217900393,uniform,"{""2022"": 1.0, ""2023"": 1.0, ""2024"": 1.0}",True,5.238883388673891,4.088293094987275,0.21713597741062884,3.9056485303249557,3.2252881287117257,0.5648938832343646,0.7515942277814304,0.7524624538547265,0.5661997444610765,4.158923362900359,-3.651266554247331
simple_rapm_with_playoffs_home_rubber_band_season_effects,30,0.9012322217900393,uniform,"{""2022"": 1.0, ""2023"": 1.0, ""2024"": 1.0}",True,5.237803457174927,4.087684068585109,0.21745869976048604,3.905928982805785,3.2250998715914894,0.5648313937552942,0.7515526553444503,0.7522737130795742,0.5659157393905296,4.161905984928871,-3.61222757865865
simple_rapm_with_playoffs_rubber_band_season_effects,30,0.9012322217900393,uniform,"{""2022"": 1.0, ""2023"": 1.0, ""2024"": 1.0}",True,5.248517447847202,4.098090620113899,0.2142540300204243,3.9263525107567228,3.2432076918561368,0.5602686306262021,0.7485109422220908,0.7502086525377174,0.5628130223424576,4.184094665281656,-3.6475552977544927
