Season,metric,value_column,weight_column,n_players,mean,median,p25,p75,weighted_mean,age_standardized_weighted_mean,weight_sum
2004,BRef WS,BRef_WS,BRef_MP,16,1.8875,0.75,0.45,2.5749999999999997,2.738059174383927,2.697604075867667,25484.0
2005,BRef WS,BRef_WS,BRef_MP,20,2.7150000000000003,2.85,1.0999999999999999,4.025,3.3582460045132767,3.4311625253407323,32349.0
2006,BRef WS,BRef_WS,BRef_MP,20,2.0100000000000002,1.2,0.5,2.65,3.1881674827466555,2.7923262827381747,25937.0
2007,BRef WS,BRef_WS,BRef_MP,20,1.6400000000000001,1.65,0.85,2.25,1.6895513060867393,1.5636788306561822,24003.0
2008,BRef WS,BRef_WS,BRef_MP,20,1.53,1.3,0.425,2.3499999999999996,1.7962824570099516,1.6740244574508354,26227.0
2009,BRef WS,BRef_WS,BRef_MP,20,3.1649999999999996,3.4,1.975,4.6,3.553812757430702,3.3448520322233457,35932.0
2010,BRef WS,BRef_WS,BRef_MP,20,2.54,2.4,1.275,3.825,2.9434362000580445,2.779247637642546,31011.0
2011,BRef WS,BRef_WS,BRef_MP,20,1.8150000000000002,1.05,0.15000000000000002,2.4,2.7493783812833654,2.551967206643053,27911.0
2012,BRef WS,BRef_WS,BRef_MP,20,1.8449999999999995,1.6,1.25,1.85,1.9269650096430118,1.9282629464715615,25407.0
2013,BRef WS,BRef_WS,BRef_MP,20,2.0149999999999997,2.0,0.65,2.8499999999999996,2.525876172343276,2.5466993721707425,28362.0
2014,BRef WS,BRef_WS,BRef_MP,20,0.9100000000000001,0.8,0.17500000000000002,1.375,1.2917747440273037,1.3861325934590791,23440.0
2015,BRef WS,BRef_WS,BRef_MP,20,0.985,0.6,0.25,1.725,1.3390895868548292,1.196943077878875,25439.0
2016,BRef WS,BRef_WS,BRef_MP,20,2.0599999999999996,1.5,0.825,2.65,2.3872646881489916,2.5290763938097083,29854.0
2017,BRef WS,BRef_WS,BRef_MP,20,0.9650000000000001,1.2000000000000002,0.625,1.6,0.9306606152294502,1.0221433380075022,21813.0
2018,BRef WS,BRef_WS,BRef_MP,20,2.4549999999999996,2.3,-0.05,4.2,2.9284872354291216,2.7204587962227227,35293.0
2019,BRef WS,BRef_WS,BRef_MP,20,2.465,2.75,1.425,3.375,2.6348057971014494,2.6063015265071314,34500.0
2020,BRef WS,BRef_WS,BRef_MP,20,0.985,0.8500000000000001,-0.15,1.85,0.9361832462700591,0.9623668998415962,26609.0
2021,BRef WS,BRef_WS,BRef_MP,19,1.452631578947368,1.3,0.75,2.65,1.5509850480465992,1.9111758047594898,26953.0
2022,BRef WS,BRef_WS,BRef_MP,20,1.6350000000000002,1.15,0.25,2.55,2.0328993929162746,2.059993107045694,30803.0
2023,BRef WS,BRef_WS,BRef_MP,20,2.175,1.9,1.0,2.65,2.3813503026540426,2.486003731481597,32215.0
2024,BRef WS,BRef_WS,BRef_MP,20,1.9100000000000001,1.25,0.375,3.7750000000000004,2.2723053634706023,2.95484373732256,29067.0
1997,BRef WS/48,BRef_WS48,BRef_MP,18,0.060444444444444446,0.0605,0.03475,0.0805,0.06027552217789251,0.059559237164337135,25566.0
1998,BRef WS/48,BRef_WS48,BRef_MP,13,0.08030769230769232,0.073,0.051,0.091,0.09509025641025641,0.08784335347688801,22425.0
1999,BRef WS/48,BRef_WS48,BRef_MP,14,0.08621428571428573,0.098,0.036250000000000004,0.1375,0.09466633630657417,0.09636462881916907,12108.0
2000,BRef WS/48,BRef_WS48,BRef_MP,14,0.055428571428571424,0.0565,0.0335,0.08625,0.06798214841722885,0.06947327133898652,19270.0
2001,BRef WS/48,BRef_WS48,BRef_MP,15,0.04113333333333334,0.056,0.009,0.07150000000000001,0.052488415147265086,0.012397930501587197,17825.0
2002,BRef WS/48,BRef_WS48,BRef_MP,20,0.0794,0.0775,0.05875,0.099,0.08681029357116314,0.08573434767061583,26910.0
2003,BRef WS/48,BRef_WS48,BRef_MP,18,0.048,0.039,0.0065,0.0875,0.06296824833353054,0.06399112854122435,25353.0
2004,BRef WS/48,BRef_WS48,BRef_MP,16,0.0484375,0.033,0.018750000000000003,0.08225,0.056965350808350336,0.05777008277013721,25484.0
2005,BRef WS/48,BRef_WS48,BRef_MP,20,0.0749,0.088,0.04325,0.11275,0.08044931837151072,0.0825580706860912,32349.0
2006,BRef WS/48,BRef_WS48,BRef_MP,20,0.05989999999999999,0.0545,0.0365,0.08549999999999999,0.07434171261132744,0.06854923135924013,25937.0
2007,BRef WS/48,BRef_WS48,BRef_MP,20,0.07369999999999999,0.0775,0.047,0.11725000000000001,0.06603570387034954,0.06171961229023476,24003.0
2008,BRef WS/48,BRef_WS48,BRef_MP,20,0.05865,0.053500000000000006,0.017499999999999998,0.09475,0.055994585732260654,0.053546687234518615,26227.0
2009,BRef WS/48,BRef_WS48,BRef_MP,20,0.08410000000000001,0.083,0.066,0.11475,0.08463981965935656,0.08232355791753156,35932.0
2010,BRef WS/48,BRef_WS48,BRef_MP,20,0.08275,0.076,0.06225,0.1165,0.07837409306375157,0.07475062070338136,31011.0
2011,BRef WS/48,BRef_WS48,BRef_MP,20,0.0486,0.0315,0.006500000000000001,0.091,0.06266446920568954,0.059438783427153634,27911.0
2012,BRef WS/48,BRef_WS48,BRef_MP,20,0.0723,0.0635,0.041,0.0965,0.06987649073090095,0.06907379949246906,25407.0
2013,BRef WS/48,BRef_WS48,BRef_MP,20,0.06244999999999999,0.062,0.019,0.1,0.06856149072702912,0.06821438682012154,28362.0
2014,BRef WS/48,BRef_WS48,BRef_MP,20,0.0318,0.025,0.014,0.057,0.03737013651877133,0.04220902441043891,23440.0
2015,BRef WS/48,BRef_WS48,BRef_MP,20,0.033999999999999996,0.029,0.0165,0.07100000000000001,0.036979480325484496,0.03513951082724138,25439.0
2016,BRef WS/48,BRef_WS48,BRef_MP,20,0.06689999999999999,0.07250000000000001,0.0305,0.1045,0.06629620821330474,0.08222956083329243,29854.0
2017,BRef WS/48,BRef_WS48,BRef_MP,20,0.05145000000000001,0.0505,0.02725,0.089,0.042318984092055194,0.04822989143109294,21813.0
2018,BRef WS/48,BRef_WS48,BRef_MP,20,0.06050000000000001,0.065,-0.00275,0.10825000000000001,0.06690811209021619,0.06080128402148115,35293.0
2019,BRef WS/48,BRef_WS48,BRef_MP,20,0.06735000000000001,0.068,0.034,0.0965,0.0685036811594203,0.07078328312490056,34500.0
2020,BRef WS/48,BRef_WS48,BRef_MP,20,0.04215000000000001,0.045,-0.00575,0.06275,0.03506824758540343,0.03878954233736228,26609.0
2021,BRef WS/48,BRef_WS48,BRef_MP,19,0.04963157894736842,0.046,0.0205,0.0875,0.04936214892590807,0.06002554353631548,26953.0
2022,BRef WS/48,BRef_WS48,BRef_MP,20,0.046700000000000005,0.049,0.008,0.082,0.05094828425802681,0.05004580449718756,30803.0
2023,BRef WS/48,BRef_WS48,BRef_MP,20,0.06614999999999999,0.054,0.03575,0.09,0.0645639608877852,0.06745468691372769,32215.0
2024,BRef WS/48,BRef_WS48,BRef_MP,20,0.058450000000000016,0.053,0.01225,0.08875000000000001,0.06325946950149655,0.07606466246761176,29067.0
1997,Def Above Aging Curve (lower better),Def_above_curve,Poss,18,0.34521516284890974,0.17182606460438293,-0.9264069999438258,1.3374392326515716,1.0925229355320236,1.213616798320728,100219.0
1998,Def Above Aging Curve (lower better),Def_above_curve,Poss,13,0.3954704615903145,0.7377921937008007,-0.4711400644920348,1.046792193700801,0.26445220487760296,0.46892773529957166,87303.0
1999,Def Above Aging Curve (lower better),Def_above_curve,Poss,14,-0.2991927074265532,-0.35914006449203467,-0.7831050483690261,0.2660591291525919,-0.2712972035031994,-0.6366667733558329,47152.0
2000,Def Above Aging Curve (lower better),Def_above_curve,Poss,14,-0.005308396747704265,-0.07867393539561698,-1.2893900644920346,1.0793430000561741,-0.1502070921326649,-0.0720761807908025,76246.0
2001,Def Above Aging Curve (lower better),Def_above_curve,Poss,15,-0.33686941292568473,-0.4681400644920347,-0.9874092427617696,0.4187921937008008,-0.47602014427520534,-0.5670690022791346,68949.0
2002,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.5142773535856044,-0.3386039031495996,-1.5208254599822757,0.3428215789684953,-0.835149753820406,-0.8167180184460727,106850.0
2003,Def Above Aging Curve (lower better),Def_above_curve,Poss,18,-0.24430466171014636,-0.0794092427617697,-1.0640246536269022,0.6146745400177244,-0.17613991837384024,-0.06280431716463375,99846.0
2004,Def Above Aging Curve (lower better),Def_above_curve,Poss,16,-0.41209533504794116,-0.3642078062991992,-1.0192850161230087,0.3508599355079652,-0.3604256524055305,-0.4021468172281514,99011.0
2005,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.6915534149092117,-0.8700700322460173,-2.1462746536269024,0.7075803947421239,-0.6404568941838719,-1.055213435566487,127660.0
2006,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.5667006648025164,-0.7381039031495995,-1.0859284210315046,0.6168599355079651,-0.5677645842551732,-0.5898097655814665,99205.0
2007,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-1.0209714454324363,-1.2294092427617693,-1.7943107673484284,0.19093923265157167,-1.0595829626566757,-1.124938207856819,95998.0
2008,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.11123458585409159,-0.3491739353956169,-0.9939284210315045,0.737644951630974,0.028210733948359854,0.05212738991571998,105417.0
2009,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.25579803013052843,0.15666078948424766,-0.4837078062991992,1.063321578968495,0.27711432831372823,0.029251558932635126,139090.0
2010,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.23744165436540782,0.2553215789684953,-0.16190699994382582,0.6946099355079652,0.25964481779175613,0.3919565381822002,124857.0
2011,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.19993894488252367,-0.059673935395616995,-0.38514006449203464,0.7094245400177244,0.2317343483934842,0.19963964419888944,108046.0
2012,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.20366444220783456,-0.038673935395617,-0.6175350161230087,0.4994245400177244,-0.14946487253757917,-0.12353428981945211,99772.0
2013,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.2749425610167672,0.523556886334648,-0.08403501612300868,0.9333599355079651,0.21821389705177363,0.19553827103634377,110231.0
2014,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.054743009580355925,-0.05614006449203475,-0.7596569999438259,0.5880930000561742,0.15864271307409583,0.34817266388261053,93679.0
2015,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.2251578875468217,-0.6676039031495996,-1.0999578062991993,0.730809129152592,-0.10030651696598486,0.03757151871965538,100302.0
2016,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.028558784673999176,0.04805688633464805,-1.0035246536269022,0.9388303947421238,-0.0314457552781848,-0.06242328612171923,123038.0
2017,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.32122396649524637,-0.4429431136653519,-0.8553019515747997,0.11947534637309773,-0.07536532072559743,-0.27746689289089205,91831.0
2018,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.459069174988959,-0.44390924276176974,-1.7522588157736285,0.7661892326515717,-0.6823923942545228,-0.5739653491773553,150083.0
2019,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.08110435574765613,-0.01394311366535195,-0.5089284210315046,0.6109753463730978,0.25058977689412537,0.11613868730788209,145447.0
2020,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.05173864102774206,0.2872921937008007,-1.2520754599822754,1.0154753463730977,0.10604753713812132,0.0907781689451841,117401.0
2021,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.06218507812894729,0.16966078948424765,-0.5591784210315046,0.4645803947421238,0.06573285800142993,0.03447577371765535,117389.0
2022,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.32487581398505017,0.5558960968504004,-0.4790754599822756,1.1556099355079654,0.1897067193064631,0.40219443240427905,129281.0
2023,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,0.3319916638895896,0.120556886334648,-0.38614006449203475,1.0553599355079653,0.5047402567372705,0.4950552004992948,136174.0
2024,Def Above Aging Curve (lower better),Def_above_curve,Poss,20,-0.15670178144939745,-0.4794092427617697,-1.2758019515747998,0.9423303947421238,-0.10806093928629225,-0.08710653620894317,120208.0
1997,Def At Ref Age (lower better),Def_at_ref,Poss,18,-0.7226589432526782,-0.8960480414972052,-1.994281106045414,0.2695651265499835,0.02464882943043537,0.14574269221913994,100219.0
1998,Def At Ref Age (lower better),Def_at_ref,Poss,13,-0.6724036445112735,-0.3300819124007874,-1.539014170593623,-0.0210819124007873,-0.8034219012239852,-0.5989463708020167,87303.0
1999,Def At Ref Age (lower better),Def_at_ref,Poss,14,-1.3670668135281414,-1.427014170593623,-1.8509791544706142,-0.8018149769489962,-1.3391713096047875,-1.7045408794574208,47152.0
2000,Def At Ref Age (lower better),Def_at_ref,Poss,14,-1.0731825028492925,-1.1465480414972051,-2.3572641705936226,0.0114688939545859,-1.2180811982342532,-1.1399502868923908,76246.0
2001,Def At Ref Age (lower better),Def_at_ref,Poss,15,-1.4047435190272732,-1.536014170593623,-2.055283348863358,-0.6490819124007874,-1.5438942503767934,-1.6349431083807229,68949.0
2002,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.582151459687193,-1.4064780092511877,-2.588699566083864,-0.7250525271330928,-1.9030238599219937,-1.884592124547661,106850.0
2003,Def At Ref Age (lower better),Def_at_ref,Poss,18,-1.3121787678117345,-1.147283348863358,-2.1318987597284904,-0.45319956608386375,-1.2440140244754283,-1.130678423266222,99846.0
2004,Def At Ref Age (lower better),Def_at_ref,Poss,16,-1.4799694411495294,-1.4320819124007875,-2.0871591222245964,-0.7170141705936229,-1.4282997585071189,-1.4700209233297394,99011.0
2005,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.7594275210108,-1.9379441383476055,-3.2141487597284906,-0.3602937113594643,-1.70833100028546,-2.123087541668075,127660.0
2006,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.6345747709041045,-1.8059780092511877,-2.153802527133093,-0.4510141705936229,-1.6356386903567615,-1.6576838716830549,99205.0
2007,Def At Ref Age (lower better),Def_at_ref,Poss,20,-2.0888455515340243,-2.297283348863358,-2.8621848734500164,-0.8769348734500164,-2.1274570687582637,-2.192812313958407,95998.0
2008,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.17910869195568,-1.417048041497205,-2.061802527133093,-0.3302291544706142,-1.0396633721532282,-1.0157467161858682,105417.0
2009,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.8120760759710597,-0.9112133166173405,-1.5515819124007875,-0.004552527133092798,-0.7907597777878599,-1.0386225471689527,139090.0
2010,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.8304324517361803,-0.8125525271330928,-1.229781106045414,-0.37326417059362293,-0.8082292883098322,-0.6759175679193878,124857.0
2011,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.8679351612190646,-1.1275480414972052,-1.4530141705936228,-0.35844956608386375,-0.8361397577081039,-0.8682344619026987,108046.0
2012,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.2715385483094228,-1.1065480414972053,-1.6854091222245968,-0.5684495660838638,-1.2173389786391675,-1.19140839592104,99772.0
2013,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.7929315450848209,-0.5443172197669401,-1.1519091222245965,-0.13451417059362292,-0.8496602090498145,-0.8723358350652443,110231.0
2014,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.0131310965212323,-1.1240141705936229,-1.8275311060454138,-0.479781106045414,-0.9092313930274922,-0.7197014422189776,93679.0
2015,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.29303199364841,-1.7354780092511877,-2.167831912400787,-0.3370649769489963,-1.168180623067573,-1.0303025873819327,100302.0
2016,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.0964328907755874,-1.0198172197669402,-2.07139875972849,-0.1290437113594643,-1.0993198613797728,-1.1302973922233075,123038.0
2017,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.3890980725968345,-1.51081721976694,-1.9231760576763879,-0.9483987597284904,-1.1432394268271855,-1.34534099899248,91831.0
2018,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.5269432810905472,-1.511783348863358,-2.8201329218752162,-0.30168487345001643,-1.7502665003561106,-1.6418394552789433,150083.0
2019,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.986769750353932,-1.0818172197669402,-1.5768025271330928,-0.4568987597284904,-0.8172843292074629,-0.951735418793706,145447.0
2020,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.1196127471293302,-0.7805819124007873,-2.3199495660838636,-0.052398759728490375,-0.9618265689634669,-0.9770959371564039,117401.0
2021,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.005689027972641,-0.8982133166173405,-1.627052527133093,-0.6032937113594643,-1.0021412481001584,-1.0333983323839329,117389.0
2022,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.7429982921165379,-0.5119780092511879,-1.5469495660838637,0.08773582940637707,-0.8781673867951251,-0.6656796736973093,129281.0
2023,Def At Ref Age (lower better),Def_at_ref,Poss,20,-0.7358824422119985,-0.9473172197669402,-1.4540141705936231,-0.012514170593622925,-0.5631338493643175,-0.5728189056022931,136174.0
2024,Def At Ref Age (lower better),Def_at_ref,Poss,20,-1.2245758875509856,-1.547283348863358,-2.343676057676388,-0.12554371135946438,-1.1759350453878803,-1.1549806423105313,120208.0
1997,Def VORP,VORP_Def,Poss,18,1.3667222222222224,1.0955,-0.043250000000000004,2.6477500000000003,2.320907033596424,2.508732844051703,100219.0
1998,Def VORP,VORP_Def,Poss,13,1.448076923076923,1.882,0.931,2.36,1.4231446112962898,1.6904166283458837,87303.0
1999,Def VORP,VORP_Def,Poss,14,0.5901428571428571,0.49950000000000006,0.13675,1.013,0.7863643535799116,0.5269706728875903,47152.0
2000,Def VORP,VORP_Def,Poss,14,0.9948571428571429,0.6855,-0.44775,2.19475,1.1684400624295044,1.258085498571755,76246.0
2001,Def VORP,VORP_Def,Poss,15,0.6646666666666666,0.502,-0.166,1.442,0.689253970325893,0.335341627271005,68949.0
2002,Def VORP,VORP_Def,Poss,20,0.26699999999999996,0.33899999999999997,-0.34450000000000003,0.7802499999999999,0.14621621899859613,0.13639184155445794,106850.0
2003,Def VORP,VORP_Def,Poss,18,0.8801111111111111,1.233,0.184,1.71475,1.109140456302706,1.2526299223438995,99846.0
2004,Def VORP,VORP_Def,Poss,16,0.7610625,0.9650000000000001,0.28675,1.324,1.0887630364302956,1.008435956619406,99011.0
2005,Def VORP,VORP_Def,Poss,20,0.6316,0.1155,-0.8845,2.35625,0.7729231630894564,0.33653066371920537,127660.0
2006,Def VORP,VORP_Def,Poss,20,0.47509999999999997,0.3725,-0.6435,1.7445,0.6786586260773146,0.7154153440533016,99205.0
2007,Def VORP,VORP_Def,Poss,20,0.1559,-0.045,-0.60575,1.2999999999999998,0.19903545907206402,0.1622345896995831,95998.0
2008,Def VORP,VORP_Def,Poss,20,0.9702,0.8535,0.09175,1.63175,1.2301990950226243,1.2442825880459965,105417.0
2009,Def VORP,VORP_Def,Poss,20,1.5988,1.5034999999999998,0.8592500000000001,2.75175,1.7500400963404985,1.4419428678900192,139090.0
2010,Def VORP,VORP_Def,Poss,20,0.8980499999999999,0.8634999999999999,0.304,1.41225,1.0718887607422891,1.2390171451427128,124857.0
2011,Def VORP,VORP_Def,Poss,20,1.33325,1.0114999999999998,0.572,2.0709999999999997,1.5233521092867854,1.5452565569490821,108046.0
2012,Def VORP,VORP_Def,Poss,20,1.0097,1.2905,0.322,1.858,1.124460890831095,1.2074525866565555,99772.0
2013,Def VORP,VORP_Def,Poss,20,1.0413000000000001,1.2025000000000001,0.76325,1.5382500000000001,1.0984691874336623,1.1058563191158925,110231.0
2014,Def VORP,VORP_Def,Poss,20,0.9312500000000001,0.7315,-0.21825,1.91925,1.3341442585851686,1.3799711511549713,93679.0
2015,Def VORP,VORP_Def,Poss,20,1.1078999999999999,0.9045000000000001,0.12974999999999998,1.94875,1.3421196087814797,1.4209562346938855,100302.0
2016,Def VORP,VORP_Def,Poss,20,1.2618500000000001,1.2429999999999999,0.28675,2.133,1.3657261171345438,1.2084959216177005,123038.0
2017,Def VORP,VORP_Def,Poss,20,0.4025499999999999,0.28400000000000003,-0.12525,0.7015,0.6940863325020963,0.46127112390039315,91831.0
2018,Def VORP,VORP_Def,Poss,20,0.8725999999999999,0.7305,-0.3865,2.0220000000000002,0.7460382388411747,0.8175733181265687,150083.0
2019,Def VORP,VORP_Def,Poss,20,1.0652000000000001,1.0685,0.32175000000000004,1.46625,1.2950551334850495,1.0475887240477875,145447.0
2020,Def VORP,VORP_Def,Poss,20,1.3288,1.5215,0.2165,2.44175,1.5204505157536985,1.4637115951113908,117401.0
2021,Def VORP,VORP_Def,Poss,20,1.1380999999999997,1.0710000000000002,0.40575,1.7534999999999998,1.2020552692330628,1.0571465331704646,117389.0
2022,Def VORP,VORP_Def,Poss,20,1.8224,1.85,1.0190000000000001,2.636,1.7645963057216454,1.943067472861844,129281.0
2023,Def VORP,VORP_Def,Poss,20,1.26085,1.041,0.55825,2.04575,1.5039620779297076,1.4785780198408878,136174.0
2024,Def VORP,VORP_Def,Poss,20,1.2122,0.728,0.212,2.49725,1.2697295687475043,1.2046127806479652,120208.0
1997,Off Above Aging Curve,Off_above_curve,Poss,18,-2.2412485479195507,-2.620528636706469,-3.934901789440652,-0.7735765031428464,-1.0998780679154625,-1.0258921994550978,100219.0
1998,Off Above Aging Curve,Off_above_curve,Poss,13,-2.0877554979452175,-2.9170572734129374,-4.2710572734129375,0.2549427265870623,-1.097046818739651,-1.7454749749253136,87303.0
1999,Off Above Aging Curve,Off_above_curve,Poss,14,-1.8272130918159266,-1.5540286367064686,-3.7950908214960815,-0.2679353375237953,-0.6934485635418985,-0.9932131769591754,47152.0
2000,Off Above Aging Curve,Off_above_curve,Poss,14,-1.9077378330082622,-2.540231478663184,-3.8043072734129377,-0.499151789440652,-0.736126413649478,-0.6033500706655535,76246.0
2001,Off Above Aging Curve,Off_above_curve,Poss,15,-3.173278316744565,-2.351435337523795,-5.6117314786631844,-1.3492463054683665,-2.448538028838805,-3.516472754505473,68949.0
2002,Off Above Aging Curve,Off_above_curve,Poss,20,-2.5407681074649204,-3.111028636706469,-3.9361630973160224,-1.8273514209783577,-1.5713079544472108,-2.1324319663126996,106850.0
2003,Off Above Aging Curve,Off_above_curve,Poss,18,-3.1769602905765986,-3.1104205107186127,-3.935068581288308,-2.0828185812883078,-2.4477820612556624,-2.2853435520062177,99846.0
2004,Off Above Aging Curve,Off_above_curve,Poss,16,-2.1604228124774667,-3.2132463054683664,-4.144818581288307,-1.2604279241212042,-1.012653889575685,-1.200223374533385,99011.0
2005,Off Above Aging Curve,Off_above_curve,Poss,20,-1.462120727766559,-1.1327028419567156,-2.9249056839134306,0.028442726587062303,-0.8538535624901661,-0.910127328560812,127660.0
2006,Off Above Aging Curve,Off_above_curve,Poss,20,-2.825115744199457,-3.298557273412938,-4.635663097316022,-1.5640572734129377,-1.5448713175672661,-1.7943011367059318,99205.0
2007,Off Above Aging Curve,Off_above_curve,Poss,20,-2.375659277951837,-2.6059353375237952,-4.1705685812883075,-0.6389353375237953,-1.7442493543381494,-1.6473040140498998,95998.0
2008,Off Above Aging Curve,Off_above_curve,Poss,20,-2.9518360283951286,-3.4182463054683665,-4.387151789440653,-2.0600685812883075,-2.6161709200650005,-2.4355989983577686,105417.0
2009,Off Above Aging Curve,Off_above_curve,Poss,20,-1.8034964822673492,-1.4149056839134309,-3.2581853375237957,-0.3656779241212041,-1.1153354463098284,-1.3603432235263342,139090.0
2010,Off Above Aging Curve,Off_above_curve,Poss,20,-1.8412496029741714,-2.203246305468366,-3.149394376038061,-0.6754056839134308,-1.2139641014224107,-1.3192948677175473,124857.0
2011,Off Above Aging Curve,Off_above_curve,Poss,20,-3.2125875110756468,-3.531557273412938,-5.020057273412937,-2.351608834380949,-2.1205635618856644,-2.041721224961983,108046.0
2012,Off Above Aging Curve,Off_above_curve,Poss,20,-1.9218564142811896,-1.9512463054683664,-3.704435337523795,-0.863401789440652,-1.6653480488059744,-1.5326152876090529,99772.0
2013,Off Above Aging Curve,Off_above_curve,Poss,20,-2.237553550610542,-2.6530572734129376,-3.615935337523795,-0.8254056839134308,-1.6107037621936093,-1.6541054373291377,110231.0
2014,Off Above Aging Curve,Off_above_curve,Poss,20,-3.205437612766036,-3.7627463054683665,-4.865401789440652,-2.739151789440652,-2.069058952792626,-2.4093173407718043,93679.0
2015,Off Above Aging Curve,Off_above_curve,Poss,20,-2.3978694884550493,-2.7205286367064687,-4.570557273412938,-1.7066853375237951,-1.2119762615787015,-1.6147244460756902,100302.0
2016,Off Above Aging Curve,Off_above_curve,Poss,20,-1.888801364144062,-2.1787028419567154,-2.585413097316022,-1.192927924121204,-1.5137455759595981,-1.8254625747382591,123038.0
2017,Off Above Aging Curve,Off_above_curve,Poss,20,-2.9166992042593773,-3.0857463054683665,-4.149905683913431,-1.7330572734129375,-2.5348127521339934,-2.7742080813546766,91831.0
2018,Off Above Aging Curve,Off_above_curve,Poss,20,-1.6383231310202517,-1.501905683913431,-2.933663097316022,-0.8455572734129376,-1.1476083203794591,-1.1953126715429152,150083.0
2019,Off Above Aging Curve,Off_above_curve,Poss,20,-1.44232461370077,-1.3524205107186131,-3.186608834380949,-0.031068581288307598,-0.9358433061692105,-1.425824319785764,145447.0
2020,Off Above Aging Curve,Off_above_curve,Poss,20,-1.9826217500301233,-1.6729353375237952,-2.8245542629350733,-0.9291556839134308,-1.7224981803531196,-1.750659183816864,117401.0
2021,Off Above Aging Curve,Off_above_curve,Poss,20,-1.907325250916707,-1.7364056839134308,-2.935042955059703,-0.6408185812883076,-1.6854057255501849,-1.8838641892865304,117389.0
2022,Off Above Aging Curve,Off_above_curve,Poss,20,-2.0484000848443227,-2.1047463054683666,-3.1586517894406523,-1.0448514209783577,-1.764921629777647,-2.0597842074215342,129281.0
2023,Off Above Aging Curve,Off_above_curve,Poss,20,-1.9558854262995553,-1.7422314786631843,-3.4411443760380607,-0.7059056839134309,-1.6253210360779806,-1.6691560128778353,136174.0
2024,Off Above Aging Curve,Off_above_curve,Poss,20,-1.795598500473415,-1.9659205107186128,-2.586177924121204,-1.1508042629350732,-1.5388879182054984,-1.3231529976730279,120208.0
1997,Off At Ref Age,Off_at_ref,Poss,18,0.668660397800427,0.2893803090135088,-1.0249928437206743,2.1363324425771313,1.8100308778045149,1.8840167462648798,100219.0
1998,Off At Ref Age,Off_at_ref,Poss,13,0.8221534477747602,-0.00714832769296,-1.36114832769296,3.16485167230704,1.8128621269803264,1.1644339707946645,87303.0
1999,Off At Ref Age,Off_at_ref,Poss,14,1.0826958539040512,1.355880309013509,-0.8851818757761034,2.6419736081961824,2.216460382178079,1.916695768760802,47152.0
2000,Off At Ref Age,Off_at_ref,Poss,14,1.0021711127117157,0.36967746705679344,-0.8943983276929601,2.4107571562793257,2.173782532070499,2.306558875054424,76246.0
2001,Off At Ref Age,Off_at_ref,Poss,15,-0.2633693710245877,0.5584736081961824,-2.7018225329432064,1.560662640251611,0.4613709168811727,-0.6065638087854958,68949.0
2002,Off At Ref Age,Off_at_ref,Poss,20,0.3691408382550571,-0.2011196909864914,-1.0262541515960444,1.08255752474162,1.3386009912727672,0.777476979407278,106850.0
2003,Off At Ref Age,Off_at_ref,Poss,18,-0.26705134485662096,-0.20051156499863515,-1.02515963556833,0.8270903644316703,0.4621268844643152,0.62456539371376,99846.0
