Season,value,series,series_type,z_score,cohort,combined_z_score
1999,0.7664342243526979,BRef VORP,impact,1.4108894639887701,Top 20 minutes,1.4737462724363652
2000,0.8801379824261928,BRef VORP,impact,1.7335972436313012,Top 20 minutes,1.8022859103695448
2001,-0.18146266874870826,BRef VORP,impact,-1.2793795903118577,Top 20 minutes,-1.2651403513129391
2002,0.5694743641070784,BRef VORP,impact,0.8518887743415255,Top 20 minutes,0.9046435244811094
2003,0.20099864614902718,BRef VORP,impact,-0.1938988303000924,Top 20 minutes,-0.16004317555617203
2004,0.48755378817188333,BRef VORP,impact,0.6193862817678286,Top 20 minutes,0.6679393309431085
2005,0.5658051782838609,BRef VORP,impact,0.8414750920660371,Top 20 minutes,0.8940416499055104
2006,0.4017200002135295,BRef VORP,impact,0.37577752512106777,Top 20 minutes,0.4199281649441505
2007,0.11486236463233838,BRef VORP,impact,-0.43836610759929595,Top 20 minutes,-0.4089283770823309
2008,-0.15549137584245218,BRef VORP,impact,-1.2056692889970464,Top 20 minutes,-1.1900979840891335
2009,0.22640536288757945,BRef VORP,impact,-0.12179087814775134,Top 20 minutes,-0.08663211456943237
2010,0.5673321717335063,BRef VORP,impact,0.8458089212552643,Top 20 minutes,0.8984537984885727
2011,0.3537242579148408,BRef VORP,impact,0.23955863761962254,Top 20 minutes,0.2812475789695596
2012,0.2608297340521548,BRef VORP,impact,-0.024089513018465656,Top 20 minutes,0.012834874298047916
2013,0.36088409040377717,BRef VORP,impact,0.25987928211075406,Top 20 minutes,0.3019354507992393
2014,-0.20146445576558183,BRef VORP,impact,-1.336147566907019,Top 20 minutes,-1.3229342182517316
2015,-0.18534132321730223,BRef VORP,impact,-1.2903877750259591,Top 20 minutes,-1.2763474719602277
2016,0.3702883302401177,BRef VORP,impact,0.2865698806294914,Top 20 minutes,0.32910839216210114
2017,-0.37266095202357885,BRef VORP,impact,-1.8220280877099408,Top 20 minutes,-1.8175953961142635
2018,0.4931638194804156,BRef VORP,impact,0.6353083654172657,Top 20 minutes,0.6841491527302447
2019,0.2756625560784557,BRef VORP,impact,0.018008190197697335,Top 20 minutes,0.05569335198264921
2020,-0.4426570356929186,BRef VORP,impact,-2.020687139330777,Top 20 minutes,-2.019844542273541
2021,0.18313062316731418,BRef VORP,impact,-0.24461087465752906,Top 20 minutes,-0.2116716696398882
2022,0.09151904480818619,BRef VORP,impact,-0.5046178396226868,Top 20 minutes,-0.4763773864477754
2023,0.010482904611177858,BRef VORP,impact,-0.734610175116771,Top 20 minutes,-0.7105260602551863
2024,0.6610064619626539,BRef VORP,impact,1.1116701620939256,Top 20 minutes,1.1691195875264269
1997,-0.7372280698800785,RAPM VORP,impact,-1.451787683311657,Top 20 minutes,-1.4295164563934484
1998,-0.42331373937404915,RAPM VORP,impact,-1.041649218829198,Top 20 minutes,-1.0115898058548138
1999,1.7095361579841588,RAPM VORP,impact,1.7449829825868646,Top 20 minutes,1.82795820798607
2000,1.183242771118109,RAPM VORP,impact,1.0573649270219607,Top 20 minutes,1.1272828612473604
2001,-0.0421745744999166,RAPM VORP,impact,-0.5436794970149175,Top 20 minutes,-0.5041640559434724
2002,1.3704173148980914,RAPM VORP,impact,1.3019140683509907,Top 20 minutes,1.3764757860238948
2003,-0.02280947514597475,RAPM VORP,impact,-0.5183784153447277,Top 20 minutes,-0.47838252791544456
2004,0.7007701808178938,RAPM VORP,impact,0.4270000531991513,Top 20 minutes,0.4849478862373711
2005,2.223796832545225,RAPM VORP,impact,2.416879939531104,Top 20 minutes,2.5126139256036417
2006,1.1347648974266473,RAPM VORP,impact,0.9940271346849879,Top 20 minutes,1.0627423372628446
2007,1.9020932440154477,RAPM VORP,impact,1.9965645764019093,Top 20 minutes,2.084317125633478
2008,0.12698074319054664,RAPM VORP,impact,-0.3226730136703266,Top 20 minutes,-0.2789608445156459
2009,0.01056158321727678,RAPM VORP,impact,-0.4747781291991558,Top 20 minutes,-0.43395430883987374
2010,0.40421956557611727,RAPM VORP,impact,0.03954780219637434,Top 20 minutes,0.09013824137859153
2011,-0.2513544657570906,RAPM VORP,impact,-0.8169792831780002,Top 20 minutes,-0.7826535762282669
2012,0.6024493653372862,RAPM VORP,impact,0.298540966215529,Top 20 minutes,0.3540494687430216
2013,0.05346298061965629,RAPM VORP,impact,-0.4187261699706626,Top 20 minutes,-0.3768379698345764
2014,0.0005025458794733484,RAPM VORP,impact,-0.48792056242687104,Top 20 minutes,-0.44734630587121194
2015,0.17748182974687174,RAPM VORP,impact,-0.25669183319500866,Top 20 minutes,-0.21172673666518813
2016,-0.013845141409349268,RAPM VORP,impact,-0.5066662451232499,Top 20 minutes,-0.4664479533873587
2017,0.07758570446665716,RAPM VORP,impact,-0.38720910956187277,Top 20 minutes,-0.34472242683596876
2018,0.6056361270899826,RAPM VORP,impact,0.3027045657868369,Top 20 minutes,0.3582921315842564
2019,0.37766098911098755,RAPM VORP,impact,0.004848227466258402,Top 20 minutes,0.0547797507762242
2020,-0.4691154597129215,RAPM VORP,impact,-1.1014905367459642,Top 20 minutes,-1.0725674602972717
2021,0.6213828651783091,RAPM VORP,impact,0.32327815020951317,Top 20 minutes,0.3792563911500905
2022,-1.0286045572610394,RAPM VORP,impact,-1.832479781464929,Top 20 minutes,-1.8174375787599815
2023,-0.23975472876857068,RAPM VORP,impact,-0.8018238797620336,Top 20 minutes,-0.7672103843901418
2024,0.41626074636689675,RAPM VORP,impact,0.055279965147091,Top 20 minutes,0.10616914493214548
