cohort,Rookie_Age_Bin,Season,series,value,n_players,weight_sum
All qualifying,21,2012,BRef VORP,0.3617533838321123,8,8053.0
All qualifying,21,2013,BRef VORP,-0.08569609507640069,9,9424.0
All qualifying,21,2014,BRef VORP,-0.4827186291923519,9,9571.0
All qualifying,21,2015,BRef VORP,0.366186563557274,8,10345.0
All qualifying,21,2016,BRef VORP,0.6559851426641905,6,5923.0
All qualifying,21,2017,BRef VORP,-0.27755965476391947,6,5909.0
All qualifying,21,2018,BRef VORP,1.5026103714085497,8,11416.0
All qualifying,21,2019,BRef VORP,0.11166961913197516,8,9032.0
All qualifying,21,2020,BRef VORP,-0.45235117257967533,8,8315.0
All qualifying,21,2021,BRef VORP,0.3182982076029151,6,5077.0
All qualifying,21,2022,BRef VORP,0.055654974946313496,13,11176.0
All qualifying,21,2023,BRef VORP,-0.0153322748922658,7,8818.0
All qualifying,21,2024,BRef VORP,0.3484983024288326,5,7658.0
All qualifying,22,1997,BRef VORP,0.33344232144681724,9,9787.0
All qualifying,22,1998,BRef VORP,1.5635785995679248,9,15738.0
All qualifying,22,1999,BRef VORP,0.8319374550682961,7,5564.0
All qualifying,22,2000,BRef VORP,0.09259707107349187,7,7443.0
All qualifying,22,2001,BRef VORP,-0.48974165566660377,5,5303.0
All qualifying,22,2002,BRef VORP,0.12346117867165576,5,5345.0
All qualifying,22,2003,BRef VORP,0.17284614006806373,9,11166.0
All qualifying,22,2004,BRef VORP,-0.09190361890694246,7,10832.0
All qualifying,22,2005,BRef VORP,0.5311079453474066,12,15443.0
All qualifying,22,2006,BRef VORP,0.09166118266428507,9,10637.0
All qualifying,22,2007,BRef VORP,0.19856282773354048,9,10298.0
All qualifying,22,2008,BRef VORP,-0.09314890295724569,11,11531.0
All qualifying,22,2009,BRef VORP,-0.3421287349487142,5,6727.0
All qualifying,22,2010,BRef VORP,0.6099838769688701,14,16126.0
All qualifying,22,2011,BRef VORP,0.8395956123117223,12,12216.0
All qualifying,22,2012,BRef VORP,0.2064426499956586,10,11517.0
All qualifying,22,2013,BRef VORP,0.4478913443830572,10,10860.0
All qualifying,22,2014,BRef VORP,0.2402588211505409,8,9891.0
All qualifying,22,2015,BRef VORP,-0.20442109077731468,7,5519.0
All qualifying,22,2016,BRef VORP,0.2505044736341139,8,5253.0
All qualifying,22,2017,BRef VORP,-0.5223005356639413,8,7094.0
All qualifying,22,2018,BRef VORP,-0.07726305837863387,7,8462.0
All qualifying,22,2019,BRef VORP,0.023299284984678252,10,9790.0
All qualifying,22,2020,BRef VORP,-0.49459843638948114,7,5628.0
All qualifying,22,2021,BRef VORP,0.42537846572546356,7,5879.0
All qualifying,22,2022,BRef VORP,-0.09432277863021342,8,7169.0
All qualifying,22,2023,BRef VORP,0.3671871968962173,8,10310.0
All qualifying,22,2024,BRef VORP,1.2061280856205765,6,5793.0
All qualifying,18,1997,RAPM VORP,0.5428320726172465,2,6610.0
All qualifying,18,2006,RAPM VORP,-2.057,1,1304.0
All qualifying,19,1998,RAPM VORP,-1.417,1,4688.0
All qualifying,19,1999,RAPM VORP,0.909,1,2101.0
All qualifying,19,2001,RAPM VORP,4.154,1,7911.0
All qualifying,19,2002,RAPM VORP,-0.3015861471861472,3,11550.0
All qualifying,19,2004,RAPM VORP,3.668,1,11925.0
All qualifying,19,2005,RAPM VORP,-0.2703675873410075,5,29797.0
All qualifying,19,2006,RAPM VORP,-2.98,1,4007.0
All qualifying,19,2008,RAPM VORP,-0.872,1,11062.0
All qualifying,19,2009,RAPM VORP,-1.439,1,4674.0
All qualifying,19,2011,RAPM VORP,-0.565,1,5712.0
All qualifying,19,2012,RAPM VORP,-2.075115028586986,2,7346.0
All qualifying,19,2013,RAPM VORP,0.7321289535734612,2,12299.0
All qualifying,19,2014,RAPM VORP,1.8779998938316171,2,9419.0
All qualifying,19,2015,RAPM VORP,1.8196514867398874,3,11199.0
All qualifying,19,2016,RAPM VORP,-2.118767142857143,2,12600.0
All qualifying,19,2017,RAPM VORP,-0.9067163878942462,4,20387.0
All qualifying,19,2018,RAPM VORP,0.82,1,6867.0
All qualifying,19,2019,RAPM VORP,-0.30874084381609707,2,8983.0
All qualifying,19,2020,RAPM VORP,-0.42132202531645563,2,5925.0
All qualifying,19,2021,RAPM VORP,-0.5208468342791921,5,31541.0
All qualifying,19,2022,RAPM VORP,-1.2119048445102603,5,23635.0
All qualifying,19,2023,RAPM VORP,0.688619756427605,2,12563.0
All qualifying,19,2024,RAPM VORP,-1.3341712191490582,4,17463.0
All qualifying,20,1997,RAPM VORP,-1.728069710467706,3,31430.0
All qualifying,20,1999,RAPM VORP,1.447,1,4504.0
All qualifying,20,2000,RAPM VORP,2.4627279302117504,4,26824.0
All qualifying,20,2001,RAPM VORP,-1.607,1,1182.0
All qualifying,20,2002,RAPM VORP,0.6600255282352055,5,26598.0
All qualifying,20,2003,RAPM VORP,0.09932902115727761,5,31384.0
All qualifying,20,2004,RAPM VORP,0.46939643011371823,4,27788.0
All qualifying,20,2005,RAPM VORP,1.4257047599591421,5,24475.0
All qualifying,20,2006,RAPM VORP,0.977185187309965,4,17431.0
All qualifying,20,2007,RAPM VORP,1.9678119197652606,4,20789.0
All qualifying,20,2008,RAPM VORP,1.2766373203187553,6,26227.0
All qualifying,20,2009,RAPM VORP,-0.39849066474249123,11,66522.0
All qualifying,20,2010,RAPM VORP,0.7435470417890887,6,47309.0
All qualifying,20,2011,RAPM VORP,-0.8020832180642267,4,26749.0
All qualifying,20,2012,RAPM VORP,0.5175411833468214,5,22242.0
All qualifying,20,2013,RAPM VORP,-0.679596596403017,7,31026.0
All qualifying,20,2014,RAPM VORP,-1.061456197576887,2,8584.0
All qualifying,20,2015,RAPM VORP,-0.5497977571539057,6,31032.0
All qualifying,20,2016,RAPM VORP,-0.4615693873764016,11,75446.0
All qualifying,20,2017,RAPM VORP,0.13856833683105976,6,22872.0
All qualifying,20,2018,RAPM VORP,0.2931493830768644,14,78697.0
All qualifying,20,2019,RAPM VORP,0.4008900838129859,10,79224.0
All qualifying,20,2020,RAPM VORP,-0.9791095586035978,14,70209.0
All qualifying,20,2021,RAPM VORP,0.015971032985729192,16,68181.0
All qualifying,20,2022,RAPM VORP,-0.9726620914672762,15,72638.0
All qualifying,20,2023,RAPM VORP,-0.99824,15,66925.0
All qualifying,20,2024,RAPM VORP,-1.0025471558971502,13,61021.0
All qualifying,21,1997,RAPM VORP,-0.09459547845266368,4,23576.0
All qualifying,21,1998,RAPM VORP,-2.4475454156159304,3,21017.0
All qualifying,21,1999,RAPM VORP,0.9726784098770688,5,18791.0
All qualifying,21,2000,RAPM VORP,-0.1431862396823737,3,19142.0
All qualifying,21,2001,RAPM VORP,0.8689404980002577,8,38755.0
All qualifying,21,2002,RAPM VORP,3.213245580426861,8,48025.0
All qualifying,21,2003,RAPM VORP,-1.172304245283019,4,25016.0
All qualifying,21,2004,RAPM VORP,0.5353190775160067,4,16087.0
All qualifying,21,2005,RAPM VORP,2.859814274781487,5,24827.0
All qualifying,21,2006,RAPM VORP,2.7397756942139613,5,36156.0
All qualifying,21,2007,RAPM VORP,2.80770454606991,8,36933.0
All qualifying,21,2008,RAPM VORP,-0.8274511387497983,5,24764.0
All qualifying,21,2009,RAPM VORP,-0.5320719786372642,10,58045.0
All qualifying,21,2010,RAPM VORP,-0.710325054690516,2,15542.0
All qualifying,21,2011,RAPM VORP,0.051999745538980235,6,31439.0
All qualifying,21,2012,RAPM VORP,0.9408040885336613,8,32530.0
All qualifying,21,2013,RAPM VORP,0.38635696162799826,9,38231.0
All qualifying,21,2014,RAPM VORP,0.30901132604726245,9,37789.0
All qualifying,21,2015,RAPM VORP,1.7968828014959444,8,41178.0
All qualifying,21,2016,RAPM VORP,0.2993225170010914,6,23822.0
All qualifying,21,2017,RAPM VORP,-0.6480979490664855,6,25013.0
All qualifying,21,2018,RAPM VORP,0.5535463675727686,8,49884.0
All qualifying,21,2019,RAPM VORP,-0.7367128471402722,8,38133.0
All qualifying,21,2020,RAPM VORP,0.054129018754186235,8,35832.0
All qualifying,21,2021,RAPM VORP,-0.2413352489519054,6,21229.0
All qualifying,21,2022,RAPM VORP,-0.36784679263189685,13,46362.0
All qualifying,21,2023,RAPM VORP,-0.7037317384456633,7,36826.0
All qualifying,21,2024,RAPM VORP,0.9639110229976207,5,31525.0
All qualifying,22,1997,RAPM VORP,-0.28857878921327357,9,38603.0
All qualifying,22,1998,RAPM VORP,1.6478534692684828,9,61598.0
All qualifying,22,1999,RAPM VORP,2.8573203713917996,7,21756.0
All qualifying,22,2000,RAPM VORP,1.0309172721268163,7,30280.0
All qualifying,22,2001,RAPM VORP,-0.3807998673048671,5,21101.0
All qualifying,22,2002,RAPM VORP,0.8097096170523529,5,21909.0
All qualifying,22,2003,RAPM VORP,0.8708719559913456,9,43446.0
All qualifying,22,2004,RAPM VORP,0.27052201985605523,7,43211.0
All qualifying,22,2005,RAPM VORP,2.040594198637856,12,61227.0
All qualifying,22,2006,RAPM VORP,1.0342244771379658,9,40307.0
All qualifying,22,2007,RAPM VORP,0.7824426339285715,9,40320.0
All qualifying,22,2008,RAPM VORP,-0.1584169229790213,11,47143.0
All qualifying,22,2009,RAPM VORP,0.8421997635933807,5,26226.0
All qualifying,22,2010,RAPM VORP,0.8836112543746546,14,65148.0
All qualifying,22,2011,RAPM VORP,0.07177825326222138,12,47437.0
All qualifying,22,2012,RAPM VORP,1.195837294332724,10,44854.0
All qualifying,22,2013,RAPM VORP,0.36604661178262093,10,42028.0
All qualifying,22,2014,RAPM VORP,0.24702067428395763,8,39034.0
All qualifying,22,2015,RAPM VORP,-1.2662722371967656,7,21889.0
All qualifying,22,2016,RAPM VORP,0.27852707930367515,8,23782.0
All qualifying,22,2017,RAPM VORP,0.8266113851351351,8,29600.0
All qualifying,22,2018,RAPM VORP,0.3280849827757342,7,34254.0
All qualifying,22,2019,RAPM VORP,0.7995750286095746,10,41944.0
All qualifying,22,2020,RAPM VORP,-0.6538963345013584,7,25399.0
All qualifying,22,2021,RAPM VORP,1.3671751129761138,7,24784.0
All qualifying,22,2022,RAPM VORP,-1.257187296363337,8,30385.0
All qualifying,22,2023,RAPM VORP,0.37062646603230814,8,45190.0
All qualifying,22,2024,RAPM VORP,0.8311766760938281,6,24044.0
Top 20 minutes,18,1997,Age-Adjusted RAPM,3.9183877437219317,2,6610.0
Top 20 minutes,18,2006,Age-Adjusted RAPM,0.3297117981848663,1,1304.0
Top 20 minutes,19,1998,Age-Adjusted RAPM,2.1477117981848663,1,4688.0
Top 20 minutes,19,1999,Age-Adjusted RAPM,3.1837117981848664,1,2101.0
Top 20 minutes,19,2001,Age-Adjusted RAPM,7.662711798184867,1,7911.0
Top 20 minutes,19,2002,Age-Adjusted RAPM,2.1185350016480697,3,11550.0
Top 20 minutes,19,2004,Age-Adjusted RAPM,9.744711798184866,1,11925.0
Top 20 minutes,19,2005,Age-Adjusted RAPM,3.5226789817660595,4,28309.0
Top 20 minutes,19,2006,Age-Adjusted RAPM,-0.5732882018151337,1,4007.0
Top 20 minutes,19,2008,Age-Adjusted RAPM,3.5157117981848662,1,11062.0
Top 20 minutes,19,2009,Age-Adjusted RAPM,1.8567117981848662,1,4674.0
Top 20 minutes,19,2011,Age-Adjusted RAPM,1.9087117981848665,1,5712.0
Top 20 minutes,19,2012,Age-Adjusted RAPM,0.6857117981848666,1,5467.0
Top 20 minutes,19,2013,Age-Adjusted RAPM,4.427940190737106,2,12299.0
Top 20 minutes,19,2014,Age-Adjusted RAPM,5.187287018484261,2,9419.0
Top 20 minutes,19,2015,Age-Adjusted RAPM,5.471424260190945,2,9870.0
Top 20 minutes,19,2016,Age-Adjusted RAPM,1.7593911632642316,2,12600.0
Top 20 minutes,19,2017,Age-Adjusted RAPM,2.269319774582317,3,18981.0
Top 20 minutes,19,2018,Age-Adjusted RAPM,4.392711798184866,1,6867.0
Top 20 minutes,19,2019,Age-Adjusted RAPM,3.2607117981848663,1,5940.0
Top 20 minutes,19,2020,Age-Adjusted RAPM,3.465904709577271,2,5925.0
Top 20 minutes,19,2021,Age-Adjusted RAPM,2.8885582939826016,4,28794.0
Top 20 minutes,19,2022,Age-Adjusted RAPM,2.5105618868373485,4,22560.0
Top 20 minutes,19,2023,Age-Adjusted RAPM,3.8957266831645687,2,12563.0
Top 20 minutes,19,2024,Age-Adjusted RAPM,2.6252802403204365,3,15977.0
Top 20 minutes,20,1997,Age-Adjusted RAPM,2.416548922243303,3,31430.0
Top 20 minutes,20,1999,Age-Adjusted RAPM,3.9010004335382447,1,4504.0
Top 20 minutes,20,2000,Age-Adjusted RAPM,5.733124725217337,4,26824.0
Top 20 minutes,20,2001,Age-Adjusted RAPM,-0.592999566461756,1,1182.0
Top 20 minutes,20,2002,Age-Adjusted RAPM,2.4900936360346724,5,26598.0
Top 20 minutes,20,2003,Age-Adjusted RAPM,2.9935755036376572,5,31384.0
Top 20 minutes,20,2004,Age-Adjusted RAPM,4.016261625419632,4,27788.0
Top 20 minutes,20,2005,Age-Adjusted RAPM,3.2654135081041273,5,24475.0
Top 20 minutes,20,2006,Age-Adjusted RAPM,2.759863895187031,4,17431.0
Top 20 minutes,20,2007,Age-Adjusted RAPM,4.143509789447618,4,20789.0
Top 20 minutes,20,2008,Age-Adjusted RAPM,2.9844309497038704,5,24682.0
Top 20 minutes,20,2009,Age-Adjusted RAPM,3.2675073870254048,7,57597.0
Top 20 minutes,20,2010,Age-Adjusted RAPM,3.6128464459248937,6,47309.0
Top 20 minutes,20,2011,Age-Adjusted RAPM,2.4475416500323184,4,26749.0
Top 20 minutes,20,2012,Age-Adjusted RAPM,3.56423698305299,4,21226.0
Top 20 minutes,20,2013,Age-Adjusted RAPM,2.3706617729598576,4,26280.0
Top 20 minutes,20,2014,Age-Adjusted RAPM,-0.4674557640386433,2,8584.0
Top 20 minutes,20,2015,Age-Adjusted RAPM,2.453748854523034,6,31032.0
Top 20 minutes,20,2016,Age-Adjusted RAPM,2.9089772502039994,10,73156.0
Top 20 minutes,20,2017,Age-Adjusted RAPM,2.144952287861821,5,20978.0
Top 20 minutes,20,2018,Age-Adjusted RAPM,3.787243411852466,10,69677.0
Top 20 minutes,20,2019,Age-Adjusted RAPM,3.7558067745391397,9,76991.0
Top 20 minutes,20,2020,Age-Adjusted RAPM,2.1447703843422192,9,60574.0
Top 20 minutes,20,2021,Age-Adjusted RAPM,2.022716711415711,11,58515.0
Top 20 minutes,20,2022,Age-Adjusted RAPM,2.5511486428047228,7,55145.0
Top 20 minutes,20,2023,Age-Adjusted RAPM,1.8279391782457866,8,51016.0
Top 20 minutes,20,2024,Age-Adjusted RAPM,1.862969563264975,10,55879.0
Top 20 minutes,21,1997,Age-Adjusted RAPM,2.0262045224956458,4,23576.0
Top 20 minutes,21,1998,Age-Adjusted RAPM,-0.5876949352570497,3,21017.0
Top 20 minutes,21,1999,Age-Adjusted RAPM,3.0720181232907007,5,18791.0
Top 20 minutes,21,2000,Age-Adjusted RAPM,2.6113634468263593,3,19142.0
Top 20 minutes,21,2001,Age-Adjusted RAPM,2.017251386073392,8,38755.0
Top 20 minutes,21,2002,Age-Adjusted RAPM,5.060433547439747,7,46793.0
Top 20 minutes,21,2003,Age-Adjusted RAPM,0.8581404108294534,4,25016.0
Top 20 minutes,21,2004,Age-Adjusted RAPM,1.8930556159777507,4,16087.0
Top 20 minutes,21,2005,Age-Adjusted RAPM,6.3246134330170465,2,19180.0
Top 20 minutes,21,2006,Age-Adjusted RAPM,5.047595104982846,5,36156.0
Top 20 minutes,21,2007,Age-Adjusted RAPM,4.599483932101123,7,34889.0
Top 20 minutes,21,2008,Age-Adjusted RAPM,0.23028956936250028,5,24764.0
Top 20 minutes,21,2009,Age-Adjusted RAPM,1.8967039038687281,9,55600.0
Top 20 minutes,21,2010,Age-Adjusted RAPM,0.9317548810815534,2,15542.0
Top 20 minutes,21,2011,Age-Adjusted RAPM,1.3839797806997551,6,31439.0
Top 20 minutes,21,2012,Age-Adjusted RAPM,2.574759544871993,7,31492.0
Top 20 minutes,21,2013,Age-Adjusted RAPM,2.1197464762334923,7,35135.0
Top 20 minutes,21,2014,Age-Adjusted RAPM,1.6893438567847319,8,36642.0
Top 20 minutes,21,2015,Age-Adjusted RAPM,4.275202013393493,6,38760.0
Top 20 minutes,21,2016,Age-Adjusted RAPM,2.183956654048675,4,19890.0
Top 20 minutes,21,2017,Age-Adjusted RAPM,0.5446807649700204,6,25013.0
Top 20 minutes,21,2018,Age-Adjusted RAPM,3.748923956917263,5,44672.0
Top 20 minutes,21,2019,Age-Adjusted RAPM,1.1360449294263832,6,31563.0
Top 20 minutes,21,2020,Age-Adjusted RAPM,2.18736284257169,6,30806.0
Top 20 minutes,21,2021,Age-Adjusted RAPM,1.6578231950240396,2,12512.0
Top 20 minutes,21,2022,Age-Adjusted RAPM,1.6535086573573328,7,38501.0
Top 20 minutes,21,2023,Age-Adjusted RAPM,1.2436596073040602,5,33332.0
Top 20 minutes,21,2024,Age-Adjusted RAPM,3.482196505217682,4,30107.0
Top 20 minutes,22,1997,Age-Adjusted RAPM,0.7593957228631367,9,38603.0
Top 20 minutes,22,1998,Age-Adjusted RAPM,3.7453249249316527,9,61598.0
Top 20 minutes,22,1999,Age-Adjusted RAPM,3.9380317865877914,7,21756.0
Top 20 minutes,22,2000,Age-Adjusted RAPM,1.811646778118697,7,30280.0
Top 20 minutes,22,2001,Age-Adjusted RAPM,0.007235547633336033,5,21101.0
Top 20 minutes,22,2002,Age-Adjusted RAPM,0.8610230323368623,5,21909.0
Top 20 minutes,22,2003,Age-Adjusted RAPM,1.2641508735821674,9,43446.0
Top 20 minutes,22,2004,Age-Adjusted RAPM,1.6427039446034102,7,43211.0
Top 20 minutes,22,2005,Age-Adjusted RAPM,3.22504819989143,9,55696.0
Top 20 minutes,22,2006,Age-Adjusted RAPM,1.710202381684152,9,40307.0
Top 20 minutes,22,2007,Age-Adjusted RAPM,1.7238774126985967,9,40320.0
Top 20 minutes,22,2008,Age-Adjusted RAPM,0.49651255732483723,9,44909.0
Top 20 minutes,22,2009,Age-Adjusted RAPM,2.6972786682136447,3,21219.0
Top 20 minutes,22,2010,Age-Adjusted RAPM,2.0522819281442337,12,62006.0
Top 20 minutes,22,2011,Age-Adjusted RAPM,1.262500198854958,9,44146.0
Top 20 minutes,22,2012,Age-Adjusted RAPM,2.047079539381481,8,41587.0
Top 20 minutes,22,2013,Age-Adjusted RAPM,1.2493988562364184,7,36517.0
Top 20 minutes,22,2014,Age-Adjusted RAPM,1.465534914486822,8,39034.0
Top 20 minutes,22,2015,Age-Adjusted RAPM,-0.4055371890917321,6,20640.0
Top 20 minutes,22,2016,Age-Adjusted RAPM,1.6458475577935865,4,17392.0
Top 20 minutes,22,2017,Age-Adjusted RAPM,1.405094528547412,6,26859.0
Top 20 minutes,22,2018,Age-Adjusted RAPM,2.274435608479218,4,28867.0
Top 20 minutes,22,2019,Age-Adjusted RAPM,1.9904683800106604,4,30953.0
Top 20 minutes,22,2020,Age-Adjusted RAPM,1.7155404592813486,3,20096.0
Top 20 minutes,22,2021,Age-Adjusted RAPM,2.2264446176816826,3,17568.0
Top 20 minutes,22,2022,Age-Adjusted RAPM,0.04292422500701264,2,13075.0
Top 20 minutes,22,2023,Age-Adjusted RAPM,1.7307893063000084,5,39263.0
Top 20 minutes,22,2024,Age-Adjusted RAPM,3.0300950790140035,3,18245.0
Top 20 minutes,18,1997,Avg MPG,12.856494522691705,2,1561.0
Top 20 minutes,18,2006,Avg MPG,7.3478260869565215,1,338.0
Top 20 minutes,19,1998,Avg MPG,18.421875,1,1179.0
Top 20 minutes,19,1999,Avg MPG,12.108695652173912,1,557.0
Top 20 minutes,19,2001,Avg MPG,26.333333333333332,1,2133.0
Top 20 minutes,19,2002,Avg MPG,14.499521822291774,3,2969.0
Top 20 minutes,19,2004,Avg MPG,39.51898734177215,1,3122.0
Top 20 minutes,19,2005,Avg MPG,27.964384490395403,4,7393.0
Top 20 minutes,19,2006,Avg MPG,17.540983606557376,1,1070.0
Top 20 minutes,19,2008,Avg MPG,34.6,1,2768.0
Top 20 minutes,19,2009,Avg MPG,17.92063492063492,1,1129.0
Top 20 minutes,19,2011,Avg MPG,19.67948717948718,1,1535.0
Top 20 minutes,19,2012,Avg MPG,23.095238095238095,1,1455.0
Top 20 minutes,19,2013,Avg MPG,23.33910256410256,2,3268.0
Top 20 minutes,19,2014,Avg MPG,17.44318181818182,2,2430.0
Top 20 minutes,19,2015,Avg MPG,19.557991696938245,2,2614.0
Top 20 minutes,19,2016,Avg MPG,21.01842105263158,2,3109.0
Top 20 minutes,19,2017,Avg MPG,21.151012012033572,3,4596.0
Top 20 minutes,19,2018,Avg MPG,21.871794871794872,1,1706.0
Top 20 minutes,19,2019,Avg MPG,26.120689655172413,1,1515.0
Top 20 minutes,19,2020,Avg MPG,23.837719298245613,2,1422.0
Top 20 minutes,19,2021,Avg MPG,28.273652536131827,4,6856.0
Top 20 minutes,19,2022,Avg MPG,22.097652116402116,4,5339.0
Top 20 minutes,19,2023,Avg MPG,22.191853233830845,2,3071.0
Top 20 minutes,19,2024,Avg MPG,23.877708825847122,3,3828.0
Top 20 minutes,20,1997,Avg MPG,35.310359786433686,3,8096.0
Top 20 minutes,20,1999,Avg MPG,19.76,1,988.0
Top 20 minutes,20,2000,Avg MPG,23.371706423222925,4,6859.0
Top 20 minutes,20,2001,Avg MPG,7.325,1,293.0
Top 20 minutes,20,2002,Avg MPG,20.81156233126559,5,6651.0
Top 20 minutes,20,2003,Avg MPG,23.14877765911486,5,8012.0
Top 20 minutes,20,2004,Avg MPG,23.93157671423314,4,7313.0
Top 20 minutes,20,2005,Avg MPG,18.38575725181122,5,6299.0
Top 20 minutes,20,2006,Avg MPG,18.33273364725637,4,4494.0
Top 20 minutes,20,2007,Avg MPG,17.564879564879565,4,5132.0
Top 20 minutes,20,2008,Avg MPG,19.74076505689368,5,6192.0
Top 20 minutes,20,2009,Avg MPG,26.704684011278562,7,14627.0
Top 20 minutes,20,2010,Avg MPG,26.093550678928622,6,11840.0
Top 20 minutes,20,2011,Avg MPG,24.517158940023165,4,6894.0
Top 20 minutes,20,2012,Avg MPG,22.991068461282822,4,5500.0
Top 20 minutes,20,2013,Avg MPG,27.306012533896215,4,6983.0
Top 20 minutes,20,2014,Avg MPG,13.929705215419501,2,1838.0
Top 20 minutes,20,2015,Avg MPG,22.291035180397888,6,7842.0
Top 20 minutes,20,2016,Avg MPG,25.156937419242734,10,17931.0
Top 20 minutes,20,2017,Avg MPG,16.324343545307922,5,4821.0
Top 20 minutes,20,2018,Avg MPG,23.558134593165114,10,16272.0
Top 20 minutes,20,2019,Avg MPG,28.18600243067032,9,18265.0
Top 20 minutes,20,2020,Avg MPG,25.65022744364042,9,13707.0
Top 20 minutes,20,2021,Avg MPG,21.639417535967148,11,12793.0
Top 20 minutes,20,2022,Avg MPG,26.84801304592127,7,13128.0
Top 20 minutes,20,2023,Avg MPG,23.403082556879554,8,12309.0
Top 20 minutes,20,2024,Avg MPG,21.919225159709192,10,13530.0
Top 20 minutes,21,1997,Avg MPG,21.158004258614014,4,6122.0
Top 20 minutes,21,1998,Avg MPG,24.03791841960856,3,5508.0
Top 20 minutes,21,1999,Avg MPG,22.519265719866954,5,4999.0
Top 20 minutes,21,2000,Avg MPG,23.488176252132888,3,4968.0
Top 20 minutes,21,2001,Avg MPG,17.71025705489707,8,10096.0
Top 20 minutes,21,2002,Avg MPG,23.556549682297806,7,11945.0
Top 20 minutes,21,2003,Avg MPG,23.200026455026453,4,6175.0
Top 20 minutes,21,2004,Avg MPG,17.8472821664551,4,4217.0
Top 20 minutes,21,2005,Avg MPG,29.478048780487804,2,4651.0
Top 20 minutes,21,2006,Avg MPG,23.906199508007393,5,9398.0
Top 20 minutes,21,2007,Avg MPG,18.38514285451222,7,8573.0
Top 20 minutes,21,2008,Avg MPG,20.178515375098993,5,6297.0
Top 20 minutes,21,2009,Avg MPG,22.237874424650784,9,14750.0
Top 20 minutes,21,2010,Avg MPG,23.548027702499247,2,3833.0
Top 20 minutes,21,2011,Avg MPG,19.397303381045766,6,8114.0
Top 20 minutes,21,2012,Avg MPG,21.091950609847405,7,7795.0
Top 20 minutes,21,2013,Avg MPG,20.32851389946128,7,8673.0
Top 20 minutes,21,2014,Avg MPG,17.02737241814986,8,9281.0
Top 20 minutes,21,2015,Avg MPG,23.354173007630553,6,9726.0
Top 20 minutes,21,2016,Avg MPG,17.392095883210477,4,4946.0
Top 20 minutes,21,2017,Avg MPG,16.233906179406613,6,5909.0
Top 20 minutes,21,2018,Avg MPG,27.695314850570497,5,10127.0
Top 20 minutes,21,2019,Avg MPG,19.877524878347643,6,7461.0
Top 20 minutes,21,2020,Avg MPG,21.201514661424508,6,7115.0
Top 20 minutes,21,2021,Avg MPG,28.594277329420393,2,3019.0
Top 20 minutes,21,2022,Avg MPG,23.37585086829763,7,9258.0
Top 20 minutes,21,2023,Avg MPG,24.108940662761263,5,7971.0
Top 20 minutes,21,2024,Avg MPG,26.577844549618742,4,7322.0
Top 20 minutes,22,1997,Avg MPG,16.060431850102344,9,9787.0
Top 20 minutes,22,1998,Avg MPG,25.01019588125933,9,15738.0
Top 20 minutes,22,1999,Avg MPG,18.239269828810645,7,5564.0
Top 20 minutes,22,2000,Avg MPG,16.876943656821343,7,7443.0
Top 20 minutes,22,2001,Avg MPG,16.984197134933975,5,5303.0
Top 20 minutes,22,2002,Avg MPG,16.760814913849206,5,5345.0
Top 20 minutes,22,2003,Avg MPG,18.010300499495855,9,11166.0
Top 20 minutes,22,2004,Avg MPG,22.494534266423873,7,10832.0
Top 20 minutes,22,2005,Avg MPG,21.450665890502652,9,14006.0
Top 20 minutes,22,2006,Avg MPG,17.728786360863403,9,10637.0
Top 20 minutes,22,2007,Avg MPG,17.726327530774586,9,10298.0
Top 20 minutes,22,2008,Avg MPG,18.847344085383956,9,10970.0
Top 20 minutes,22,2009,Avg MPG,22.760046457607434,3,5426.0
Top 20 minutes,22,2010,Avg MPG,18.179750308136274,12,15338.0
Top 20 minutes,22,2011,Avg MPG,21.34017776232751,9,11368.0
Top 20 minutes,22,2012,Avg MPG,21.899887402566236,8,10657.0
Top 20 minutes,22,2013,Avg MPG,18.312409543779697,7,9438.0
Top 20 minutes,22,2014,Avg MPG,18.516080682339393,8,9891.0
Top 20 minutes,22,2015,Avg MPG,19.485665307772567,6,5257.0
Top 20 minutes,22,2016,Avg MPG,17.05268579459756,4,3868.0
Top 20 minutes,22,2017,Avg MPG,18.280724265332115,6,6487.0
Top 20 minutes,22,2018,Avg MPG,24.318576950113034,4,7188.0
Top 20 minutes,22,2019,Avg MPG,23.415334491850583,4,7259.0
Top 20 minutes,22,2020,Avg MPG,26.17775372775373,3,4365.0
Top 20 minutes,22,2021,Avg MPG,23.957027116402116,3,4285.0
Top 20 minutes,22,2022,Avg MPG,23.784632034632033,2,3078.0
Top 20 minutes,22,2023,Avg MPG,23.03626988202213,5,8864.0
Top 20 minutes,22,2024,Avg MPG,20.340321286166514,3,4387.0
Top 20 minutes,18,1997,BRef BPM,-1.097565663036515,2,1561.0
Top 20 minutes,18,2006,BRef BPM,-6.900000000000001,1,338.0
Top 20 minutes,19,1998,BRef BPM,0.6,1,1179.0
Top 20 minutes,19,1999,BRef BPM,-2.1,1,557.0
Top 20 minutes,19,2001,BRef BPM,-0.5,1,2133.0
Top 20 minutes,19,2002,BRef BPM,-3.6892893230043784,3,2969.0
Top 20 minutes,19,2004,BRef BPM,1.7,1,3122.0
Top 20 minutes,19,2005,BRef BPM,-1.1431218720411198,4,7393.0
Top 20 minutes,19,2006,BRef BPM,-2.5,1,1070.0
