draw,challenger_minus_control_rmse
390,-0.0008145215658596384
391,0.0023391654842627395
392,-0.00032057113685692864
393,0.001275929146370669
394,0.0007141761592464269
395,-0.0005878748945528312
396,-0.0005602831204311043
397,-7.817861568528705e-05
398,0.0009418253256214592
399,-0.00032797595149940405
400,0.00023632319552948644
401,0.0001627486932535449
402,-5.3634706705185665e-05
403,0.0008510213102144615
404,-0.0007691418950436457
405,0.00032545289200802685
406,-0.00024558464286088543
407,0.0005178205934253111
408,-0.00013858988123491845
409,-9.859009625623471e-06
410,-0.0004872508305691969
411,0.0008189807810727201
412,0.00057716036801585
413,0.00043023697560859995
414,0.0004887325719388214
415,0.001644560387264682
416,0.0008991060801702532
417,0.0005589735247892635
418,-1.0106397255160715e-05
419,-0.0003529755046093097
420,0.0009464954007868398
421,0.0005612535312927713
422,0.0002300545149962252
423,-0.0006018386548192645
424,0.0014854765860602415
425,0.0005017211488314687
426,0.0006559818620807567
427,-9.534305761904616e-05
428,0.001138950316393772
429,0.0002521843975610505
430,0.0013783771288506275
431,0.0005131713243683889
432,0.0007730459616230422
433,-0.00047015418122442476
434,0.0009648201217355989
435,0.0011400642136049077
436,-6.494443052880161e-05
437,0.0007978507065894647
438,0.0006215071245284198
439,-0.00011247707471264689
440,0.0008085195629557562
441,0.0005938075561939593
442,0.0002588940559680175
443,0.0010415060903419926
444,-3.176575889580757e-05
445,0.0010005351968382704
446,0.001311989884580611
447,-0.0004508702059630609
448,0.0008646238136833073
449,0.00042789533975085003
450,-0.0003453189998946282
451,0.0007732482380654826
452,-0.0008097615704810712
453,-0.0004174371972875734
454,-0.000740285833817711
455,-0.00043696306588940635
456,-0.0004997188110103856
457,-0.0004640868395812348
458,0.0007873196866817978
459,0.0009577225723581106
460,0.0004885184839727996
461,-0.0001755459618887789
462,0.00031386489674003484
463,-8.756881732032706e-05
464,0.00017380303151000033
465,0.00019648549237516466
466,-0.00033587011909375075
467,-0.00038988502261434467
468,0.0010366876782572643
469,-0.0006986935308648023
470,0.0005017459725000784
471,-4.589833782073782e-05
472,0.0005515768335298433
473,0.0006294426249322749
474,-0.0003940929290527029
475,0.00023424985879496595
476,0.001161056850962905
477,-0.00016142279616497833
478,-8.90629037282542e-05
479,-0.0006047086877343233
480,0.0007799777932032681
481,0.00016941942946484544
482,-9.506758384980607e-05
483,0.00036912507140520747
484,-0.0006407188765290561
485,-0.0009646652133356914
486,0.0006497419989568209
487,-0.0004116322363112657
488,2.102087489164184e-05
489,-0.00021620022577220065
490,-0.0005347934599101434
491,0.0004680449759390415
492,0.00029008881619991823
493,0.0002373584230541681
494,-7.754488223210565e-06
495,-0.00016360263729418013
496,-0.0001848332399595476
497,7.256636781161063e-05
498,0.0006413027051094921
499,0.0005082124467844729
500,-0.0013912100021437278
501,0.0005117861061504803
502,-0.0003856845535535669
503,0.00031799483673915495
504,-0.00018087565042796961
505,0.0004808891185449804
506,0.00042178805336208215
507,-9.547115844199539e-05
508,0.0005407578556459791
509,-0.000286960683244164
510,0.0006329007695609734
511,0.0004445227919719796
512,-0.00015006113889119986
513,-0.000561048734444225
514,-0.000342523802948258
515,-4.182356773057006e-05
516,-8.800444124026363e-05
517,0.0006287844508297668
518,0.0008247964732196467
519,-0.0004648447108042353
520,0.0006609642373945901
521,-0.0001373518269647489
522,0.00024317609784842986
523,0.0009550243450938245
524,0.0004181837285747392
525,-0.0008251439223116331
526,0.0009975955083588283
527,7.636884689106171e-05
528,6.392952693108356e-05
529,-0.0005653767429252499
530,0.0002608728633341384
531,-0.0005004908003453989
532,3.864635234711589e-05
533,-0.0005840060271892433
534,0.0014212142456749178
535,0.000845070354700339
536,-0.0010905796589206096
537,-0.00045966006131616945
538,0.00012364148175256773
539,0.0007888634095128078
540,-0.0004639698570108486
541,0.0005395876829269675
542,-0.00046389549691567834
543,0.00025365742260206046
544,-0.0006372618240723105
545,-8.662285764113876e-05
546,-0.00037908234340879867
547,-0.00010349696716291935
548,0.0003332711509525188
549,-0.0006923871132267001
550,-0.0004260077447383326
551,-0.00015486699601163778
552,-0.0014733067205282336
553,-0.0005304301303051151
554,-0.0004917340327111885
555,-0.00030611734181844595
556,-0.00021921537000215707
557,-0.000537908927629438
558,0.0009700506557591915
559,0.0009283742087379254
560,0.0003702408989898487
561,0.002315252900796061
562,0.0004054353543064382
563,-0.0005798251803211807
564,-0.00037318933300161116
565,0.0004300446933437341
566,-0.0010966541425419419
567,0.00047637197377574657
568,-0.0003994215602040496
569,-0.00020577051400774148
570,0.00016277188545561484
571,0.0006571714130380046
572,3.480610494774883e-05
573,-0.0006829968638721207
574,-0.00029388560465792857
575,0.00024690919042149597
576,0.00038211021944498655
577,2.9777167337097232e-05
578,5.1728068558953846e-05
579,0.0003479110607893965
580,-0.0002961055217609143
581,-0.0002895703463401178
582,0.0006377887091995494
583,-0.00020527526280385012
584,-0.00013393557805214674
585,-0.0006747563438933568
586,0.00047014787456620686
587,-0.00019644693371736465
588,-9.055116449130374e-05
589,0.0001773977850852093
590,0.0010690823190521836
591,7.387486906245133e-05
592,0.0010417902812760893
593,-0.0006334741344682149
594,-0.00025049520462201437
595,0.0008837796143841281
596,-0.0003246375374934329
597,0.00037418974766161294
598,0.00015632379942198682
599,0.00011497967819231735
600,-0.0004312045016090282
601,-0.00036418347851530086
602,0.00022537683422454435
603,-0.0006305933530415641
604,0.0003093939133615553
605,0.00014031181829770033
606,0.0007212785195490401
607,-0.000776627927634932
608,-0.0008343023728619059
609,-0.00035705563865031655
610,0.0016044294158732875
611,-0.0003480005956840282
612,-0.0010795460577788685
613,-0.0006813284641451034
614,0.0006157209304872069
615,0.00025910148406955714
616,0.000879784815428053
617,-6.006808275245134e-05
