Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Khris Middleton,2018,1.15,-0.17,1.47,0.84,2.45,0.89,1.56
Sam Dekker,2018,0.36,-0.32,0.41,-0.49,0.89,-0.67,1.56
Cade Cunningham,2022,1.06,0.11,0.46,0.13,1.72,0.16,1.56
Garrett Temple,2023,1.11,-0.94,-0.63,-0.21,0.54,-1.02,1.56
Jalen Suggs,2023,0.75,-1.35,-0.63,-0.37,0.19,-1.37,1.56
Omer Yurtseven,2022,0.89,-0.34,0.65,0.14,1.35,-0.2,1.56
Jaylen Brown,2020,1.22,-0.09,0.99,0.15,1.82,0.26,1.56
Myles Turner,2019,0.16,-1.14,-0.93,-1.82,-0.79,-2.35,1.56
Zach Collins,2020,-0.18,-0.93,1.45,0.55,1.18,-0.38,1.56
Jaylen Nowell,2022,1.65,1.07,1.87,0.88,3.33,1.77,1.55
Mike Conley,2024,1.34,0.11,-0.27,-0.84,1.05,-0.5,1.55
Tristan Thompson,2024,1.0,-0.21,0.69,0.19,1.58,0.02,1.55
Furkan Korkmaz,2020,0.81,0.34,0.64,-0.53,1.4,-0.15,1.55
Malcolm Delaney,2017,0.26,-0.37,-0.27,-1.43,0.1,-1.45,1.55
Brandon Ingram,2024,2.45,1.2,0.46,-0.16,2.23,0.69,1.55
Elfrid Payton,2017,1.02,0.65,1.01,0.26,2.04,0.5,1.54
Johnathan Williams,2019,0.0,0.0,0.7,-0.8,0.75,-0.79,1.54
Michael Kidd-Gilchrist,2017,0.42,-1.41,-0.91,-1.02,-0.47,-2.01,1.54
Mitchell Robinson,2021,1.4,-0.69,-0.83,-0.61,0.29,-1.25,1.54
Nemanja Bjelica,2020,0.51,0.44,1.02,0.24,1.56,0.02,1.54
Aaron Holiday,2024,1.04,0.6,-0.49,-1.53,0.79,-0.75,1.54
Austin Rivers,2020,0.7,-0.13,1.57,1.03,2.44,0.9,1.54
Lonnie Walker IV,2024,1.35,0.05,0.43,0.02,1.77,0.23,1.54
Domantas Sabonis,2019,0.51,-0.5,0.21,-0.59,0.62,-0.92,1.54
Brandon Ingram,2020,2.31,-0.72,0.05,0.55,1.67,0.13,1.54
Ed Davis,2021,1.13,-1.21,-0.97,-0.14,0.16,-1.38,1.53
Mikal Bridges,2019,0.86,-1.34,-0.2,0.33,0.77,-0.76,1.53
Joe Johnson,2017,0.79,-0.14,0.66,0.05,1.35,-0.18,1.53
Michael Kidd-Gilchrist,2019,0.36,-1.03,-0.35,-0.63,-0.03,-1.56,1.53
Tyler Johnson,2017,1.5,-1.85,-1.13,-0.65,0.04,-1.49,1.53
Trey Lyles,2018,1.54,-0.71,0.52,0.76,1.72,0.19,1.53
Furkan Korkmaz,2024,0.52,-0.7,0.56,0.12,1.22,-0.31,1.53
Mason Plumlee,2019,-0.4,-0.81,0.26,-0.54,0.08,-1.44,1.53
Trent Forrest,2022,0.7,0.57,1.0,-0.05,1.87,0.34,1.53
Jerami Grant,2022,1.01,-0.6,-1.47,-1.3,-0.34,-1.87,1.53
Enes Freedom,2022,1.19,0.44,0.24,-0.53,1.29,-0.23,1.52
Al Horford,2020,0.39,-0.03,0.5,-0.31,1.05,-0.47,1.52
Dante Exum,2018,0.95,-0.43,0.21,-0.06,1.15,-0.37,1.52
Yuta Watanabe,2021,0.65,-0.77,-0.64,-0.85,0.12,-1.4,1.51
Jonas Valanciunas,2022,0.75,0.38,0.91,-0.05,1.59,0.08,1.51
Eric Gordon,2024,0.7,-0.33,0.54,-0.31,1.21,-0.3,1.51
Ausar Thompson,2024,0.41,-0.58,-1.02,-1.19,-0.26,-1.76,1.5
Andre Roberson,2021,1.6,-0.46,-0.31,0.25,1.29,-0.21,1.5
Goran Dragic,2021,1.17,0.64,0.14,-0.72,1.34,-0.16,1.5
Desmond Bane,2024,2.65,0.28,-0.53,0.08,2.05,0.56,1.5
Chris Andersen,2017,0.3,-0.9,0.44,0.2,0.82,-0.68,1.5
Avery Bradley,2020,0.57,-0.4,0.34,-0.88,0.74,-0.75,1.49
Anthony Lamb,2023,0.54,-0.42,0.2,-0.28,0.94,-0.55,1.49
John Collins,2022,1.37,-0.46,0.01,-0.06,0.8,-0.69,1.49
Denzel Valentine,2021,0.83,-0.03,-0.61,-1.02,0.44,-1.05,1.49
Spencer Dinwiddie,2017,0.5,-0.79,-0.11,-0.24,0.71,-0.78,1.49
Josh Giddey,2024,1.38,0.43,1.87,0.71,2.86,1.37,1.49
Chimezie Metu,2023,-0.54,-0.51,0.7,-0.92,0.17,-1.32,1.48
Andrew Wiggins,2022,1.25,-0.42,-0.49,-1.27,0.2,-1.29,1.48
Terry Rozier,2018,1.48,0.4,-0.77,-0.93,0.84,-0.64,1.48
Danny Green,2022,0.98,-0.81,-0.02,-0.06,0.8,-0.68,1.48
Brandan Wright,2018,0.01,-0.34,-0.07,-1.16,-0.06,-1.54,1.48
Alec Peters,2018,0.15,-0.52,0.56,-0.28,0.77,-0.71,1.48
Enes Freedom,2020,0.0,0.0,1.39,-0.05,1.51,0.04,1.47
Tyreke Evans,2019,1.27,-0.13,-0.41,-0.44,0.91,-0.56,1.47
T.J. McConnell,2021,0.62,0.26,1.31,0.4,2.09,0.62,1.47
Danilo Gallinari,2022,1.02,0.77,2.0,0.89,2.62,1.16,1.46
Naji Marshall,2023,0.73,0.21,0.17,-0.3,1.08,-0.39,1.46
Buddy Hield,2019,1.66,0.98,0.56,0.14,1.99,0.52,1.46
Seth Curry,2021,0.68,0.47,1.15,-0.42,1.77,0.31,1.46
Josh Green,2022,0.23,-0.8,-0.55,-1.06,-0.17,-1.63,1.46
Wes Iwundu,2020,0.36,-0.07,-0.77,-1.5,-0.13,-1.59,1.46
Oshae Brissett,2023,0.42,0.13,0.79,-0.16,1.51,0.05,1.46
Ousmane Dieng,2023,0.79,-0.47,-0.4,-0.78,0.47,-0.98,1.46
Gordon Hayward,2022,1.52,-0.86,-0.34,0.01,0.85,-0.61,1.46
Yogi Ferrell,2019,1.11,-0.41,0.06,0.09,1.16,-0.29,1.46
Kelly Olynyk,2023,0.6,-0.14,1.24,0.48,1.61,0.15,1.45
Joe Ingles,2023,0.86,-0.38,1.04,0.58,1.8,0.35,1.45
Jeff Green,2019,0.88,-0.28,1.2,0.79,1.92,0.48,1.45
Buddy Hield,2018,2.62,1.21,-0.27,-0.58,1.79,0.34,1.45
DeAndre Liggins,2017,0.66,-0.78,-0.34,-0.5,0.28,-1.16,1.44
John Henson,2018,-0.56,-0.54,0.94,-0.87,0.4,-1.04,1.44
Deandre Ayton,2021,0.34,-0.38,1.43,0.47,1.36,-0.08,1.44
Nicolo Melli,2021,0.06,-0.18,-0.99,-2.06,-0.81,-2.25,1.44
Taurean Prince,2020,0.38,0.16,0.29,-0.87,0.39,-1.05,1.44
Kyle Anderson,2019,-0.13,-1.92,-1.06,-1.0,-0.88,-2.32,1.44
LaMelo Ball,2023,2.8,1.15,1.27,1.35,3.57,2.13,1.44
Aaron Holiday,2023,0.74,0.34,0.04,-0.74,1.03,-0.4,1.43
Andrew Bogut,2017,-0.0,-1.64,-2.1,-1.95,-2.01,-3.44,1.43
Jalen McDaniels,2022,0.53,-0.46,0.18,-0.56,0.63,-0.79,1.43
CJ McCollum,2019,1.36,1.37,1.69,0.36,2.72,1.29,1.43
LaMarcus Aldridge,2017,0.49,-1.72,0.17,-0.34,0.21,-1.22,1.43
Tobias Harris,2018,1.97,0.56,0.98,0.95,2.59,1.16,1.43
Garrison Mathews,2022,0.71,-0.57,1.75,1.75,2.65,1.23,1.42
Sandro Mamukelashvili,2024,0.66,1.26,-0.33,-2.05,0.51,-0.9,1.42
Taj Gibson,2022,-0.36,-0.8,-0.15,-0.93,-0.24,-1.65,1.42
Eric Gordon,2022,0.56,0.2,0.74,0.08,1.48,0.07,1.42
Jalen Smith,2022,0.63,-0.21,0.67,0.0,1.11,-0.31,1.42
Danilo Gallinari,2018,0.43,-0.47,-0.57,-1.13,-0.06,-1.47,1.42
Zach Collins,2023,0.85,-0.53,-0.22,-0.03,0.71,-0.71,1.41
Tacko Fall,2021,-0.05,-0.67,0.63,-0.18,0.64,-0.77,1.41
CJ McCollum,2023,1.89,1.97,1.47,0.82,3.04,1.63,1.41
Josh Green,2023,-0.08,0.63,0.66,-0.78,0.89,-0.52,1.41
Gabe Vincent,2022,1.3,-0.67,-0.67,-0.59,0.52,-0.89,1.41
D'Angelo Russell,2023,1.95,0.32,0.59,0.13,2.03,0.62,1.41
Malcolm Delaney,2018,0.73,-1.08,-0.53,-0.15,0.44,-0.97,1.41
Mario Chalmers,2018,-0.29,-0.35,-0.39,-1.13,-0.17,-1.57,1.41
Daniel Gafford,2024,0.38,0.29,0.79,-0.29,0.99,-0.41,1.4
Tyus Jones,2020,1.43,-0.47,0.09,0.1,1.48,0.08,1.4
CJ Miles,2018,1.1,-0.84,-0.05,-0.35,0.68,-0.72,1.4
Damion Lee,2021,0.78,-0.53,0.27,0.23,1.28,-0.12,1.4
Dorian Finney-Smith,2024,0.69,-0.15,0.13,-0.48,0.84,-0.56,1.4
Daniel Theis,2021,-0.19,-1.06,1.02,0.45,0.92,-0.47,1.39
Darius Miller,2019,0.42,-0.47,0.37,-0.08,0.97,-0.43,1.39
Anthony Tolliver,2018,1.22,-0.42,0.33,0.17,1.38,-0.02,1.39
Josh Richardson,2020,1.15,0.16,0.69,0.02,1.58,0.19,1.39
Rondae Hollis-Jefferson,2020,0.46,-0.67,0.26,-0.28,0.79,-0.6,1.39
Gary Trent Jr.,2022,1.33,0.15,1.39,0.67,2.32,0.93,1.39
Dean Wade,2023,-0.26,-0.81,-1.13,-2.03,-1.08,-2.46,1.38
Dillon Brooks,2020,1.06,-0.08,0.3,0.32,1.47,0.09,1.38
Larry Nance Jr.,2024,0.7,-1.43,-0.73,-0.8,-0.27,-1.65,1.38
Michael Kidd-Gilchrist,2018,0.59,0.08,0.3,-0.39,0.81,-0.57,1.38
Michael Porter Jr.,2022,0.36,0.13,-0.86,-1.98,-0.52,-1.9,1.38
Wesley Matthews,2021,0.15,-1.62,-0.2,-0.15,0.15,-1.23,1.38
Jarrett Allen,2021,-0.28,-1.45,0.14,-0.02,-0.02,-1.4,1.38
Rodney McGruder,2017,0.84,-0.42,0.56,0.12,1.32,-0.06,1.38
Ryan Rollins,2024,0.0,0.0,0.36,-0.96,0.45,-0.93,1.38
Ivica Zubac,2019,0.25,-0.41,-0.74,-1.25,-0.38,-1.75,1.38
Rui Hachimura,2024,0.83,0.87,1.13,-0.09,1.83,0.46,1.37
Christian Wood,2022,1.93,-1.1,-0.76,0.83,1.05,-0.32,1.37
Rondae Hollis-Jefferson,2017,0.26,-1.51,-0.9,-0.67,-0.5,-1.88,1.37
Trey Lyles,2023,0.75,-0.45,0.98,0.43,1.76,0.39,1.37
Kyle Collinsworth,2018,0.64,-0.86,0.42,0.57,1.17,-0.2,1.37
Jalen Brunson,2019,0.99,-0.2,0.08,0.05,1.12,-0.25,1.37
OG Anunoby,2021,0.0,0.0,0.51,-0.7,0.66,-0.71,1.37
Ricky Rubio,2023,1.03,-0.9,-0.98,-0.76,0.1,-1.27,1.37
Malcolm Brogdon,2023,1.8,0.02,-0.37,-0.69,0.85,-0.52,1.37
Darren Collison,2018,1.56,0.7,1.48,0.96,2.83,1.47,1.37
Danuel House Jr.,2018,0.5,0.87,0.65,-0.93,1.29,-0.08,1.36
OG Anunoby,2023,0.0,0.0,0.24,-1.07,0.38,-0.98,1.36
Colby Jones,2024,0.87,-0.24,-0.47,-0.79,0.5,-0.86,1.36
Frank Kaminsky,2022,0.6,-0.54,-0.6,-0.9,-0.08,-1.44,1.36
Devin Robinson,2019,0.64,-0.86,0.14,0.26,0.82,-0.54,1.36
Ivica Zubac,2018,-0.18,-0.36,-0.74,-1.63,-0.69,-2.05,1.36
Adreian Payne,2017,0.5,-0.94,-0.23,-0.19,0.3,-1.06,1.36
Isaiah Jackson,2024,0.82,-0.36,-0.19,-0.41,0.61,-0.75,1.36
Kyle Korver,2019,0.5,-0.31,-0.05,-0.75,0.5,-0.85,1.35
Shai Gilgeous-Alexander,2020,1.43,0.5,0.88,0.52,2.1,0.75,1.35
CJ McCollum,2022,2.45,0.56,1.28,1.77,3.21,1.86,1.35
Joe Harris,2020,1.3,0.71,0.95,0.34,1.94,0.6,1.34
Jeff Teague,2017,1.56,-0.22,0.25,0.21,1.57,0.23,1.34
Shai Gilgeous-Alexander,2021,2.62,0.46,0.49,1.45,2.86,1.52,1.34
Ryan Arcidiacono,2020,0.97,-1.39,-1.07,-0.51,-0.11,-1.45,1.34
Robert Williams III,2021,1.2,-0.97,0.56,0.81,1.39,0.05,1.34
Mike Muscala,2018,1.24,-0.06,0.12,0.1,1.34,0.01,1.33
Al-Farouq Aminu,2020,1.04,-1.6,-1.97,-0.88,-0.98,-2.31,1.33
Gabe Vincent,2023,1.12,-0.17,0.14,-0.14,1.13,-0.2,1.33
Immanuel Quickley,2024,1.87,1.87,0.1,-0.77,1.64,0.31,1.33
Ish Wainright,2022,0.36,-0.85,-0.54,-0.85,-0.11,-1.44,1.33
Quentin Grimes,2023,1.08,0.35,1.59,0.33,1.94,0.62,1.32
Gary Clark,2022,0.76,-0.53,0.08,-0.12,0.87,-0.45,1.32
Usman Garuba,2022,0.0,0.0,1.07,-0.05,1.25,-0.07,1.32
Aaron Holiday,2021,0.77,-0.64,0.41,0.56,1.4,0.08,1.32
Norman Powell,2024,0.72,1.94,1.25,-0.59,2.15,0.83,1.32
Boban Marjanovic,2019,0.37,-0.91,-0.77,-0.89,-0.36,-1.67,1.31
Tobias Harris,2019,1.37,0.47,0.62,0.47,1.93,0.62,1.31
Taj Gibson,2018,0.77,0.47,1.27,0.41,1.89,0.58,1.31
Kelly Olynyk,2022,0.92,-0.55,0.69,0.8,1.65,0.34,1.31
Mo Bamba,2020,0.43,-0.71,-0.39,-0.75,0.09,-1.21,1.31
Wayne Ellington,2020,0.18,-0.42,-0.16,-0.67,0.2,-1.1,1.31
Jonathan Isaac,2019,0.07,-1.42,0.03,-0.23,0.16,-1.14,1.3
Jaden McDaniels,2021,-0.24,-0.47,0.78,-0.34,0.66,-0.64,1.3
Shabazz Napier,2019,1.93,0.95,-0.41,-0.67,1.35,0.05,1.3
Deron Williams,2017,0.68,-0.31,0.11,0.05,0.95,-0.35,1.3
Jonathan Isaac,2023,1.33,-0.2,-0.43,-0.24,0.88,-0.42,1.3
Derrick Rose,2019,2.13,0.9,1.08,0.77,2.66,1.36,1.3
Vasilije Micic,2024,1.12,0.5,0.84,0.23,1.91,0.61,1.3
Tre Jones,2023,1.21,-0.06,0.85,0.97,2.01,0.71,1.3
Rodney McGruder,2018,0.95,-0.04,0.93,0.52,1.84,0.55,1.3
Glenn Robinson III,2018,1.01,0.3,-0.18,-0.59,0.9,-0.4,1.29
Tyus Jones,2023,1.69,-0.13,0.31,0.61,1.99,0.7,1.29
Ben McLemore,2020,-0.05,0.96,2.6,0.74,2.72,1.43,1.29
Nikola Vucevic,2017,0.75,-1.1,-0.95,-0.47,-0.38,-1.67,1.29
Monte Morris,2020,0.93,-0.57,0.4,0.46,1.42,0.13,1.29
Adam Mokoka,2020,0.0,0.0,1.03,-0.23,1.07,-0.22,1.28
Caris LeVert,2019,1.26,0.37,0.23,-0.16,1.31,0.03,1.28
Jakob Poeltl,2018,1.04,-0.16,1.19,0.21,1.67,0.39,1.28
Garrison Mathews,2020,0.0,0.0,0.34,-0.74,0.5,-0.77,1.28
Justin Holiday,2024,0.71,0.28,0.06,-0.75,0.85,-0.42,1.28
Duncan Robinson,2021,1.39,0.55,-0.24,-0.88,0.99,-0.28,1.27
Langston Galloway,2017,0.98,-0.18,-0.23,-0.12,0.84,-0.43,1.27
Luc Mbah a Moute,2018,-0.56,-0.2,0.07,-1.55,-0.39,-1.66,1.27
Mychal Mulder,2020,0.64,0.59,0.69,-0.37,1.38,0.11,1.27
Ian Mahinmi,2018,-0.41,-0.18,0.49,-0.53,0.26,-1.01,1.27
Jusuf Nurkic,2017,0.47,-0.79,-0.94,-0.79,-0.5,-1.77,1.27
Chandler Hutchison,2019,0.65,-0.4,-0.8,-0.79,0.01,-1.25,1.26
Dennis Schroder,2018,3.17,0.48,0.31,1.31,2.94,1.68,1.26
Josh Okogie,2024,0.42,-1.2,-0.66,-0.54,0.03,-1.23,1.26
Svi Mykhailiuk,2024,0.0,0.0,0.64,-0.68,0.81,-0.45,1.25
Chuma Okeke,2021,0.02,-0.63,-0.6,-0.97,-0.14,-1.4,1.25
Myles Turner,2021,-0.13,-0.16,-0.21,-1.03,-0.04,-1.3,1.25
Will Barton,2021,1.03,0.59,1.58,0.07,1.76,0.51,1.25
Andre Iguodala,2021,0.26,-2.07,-1.31,-0.57,-0.85,-2.1,1.25
Pierre Jackson,2017,0.0,0.0,0.42,-0.79,0.45,-0.8,1.25
Grant Williams,2020,0.41,0.02,-0.33,-1.27,0.09,-1.15,1.25
Allen Crabbe,2018,0.79,0.34,0.61,0.45,1.55,0.3,1.25
Bruno Caboclo,2019,0.0,0.0,0.88,-0.2,1.01,-0.24,1.25
Andrew Wiggins,2017,1.24,1.41,1.83,0.79,2.98,1.73,1.25
Xavier Cooks,2023,0.08,-0.53,0.26,-0.29,0.47,-0.78,1.24
Luguentz Dort,2024,0.42,-0.47,1.64,0.52,1.73,0.48,1.24
Ben Simmons,2019,1.07,0.25,0.61,0.25,1.57,0.33,1.24
Coby White,2024,1.39,1.2,2.13,1.28,3.35,2.11,1.24
Serge Ibaka,2020,0.44,-0.65,-0.07,-0.51,0.36,-0.88,1.24
Gary Harris,2020,-0.17,-0.49,-0.85,-1.77,-0.98,-2.22,1.24
Evan Fournier,2018,0.97,1.4,1.21,0.33,2.24,1.0,1.23
Tony Parker,2019,0.51,-0.37,-0.26,-0.32,0.46,-0.77,1.23
Jonas Valanciunas,2024,0.41,0.86,2.01,0.6,2.23,0.99,1.23
Brandon Clarke,2020,0.8,-0.82,-0.17,0.03,0.69,-0.54,1.23
Jaime Jaquez Jr.,2024,0.48,0.24,0.35,-0.55,1.12,-0.11,1.23
Evan Fournier,2022,1.26,0.49,1.24,0.9,2.4,1.18,1.23
Day'Ron Sharpe,2024,0.86,1.17,0.13,-1.23,0.86,-0.36,1.23
Tre Jones,2022,0.89,-0.69,-0.05,0.32,1.02,-0.2,1.22
Isaiah Thomas,2022,0.85,-0.57,-0.17,-0.12,0.67,-0.55,1.22
Mo Bamba,2023,0.15,0.14,0.64,-0.29,0.99,-0.23,1.22
Jordan Poole,2021,1.55,0.49,0.27,0.38,2.05,0.83,1.22
Josh Okogie,2021,0.41,-0.91,0.28,0.43,0.7,-0.52,1.22
Marcus Smart,2024,0.0,0.0,-0.47,-1.48,-0.25,-1.46,1.22
Simone Fontecchio,2024,1.02,1.38,0.03,-1.05,0.92,-0.3,1.21
CJ Miles,2017,1.32,0.82,0.35,-0.25,1.46,0.25,1.21
Jonas Valanciunas,2018,0.46,-1.05,1.17,1.01,1.49,0.27,1.21
Jamal Murray,2023,2.49,1.28,0.68,0.32,2.24,1.03,1.21
Toney Douglas,2017,0.58,-0.79,0.25,0.29,0.86,-0.35,1.21
Joe Harris,2018,0.76,0.63,0.67,0.22,1.62,0.41,1.21
Devonte' Graham,2024,0.0,0.0,0.3,-0.78,0.52,-0.69,1.21
Dorian Finney-Smith,2023,0.56,-0.23,-0.04,-0.46,0.46,-0.75,1.21
Trey Burke,2021,1.28,-0.75,-0.07,0.62,1.21,0.01,1.21
Nerlens Noel,2017,-0.51,-1.12,0.27,-0.05,0.13,-1.08,1.21
Orlando Robinson,2023,0.18,-0.43,0.19,-0.47,0.43,-0.78,1.2
Jae Crowder,2023,0.96,-0.22,0.33,0.29,1.3,0.09,1.2
Courtney Lee,2020,-0.22,-0.96,0.88,0.3,0.75,-0.46,1.2
T.J. Warren,2020,0.6,0.43,0.53,-0.6,1.4,0.2,1.2
Ron Baker,2017,-0.27,-1.19,-0.14,-0.36,-0.1,-1.3,1.2
Treveon Graham,2019,-0.42,-0.26,0.51,-0.56,0.31,-0.89,1.2
Justise Winslow,2023,0.46,-0.51,-0.83,-0.77,-0.09,-1.29,1.2
Frank Kaminsky,2017,0.95,0.41,1.12,0.74,1.97,0.77,1.2
Mason Plumlee,2017,-0.29,-1.33,1.87,1.44,1.57,0.38,1.19
Jarrett Culver,2020,0.76,-0.73,-0.33,-0.25,0.49,-0.7,1.19
Evan Turner,2019,0.1,-0.4,0.52,0.3,0.96,-0.23,1.19
Andrew Wiggins,2019,0.78,0.8,1.06,0.21,1.84,0.65,1.19
Steven Adams,2021,1.31,-0.03,0.8,0.62,1.6,0.41,1.19
Paolo Banchero,2024,2.23,-0.19,-0.44,-0.1,1.29,0.11,1.19
Beno Udrih,2017,0.0,0.0,-0.23,-1.02,0.18,-1.01,1.19
Nicolas Batum,2019,0.84,-0.63,-0.16,-0.33,0.27,-0.91,1.19
Terrence Ross,2017,0.33,0.39,2.1,1.15,2.46,1.28,1.19
Montrezl Harrell,2017,0.65,-0.5,1.32,0.96,1.67,0.5,1.18
Jonathan Kuminga,2024,0.46,0.11,0.36,-0.49,0.74,-0.43,1.18
Jordan McRae,2019,1.25,-0.08,-0.15,-0.05,1.02,-0.16,1.18
Caris LeVert,2023,1.24,-1.13,-1.15,-0.82,-0.09,-1.26,1.17
Kevin Huerter,2024,0.49,1.01,1.9,0.64,2.47,1.31,1.17
Aaron Holiday,2022,0.86,-1.21,-0.79,-0.16,0.2,-0.96,1.17
Serge Ibaka,2021,0.2,-0.63,0.74,0.15,0.74,-0.43,1.16
E'Twaun Moore,2020,1.14,-0.86,-0.32,0.19,0.77,-0.4,1.16
James Johnson,2022,0.22,-1.02,-0.56,-0.59,-0.13,-1.29,1.16
Cedi Osman,2018,0.43,0.08,1.06,0.39,1.54,0.38,1.16
Mitchell Robinson,2019,0.47,-0.61,-0.11,0.15,0.61,-0.55,1.16
Talen Horton-Tucker,2024,1.69,-0.13,0.3,0.76,1.92,0.76,1.16
Nemanja Bjelica,2018,0.65,0.4,-0.14,-0.52,0.71,-0.44,1.16
JT Thor,2022,0.59,-0.47,-0.03,-0.15,0.65,-0.51,1.15
Zach LaVine,2020,3.51,0.37,0.14,1.79,3.04,1.89,1.15
Ryan Anderson,2018,0.86,-0.65,1.16,0.89,1.54,0.39,1.15
Kentavious Caldwell-Pope,2017,1.28,0.01,0.19,0.5,1.39,0.24,1.15
DeMarcus Cousins,2021,0.6,-0.35,-0.69,-0.69,0.05,-1.1,1.15
Jusuf Nurkic,2023,0.1,-0.68,-0.27,-0.51,-0.24,-1.39,1.15
Kyle Lowry,2021,1.62,-0.58,0.06,1.05,1.59,0.44,1.15
Tomas Satoransky,2017,0.0,0.0,-0.39,-1.0,-0.0,-1.14,1.14
Pat Connaughton,2018,0.03,-0.11,0.6,-0.44,0.91,-0.22,1.14
Tim Hardaway Jr.,2020,1.12,1.4,1.78,0.75,2.64,1.5,1.14
Boban Marjanovic,2023,0.52,1.02,0.54,-1.04,1.13,-0.01,1.13
Russell Westbrook,2024,0.96,-0.29,0.08,0.04,1.07,-0.06,1.13
Kenneth Lofton Jr.,2024,0.34,-0.65,-0.09,-0.27,0.32,-0.81,1.13
Stanley Johnson,2017,0.0,-0.63,-0.14,-0.43,0.24,-0.89,1.13
Luke Kennard,2019,0.97,0.26,0.59,0.16,1.45,0.32,1.13
Joe Harris,2019,1.43,0.78,1.0,1.03,2.34,1.21,1.13
Tyler Johnson,2018,0.99,-0.22,-0.1,-0.43,0.76,-0.37,1.13
Malik Beasley,2018,0.41,-0.76,-0.08,-0.07,0.35,-0.78,1.13
Domantas Sabonis,2024,0.6,0.11,1.02,0.49,1.44,0.32,1.13
Willie Cauley-Stein,2017,0.2,-0.66,-0.49,-0.1,0.01,-1.11,1.12
Kosta Koufos,2019,0.47,-0.67,-0.24,-0.19,0.27,-0.84,1.11
Isaiah Stewart,2021,0.27,-0.27,-0.01,-0.28,0.48,-0.63,1.11
Wendell Carter Jr.,2020,-0.23,-1.01,-0.69,-1.35,-0.93,-2.04,1.11
Skal Labissiere,2020,-0.66,-0.73,0.28,-0.5,-0.04,-1.14,1.11
Willy Hernangomez,2017,0.19,-0.65,-0.06,0.01,0.42,-0.69,1.11
Olivier Sarr,2023,0.27,-0.56,-0.19,-0.48,0.14,-0.97,1.11
Shelvin Mack,2018,1.5,-0.14,-0.3,-0.04,1.2,0.1,1.1
Troy Brown Jr.,2019,1.1,0.22,0.63,0.32,1.59,0.49,1.1
Derrick Rose,2023,1.36,-0.77,-0.9,0.02,0.45,-0.65,1.1
Isaiah Stewart,2024,0.14,-0.08,-0.03,-0.49,0.28,-0.82,1.1
Kira Lewis Jr.,2023,0.0,0.0,0.46,-0.6,0.57,-0.53,1.1
Dejounte Murray,2020,1.35,-0.92,0.21,1.35,1.49,0.39,1.1
Solomon Hill,2022,0.0,0.0,0.08,-0.97,0.11,-0.98,1.1
Anfernee Simons,2022,1.3,1.72,1.0,0.25,2.42,1.32,1.1
Deandre Ayton,2020,0.07,-0.19,0.5,-0.45,0.55,-0.54,1.1
Larry Nance Jr.,2022,-0.3,-0.22,0.79,0.23,0.78,-0.31,1.09
Kyle Kuzma,2018,1.25,-0.4,-0.08,0.28,0.99,-0.1,1.09
Yogi Ferrell,2020,0.74,-0.42,-0.67,-0.61,0.25,-0.84,1.09
Leaky Black,2024,0.2,-1.01,-0.4,-0.22,0.0,-1.09,1.09
Jeremy Lamb,2020,1.32,-1.26,0.29,1.33,1.56,0.47,1.09
Willie Cauley-Stein,2018,0.76,-1.74,-1.14,-0.02,-0.49,-1.58,1.09
Juan Toscano-Anderson,2021,0.45,-0.53,-0.65,-0.8,-0.18,-1.26,1.08
Darius Miller,2021,0.0,0.0,0.12,-0.86,0.29,-0.79,1.08
Kevon Looney,2024,0.34,-0.13,0.83,0.29,1.09,0.01,1.08
Terry Rozier,2017,1.01,-0.47,-1.33,-0.98,-0.22,-1.3,1.08
Malcolm Miller,2020,0.0,0.0,0.92,-0.19,1.02,-0.06,1.08
Jeff Green,2021,0.79,0.85,1.76,1.05,2.44,1.36,1.08
Zach Collins,2022,0.03,-0.48,0.38,-0.17,0.54,-0.54,1.08
Salah Mejri,2017,-0.31,-1.14,-0.97,-1.13,-1.08,-2.16,1.07
Dennis Schroder,2021,0.71,0.35,0.58,0.06,1.43,0.36,1.07
Karl-Anthony Towns,2023,0.53,-0.44,-0.64,-0.8,-0.03,-1.1,1.07
Kenrich Williams,2020,0.62,-0.5,-0.41,-0.32,0.34,-0.73,1.07
Brandan Wright,2017,0.15,-0.68,-0.0,-0.32,0.12,-0.94,1.07
Robert Covington,2020,-0.09,-0.02,-0.01,-0.81,-0.03,-1.09,1.07
Ty Jerome,2022,1.3,0.46,-1.51,-1.86,-0.26,-1.33,1.06
Mike Muscala,2017,0.95,-1.31,-0.62,0.2,0.33,-0.74,1.06
Josh Richardson,2017,0.69,-1.07,-0.68,-0.57,0.01,-1.06,1.06
Semi Ojeleye,2021,0.0,0.0,0.35,-0.58,0.46,-0.6,1.06
Wilson Chandler,2019,0.56,0.13,1.26,0.6,1.75,0.69,1.06
Richaun Holmes,2019,-0.13,-0.59,-0.36,-0.69,-0.16,-1.22,1.06
Jarell Martin,2019,0.0,0.0,0.27,-0.57,0.46,-0.6,1.06
Jerami Grant,2019,0.86,-0.84,-0.45,-0.99,-0.16,-1.22,1.06
Dalen Terry,2023,0.73,-0.5,-0.48,-0.4,0.35,-0.71,1.06
DeAndre' Bembry,2021,0.03,-0.8,-0.49,-0.65,-0.18,-1.23,1.06
